;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
1473;fail;99887;51373;313923;132652;603;160019
1474;2458;133166;44491;129853;98151;383163;192536
1475;36739;12456;213381;89329;5222;86193;38236
1476;14452;79568;106066;802;53059;60941;966
1477;5532;6565;435609;46248;199569;39336;20869
1478;22056;8644;22172;160336;58594;2208;35574
1479;142764;11117;41501;292696;4426;14958;83082
1480;66688;6920;21654;77170;9465;55204;55718
1481;4970;9277;42102;102922;58590;241418;26446
1482;fail;76926;58082;3210;15556;38010;169219
1483;fail;86259;200226;27943;13267;80212;17167
1484;15610;39348;21642;17167;34273;107138;4573
1485;fail;118733;101795;56010;15171;74300;8009
1486;fail;388928;112542;171494;70253;21615;22984
1487;fail;44065;146889;168559;13306;92807;71599
1488;fail;101262;34349;52656;445965;47391;7711
1489;61893;26797;57750;37361;408785;32895;363
1490;fail;80823;58771;19925;69647;42577;128975
1491;fail;5290;148168;156214;23116;161781;110228
1492;fail;19450;70862;12012;55160;15306;63093
1493;46532;19092;118340;221421;115578;13896;229606
1494;56723;29038;5230;56456;329331;189093;268589
1495;fail;32429;34891;3137;10689;7028;101271
1496;128026;179290;50544;139364;432216;44161;14925
1497;76752;51056;16007;71927;34663;54434;123113
1498;33566;121178;34474;218110;60728;134212;234321
1499;80180;110868;12855;66096;41343;17646;25403
1500;fail;67648;4626;91565;21289;17862;4526
1501;44432;111499;32548;138457;30212;15906;30615
1502;35343;153088;281052;30947;22357;35290;64299
1503;fail;96287;291488;64525;912883;337606;12854
1504;17015;270029;174276;75726;108136;207636;12288
1505;fail;88397;88277;14482;157012;21728;292526
1506;59455;3870;349525;65107;100894;173595;107934
1507;83143;53238;143083;79530;37163;198741;46521
1508;fail;28999;236186;74755;22956;14171;24324
1509;23130;31958;119733;68056;59513;1727;124581
1510;32762;15610;184253;7565;35868;9928;204789
1511;30670;15575;86297;72453;727423;17520;49437
1512;15078;1691;8965;60922;57678;54121;132344
1513;fail;18215;216680;132511;389043;5838;90017
1514;12753;157235;6899;169153;30651;72734;31994
1515;54940;44901;14817;15627;15885;14427;5895
1516;fail;47739;4474;25754;73937;213357;52114
1517;63256;25850;34366;65686;10586;119106;114930
1518;36775;2140;2493;30835;2703;802;21651
1519;17421;51653;13102;43749;2730;59970;135274
1520;4928;314;91569;5121;32745;21530;3295
1521;8281;5334;10109;361691;51381;149292;61293
1522;54805;41542;126138;174733;22298;19148;150102
1523;43865;15918;382920;52441;99145;187191;103191
1524;fail;67184;116077;64429;23967;102981;415685
1525;fail;46453;121835;2822;94520;15123;148726
1526;28588;123867;234196;45629;36774;5539;84784
1527;2204;263221;44395;228795;2161;11115;529153
1528;43405;194637;6791;148870;66458;118200;147555
1529;10301;4798;136344;36766;8259;278172;323049
1530;fail;71410;80033;227057;150010;231169;84797
1531;20116;6691;162758;82779;50831;39515;223569
1532;fail;33201;136995;73096;87958;24807;32349
1533;fail;104692;164743;95449;10847;76664;8855
1534;21974;22459;62736;64423;120791;130529;56124
1535;fail;42753;140266;187596;22143;53202;6505
1536;159096;48604;205355;50079;144228;118586;31728
1537;164519;5828;125431;486616;131779;26328;43889
1538;fail;20676;1934;455008;69029;187307;93811
1539;21196;27118;55853;98788;136904;14263;18673
1540;92536;105603;61915;5094;36328;18124;4250
1541;fail;114632;245556;94855;19693;25185;29636
1542;fail;76948;104940;36938;61058;1735;84726
1543;fail;26450;47167;811;51883;11603;28770
1544;fail;65186;92775;333203;109454;30758;53838
1545;91469;136129;33322;68964;76418;8852;93694
1546;28604;1956;132497;89403;31948;85962;263066
1547;fail;47846;163126;13827;272328;138062;20782
1548;19043;25633;3050;158224;31439;109802;61752
1549;fail;5364;120441;12450;2328;55109;30562
1550;22557;8996;5322;48507;16394;47029;10863
1551;42032;52718;97313;12711;25965;39178;144171
1552;fail;35872;38592;3100;197221;24398;115562
1553;31866;35923;156495;195539;396451;6304;1480
1554;7930;109351;156915;13364;116868;1070;10987
1555;132569;179958;42222;47695;22590;1365;53690
1556;fail;500928;136768;123606;33002;80565;43232
1557;6484;33715;4662;62348;74554;87945;29171
1558;31737;65590;68550;125552;240813;34788;22831
1559;17816;77680;6754;8247;121428;150487;105546
1560;29359;29344;105201;67276;19467;34121;119529
1561;32808;32246;11787;67516;11284;11405;10552
1562;fail;4386;58648;208622;45148;144403;223386
1563;19798;47829;31594;285359;235246;107914;8662
1564;69463;20088;955;129943;88901;1271;31528
1565;41390;135086;358058;29060;36034;45984;1127
1566;128071;9376;74590;17481;1529;240917;62189
1567;25662;115859;46179;433809;42217;217312;5291
1568;32519;10748;5922;70393;74275;6931;52331
1569;14569;17178;1895;34537;19246;67039;174755
1570;fail;34343;273968;263071;26762;109827;51421
1571;31626;81242;175471;197816;150460;125119;22113
1572;82935;26303;66478;63214;7505;34177;20820
1573;22413;20971;34732;117259;169585;28772;3114
1574;206524;3379;61473;30503;1912;11699;13327
1575;33058;6489;376443;61025;80180;188846;9723
1576;fail;17935;28220;28949;5480;66645;136753
1577;32916;110790;59326;264039;22402;25041;344382
1578;2198;33800;36930;131193;27205;10905;52766
1579;29133;6824;24775;11059;48266;27326;54280
1580;168413;78258;43860;64656;28242;38606;135459
1581;fail;364;22147;149151;90822;23021;5143
1582;42247;74120;259927;71006;81823;149543;67648
1583;13615;4363;26426;20372;2797;83333;46118
1584;19226;47387;127548;169151;188383;343558;42660
1585;6405;79820;482864;928;764150;72735;358387
1586;7727;43985;40263;49619;104748;134278;169045
1587;62429;217302;272591;372643;5592;125694;30576
1588;fail;35786;86844;90037;243805;102832;11643
1589;fail;255907;94377;10448;363129;18323;223945
1590;45635;33690;138613;14912;76555;165769;4717
1591;3502;107774;151112;264642;1612;52204;10876
1592;26742;219423;335415;44118;61990;44161;9162
1593;fail;106734;103335;85782;49090;72248;56641
1594;21407;38643;103551;149255;629788;45913;29611
1595;3354;90888;226508;97672;7603;23998;60542
1596;34779;95991;7086;128335;61697;56848;16421
1597;8715;72393;40651;102525;50389;67501;469804
1598;154956;43568;109553;2240;41310;28251;94464
1599;10731;115729;9577;2925;59743;365710;95188
1600;fail;4165;28503;475131;19592;71508;56326
1601;fail;51042;124199;171129;9720;50227;98394
1602;fail;6329;22417;37767;34664;339263;14981
1603;fail;70809;9129;460668;115530;229089;129175
1604;fail;150253;27782;15519;38756;20112;904952
1605;31590;11465;127376;59171;124294;153459;23867
1606;fail;85388;497290;551151;51456;96234;459146
1607;fail;146453;119338;675203;28729;16618;498047
1608;10482;60295;14209;84649;6614;15504;28312
1609;fail;97897;71084;346379;7271;23542;64470
1610;87017;7660;16917;12610;34429;58526;26051
1611;fail;69483;16857;210010;159142;143070;79507
1612;30964;150297;54244;10210;198692;151564;2287
1613;fail;3612;18917;42835;32586;111464;12156
1614;23072;128791;225807;231540;37201;18126;88395
1615;25943;12242;32149;35988;17099;4063;29808
1616;fail;1532;300748;28812;36840;36777;24205
1617;fail;74034;37967;31356;74398;16484;10974
1618;11859;67911;115646;181406;11004;23165;15091
1619;28921;22373;25401;20340;176955;4102;50182
1620;fail;68034;181711;62422;195137;156735;388850
1621;17354;71600;795;7275;15423;178676;53435
1622;82365;15627;15895;31538;56035;45652;9213
1623;123168;24656;24256;50253;7168;39134;82734
1624;fail;43448;97559;79171;48608;74141;16185
1625;39996;389331;92778;374318;62949;112455;10632
1626;40360;12499;70189;115406;7444;8405;30757
1627;fail;49984;25966;98437;31816;13452;4698
1628;7976;25680;51572;45610;59184;77738;11525
1629;10846;2224;24287;26649;101636;39774;204029
1630;fail;28377;48348;184223;4041;19332;41448
1631;13237;10600;4964;37026;4132;31330;125480
1632;15962;15945;62844;50567;491;56322;42419
1633;1443;55459;70168;130262;41900;22557;23682
1634;30772;82473;50889;10979;7678;31073;94876
1635;fail;37759;97165;89246;730048;177612;279727
1636;32159;3023;63107;139358;39429;56033;9135
1637;fail;48232;158355;108157;20738;46087;155934
1638;50077;60049;58729;243138;20682;20848;3628
1639;32749;33158;18604;58070;10207;78530;151063
1640;fail;85585;167778;82942;121543;87948;99981
1641;181566;207917;94253;118912;756809;261904;6945
1642;118256;132943;11127;245014;11091;10245;86296
1643;88393;42832;18675;36405;7301;27432;1537
1644;fail;155214;138545;439289;127283;31859;63951
1645;fail;42994;206344;128243;43938;83153;5069
1646;fail;23117;23634;462054;148474;23036;91918
1647;35645;61226;83711;120352;250798;181114;219621
1648;fail;34199;109837;287839;507590;110772;15610
1649;8644;38706;9153;21256;10690;19324;120509
1650;110904;1294;251477;33279;26206;39619;200668
1651;fail;139275;14144;323311;13414;590684;93066
1652;fail;82683;85874;24692;353053;106181;26862
1653;41914;87456;2605;85348;104709;128218;685167
1654;fail;107228;51732;25974;390779;16961;77401
1655;fail;33220;54861;45712;213561;3850;26870
1656;fail;87650;122506;34908;79822;24523;16444
1657;54055;296009;5272;17825;10968;125316;45163
1658;fail;310071;300025;153866;111068;19189;87854
1659;631;47865;611;1062;58874;23414;34310
1660;fail;199458;8178;204616;38163;9374;456733
1661;fail;5516;364310;98238;303119;174643;4483
1662;53075;6884;11563;228569;18449;12415;21376
1663;29874;31724;11983;7987;31274;21004;112175
1664;fail;1746;149425;157845;155263;409449;1285745
1665;41454;782;31223;13945;745;23315;6138
1666;62033;12073;126558;46685;9577;18151;103162
1667;36313;40512;11660;309639;153411;99691;23476
1668;7254;9823;25483;12039;83642;7103;1935
1669;fail;92050;18034;218160;34442;246461;24122
1670;fail;85478;289351;71524;101065;77138;159361
1671;22715;64607;157422;52964;21922;55590;26804
1672;104938;48098;15888;130333;21736;1535;82640
1673;fail;59981;83277;38920;7794;52179;1040074
1674;22649;64164;19264;84354;25576;57824;42811
1675;2193;677;50485;19548;93450;24156;143060
1676;4435;279468;23720;10804;113734;78257;3997
1677;9874;10559;88642;101303;106246;28233;9526
1678;65277;108519;68944;17247;453713;85299;606337
1679;65384;27719;96988;152326;10263;105304;12813
1680;46550;249538;72997;48359;157101;74265;172319
1681;96533;33288;9182;1646;82538;26947;30698
1682;6263;28414;106933;263873;31933;11128;6662
1683;fail;83543;116066;41960;4968;1050;105726
1684;109371;131611;40249;55909;9721;20684;39657
1685;22168;196782;15832;99492;26332;119201;104922
1686;fail;924;106738;256102;76759;80299;23179
1687;137379;1789;16492;68316;12439;56438;211826
1688;24604;17915;65365;10845;293559;862;372374
1689;fail;14635;15160;29863;3702;2235;98610
1690;222335;31458;48414;184693;48541;16586;59401
1691;fail;41116;22166;65510;227233;198663;27715
1692;fail;66754;4394;37686;91961;12735;94802
1693;52176;144314;58998;190956;16085;53444;110437
1694;18338;21997;168557;27925;67764;64673;15880
1695;29024;78151;1176;23551;21311;36370;135379
1696;44765;88014;188580;168671;13450;53691;168698
1697;fail;31328;113996;20818;47481;19894;7391
1698;27108;7725;15328;19323;41709;158995;22125
1699;20523;129568;169917;37864;6750;5328;937
1700;2573;232610;71887;172229;67399;65079;19884
1701;fail;64449;43554;87949;389275;214571;30934
1702;fail;130017;15911;63780;17889;8249;230758
1703;fail;83455;240742;38085;41832;209904;121355
1704;fail;16037;63015;41536;56763;66280;101280
1705;fail;44034;657425;139697;1350872;17420;177894
1706;8978;57602;14108;21368;5335;28032;39201
1707;89672;248542;80100;74004;380346;557659;73450
1708;13953;10238;33786;16530;76441;14432;67628
1709;7604;79511;22999;72504;31041;88379;13427
1710;8615;26606;20767;92406;43408;58276;9466
1711;fail;181756;567550;39387;410375;138723;68893
1712;5919;51001;168042;122021;48910;62248;48019
1713;fail;56099;70748;274823;109948;12746;40792
1714;fail;36899;64963;265680;22300;25470;212125
1715;fail;117424;56581;22948;4286;111397;53182
1716;fail;57477;27576;5085;95110;170736;60521
1717;fail;228323;153835;5543;194485;29353;16927
1718;fail;25848;110805;75958;35559;116204;55541
1719;62472;54838;728293;51252;8955;169243;24579
1720;fail;113808;38351;216181;33871;202604;215858
1721;23128;68358;198793;139568;293910;155893;27732
1722;fail;62;45973;217106;45207;32818;323882
1723;fail;13542;102770;383033;9167;88364;78697
1724;21393;19850;2793;131683;136190;33622;22192
1725;fail;66339;24759;21287;223459;273822;13578
1726;fail;30840;158197;276202;241244;36941;48045
1727;76046;7680;113794;150652;8409;78441;12112
1728;fail;2180;42747;52500;51585;92638;32886
1729;fail;181715;65107;145380;39884;116868;34520
1730;7732;39481;85063;28290;12016;13871;32917
1731;71936;23165;8459;107327;26227;33951;11403
1732;6911;120026;20695;10697;32154;169608;16827
1733;106214;35955;30189;1643;11135;12817;4601
1734;34789;263;25688;148102;45138;76017;51637
1735;848;7800;44253;44192;23338;30418;70331
1736;28353;20390;35647;166687;5956;16043;465
1737;12833;231947;260226;185720;474131;11801;42836
1738;34199;15526;69299;15335;109236;22258;28108
1739;fail;38360;105510;186819;117559;205283;42374
1740;fail;160322;336028;107300;119920;10489;9751
1741;10318;8884;89421;130162;15221;14426;307218
1742;118358;102632;512642;12862;88336;79057;35659
1743;fail;17479;156688;117082;4829;244814;33584
1744;19822;454597;81535;1076;598136;72437;204208
1745;111976;13060;35045;12551;18251;203122;8683
1746;fail;173412;62883;262682;264664;297773;123907
1747;21450;95082;25947;1079;23575;130470;81417
1748;fail;14876;14283;79148;90625;4892;8738
1749;32566;11565;51235;80774;19264;30743;179024
1750;86798;143933;284797;9902;87033;196586;14222
1751;fail;194520;298605;67921;34141;213935;1569
1752;60518;60088;115802;150810;4655;4595;78375
1753;fail;160786;46702;97493;130969;175903;312989
1754;256698;135531;131803;90332;8679;21978;40369
1755;35847;41603;125455;159212;8822;180291;287487
1756;fail;38121;95727;18850;23433;130130;279990
1757;44065;12547;124595;70463;39631;59582;97241
1758;34800;14170;74309;15616;427406;17951;9539
1759;125549;16103;71391;31147;74644;69956;72031
1760;4974;182902;42375;69597;12825;49218;207505
1761;5006;146424;23599;6846;103272;6518;88186
1762;fail;43590;124525;283419;3092;259822;26583
1763;3916;325;299089;296280;117607;64316;40697
1764;45396;224409;171241;30746;8921;168256;31154
1765;22509;71388;27879;16000;22999;297846;152666
1766;fail;54588;185789;229637;64371;95918;17623
1767;4821;82855;40172;24533;233241;20739;33985
1768;56860;39151;22465;170334;53088;85515;47233
1769;1555;8189;68808;196885;39260;92887;15488
1770;fail;117255;7231;54429;238357;4075;26781
1771;fail;128120;39632;250318;74716;76213;43570
1772;fail;188381;116638;769689;58176;101717;57970
1773;19803;8080;26375;186766;50658;23078;327
1774;89900;43952;4357;123501;332071;118974;332532
1775;2535;110327;116246;28225;25041;25716;19999
1776;fail;12649;66759;164249;48673;187445;74150
1777;3778;75365;19793;59791;107691;10767;12979
1778;fail;3926;249421;105415;178156;4127;311481
1779;fail;245470;189211;53763;2540;105123;39339
1780;fail;96069;692;86651;69117;17015;148127
1781;fail;20520;7003;205515;428244;43215;2124
1782;18630;38502;215;28511;61181;167688;175787
1783;5927;211340;27421;130857;51594;17115;66813
1784;2089;48440;67858;7810;10561;36420;8763
1785;fail;22013;1645;19371;109000;22326;127524
1786;613;5272;1968;131768;18822;30937;34370
1787;fail;27543;272647;51461;20897;135606;131405
1788;43807;742;142210;89907;26626;29826;75168
1789;fail;79283;102602;128012;15965;54289;29803
1790;fail;150835;74949;123541;46699;93772;139743
1791;40520;30552;26348;58162;34807;4931;37611
1792;90757;429444;2422;91693;248719;129122;87835
1793;4904;1556;186611;111321;98142;82785;14326
1794;4254;17413;30591;87151;258889;94054;29304
1795;22693;42185;290364;82333;235027;20033;25378
1796;fail;42887;98499;400874;108499;35025;183120
1797;fail;1697;293461;109549;187903;377253;87286
1798;82027;68881;169970;170319;142548;330160;82358
1799;14799;4591;84647;1457;36043;78233;65730
1800;24832;44850;118690;186511;119707;137121;177083
1801;11698;2013;105691;20000;33865;15096;35920
1802;fail;6476;77560;30605;12446;59749;488713
1803;fail;8533;48510;180206;261929;52934;35767
1804;55675;43230;11915;13517;46675;10461;32294
1805;13002;16689;37728;308039;39224;229045;8500
1806;261048;97603;68993;72827;161804;2832;18748
1807;58307;165407;44002;107338;144087;13640;139612
1808;172155;42359;25180;66307;90231;17146;34020
1809;155859;137835;136183;134040;224271;3984;9947
1810;34360;161693;193766;18234;22534;34419;595381
1811;7472;18357;193112;204001;127658;204543;198857
1812;40334;10123;25219;147960;19308;45812;148455
1813;fail;4658;3312;125328;138007;9427;4000
1814;18317;27922;1086;165414;2080;110527;77178
1815;230647;48427;72896;32736;102649;165754;53231
1816;33206;22137;176934;179806;20689;7868;29533
1817;fail;28551;6246;9642;137490;16888;49160
1818;fail;66654;172609;28887;44323;624835;2710
1819;11674;203771;114544;59149;9225;32106;91774
1820;152132;6051;75005;32299;65140;97378;491
1821;105822;28338;25643;69037;4272;219758;53291
1822;375;16363;365015;419100;3585;7224;20369
1823;fail;24564;24084;148296;19592;26880;26311
1824;4010;30212;49702;157232;18570;23868;18204
1825;fail;160189;66633;69831;72072;37251;167752
1826;159491;7719;78768;20778;27252;52719;19655
1827;64837;53886;297748;66681;516719;205285;15128
1828;fail;72035;285102;85427;57092;5278;75779
1829;fail;3167;2989;43795;7141;110285;214427
1830;fail;76993;50792;98546;75842;108407;10107
1831;8426;26857;18123;32225;65025;170704;94453
1832;123838;2513;63324;114361;85865;41166;130866
1833;fail;52364;26848;27999;75306;33188;115592
1834;59404;34980;254723;40890;6634;257835;59501
1835;fail;112469;141243;33725;1695;964;3213
1836;61894;154749;268261;209261;11344;34784;377857
1837;30576;58339;81146;38192;190229;81437;30452
1838;fail;18099;490044;101951;73282;826002;269816
1839;28196;13393;171866;65323;103450;66430;49929
1840;21007;23063;213291;80154;5687;46533;136574
1841;54954;11555;47368;85041;32763;6411;52953
1842;155841;36425;43708;17513;8016;67063;45744
1843;12379;34060;58029;31323;8106;136521;50273
1844;fail;230616;39783;15822;125256;260500;251378
1845;13680;90662;33068;175520;3663;31536;90991
1846;fail;3035;65453;79243;47580;43393;4042
1847;fail;28215;228769;31581;8797;28437;17031
1848;2988;74702;41772;42305;63458;46590;41837
1849;fail;118687;67964;181194;104992;19211;55975
1850;7382;3845;144671;121336;56420;150543;38077
1851;26957;3298;29550;85074;25042;350188;202536
1852;fail;70434;195094;156267;17870;145058;305766
1853;33377;35396;129478;33693;18012;201165;755
1854;62244;27227;34008;44934;251530;52942;1001
1855;6026;33102;11424;345596;164448;182313;32976
1856;103273;38535;25539;180212;34140;47141;415
1857;14062;74773;66876;59476;203732;135374;12974
1858;7689;7089;19421;381613;271612;369246;35342
1859;30006;3422;49009;115043;49901;70321;24543
1860;fail;19752;270267;135068;26830;64230;8713
1861;16799;47551;134380;105110;427525;186753;27630
1862;fail;73834;181971;285717;28596;190416;7156
1863;fail;13099;192931;96371;34531;375042;72455
1864;fail;164498;39266;119739;35742;403593;220244
1865;33779;128235;70632;588794;60804;10825;470660
1866;fail;58239;18722;48540;71549;321777;249936
1867;fail;28864;23778;192231;148253;6443;38775
1868;fail;47850;294798;438264;8957;6395;32786
1869;fail;51269;22821;142900;62640;46054;299310
1870;fail;55627;373948;179541;108582;211836;194008
1871;38013;1390;84949;2980;13350;88699;112983
1872;fail;20626;120644;176452;65231;7990;26785
1873;23890;47284;559952;235178;291998;318595;414195
1874;fail;124158;148212;281427;6229;4075;29381
1875;fail;230937;71325;189864;697028;88654;302741
1876;18577;36074;172809;41619;65172;131001;42734
1877;89413;35089;166285;30896;95839;260841;177307
1878;fail;206616;8366;254147;4193;90227;172141
1879;78046;20282;2331;58530;10495;45754;162044
1880;12897;79426;82481;55462;96602;27797;7112
1881;fail;40078;41225;117690;94484;50938;206554
1882;fail;46636;27552;39547;256654;165124;10670
1883;21767;98997;85465;122806;14709;52082;76892
1884;43733;77941;115377;165905;62408;48356;2466
1885;fail;65712;105469;122436;23898;469;28868
1886;fail;75334;93402;18594;125216;171430;69136
1887;fail;307;182275;151670;111986;18580;220995
1888;fail;10321;46569;11312;38265;30909;10085
1889;168413;18949;34285;78736;262033;13941;78268
1890;2976;248302;71008;212802;33973;122370;66266
1891;15915;90581;146835;30336;57920;11467;74869
1892;65160;166957;3567;82387;33249;175243;5634
1893;52110;30674;30145;9497;42326;168430;14626
1894;fail;193058;138061;211404;147206;40256;95472
1895;27974;93769;23749;2297;189034;39780;159822
1896;31965;53039;9719;134482;17591;2027;103873
1897;71582;55473;141417;2740;16353;38066;31744
1898;fail;28542;223524;149435;69318;20659;218803
1899;46803;26422;12017;13938;39411;78251;4008
1900;fail;30701;34831;51291;52904;65391;29652
1901;fail;12167;32302;17798;91437;11971;16045
1902;40196;116149;10524;478687;129638;40335;352
1903;8982;128780;59437;165381;32666;33545;41641
1904;34254;120549;120112;853976;102689;49675;120194
1905;1916;62676;31937;262334;10895;81633;137830
1906;33221;33361;59202;25899;35922;95103;170705
1907;14800;35590;110673;70770;181864;174805;54534
1908;fail;62006;87390;37146;33605;10842;83069
1909;fail;22148;11358;12135;7443;7326;58193
1910;102928;69406;64136;15343;36008;68119;63746
1911;fail;5203;117385;18126;192532;11854;95626
1912;fail;139466;39327;21648;223462;55313;4676
1913;fail;18811;76703;293592;294366;166901;339947
1914;5475;9434;3130;85523;3544;49009;60102
1915;fail;9382;200848;28378;43545;9012;41706
1916;20362;15768;33567;13954;44519;47015;711
1917;fail;97062;372948;115041;190119;26753;135597
1918;fail;22007;73002;16557;29844;106899;19822
1919;48207;122062;176266;172764;135955;325456;125228
1920;6314;126330;215076;74312;2059;38984;25572
1921;fail;38817;15035;80097;21655;19213;995489
1922;11841;43914;146591;14551;36343;71965;35323
1923;65546;10791;7511;54394;50751;222637;81934
1924;fail;259135;73825;30107;79808;161980;51261
1925;5466;8194;44470;16778;69932;9363;128845
1926;fail;32788;36416;43165;11507;36590;17711
1927;fail;43531;132364;83117;245855;230874;15772
1928;23119;133016;207279;41576;38808;48630;3861
1929;52133;78341;2409;91092;27036;90090;9206
1930;fail;7587;87099;47552;76655;29549;24957
1931;fail;57473;71042;236391;520197;51671;98109
1932;23613;39024;23623;11041;4511;15483;124470
1933;41321;28719;55279;29283;84810;25090;135943
1934;fail;111222;9210;178105;29213;31388;2265
1935;fail;142986;123012;2958;145590;8505;224035
1936;37420;373;33038;12990;27461;66125;8243
1937;122971;56453;325952;57681;9575;25776;201883
1938;156058;193602;25927;27254;1263;30952;45270
1939;90158;82174;149721;37233;16831;133976;157079
1940;fail;52320;42897;27801;9665;1873;14831
1941;fail;60380;211677;18396;10652;104198;237181
1942;fail;7970;240286;76009;33874;204495;212329
1943;2441;24222;108890;100721;19262;3100;4163
1944;1092;127430;189682;240322;283169;75952;111836
1945;13795;1735;79653;188157;31596;58523;18522
1946;fail;28237;45043;9581;88963;9110;14257
1947;fail;60028;209606;136916;170488;13101;185956
1948;3860;37962;280110;44493;34894;21006;15076
1949;12484;11013;54019;11586;126592;41767;27470
1950;fail;84503;45179;79775;112811;130011;8320
1951;fail;73950;202845;228621;293557;120179;313609
1952;51625;190049;26598;149017;14449;14453;46278
1953;1095;51714;31027;65518;64560;63465;278029
1954;fail;74782;88735;186410;388036;18085;33027
1955;49844;15912;22763;37859;60188;1424;22876
1956;22670;15176;29907;8420;53282;60213;28046
1957;fail;95018;49943;48948;40551;14357;67571
1958;107580;68260;105004;562434;28494;52639;15628
1959;59958;65977;1888;5933;32737;100057;12079
1960;54230;115565;102280;35015;52047;188144;1120
1961;37664;431588;277173;330009;30954;17288;39991
1962;fail;166397;119929;146263;24530;209806;39398
1963;fail;77110;9295;180370;53135;38696;112796
1964;32470;40199;37635;37729;52710;18127;62172
1965;2292;49179;17213;13837;178640;2019;68963
1966;fail;38266;97953;66028;150697;33412;76930
1967;878;27747;66480;4896;36039;10935;17644
1968;90967;60608;219274;145053;78696;51470;87346
1969;12349;20515;84772;259466;66620;148550;368612
1970;177896;20719;102462;38963;25552;41379;46064
1971;fail;8710;178570;22675;92502;45604;171342
1972;551;48832;915;47057;76012;10932;240971
1973;fail;313523;91142;95121;93752;1527;70422
1974;28493;31275;15661;68586;3163;199720;14057
1975;fail;48748;35990;27370;164897;89377;36402
1976;6666;28256;1155;42602;26088;521838;250499
1977;128677;77920;199523;11823;17043;106150;7312
1978;fail;27621;82685;85391;509895;180253;30066
1979;29115;10514;679210;91002;44253;6637;136615
1980;fail;15627;262;547206;79734;25433;51047
1981;fail;23415;49817;445849;9908;29131;215841
1982;14384;102634;93358;191433;18204;164137;106411
1983;fail;105771;31289;160836;77512;4526;155880
1984;3305;38992;43146;5563;93467;175042;28081
1985;16331;13028;39652;36077;83458;13287;50162
1986;fail;92341;114727;25303;120564;269020;35792
1987;fail;9314;23348;89362;94939;161804;16308
1988;fail;295526;232610;73966;49544;9119;8725
1989;899;188675;50604;5685;9521;64469;157310
1990;fail;154423;187254;82602;167361;37965;25967
1991;20528;89467;18632;92966;51227;58844;136811
1992;18199;73549;140216;186368;2222;20700;124937
1993;14181;3668;37836;38831;9449;134745;51067
1994;9473;55083;9231;74814;1175539;7702;49628
1995;102812;24202;174922;162494;4921;41094;9255
1996;59668;2808;41652;20633;89192;53940;6295
1997;93398;51960;4352;4255;47430;7829;61026
1998;fail;210837;51006;7254;51046;540541;7492
1999;fail;36679;122199;18088;16528;4143;436585
2000;116049;103827;14991;208853;62725;138899;313338
2001;fail;38071;13799;222104;4558;79955;172838
2002;3459;18003;74162;57478;333600;96840;92162
2003;fail;688;8457;212216;70951;27890;111270
2004;fail;23109;34730;121463;34575;36125;19386
2005;16782;28157;34121;114237;33387;98758;145761
2006;36420;155185;7832;248058;87064;307188;35011
2007;3007;27383;24791;587;32775;588245;30595
2008;57190;3016;204244;22173;21610;159318;4612
2009;fail;419978;94731;49649;392666;31152;13586
2010;6220;67302;144667;55249;469280;47031;88845
2011;2969;221531;5907;330752;65909;54653;92572
2012;fail;74379;50049;27440;88854;10737;30159
2013;49108;10581;36485;47604;107571;8066;105296
2014;24941;8682;114799;239822;26586;87779;71431
2015;44037;439240;93451;359282;173378;81420;242800
2016;29628;38923;55985;82971;88914;51485;161009
2017;98957;61285;21350;26062;90421;18655;80542
2018;5584;27452;8809;28745;8258;50283;45693
2019;48444;37751;205061;135538;197692;66482;6720
2020;fail;5818;29362;35467;153836;75193;226261
2021;fail;13551;87808;20889;836;2653;12806
2022;fail;51771;126216;125092;125761;134778;108482
2023;54554;50208;7700;73211;79010;102280;47937
2024;5808;6546;3559;15458;99870;67428;8886
2025;fail;175424;18229;147333;169129;386383;221772
2026;7328;20838;177790;119302;19392;81284;18408
2027;19134;151594;89607;31887;13613;31616;20422
2028;14629;120626;61020;298664;118197;100456;97510
2029;7079;47577;2352;356261;87615;45083;63977
2030;16611;14720;66984;6822;7102;70413;17325
2031;39458;7339;176232;63572;194231;131487;241654
2032;fail;160632;154969;129232;123961;24763;70282
2033;fail;51814;78949;109310;31620;400067;172203
2034;83868;2419;79689;97863;26767;271396;6891
2035;fail;93619;78688;10064;54919;1824;38143
2036;57915;12755;2580;34308;41581;38711;45349
2037;86424;40043;7013;19415;129245;210519;561567
2038;21640;121145;1808;91103;35060;17694;28196
2039;fail;561;8972;136123;80526;205778;43711
2040;fail;307262;22942;15275;40313;182933;170806
2041;fail;147903;423363;181644;73109;363050;227442
2042;3126;26898;149954;109289;11123;78669;143405
2043;fail;6828;77357;82224;10484;9906;17719
2044;88921;61042;111607;39485;43573;48026;43921
2045;fail;63709;41578;105539;313479;18237;1669
2046;13540;14530;98396;43800;70361;44504;217979
2047;2701;93694;28924;46859;465;26920;51950
2048;17701;31605;45931;42585;8350;11344;9147
2049;1512;26124;108658;227590;13101;33604;99185
2050;55077;41274;5170;47444;150257;34208;114785
2051;fail;78099;151280;32990;144531;148200;52880
2052;7891;157983;91562;31941;30017;60955;513343
2053;73760;18966;38598;130516;1899;232295;219
2054;fail;5219;14689;717358;244616;35318;127368
2055;33846;72353;3304;344775;7481;66674;254937
