;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25
7121;fail;fail;fail;91434;fail;fail;fail;fail;fail;59487;9214;37972;17502;4755;fail;fail;fail;22491;fail;fail;6728;1947;12836;fail;12166;fail;51142;76140;65890;fail;fail;68743;fail;72078;39520;88173;fail;404595;20106;376338;257334;fail;113832;160122;82017;180700;48452;208066;5527;10464;33968;9143;126086;49962;146005;66123
7122;fail;fail;fail;fail;fail;fail;fail;fail;9319;fail;fail;fail;13065;fail;fail;fail;47487;65839;fail;8833;fail;54933;fail;fail;fail;fail;9151;91881;21169;fail;fail;13868;fail;fail;98815;59222;80726;267530;162261;140593;13218;40738;94890;334105;245602;58023;178153;135608;349;74574;19802;85928;14714;17743;7115;324
7123;fail;fail;1546;fail;29497;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;59432;16153;fail;fail;fail;37850;fail;72995;56993;26677;30669;45644;16051;23010;81697;fail;fail;fail;fail;47005;28422;84249;183430;242597;153678;5610;10162;57735;231523;93059;68634;399278;100507;130773;80517;9154;169493;43896;238900;551367
7124;fail;fail;fail;fail;3518;fail;fail;fail;fail;fail;29870;27521;fail;fail;fail;fail;fail;29100;fail;fail;fail;28840;59464;93384;234;56945;fail;fail;1721;88645;52422;87252;75210;7112;55278;1240;73926;93110;36161;56086;38608;20819;357972;224683;212513;90355;5389;32239;222323;93894;79556;68611;176259;106830;412653;46783
7125;fail;fail;fail;fail;fail;fail;fail;fail;11035;2453;57295;fail;fail;22594;2670;fail;fail;80084;fail;19533;fail;87114;fail;fail;84386;38605;fail;fail;fail;fail;fail;63573;38176;fail;13565;11073;18434;251433;171904;104490;307615;212239;1993;53185;11472;158963;33159;30530;1725;182028;33114;110366;7178;511335;888413;441895
7126;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;88571;fail;fail;fail;fail;94231;fail;fail;fail;fail;fail;fail;fail;49144;fail;85925;274;fail;fail;fail;92699;14548;fail;46151;fail;115373;22041;166705;135556;24809;13846;344137;28781;12932;333335;590065;202157;52237;586778;36516;16103;15732;455832;2413;7637;433957
7127;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;56019;73428;fail;fail;8288;83800;22239;83701;fail;15993;88393;fail;51709;57286;53635;90065;fail;fail;40172;fail;1632;fail;fail;fail;75619;74668;115466;11814;53685;78063;45621;380316;38730;63895;290924;44956;73291;35873;58986;70788;15000;21848;18902;85975;12816;5176
7128;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;11133;18247;fail;15503;fail;fail;fail;fail;fail;fail;91001;50454;fail;fail;21919;fail;41418;40812;23034;3952;24019;fail;fail;fail;58037;184493;77908;10636;57592;98554;25167;33749;1586;193227;44939;32513;23739;74629;8124;113356;147404;12692;17801;20256;66732
7129;fail;fail;fail;fail;97615;fail;fail;fail;13168;fail;4749;fail;fail;25373;fail;fail;fail;71100;fail;fail;fail;77020;25617;43148;fail;fail;fail;fail;52267;75970;29463;8115;18400;3665;fail;300302;84326;46115;129294;364515;362518;222523;272623;30582;262002;107368;1392;5004;7932;5777;26107;14695;37907;105265;101770;10914
7130;fail;fail;fail;fail;fail;61976;fail;3796;18682;fail;fail;53095;fail;fail;fail;78264;16863;8714;56755;32908;70724;fail;69494;fail;fail;38267;89544;fail;31427;60033;47480;fail;fail;72670;5193;43580;8907;29623;10140;183010;50942;15283;397103;29259;16119;189234;147783;608628;119588;73562;26202;27067;89338;259673;13229;14236
7131;fail;fail;fail;fail;fail;fail;fail;fail;fail;22465;67820;75258;66407;fail;4076;fail;fail;57973;fail;87688;20671;57586;81075;fail;fail;fail;fail;39880;6123;fail;15064;1711;20748;47719;52767;261212;16160;177837;86417;74732;10455;2626;11564;131331;78018;54090;63561;195860;26292;43837;7438;16468;23289;24373;13849;80512
7132;fail;3550;21858;fail;fail;fail;fail;1885;fail;fail;fail;fail;fail;fail;1885;fail;27543;61408;48031;73348;fail;14510;7706;29071;40106;42527;34569;54529;4590;fail;88447;fail;fail;fail;9358;273190;258432;32340;21009;172002;207122;251050;267378;189745;20543;55773;222193;4989;6376;18209;37150;10170;82885;57471;253964;45858
7133;fail;fail;fail;fail;fail;66295;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;60984;22400;94698;fail;32954;93009;fail;41079;24523;fail;fail;fail;11276;fail;35971;42530;81024;fail;94669;47286;140769;52451;25782;227710;380871;23913;93601;157773;44507;45226;91120;267;12746;95491;11325;9671;237;134241;131680
7134;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;10691;fail;fail;fail;26471;52474;65429;fail;56829;31709;55979;21042;fail;14834;fail;fail;33173;63002;fail;26902;21558;fail;48361;4525;7354;35644;37144;11568;14635;16708;48020;30509;7840;66447;34044;259174;2071;83059;9562;91216;5499;40467;77637;13337;139997
7135;fail;fail;fail;12386;fail;fail;fail;fail;fail;fail;4049;60940;fail;fail;fail;fail;fail;92509;fail;fail;38157;fail;fail;fail;64862;fail;63517;fail;2876;fail;71771;27791;fail;23128;2525;92638;174702;33350;43611;6905;168312;82475;11170;361946;116750;129838;120510;168171;32153;75772;876;197060;21135;12568;75140;12092
7136;fail;fail;fail;17116;8384;72710;fail;fail;52087;67843;fail;8952;99657;fail;fail;fail;34069;16363;13312;fail;fail;fail;90123;11270;34132;fail;fail;42292;60896;60170;70823;33799;fail;6081;72011;296;25904;34812;168593;23680;254314;217453;87934;3398;643342;18750;106338;26597;230373;425753;27219;117552;66664;48958;23175;48340
7137;fail;117;fail;fail;fail;6292;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;52165;fail;67778;fail;fail;90780;46033;43662;35800;42079;40411;86349;fail;45744;36583;fail;fail;fail;fail;70886;90490;17553;157861;196343;124372;228923;83789;23283;152708;147043;70087;115164;32076;260039;145611;46311;240529;106580;90256;28258
7138;fail;fail;fail;fail;fail;fail;fail;fail;fail;12842;2344;23012;93817;fail;fail;fail;fail;fail;82088;24925;fail;21304;3720;1747;17300;51780;46254;fail;36791;fail;fail;55298;40143;74791;fail;13890;fail;226346;fail;18699;fail;fail;103106;75297;19446;342854;26558;277189;32561;15990;28136;51795;21209;97603;78523;1412
7139;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;86833;75621;fail;fail;fail;4937;55818;92087;22096;31822;fail;fail;90598;73090;fail;60046;90330;fail;fail;fail;fail;80928;fail;2328;79030;34468;fail;1270;348291;24705;12272;258719;7248;2236;1728;238667;6975;114788;100767;45283;26289;66783;770875;34637;88053;182037
7140;fail;fail;22842;9395;17815;fail;fail;fail;fail;fail;fail;fail;fail;62617;fail;fail;fail;fail;fail;fail;39935;fail;72666;10173;89042;75706;fail;fail;29857;5807;64028;12323;31728;93987;23600;4385;64315;78392;14910;70376;5319;11108;200962;252494;21828;247142;221017;819;45634;20309;85879;4161;91626;17874;87780;92510
7141;fail;fail;fail;fail;fail;11287;fail;fail;fail;24549;42319;fail;fail;57471;fail;fail;fail;11971;fail;10198;63895;fail;fail;2508;fail;fail;16298;34644;61222;fail;fail;90943;fail;fail;67941;fail;59126;68440;64159;fail;47026;43250;102914;34053;133965;65265;91914;31593;65657;43799;183104;97189;29974;99052;72111;2497
7142;fail;fail;8743;91415;fail;fail;fail;fail;fail;fail;67883;97696;84733;fail;fail;191;43373;56677;fail;fail;1433;44871;12470;5914;fail;77643;85637;fail;53369;fail;fail;73640;fail;fail;25989;22378;9228;543;4737;66957;13084;112838;5737;52153;254835;79218;178620;220965;114446;165696;96060;123856;15318;20798;335727;98605
7143;fail;28;fail;fail;fail;fail;fail;fail;2860;fail;6123;fail;fail;fail;fail;fail;14595;40520;45152;fail;fail;fail;21774;fail;38462;13083;24016;25082;fail;7662;fail;fail;fail;fail;fail;202526;304689;154807;27893;12884;14290;16968;168068;696828;260944;77033;192536;435117;221381;16075;8785;127516;36936;84000;45212;12233
7144;fail;fail;fail;fail;fail;fail;fail;fail;22277;fail;70211;14700;fail;43618;fail;fail;fail;fail;29649;93070;fail;41161;70204;6200;13926;8722;fail;9113;fail;fail;63650;89050;25661;88301;fail;12933;2979;104970;51075;34978;27929;38822;15452;146659;170200;22554;441957;101822;28669;272551;92749;153414;238346;37084;181427;96667
7145;fail;fail;5765;fail;fail;64505;fail;fail;2090;fail;fail;fail;776;90708;fail;fail;fail;fail;fail;10172;fail;fail;fail;fail;fail;52363;52543;fail;fail;fail;2045;65957;93389;62771;44181;51184;173920;20029;200560;64684;246240;138150;52414;13216;47631;48570;14403;181598;5992;29201;1162;307631;67602;114245;24587;53531
7146;fail;fail;fail;fail;20538;fail;fail;fail;92797;46959;fail;fail;26380;54697;fail;fail;fail;fail;68323;fail;7220;fail;36998;fail;fail;77728;32755;14976;51233;fail;82904;fail;86433;fail;fail;10186;74313;10781;163106;63337;189562;103375;20341;95822;6132;231687;16452;8954;268809;53488;9632;6444;52411;107654;243691;2192
7147;fail;fail;fail;81971;8855;fail;39369;fail;fail;fail;72827;4506;fail;fail;fail;43114;82183;62083;40202;fail;7561;fail;fail;55926;fail;21376;fail;85604;fail;fail;fail;81065;fail;19205;54298;79837;108359;369454;120043;341791;88915;94952;17672;21465;20770;108137;56432;232974;113987;64355;201973;68051;431670;20540;95073;75919
7148;fail;fail;fail;fail;26389;9036;96961;fail;fail;14101;33617;24117;fail;fail;fail;fail;2265;13057;fail;fail;fail;14729;11295;74647;48514;fail;22572;fail;55253;10818;5531;fail;91957;61059;fail;242276;257822;fail;102915;11897;25203;34702;358975;38991;191090;89031;417425;768290;375804;59787;25189;21677;46097;120001;14894;171148
7149;fail;fail;fail;fail;fail;fail;fail;fail;fail;7009;fail;fail;1785;fail;fail;57703;62207;2157;fail;fail;fail;33294;3243;fail;6904;74332;fail;91625;17352;62836;66287;fail;24354;31145;fail;62605;80910;80883;29625;22085;3232;21240;70375;9185;137717;222640;108862;68072;91839;9068;30924;56452;73339;15203;34291;11214
7150;fail;fail;fail;88181;fail;fail;fail;fail;fail;fail;fail;77290;fail;fail;fail;25996;69001;73573;44261;70614;fail;89891;40906;61196;fail;fail;93386;fail;6628;8979;fail;23018;fail;32271;2261;385;216363;31535;382143;18005;2858;59371;3720;71891;38648;137191;15288;79120;57947;22227;97581;47592;32398;21655;105895;103537
7151;fail;fail;fail;6119;182;fail;fail;3993;fail;fail;fail;36162;fail;fail;fail;fail;fail;26010;fail;fail;fail;6162;79099;fail;fail;69422;fail;51449;243;59713;15500;6500;11636;3683;fail;118076;13768;63160;128270;86871;55445;13770;49221;64190;29313;116013;8903;31574;748;34156;29672;34292;77656;11547;177092;88617
7152;fail;fail;fail;fail;fail;2070;99232;fail;fail;fail;fail;27052;21296;fail;fail;fail;fail;10827;68445;fail;fail;23189;593;7499;fail;15956;60922;80961;748;46856;75837;5668;fail;29228;fail;6207;9228;10444;39361;54523;7712;65886;15075;142436;63466;27661;174826;148567;24601;177958;54872;3294;60502;282211;137260;173179
7153;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;86513;fail;13896;fail;6230;70832;9288;2936;11887;fail;41144;13726;17949;64019;fail;41036;4770;22129;8163;9900;fail;fail;6205;5954;27418;30867;172636;13292;6581;62583;317381;92130;308440;49640;51983;419925;52677;45599;15134;126671;197458;433570;48410
7154;fail;fail;fail;24792;fail;fail;fail;fail;16076;fail;fail;13609;918;fail;fail;fail;fail;652;19691;16246;fail;89407;91676;fail;2070;43280;61542;46526;23122;fail;45575;fail;38004;fail;fail;1217;28583;15485;226106;18003;63295;30712;26891;29183;45764;26598;106526;23292;9626;101893;4351;32273;42584;73340;28689;30314
7155;fail;fail;fail;43842;fail;55336;fail;fail;fail;fail;52838;fail;10280;fail;fail;fail;19567;7921;56755;6749;29820;21121;fail;29796;22802;68778;41868;fail;9766;43427;40641;13203;8938;20983;19847;87472;36185;17751;32153;26426;96066;112700;18556;6911;60412;47262;18883;79511;41935;70280;108563;74228;3659;551453;15386;522519
7156;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;75652;fail;fail;fail;80090;53745;fail;fail;fail;45918;fail;fail;fail;fail;fail;30241;984;76728;154056;28331;398410;fail;150592;117914;82668;232407;186690;38283;42113;111387;1587;12765;37491;159379;228510;210581;7860
7157;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;48707;fail;fail;fail;fail;fail;fail;fail;98502;fail;40732;20764;fail;25119;fail;fail;fail;fail;81984;31005;57373;24297;17853;85065;72725;237;59627;46218;9883;87978;275432;60152;2393;40533;424150;159584;122230;245666;146742;35449;4088;97212;73516;171401;36306
7158;fail;fail;12916;63188;25332;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;17019;65365;fail;66422;fail;18023;fail;58191;fail;fail;fail;3490;91471;6020;32250;93416;fail;36327;16394;81585;1229;31074;24194;162136;40400;161284;199633;34434;23202;114207;fail;396037;21886;222;32882;55416;33077;109426;9469
7159;fail;fail;fail;63627;fail;fail;fail;fail;fail;fail;23118;615;fail;fail;2619;fail;80667;fail;63080;fail;84157;57568;96591;77601;fail;fail;84565;40273;17574;60837;71300;fail;fail;fail;26650;42498;144841;47146;40204;228402;190221;66065;6085;724442;8530;213984;210731;52509;94221;2795;568505;241885;81770;505667;118698;29244
7160;fail;fail;fail;fail;fail;fail;fail;fail;fail;57379;fail;fail;fail;fail;fail;fail;78207;fail;52012;fail;fail;16634;36717;79874;91389;74447;7000;fail;fail;fail;28283;fail;75914;fail;fail;94236;241667;107660;fail;24522;fail;24802;30959;189044;57961;93188;45023;31213;180659;39236;31592;50459;257807;488189;67756;36909
7161;fail;fail;fail;18768;fail;1043;fail;fail;fail;753;fail;49557;40139;37385;fail;fail;fail;24600;fail;fail;fail;fail;38010;18377;fail;88597;93110;669;fail;fail;fail;fail;23548;fail;fail;47021;36690;30987;263305;101004;44666;151316;145433;1097;3180;57561;18298;388757;222843;198449;5145;70447;72656;61292;219477;29251
7162;fail;fail;fail;fail;fail;fail;fail;fail;fail;89562;fail;32354;29031;fail;fail;12999;fail;41936;2307;fail;6031;14800;18251;10621;46201;84410;16737;fail;4583;fail;fail;fail;11485;66297;130;103539;104509;36575;71995;49726;418200;13260;103569;289625;70145;401699;69926;44512;208873;45283;59286;226957;142298;34210;548737;828893
7163;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;79286;91694;fail;fail;fail;fail;fail;fail;3220;fail;fail;88661;7507;8476;fail;48264;fail;fail;17474;235;5092;fail;41767;54344;fail;48115;120345;9706;2195;132478;56787;19793;117205;1546;10747;61987;38026;553482;15978;20177;44602;24366;7471;65911;481568;156171
7164;fail;fail;fail;fail;fail;fail;74592;fail;22349;fail;6540;90694;5568;fail;fail;39086;35653;fail;84515;fail;17500;38706;5009;5291;52413;30515;fail;82596;7172;96514;19358;fail;fail;41397;fail;78953;26380;fail;136088;fail;2246;65174;236900;234410;70396;181049;572;214512;139433;80307;2425;77225;52391;256101;76881;38430
7165;fail;fail;4074;fail;fail;fail;fail;fail;fail;17375;fail;93217;fail;fail;fail;4916;fail;46741;fail;4408;85155;74747;fail;fail;73131;fail;fail;1242;fail;fail;fail;fail;fail;9784;63978;2700;84298;113216;366123;245513;89691;100093;15806;166749;18071;99900;264819;80192;136126;31718;563598;184923;2397;353570;160835;253815
7166;fail;fail;fail;fail;fail;2896;fail;984;60042;42666;14496;20274;fail;fail;fail;18603;57716;fail;fail;fail;81321;42738;56306;fail;fail;76969;73504;fail;fail;155;37404;fail;60254;15269;fail;102745;228820;44853;45115;19786;101707;70147;99139;135972;2681;9013;25025;52133;22105;47186;7029;94556;214492;87975;100277;276105
7167;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;31512;fail;fail;38974;fail;fail;fail;fail;98826;fail;fail;11689;52505;87132;46826;fail;1715;40369;8599;fail;10201;77299;41263;72093;1094;131726;20627;166952;65505;163119;fail;120806;1138;100709;91597;478192;578903;62021;153226;134512;13300;34370;392703;31579;147429;107906
7168;fail;fail;fail;fail;fail;27469;fail;fail;27315;26551;42940;10875;7950;fail;fail;4841;18200;fail;fail;fail;fail;4731;75831;fail;4420;81081;34402;2315;33328;fail;fail;46452;fail;58236;29364;97766;15288;fail;144025;216890;86366;191008;24335;204313;77125;86666;93380;202437;34123;13037;65770;12860;41425;56728;86250;22242
7169;fail;fail;fail;78831;fail;fail;fail;fail;fail;37884;fail;91812;fail;11489;fail;fail;fail;466;7169;fail;fail;64586;6976;39634;fail;fail;26146;41570;10099;fail;fail;44407;23853;fail;93183;230206;150454;85681;27386;234930;237214;135835;152557;755599;60091;41671;26309;155698;7084;49276;19018;89232;57480;113340;45309;29558
7170;fail;fail;fail;fail;45964;fail;17508;fail;fail;fail;88384;85139;fail;fail;fail;fail;fail;5888;fail;93502;fail;84464;532;22062;14717;12257;88801;fail;35464;23477;27001;54004;9946;fail;5994;161798;99722;10710;19193;213509;7208;80381;524134;85566;2979;304605;74508;221408;34269;22166;29104;6775;75354;16223;242928;62880
7171;fail;fail;fail;12157;fail;fail;62529;fail;fail;fail;61425;48058;fail;38835;9877;fail;81012;fail;fail;fail;fail;5559;fail;fail;47355;13766;fail;fail;95811;70245;fail;43425;fail;83542;fail;82205;299828;49491;61841;84821;114129;fail;143;49891;133518;216467;34013;139597;13991;24414;58017;12718;94330;41811;140227;173468
7172;fail;fail;fail;100;fail;fail;78722;1914;30124;33811;fail;54145;fail;fail;fail;18432;19089;fail;65281;fail;17753;fail;50760;2198;24769;32668;99822;39907;79004;45726;27814;13956;fail;69550;fail;91454;86936;177018;666;354544;367599;27653;11835;27209;54550;29307;89504;4822;14815;66372;69022;125813;137100;28915;63758;869
7173;fail;fail;fail;fail;fail;fail;fail;fail;fail;22837;84320;fail;fail;fail;fail;63157;50506;28990;16334;38656;61200;67652;43507;fail;46301;47784;fail;fail;14242;45343;69088;22065;35799;fail;31122;80398;63031;175642;51916;103213;75896;90516;1334;3652;33674;183246;166683;118987;378918;397;38890;251693;284895;461129;52856;135775
7174;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;49627;fail;fail;fail;fail;fail;fail;53667;fail;fail;37797;4067;80137;8584;fail;7232;fail;47336;28345;fail;fail;fail;88161;32457;fail;11702;6321;73917;63581;75622;11932;135975;5584;64986;8389;7933;5841;44050;109140;15789;166598;5327;8703;28791;61461;65387
7175;fail;fail;fail;fail;31698;fail;fail;fail;fail;fail;3137;fail;386;53973;fail;fail;fail;fail;fail;fail;fail;62438;fail;81148;83010;22817;fail;fail;24418;34223;71292;fail;30092;fail;fail;70878;62182;72593;13745;36160;35954;139976;57071;105521;242228;241619;237615;1097;4157;17146;43712;162438;38403;34066;93827;159639
7176;fail;fail;fail;fail;fail;fail;fail;fail;fail;901;fail;14507;3672;14290;fail;fail;99251;fail;fail;3089;fail;fail;9243;2098;73731;6726;fail;77001;fail;fail;51052;fail;fail;fail;fail;5477;34905;102822;32116;25211;43728;10795;45670;89250;57146;50725;79485;28639;129377;31172;48859;124371;59946;3366;104822;117776
7177;fail;fail;fail;fail;fail;fail;fail;fail;59613;31026;fail;18406;9069;fail;fail;20649;36001;fail;fail;fail;fail;fail;78888;25684;fail;fail;fail;fail;fail;33248;fail;fail;36608;fail;92463;121815;146071;102287;171112;34980;73946;163178;87722;44712;44610;6176;10663;2243;252376;22707;84092;11143;13071;112259;49345;16036
7178;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;57153;11070;52829;fail;fail;1082;79092;909;48546;5540;16248;23817;12720;27811;84549;28017;93393;35989;77237;fail;fail;12404;fail;93062;37173;998;8795;184034;179711;58159;93527;195220;161085;336099;13489;206207;129789;318798;47626;113036;23415;331850;38481;11230;18532;861
7179;fail;fail;fail;fail;33289;91367;44016;fail;fail;fail;7633;98881;29737;86353;fail;47094;92625;10708;20903;19531;28547;46348;fail;16258;78741;83279;fail;98141;26999;44472;72571;fail;fail;8560;94941;27984;185500;42025;58374;113898;150661;19580;321294;3056;435127;231601;38649;36608;310864;140711;681438;3521;73473;624099;721306;4447
7180;fail;fail;fail;fail;fail;fail;fail;fail;437;fail;13335;29265;fail;fail;fail;fail;37598;26036;fail;630;75414;52784;24284;fail;14477;36499;fail;25984;fail;fail;fail;30776;fail;1529;16374;69319;20175;24978;11998;16079;184540;26568;128660;19256;15880;128221;94965;41942;9477;235461;14087;185147;324380;442079;96984;450462
7181;fail;fail;fail;fail;fail;fail;fail;fail;fail;40577;6672;fail;fail;fail;fail;3454;13036;fail;56760;57296;fail;142;55867;fail;74066;9096;65641;12885;78406;20922;58085;33255;fail;fail;11225;58944;8226;47682;42142;7544;404111;35696;34676;5262;43885;101241;11624;42613;82830;57331;59462;15324;86064;39602;34269;135727
