;EA;EA2;EA3;EA4;EA5;EA10;EA50;EA100
1857;1066;1096;881;899;4830;44108;81028;166755
1858;688;458;374;1488;666;12131;359221;270532
1859;607;156;424;453;769;22743;476861;38119
1860;806;639;506;1494;2921;63677;666766;37338
1861;464;688;1194;477;1231;61681;60809;19858
1862;409;827;530;552;1194;24834;11530;336299
1863;376;347;770;594;1258;14693;174332;7080
1864;568;466;744;523;1022;16830;143858;301768
1865;802;371;343;663;1678;3504;305242;227754
1866;439;309;316;1687;2362;40687;282183;15829
1867;326;476;329;572;393;10208;36526;26224
1868;597;961;575;611;584;36888;111349;473677
1869;1413;614;611;209;374;3120;61900;121012
1870;387;221;216;682;1462;504;230165;8282
1871;389;571;1197;898;1057;1068;93798;421873
1872;732;780;215;716;672;21736;9356;15702
1873;125;559;870;561;2536;6232;216817;744956
1874;717;454;797;3122;2891;22887;271324;fail
1875;374;373;516;629;2544;10100;98074;17711
1876;906;498;749;190;618;9158;76117;325321
1877;128;1091;305;3734;3664;8802;22714;489054
1878;464;261;426;559;1878;48368;717839;179011
1879;275;680;804;357;862;7808;71331;6196
1880;419;222;1105;1483;3538;17417;149289;386842
1881;1133;145;209;2386;1519;6494;215164;128471
1882;656;255;621;106;618;10342;311305;72876
1883;803;272;903;1378;810;24613;149059;22504
1884;534;555;362;764;1629;14929;138819;58384
1885;298;625;243;1071;3804;3988;134917;418768
1886;673;540;300;871;1530;28944;63657;140653
1887;400;546;313;503;3237;67709;54870;54015
1888;198;254;474;951;3610;6815;85249;495396
1889;176;172;527;409;755;17260;347657;57794
1890;517;362;762;395;391;17508;35456;106787
1891;1115;1187;414;1054;784;7631;201385;75352
1892;448;275;863;601;1504;16113;275559;479036
1893;335;835;525;677;1735;5436;57689;14888
1894;418;409;285;892;4859;4748;104186;346623
1895;420;943;630;1999;1411;9362;80890;136973
1896;961;495;1452;700;1618;1592;69253;12190
1897;675;188;538;811;2442;7725;90633;142252
1898;878;445;529;544;688;1180;69747;625223
1899;416;614;479;236;2455;6925;33018;236906
1900;735;480;164;831;1750;42264;509822;542153
1901;566;392;553;1387;420;12874;371287;8099
1902;664;400;633;1390;3762;10320;64901;213898
1903;396;530;347;203;587;50788;35795;345182
1904;978;657;603;1437;420;20048;45479;274298
1905;683;561;253;791;1695;20606;12932;68128
1906;554;300;709;1553;2342;71634;85517;75809
1907;631;367;348;650;2253;4083;176832;125529
1908;419;333;155;600;1121;46368;113882;14294
1909;577;316;301;442;540;40729;39116;208009
1910;741;771;107;1102;5325;64894;224415;329237
1911;380;1540;209;391;1082;15796;23503;251255
1912;421;452;286;356;715;1656;548671;188919
1913;406;458;435;453;641;14555;359558;257871
1914;182;468;1052;119;1479;12622;47234;138779
1915;720;485;507;860;1806;9163;46235;240685
1916;258;1106;318;659;3282;59562;82542;38519
1917;369;557;303;2413;4836;40497;16697;700391
1918;687;409;1106;857;1031;27465;290204;117194
1919;707;252;92;624;1258;34198;45759;358725
1920;281;441;302;1632;1871;9844;72520;125287
1921;356;203;532;283;375;6905;469290;fail
1922;636;361;604;1038;714;12770;213057;82089
1923;437;584;469;673;2787;14464;fail;168328
1924;735;16;974;2185;1635;6824;50546;400893
1925;650;333;327;324;9156;29608;315255;98970
1926;232;284;545;182;1229;54050;14840;369184
1927;515;215;632;296;994;35159;48816;37418
1928;611;993;1116;1001;1155;171293;167986;322160
1929;649;478;872;959;732;12107;86206;192122
1930;563;327;444;1504;934;20709;240779;50507
1931;338;511;1227;1134;5433;70081;113049;212999
1932;674;1398;448;1102;1170;23072;46629;555765
1933;643;575;835;667;1586;1573;62910;44571
1934;218;414;404;551;310;17241;34153;154831
1935;529;167;1253;1219;1454;9524;152043;77181
1936;247;460;711;664;1899;5623;7498;1373
1937;432;504;549;324;523;12429;244386;154737
1938;803;268;773;152;3298;27401;220918;229629
1939;1071;1308;189;377;1171;26000;52068;439996
1940;339;325;206;1069;588;3963;138355;483513
1941;613;345;617;1856;1221;3206;27367;52278
1942;198;894;264;455;2240;33082;276368;468786
1943;964;367;1107;1149;8576;7267;18284;729491
1944;1016;657;452;1036;1611;2545;221252;30237
1945;427;364;878;277;579;15251;136818;6477
1946;766;1155;651;1667;458;39271;82998;438877
1947;602;388;1362;324;1484;16061;155544;355559
1948;633;192;67;600;2274;15831;79117;214902
1949;446;626;578;1336;731;20551;36295;485866
1950;365;344;519;278;375;16677;fail;55337
1951;512;432;249;755;477;11475;107169;89993
1952;614;544;333;948;1845;12353;65742;315714
1953;373;383;856;669;613;3768;199339;381628
1954;630;376;593;737;1963;55863;550953;fail
1955;433;395;566;1446;3530;69224;540342;8130
1956;370;375;354;1276;1805;55566;410234;56354
1957;627;559;789;742;2314;5796;247058;79389
1958;474;261;1481;1351;4100;63543;321328;106659
1959;236;338;1233;257;1979;52594;326265;24730
1960;187;507;401;847;891;19880;12799;60504
1961;464;442;539;2390;2584;5068;12494;209447
1962;423;294;346;751;3478;38513;112744;1552
1963;424;570;232;901;1460;26029;126780;32637
1964;473;227;375;1081;1830;26363;257814;106814
1965;582;409;625;1062;2468;22001;383832;53709
1966;537;911;378;680;2362;57782;298697;2649
1967;638;591;444;2462;914;117622;119443;769843
1968;667;565;303;426;1681;9797;143638;166965
1969;590;616;642;1939;1338;72946;224140;100914
1970;303;458;551;643;1556;22989;77358;65211
1971;832;219;980;681;1583;42140;248161;560916
1972;312;209;181;118;997;63245;156102;158859
1973;475;288;1177;837;1050;13818;128092;176426
1974;974;698;863;527;262;10166;51696;309245
1975;683;168;1540;3530;371;7142;137063;198597
1976;251;430;528;838;2698;23218;291447;184058
1977;182;532;397;579;1322;6756;90641;123950
1978;739;197;524;283;221;3853;202130;16025
1979;769;648;705;550;2744;1324;344032;182272
1980;448;774;1459;702;1762;21121;18173;324751
1981;454;688;240;386;446;5299;100446;1000
1982;357;443;680;919;3055;12339;419179;49758
1983;237;513;198;461;672;7300;47305;62313
1984;144;357;690;1869;1276;1308;195607;155932
1985;296;905;264;516;2087;41948;40588;8200
1986;283;432;245;383;1262;495;43455;92655
1987;648;234;448;2352;366;43163;125546;156193
1988;434;338;408;734;1192;9487;112749;348704
1989;1141;870;756;600;1063;16470;39083;74730
1990;482;172;928;583;322;3967;385452;153239
1991;371;375;310;233;2149;52739;170056;220462
1992;1042;1035;774;1246;6470;53160;233575;128356
1993;488;547;452;3699;407;11991;90610;789940
1994;1018;605;437;760;1945;7955;192043;344733
1995;741;531;881;282;1745;30335;132415;295683
1996;419;143;1066;410;999;4865;114220;388740
1997;261;194;469;1635;1150;16991;76809;92937
1998;673;359;566;524;589;26898;89864;260599
1999;594;641;770;364;2844;67710;59963;fail
2000;345;383;287;277;426;23970;69626;112533
2001;274;282;1093;586;977;95173;42121;3184
2002;237;857;822;589;1905;6907;104849;103864
2003;480;196;687;355;2093;26005;219419;1591
2004;326;370;938;829;762;16215;38130;188804
2005;589;145;602;1273;3208;15694;134936;662446
2006;279;482;498;568;2535;5351;53251;8356
2007;292;485;1337;626;358;29506;40276;89305
2008;514;544;562;966;328;10853;91753;286322
2009;75;565;710;1152;2691;2100;426470;245800
2010;724;328;374;1750;2029;18922;25162;13686
2011;728;549;933;1301;1037;73647;399858;653404
2012;570;321;400;640;1567;437;18647;127611
2013;363;413;329;744;1756;17649;38937;208643
2014;99;221;421;819;192;10581;209966;117048
2015;406;742;1400;1069;3369;26416;525755;231157
2016;384;331;290;606;1022;17501;11726;37095
2017;314;205;354;746;1485;2493;53540;142770
2018;608;1270;1122;1250;811;7041;4258;14727
2019;453;781;295;783;867;14626;79340;229434
2020;468;588;533;878;1744;7480;66146;12553
2021;629;380;463;1132;1610;735;86819;32659
2022;314;596;149;227;2797;15541;26243;194118
2023;364;216;398;675;188;3292;306311;321223
2024;414;227;686;1625;481;17122;281558;360264
2025;423;174;200;1448;2438;2415;33726;120496
2026;310;480;778;448;1092;28939;230159;63160
2027;269;156;454;897;1558;5235;300845;12955
2028;1341;583;565;1335;1426;2789;fail;58262
2029;545;618;961;640;1342;48219;406517;450200
2030;532;309;667;931;1505;21631;1106;71879
2031;264;298;448;1152;305;24469;103419;243877
2032;901;1001;810;369;3480;65025;118810;347497
2033;583;384;476;587;1029;22564;52950;82491
2034;331;757;357;700;1984;410;64290;165639
2035;405;837;684;811;957;9723;139936;815071
2036;656;506;354;1822;987;25945;69143;554665
2037;491;889;595;1723;3357;1678;150207;846293
2038;332;543;56;973;443;1287;217936;68737
2039;593;223;420;530;5837;17933;363469;147206
2040;359;269;343;536;1476;14819;452800;18452
2041;217;366;603;2276;947;26997;108533;113719
2042;673;447;225;384;413;39493;11334;95352
2043;789;427;427;790;2010;25575;20439;fail
2044;732;252;938;657;1131;49979;125301;89467
2045;511;443;556;1180;1228;21238;215196;16948
2046;378;855;515;588;1528;31706;120336;116738
2047;677;208;761;977;4804;33308;216435;fail
2048;1429;473;1250;679;507;1252;54017;133058
2049;372;227;576;921;1141;2811;147291;268174
2050;541;375;99;467;751;70029;17534;43695
2051;527;365;737;424;849;27753;133630;5375
2052;309;380;720;1531;417;2595;256907;12265
2053;108;691;415;874;1454;8731;44636;163047
2054;781;351;329;555;3926;2426;1265;28281
2055;553;383;266;1458;527;3462;270839;309280
2056;682;474;770;538;1830;16809;331522;187377
2057;473;738;329;124;365;121676;241500;322679
2058;705;469;336;2170;1727;81083;726461;88244
2059;806;111;267;1587;856;19659;249510;353122
2060;369;305;824;1728;2384;43252;851491;185907
2061;276;1112;367;2519;3859;13462;22370;33668
2062;581;315;194;574;1765;16388;85313;64288
2063;636;564;269;1903;745;83723;247517;fail
2064;532;400;380;1659;803;8669;36880;34258
2065;386;337;426;826;1058;53455;85815;198747
2066;311;551;288;3872;3337;10960;101331;92204
2067;333;652;256;2750;1323;103764;135880;211926
2068;483;248;112;268;1021;70135;333087;148965
2069;864;316;366;818;1217;39985;232271;820295
2070;244;193;1103;728;1023;42782;770462;178161
2071;386;561;484;2942;1957;127575;37268;57966
2072;757;250;1042;951;1639;10223;3210;797473
2073;550;224;91;1461;2542;62661;720794;471477
2074;215;432;876;1332;1124;9618;97818;91654
2075;479;425;444;1748;661;5929;158208;202472
2076;390;221;1344;2181;1577;4824;295777;fail
2077;1391;389;413;378;412;61543;14399;579204
2078;575;375;240;990;102;11386;30515;538969
2079;410;321;371;1495;119;37641;130880;687967
2080;781;541;590;911;2652;34102;49692;95596
2081;233;553;189;1930;3005;3164;67750;7545
2082;412;221;198;540;852;17737;136197;137890
2083;417;354;872;2287;2371;35470;fail;697538
2084;707;650;368;210;3746;20254;65256;203281
2085;1460;250;345;962;830;20776;555381;3345
2086;390;699;345;820;2312;9608;144371;4238
2087;577;801;571;1463;934;116574;478460;312912
2088;624;729;537;1059;1120;7470;116641;705591
2089;1169;244;660;788;3172;15473;1817;147072
2090;1279;324;358;1414;1303;1403;233177;22350
2091;692;655;509;1344;2344;79934;10416;38327
2092;499;345;607;567;908;20387;77205;61603
2093;635;521;1807;2744;133;15884;5829;41207
2094;355;408;1018;804;2078;7352;130496;35142
2095;410;570;459;678;2369;5271;49559;246666
2096;954;385;475;335;605;9928;169072;13753
2097;432;914;189;645;1569;27024;87645;291672
2098;360;401;450;1266;895;19390;658812;42480
2099;932;813;620;2288;642;61225;11663;55982
2100;357;201;285;388;705;30492;33087;307455
2101;821;1069;222;219;623;5921;738448;148709
2102;596;233;658;349;2341;12739;180685;169430
2103;391;592;450;623;459;758;356322;98704
2104;384;493;803;442;1857;9945;107308;176019
2105;318;1173;276;534;524;42649;63248;6667
2106;811;606;542;1141;2077;6617;157071;218504
2107;254;139;463;3163;837;45663;198391;255916
2108;354;596;732;1116;1940;1459;483833;45733
2109;365;616;743;951;1317;19194;106749;225456
2110;638;544;693;2417;774;25689;61989;128500
2111;536;316;192;130;4360;12214;387801;71014
2112;526;326;331;339;602;11286;229980;569278
2113;282;782;653;1415;809;3781;368809;fail
2114;599;301;445;503;835;18039;176928;642022
2115;925;427;468;1505;3604;45100;754098;756264
2116;718;909;661;1242;1134;3286;340450;341
2117;708;133;655;634;96;135138;548005;177540
2118;152;564;633;396;2201;79;48067;451091
2119;216;670;503;1333;895;25456;636565;196388
2120;313;275;347;726;703;5590;318594;651941
2121;336;531;474;1097;670;14104;235035;108017
2122;499;279;410;333;1490;4717;102830;512208
2123;78;333;409;3490;3208;37529;192632;152512
2124;541;219;363;1352;633;12304;145413;723442
2125;590;462;1715;1814;3569;6964;588173;165623
2126;1568;605;237;1275;2713;119381;183802;186792
2127;474;527;786;961;2411;44233;136995;265919
2128;331;575;1003;2298;1308;5637;115325;211228
2129;215;277;376;762;638;6526;14066;83556
2130;371;289;987;365;1022;7665;293484;100107
2131;731;659;313;726;1669;17020;16735;111887
2132;375;637;228;1520;985;37497;138934;81149
2133;1387;38;443;1138;503;64512;224429;245611
2134;501;248;323;926;1115;32032;114816;119924
2135;262;411;271;338;466;17474;164397;63359
2136;363;620;480;778;248;7017;276941;394561
2137;1065;574;506;2212;1543;11640;30474;218914
2138;619;480;368;739;450;10634;124297;103833
2139;480;1175;1064;946;1464;42534;806236;119295
2140;514;361;623;1175;2268;21533;246562;7183
2141;587;1016;259;415;816;125406;3314;362503
2142;301;389;558;1143;1074;2315;4788;441780
2143;362;396;345;1632;2297;12735;766646;127006
2144;440;144;1633;838;2176;53829;32759;240477
2145;784;459;725;1795;2304;7763;227722;149797
2146;396;276;436;318;841;764;16189;296733
2147;663;622;568;180;4441;9738;426376;150955
2148;483;919;1371;1383;466;14013;494459;179621
2149;426;462;236;1237;543;560;14403;239548
2150;406;158;761;1452;898;83552;97984;7778
2151;509;647;983;560;7063;104325;625627;12540
2152;428;296;574;964;465;1777;69787;35356
2153;643;704;482;573;992;9572;102671;60645
2154;227;274;433;1669;723;12098;3905;107857
2155;426;412;623;1177;2172;7043;44025;541164
2156;518;368;1563;821;1886;26841;121931;168014
2157;389;358;329;271;1634;34952;123407;133142
2158;402;218;733;1204;1766;41507;248038;297704
2159;576;304;1516;924;553;2958;612258;98300
2160;450;1067;235;553;1871;35216;196005;99722
2161;488;453;1386;251;1567;13399;200496;887431
2162;320;389;760;374;279;9694;434173;346290
2163;408;262;171;561;1456;20090;316457;646936
2164;321;745;1058;810;679;5958;402180;141862
2165;320;428;942;2070;491;17341;161836;265948
2166;722;312;229;233;1708;65213;181232;fail
2167;972;767;90;2297;956;33488;29201;390232
2168;592;796;846;559;8156;33456;449648;92167
2169;454;219;921;1310;1308;376;332582;323132
2170;729;530;249;1712;3173;3352;290962;596304
2171;547;526;384;586;1535;27039;11939;10772
2172;541;505;667;397;1662;48678;99816;319116
2173;805;578;884;1709;3493;49878;221632;fail
2174;620;910;400;232;1085;9042;358894;428555
2175;442;275;572;1045;3525;837;5430;5266
2176;581;811;358;327;2001;12375;267837;203583
2177;801;443;253;123;413;2329;183315;224766
2178;698;306;1432;5165;4760;7375;432898;205503
2179;228;255;358;2334;617;50533;27604;108697
2180;431;521;644;415;1090;4271;150120;269823
2181;511;325;955;853;1668;39413;148723;117591
2182;415;373;1709;874;1929;45696;365674;349956
2183;697;634;968;1430;3636;56501;264382;28874
2184;779;430;433;1361;3781;4655;409905;160335
2185;695;647;489;1313;2030;25860;71746;172326
2186;1001;833;811;292;89;27623;42421;112925
2187;86;310;898;638;941;3316;193758;178768
2188;399;453;1556;708;3224;22572;213595;90507
2189;1017;366;1948;503;916;10030;601944;132242
2190;357;334;170;1440;2500;764;40918;60145
2191;1247;533;470;207;774;8224;56751;86476
2192;473;186;144;222;1141;15665;63412;19449
2193;414;170;511;1263;1026;35074;13483;43995
2194;181;659;429;476;1301;4412;159502;71367
2195;306;508;630;1262;850;5535;266570;7555
2196;756;647;524;1138;4722;24949;255181;191520
2197;758;751;478;1414;536;24164;fail;70194
2198;412;412;964;1010;1930;20047;35714;43369
2199;287;502;448;1004;2360;39784;497465;868970
2200;477;151;878;652;1580;10547;115482;125037
2201;893;219;1336;484;461;11858;fail;34101
2202;559;417;251;593;4539;3130;427872;30201
2203;499;383;1300;976;1339;17602;353296;342869
2204;346;467;335;961;1406;9741;88206;270717
2205;528;534;693;1093;4449;90294;51544;462563
2206;373;453;132;824;916;8877;15633;155679
2207;1032;124;603;1368;246;16797;17908;54362
2208;746;391;594;542;273;7402;15640;19242
2209;365;597;177;772;1195;14890;34816;6524
2210;482;374;473;656;2508;121449;341186;641662
2211;700;368;434;1520;4584;26575;169265;93097
2212;1072;292;471;1243;1324;14893;104396;314949
2213;412;910;168;526;2622;1844;223605;191299
2214;897;911;158;398;3510;2280;642012;337666
2215;587;249;592;1157;2185;2173;324253;74255
2216;426;539;388;469;2386;27195;180219;201197
2217;364;312;2175;478;1475;9926;59254;fail
2218;1068;149;812;1171;508;22012;48113;83785
2219;416;266;1097;1593;1152;9476;165402;202335
2220;230;346;351;560;650;1838;83983;4695
2221;349;370;372;1751;1649;5529;48084;fail
2222;440;186;587;1364;1439;9214;191974;166601
2223;1112;278;984;3460;915;41673;7175;37926
2224;864;345;541;390;2072;73960;9471;105885
2225;633;107;1754;199;2397;22313;629217;238576
2226;254;973;512;2071;7947;11904;809448;159975
2227;663;654;351;935;4509;31791;356919;874045
2228;302;510;553;627;1621;1033;10054;658758
2229;409;334;372;958;3274;16631;578198;374558
2230;520;654;1884;1194;271;13116;123201;371414
2231;1009;630;303;977;4896;47622;56637;585769
2232;503;233;449;677;678;47931;392903;52536
2233;321;265;512;504;540;2712;484104;93936
2234;450;431;463;758;1212;8097;492151;425165
2235;334;1162;1202;1521;3024;6315;425328;409660
2236;481;1374;1558;3406;2089;37198;143591;907723
2237;692;862;415;680;2551;10499;399875;778846
2238;911;323;724;885;275;30718;150237;38196
2239;665;1100;979;1056;1121;4356;245266;94855
2240;571;446;541;1044;1652;5211;604014;232666
2241;469;587;455;920;3037;16402;348923;24658
2242;233;604;426;1468;1196;88385;331473;138711
2243;285;539;1133;540;468;20736;577060;147405
2244;150;234;1113;45;1036;25918;10723;119874
2245;658;538;2352;401;2550;14837;202795;821078
2246;35;509;649;513;2631;9083;72229;19235
2247;235;1051;638;750;1479;7706;307471;16716
2248;300;317;154;304;1274;19046;11240;185274
2249;210;531;411;1912;1288;25323;85609;81922
2250;638;391;1187;418;573;66903;219948;157891
2251;601;398;161;1617;3073;42715;474853;339573
2252;519;180;738;272;3897;9426;193209;92903
2253;188;367;854;156;2720;18048;502163;553331
2254;957;217;594;768;1106;9355;95955;149031
2255;462;326;278;1086;623;42867;53700;123452
2256;655;556;777;319;1993;19438;485048;686491
2257;907;581;620;1256;3336;91989;455769;12901
2258;216;259;797;417;350;1966;82874;205793
2259;395;442;322;1573;1454;66014;216362;fail
2260;527;610;268;615;2957;7235;78855;166681
2261;472;227;283;735;1796;6386;272722;43780
2262;957;122;601;1075;1568;10852;325546;30659
2263;366;357;431;282;501;14936;252542;80593
2264;401;721;602;705;2018;24995;561362;20410
2265;755;894;276;2085;1247;8502;104020;391754
2266;495;1335;1432;1362;98;51264;201428;160962
2267;559;630;959;617;1213;34608;304175;112265
2268;793;571;272;1219;1868;58305;677129;251483
2269;703;357;796;300;5031;123803;168985;329257
2270;541;566;704;565;372;32538;91411;23139
2271;461;511;317;1893;2490;5925;fail;25565
2272;416;425;1268;573;1204;4770;90694;fail
2273;392;274;371;758;1484;2975;51049;9746
2274;718;699;633;903;551;15547;68788;fail
2275;942;375;413;115;513;5533;216547;205406
2276;556;294;609;648;578;35899;67753;52384
2277;428;1176;151;917;285;27280;163801;320275
2278;643;763;849;1223;1128;2091;888404;243774
2279;338;737;818;2195;1313;25468;109050;1965
2280;232;187;479;1343;1434;23986;593229;121692
2281;441;139;401;1385;1158;3488;35375;23347
2282;840;484;809;1000;709;5897;22772;122975
2283;291;576;987;887;841;6279;10859;55802
2284;390;454;913;1077;1175;3487;50597;296734
2285;392;290;560;506;737;5855;96993;111008
2286;624;355;285;492;1072;8022;152367;420945
2287;269;710;351;1076;2003;33121;28873;28408
2288;572;244;824;279;4577;12486;322077;245031
2289;381;508;462;1006;180;18106;84828;33742
2290;615;535;1335;594;1470;2079;27526;412259
2291;570;269;1245;602;1040;5533;46198;600522
2292;337;440;457;1981;108;3025;35959;337034
2293;564;178;394;690;1035;11217;3247;85547
2294;472;339;884;456;1117;64716;93967;230995
2295;539;196;1604;1323;1569;71568;172714;282847
2296;514;312;219;581;982;18954;307342;146512
2297;452;672;1170;847;278;12032;61564;84588
2298;767;534;864;778;1960;16342;220713;fail
2299;858;344;873;1322;914;9340;291013;257251
2300;647;567;588;493;999;43094;252988;610123
2301;1135;165;495;412;1666;40699;270946;195548
2302;395;824;831;923;173;16059;437741;148557
2303;442;572;387;808;1004;2372;240;58761
2304;565;264;328;576;1085;6574;94471;11152
2305;485;142;429;1476;1346;42587;58672;629962
2306;865;497;757;1296;403;18914;183512;98144
2307;244;451;859;1073;979;3304;29496;183915
2308;901;467;566;1024;4130;25257;151040;214370
2309;440;586;175;819;713;14259;47888;13480
2310;615;619;688;1074;1241;5006;27338;307606
2311;431;685;492;3047;677;58245;74669;420048
2312;482;398;475;1235;1360;3755;20865;158466
2313;949;694;303;652;251;25475;97424;142911
2314;310;511;617;734;1971;54227;339425;16850
2315;174;288;209;916;827;43695;66112;74897
2316;450;481;1669;254;1305;742;381455;fail
2317;764;179;201;191;1425;15595;872582;50001
2318;370;514;1099;1038;1494;16834;718450;541246
2319;566;437;359;170;3164;22716;67375;120077
2320;626;113;106;1093;807;6882;231917;86442
2321;315;122;154;1160;585;646;4392;756733
2322;396;399;573;1012;434;16921;49865;52886
2323;542;554;107;2539;306;16490;232104;148292
2324;579;242;725;736;229;65790;61153;612062
2325;403;661;387;2082;883;28607;83593;461913
2326;379;267;1435;3801;1731;9201;67801;51908
2327;1149;583;2588;2693;1298;2081;38913;155920
2328;903;288;497;1053;450;22477;293386;374361
2329;561;324;330;1752;1591;32080;350408;261849
2330;746;59;1051;2656;2121;54865;53971;216380
2331;74;965;206;1364;2073;72101;fail;183276
2332;161;241;576;1769;1146;21516;247528;57354
2333;862;602;874;1237;1278;10870;51630;21168
2334;598;95;350;384;480;15306;177709;642481
2335;443;189;640;2056;1438;30057;221026;fail
2336;440;653;670;4473;485;73135;124676;182536
2337;890;377;418;929;3394;13557;193531;53544
2338;1465;508;1911;667;435;18235;332550;fail
2339;348;318;273;488;3159;1204;84331;817420
2340;1059;444;343;349;1154;14487;131177;83082
2341;557;532;2292;1136;1753;5931;154899;47315
2342;215;365;947;423;964;5405;303246;644457
2343;428;1025;530;906;336;4261;342145;115287
2344;445;798;1502;2393;2238;88606;201793;88871
2345;895;655;453;716;328;13937;139315;76704
2346;1057;350;911;1044;5650;60545;187107;170273
2347;204;138;1028;644;1287;38066;165304;335133
2348;275;393;365;1085;411;12977;76999;269099
2349;283;277;497;2406;1389;12930;174494;158679
2350;234;478;634;534;1351;17322;70689;168794
2351;499;151;658;465;356;37900;304039;3605
2352;912;237;208;2028;1609;32940;2616;23005
2353;1137;503;1098;114;1237;112711;305898;165199
2354;596;391;487;1065;1949;52532;81134;311564
2355;349;444;1219;957;3417;68567;672929;164718
2356;349;331;1274;1259;2146;16651;173557;191348
2357;654;939;969;784;3187;29215;120140;14268
2358;682;1555;1598;5013;771;54748;127848;143155
2359;835;68;475;1473;1214;30876;492200;8353
2360;381;98;243;517;1529;4883;73865;19891
2361;273;372;839;575;6295;26804;235557;47300
2362;468;1021;270;774;552;9766;9710;432863
2363;476;827;747;461;302;44180;79987;209500
2364;418;355;575;257;6511;14319;285652;94452
2365;193;334;965;362;1200;3318;170054;126252
2366;133;440;217;3431;5036;19113;4020;359300
2367;828;526;660;555;869;19581;231424;304223
2368;501;171;479;288;1902;14567;49683;444376
2369;426;536;1447;473;8860;43143;556239;328105
2370;781;949;423;105;977;39273;262168;382687
2371;296;145;288;1632;870;69134;71478;60728
2372;579;229;541;870;1176;10824;4780;298645
2373;583;538;305;315;344;3098;188879;13109
2374;749;182;691;209;1861;7230;170277;21895
2375;776;419;396;946;1119;31896;197790;214964
2376;746;421;239;261;1736;10817;78055;537251
2377;306;261;308;293;1065;36905;25232;28274
2378;571;286;618;904;588;13486;296662;78376
2379;449;423;115;209;1904;13375;235592;611868
2380;869;330;373;175;151;7612;18213;56521
2381;319;920;825;407;855;4107;106167;470063
2382;635;353;479;2651;1023;49409;131984;20019
2383;446;446;843;880;594;7491;224252;154310
2384;737;496;597;461;521;19102;18967;104119
2385;1423;1206;825;1324;3411;5278;136792;157822
2386;333;296;492;780;201;4543;336667;100821
2387;739;238;366;827;1751;31392;10986;517461
2388;894;537;204;1488;1547;12882;139182;90715
2389;343;407;75;1799;1753;13966;177237;8924
2390;589;416;684;1165;145;17331;98341;215820
2391;579;393;560;886;2180;8323;75960;4583
2392;603;216;643;1027;679;30227;145244;696125
2393;522;187;800;648;2095;30914;9567;40987
2394;435;493;513;379;892;2262;169199;484541
2395;549;618;772;626;698;12421;39861;31789
2396;485;241;580;818;2775;28847;43940;231666
2397;752;443;547;1437;1749;50545;19096;100368
2398;233;362;698;671;1284;65128;81736;15529
2399;353;644;306;691;1397;9628;44048;482405
2400;796;387;160;982;1270;19534;289020;7868
2401;668;298;321;294;284;72519;149052;531210
2402;898;924;708;1320;1598;190574;56960;264089
2403;393;182;825;95;546;1812;11221;112446
2404;703;169;349;514;1509;6681;383056;283456
2405;283;577;949;430;1294;21244;474268;27124
2406;661;364;599;955;1567;4092;69885;76089
2407;467;381;1625;749;1351;87100;7619;467315
2408;648;330;1042;943;392;170;319275;91701
2409;330;719;646;2941;1118;10335;378315;94723
2410;865;350;361;3413;791;15623;606512;627714
2411;490;270;770;831;328;30813;62903;19791
2412;411;1300;1026;349;3448;37409;372948;22293
2413;170;630;583;2410;1812;25351;15484;151506
2414;399;749;564;526;2019;29183;44997;296625
2415;878;423;75;2094;1264;19785;97419;691323
2416;254;663;293;840;776;14460;21916;3776
2417;475;304;357;1016;2911;17331;65165;763918
2418;303;962;77;717;459;19125;51261;155746
2419;486;245;177;581;2595;11748;50560;683563
2420;227;240;687;717;2385;9253;82656;80756
2421;978;363;762;890;1829;11928;23758;75933
2422;312;629;696;721;1899;43958;109456;620532
2423;671;475;532;246;3073;6694;183166;158810
2424;378;489;501;153;1641;15289;113889;246927
2425;318;875;592;1309;683;281;29398;96697
2426;226;358;240;261;1890;156897;32284;133846
2427;995;267;519;609;1731;12093;92192;53475
2428;631;118;68;1611;1818;22679;57115;453899
2429;262;438;1175;195;3081;42113;171054;fail
2430;305;672;343;564;2246;16215;225381;184995
2431;403;305;287;390;1070;13324;223172;63377
2432;1003;306;215;187;1795;12046;160319;83635
2433;1212;523;248;1283;727;57502;57720;229547
2434;687;106;862;1237;690;11798;766877;289461
2435;497;482;236;1803;3904;8339;83345;380280
2436;791;284;350;2130;1170;54001;823234;126173
2437;502;861;802;2080;346;24018;158822;293984
2438;476;329;600;1142;1056;26225;232763;421311
2439;348;767;156;323;5313;24494;61682;653177
2440;423;756;371;1278;6167;46301;89820;fail
2441;527;468;172;396;683;12997;79364;121145
2442;668;535;390;246;3217;3896;90621;29586
2443;419;119;499;743;2085;39024;12515;48316
2444;440;746;490;418;880;30755;82062;fail
2445;281;552;194;557;1929;21075;28648;103922
2446;711;520;175;947;1748;1416;177396;143832
2447;217;689;646;561;1431;17049;12635;30832
2448;340;314;623;1424;2570;37876;58412;292334
2449;852;266;363;1047;919;40116;185482;44720
2450;472;456;920;1321;1559;27042;452900;fail
2451;211;264;294;1204;1570;18452;64942;198013
2452;213;184;299;403;1663;20721;148700;756361
2453;642;674;691;1033;693;44333;107412;74938
2454;129;367;652;320;2115;30142;181604;fail
2455;521;233;638;718;564;8549;142390;44717
2456;610;637;826;2082;779;14818;88339;94008
2457;858;332;320;772;2589;15072;620196;473977
