;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
515;1055;339;375;355;402;1030;327;413;568
516;1497;1294;203;1878;492;747;624;935;852
517;1383;1136;593;437;653;848;928;355;318
518;1736;1629;689;266;659;275;399;1162;529
519;647;1813;665;445;696;1078;387;348;635
520;368;799;718;857;766;754;233;456;259
521;1532;422;378;901;1029;856;275;163;298
522;1578;260;688;517;515;821;749;911;688
523;1471;2255;294;462;878;734;680;764;591
524;1873;961;639;864;408;523;548;1317;304
525;481;1310;713;1179;372;628;272;884;607
526;1302;858;890;328;349;411;455;351;523
527;1764;2314;465;393;555;218;202;681;229
528;513;1051;1258;1709;978;665;759;292;156
529;3180;1062;1335;940;710;936;272;527;901
530;1792;1527;951;866;843;619;865;389;355
531;1221;1469;717;608;956;541;448;622;351
532;1620;1047;883;1101;754;654;1205;788;427
533;1015;421;1575;702;183;709;965;717;552
534;2427;2335;690;1526;516;263;296;617;974
535;3747;2428;1091;1910;506;1126;806;967;423
536;2149;1697;823;938;798;941;414;349;421
537;2785;848;1647;570;742;905;401;667;202
538;2128;2075;113;272;482;411;483;719;949
539;4230;1549;755;668;776;316;605;477;440
540;1032;1568;775;604;637;655;437;456;538
541;1072;1392;1443;1020;510;806;562;227;379
542;3755;761;312;425;333;569;677;262;472
543;3249;1086;864;108;500;678;440;594;539
544;1234;2049;861;322;523;649;357;694;568
545;1636;1321;1174;390;773;1095;109;814;1508
546;1586;531;757;267;1106;678;388;445;525
547;825;489;367;1314;469;342;711;197;549
548;3275;1365;555;1177;806;488;479;331;255
549;1383;1212;1469;553;135;132;316;427;722
550;866;5432;461;1437;668;765;1190;350;1040
551;1338;2745;127;448;708;344;483;1119;304
552;1244;2093;1438;939;1551;573;1325;526;714
553;7579;2438;718;1222;963;342;370;607;946
554;1542;1136;1496;868;799;1380;704;610;292
555;723;821;986;750;597;471;886;556;1410
556;1405;1617;214;821;308;353;307;388;790
557;1501;683;124;806;577;478;1342;495;63
558;2204;379;312;698;941;221;884;310;228
559;4145;2113;768;724;632;353;569;761;741
560;1575;1268;291;1838;497;474;269;517;828
561;2049;229;943;806;1453;908;344;464;532
562;1741;1779;1153;1645;1312;803;1842;546;653
563;1727;2240;1111;1970;375;341;721;1349;282
564;2197;718;743;175;267;874;573;556;587
565;1124;1210;728;795;576;699;952;795;574
566;951;3298;314;801;666;921;787;819;218
567;926;2914;136;560;432;646;680;629;657
568;1157;1118;706;695;911;293;349;898;118
569;1891;600;864;726;402;682;163;374;310
570;302;759;585;944;496;564;359;752;360
571;2305;805;1909;469;869;510;306;380;491
572;2431;500;1040;1975;785;470;245;795;749
573;7088;2129;2089;977;683;1256;631;498;835
574;7550;2508;905;432;725;871;224;306;457
575;1532;1328;504;684;576;681;561;1302;869
576;2051;1501;551;579;835;899;557;298;223
577;1426;2045;1168;1273;575;540;712;2377;816
578;1187;1630;552;487;1358;602;1836;899;1031
579;1888;1602;386;1244;492;306;1021;688;979
580;2852;719;719;311;1089;496;261;466;629
581;3053;1421;1785;1710;917;948;863;225;662
582;1645;897;282;808;984;1272;527;342;495
583;1574;685;303;434;1708;706;531;897;325
584;2859;2484;2460;378;855;1266;1542;596;1215
585;2770;1467;1431;897;527;1034;568;694;882
586;2736;2504;1094;477;997;563;289;719;407
587;289;2522;869;280;776;711;822;196;495
588;2942;1225;2094;499;609;526;999;1317;569
589;1668;1744;1072;801;201;232;488;531;586
590;841;3245;2103;1128;715;786;1547;492;756
591;1189;469;1049;256;985;593;327;468;640
592;2529;1209;1427;988;623;510;676;974;667
593;1711;388;361;757;455;441;585;948;396
594;3721;450;2177;457;958;341;746;151;224
595;1060;1030;877;817;522;942;601;657;924
596;1336;2061;1846;943;724;774;1076;151;408
597;3293;1497;628;899;479;1646;1790;389;478
598;2634;695;436;790;1238;433;466;218;317
599;3578;466;1264;1425;1195;702;466;470;1131
