;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
2804;fail;fail;fail;15586;722;38736;fail;363;330;9251;268;fail;fail;395;fail;504;101;fail;210;1133;18290;9858;2807;258;176;822;363;590;545;399;243;852;667;1137;508;510;327;494;559;579;552;452;134;809;664;1018;1884;422
2805;fail;fail;fail;fail;fail;1634;fail;fail;88849;4943;fail;fail;129;331;273;2079;46;855;799;325;456;345;424;211;210;206;173;817;852;530;245;992;759;1241;637;570;1035;815;1276;517;802;705;101;902;901;991;351;415
2806;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;580;fail;4334;5142;365;95;545;816;347;172;435;283;193;898;546;428;171;752;342;1145;526;558;411;480;1115;697;301;869;1133;897;1526;1124;518;250
2807;fail;fail;fail;fail;fail;fail;fail;fail;fail;1103;fail;6692;fail;8836;2405;43241;73993;99685;157;281;801;792;622;509;615;315;1506;1082;492;531;335;371;459;1349;400;365;425;568;703;1588;364;161;830;622;1364;1285;690;604
2808;fail;fail;fail;fail;fail;fail;fail;fail;69787;fail;fail;fail;fail;569;33098;45;91482;267;416;302;936;900;598;461;539;222;566;562;553;147;288;287;807;365;263;411;749;276;643;484;308;579;601;717;773;1921;535;1070
2809;fail;fail;fail;76871;fail;fail;fail;fail;6300;292;85045;2172;fail;1557;3546;8578;441;897;941;352;866;257;265;269;340;792;673;1068;904;1224;434;340;898;240;594;336;654;569;722;333;969;181;810;303;857;1358;647;380
2810;fail;fail;fail;23547;14942;fail;fail;235;777;7233;fail;fail;fail;1896;1208;2463;1087;481;638;996;2240;605;695;375;288;502;904;728;344;890;93;621;509;1491;581;594;79;1100;1304;786;691;852;454;776;371;550;630;345
2811;fail;fail;fail;fail;fail;fail;fail;fail;8812;1683;fail;70;fail;2249;14953;12524;4095;8280;364;616;599;205;586;128;270;871;1553;1664;311;312;284;354;675;467;703;354;192;659;1046;872;524;363;617;712;617;1175;262;285
2812;fail;fail;fail;fail;41157;fail;fail;10582;fail;1065;5697;578;150;1777;10136;464;1331;408;381;2553;1902;3859;793;1656;298;449;347;765;361;722;224;645;766;662;344;244;712;1155;1261;618;312;435;486;1208;1810;2608;390;534
2813;fail;fail;fail;fail;fail;fail;fail;fail;fail;547;fail;fail;fail;fail;18514;fail;1500;281;232;547;1267;827;440;629;406;617;209;2574;268;451;651;1436;826;873;586;644;463;274;1147;882;575;281;542;723;2088;1318;551;247
2814;fail;fail;81340;fail;fail;fail;fail;5592;4452;6621;fail;1159;fail;938;2747;2623;fail;20009;558;287;2399;1406;216;865;441;592;629;1090;486;514;509;1400;1363;823;699;559;218;712;989;1140;562;556;575;914;2550;1703;813;447
2815;fail;fail;fail;fail;37468;fail;fail;fail;fail;24042;33903;fail;fail;6475;4851;12733;82013;1171;512;317;451;587;304;620;1121;1144;909;3923;322;896;359;1012;530;1149;609;213;784;429;285;327;253;785;614;455;769;1092;830;210
2816;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;3662;fail;fail;21064;41957;302;975;481;1503;483;1967;826;371;fail;723;675;862;727;285;86;713;440;652;336;826;534;1449;842;380;707;294;428;794;848;542;261;416
2817;fail;fail;fail;fail;fail;fail;fail;367;fail;11000;2912;7511;206;10005;163;2044;7884;fail;472;2206;773;16367;473;894;153;785;651;1894;696;239;215;667;1276;968;419;324;578;1496;564;779;647;1776;295;502;2117;843;1556;720
2818;fail;fail;fail;fail;fail;fail;fail;fail;25474;30776;fail;95206;289;35761;24860;74324;2910;2182;1084;712;1591;17288;522;820;293;425;1356;928;520;329;319;1187;194;623;919;597;465;585;797;367;372;168;626;669;342;1292;455;444
2819;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;4123;fail;fail;189;431;351;311;410;67;430;681;791;231;250;269;936;303;152;1242;410;353;146;824;1556;283;562;422;818;462;504;756;435;464;199;772;954;482;838
2820;fail;fail;fail;14118;3850;fail;fail;fail;fail;4247;fail;fail;fail;fail;5718;fail;2576;5968;241;839;1539;716;212;510;152;332;362;1030;404;446;551;347;221;559;496;272;400;609;845;381;779;164;753;514;938;657;1086;313
2821;fail;fail;1784;fail;2517;fail;fail;936;1844;1810;1141;212;fail;2396;582;4690;752;575;362;663;829;478;647;193;435;694;927;1173;750;216;196;333;101;1119;352;343;270;1136;2148;351;567;516;832;274;904;1947;734;1043
2822;fail;fail;fail;92;fail;fail;72;395;2352;44237;fail;fail;fail;871;8477;9810;1503;32309;77;374;416;1028;838;393;249;207;898;626;188;284;573;476;838;1052;440;565;398;452;1409;877;562;428;261;1322;1390;844;566;188
2823;fail;fail;fail;fail;fail;812;fail;fail;fail;1604;fail;112;fail;fail;fail;2476;3793;7956;1113;337;454;1580;686;275;434;482;1904;642;264;545;170;755;1959;1932;362;999;315;203;566;554;467;261;554;739;626;1119;376;523
2824;fail;fail;fail;fail;fail;fail;fail;2381;3304;3092;79006;123;fail;3488;8167;772;82;531;412;1172;905;1498;550;461;491;428;989;151;666;911;461;473;1620;1010;240;587;595;672;2892;2370;837;647;354;459;1678;930;376;403
2825;fail;fail;fail;263;fail;fail;fail;fail;fail;37117;26871;14676;fail;391;935;18960;304;6779;350;264;1535;472;467;498;271;846;840;3363;541;451;348;169;795;531;1040;204;231;2073;991;2318;416;609;817;709;1017;493;931;1018
2826;fail;fail;fail;fail;49407;fail;fail;169;fail;fail;fail;602;fail;fail;250;927;1772;717;173;154;553;2315;205;426;520;977;350;993;453;1694;955;755;2163;683;706;508;351;325;572;531;225;246;334;561;1448;678;496;1327
2827;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;2585;fail;701;753;18217;311;136;708;598;317;211;294;975;843;2313;113;755;238;338;656;1452;347;607;369;1111;1233;1559;334;539;542;1081;1709;442;671;610
2828;fail;fail;fail;fail;fail;fail;fail;fail;fail;4356;7527;fail;fail;733;766;3498;6258;414;312;1106;1564;703;679;288;214;488;860;379;1381;387;482;846;999;658;171;395;479;1200;1293;931;504;365;852;1217;430;926;121;1074
2829;fail;fail;fail;fail;fail;1704;fail;fail;10340;428;fail;4358;fail;fail;303;7144;8048;3719;68;2169;1087;1366;1342;482;306;688;329;843;408;413;226;384;873;572;406;393;615;755;1020;1729;409;863;587;188;679;708;382;469
2830;fail;103;fail;fail;5108;fail;fail;fail;fail;26622;fail;fail;fail;4406;2253;13838;fail;9860;168;543;439;1273;705;446;224;459;536;1924;734;469;411;589;1482;771;440;673;424;301;1682;479;363;867;830;356;1659;721;742;548
2831;fail;fail;fail;62383;6560;fail;171;fail;fail;fail;1059;183;fail;400;389;1508;9178;8648;648;563;515;125;1587;626;290;354;682;1297;290;504;120;543;718;633;368;243;360;345;655;304;799;353;622;1054;707;550;348;529
2832;fail;fail;fail;fail;fail;9583;fail;1047;3676;7785;1689;4198;fail;6350;56771;15159;743;2615;208;475;469;997;631;396;556;288;518;2304;394;534;345;275;1188;1103;386;588;374;817;411;1898;526;311;496;919;1141;1371;916;383
2833;fail;fail;48445;fail;fail;fail;fail;358;fail;6195;fail;fail;fail;97;2370;fail;8320;4228;796;238;513;504;694;271;191;378;1928;1687;217;189;557;199;776;509;779;1061;400;549;997;1297;625;692;776;686;556;946;585;300
2834;fail;fail;fail;fail;fail;fail;fail;1296;295;26167;7489;fail;fail;1078;3709;68;1390;882;388;573;1110;753;522;413;178;169;610;1585;328;854;432;1437;431;399;831;824;120;820;1036;1404;740;785;811;843;291;1052;512;1268
2835;fail;fail;fail;fail;fail;22104;fail;1480;24852;1535;10102;fail;256;330;33865;520;30811;3048;264;584;699;660;511;1284;613;417;931;3848;1424;688;293;525;350;565;618;587;388;352;989;299;479;598;1081;373;1083;2082;282;686
2836;fail;fail;fail;fail;778;fail;fail;673;fail;fail;fail;fail;fail;262;5966;42413;214;600;492;421;565;3234;439;529;237;293;870;977;385;166;501;498;438;531;894;114;676;678;1195;647;85;517;411;761;713;799;478;158
2837;fail;fail;6882;fail;13222;83846;fail;fail;34296;fail;339;fail;fail;fail;1105;144;2653;539;123;392;1022;3157;363;389;467;1118;1264;10400;888;362;524;177;984;2318;611;430;339;308;710;811;453;554;477;515;980;426;346;140
2838;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;1087;fail;1486;2127;2147;3748;751;382;808;835;875;536;196;391;188;560;611;742;355;275;323;603;538;606;752;502;700;1390;688;1037;705;852;746;621;316;682;253
2839;fail;fail;78645;46323;18261;fail;fail;1401;fail;4983;2632;55985;367;816;13420;1805;112;550;1146;221;841;571;53;803;221;94;485;409;621;528;776;583;1008;1204;295;1315;679;659;522;1107;486;1212;1075;494;913;433;727;674
2840;fail;fail;fail;fail;fail;fail;fail;fail;fail;402;fail;2348;fail;262;300;625;2559;9974;463;224;843;1731;764;966;427;494;383;795;147;439;338;401;808;1510;884;390;533;190;740;857;428;756;602;1275;1549;1581;915;829
2841;fail;fail;fail;fail;fail;fail;fail;fail;49752;4379;81996;6347;fail;5631;7848;286;10983;748;333;170;2228;288;1456;758;197;233;761;554;163;131;358;292;755;1167;528;1192;447;335;790;756;337;427;565;529;1498;604;1000;693
2842;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;40384;1526;fail;144;694;81599;3013;4880;327;324;342;361;481;430;295;278;356;2123;140;544;478;308;630;575;147;193;654;230;1002;626;930;505;408;180;985;1230;840;624
2843;fail;fail;fail;fail;fail;fail;fail;fail;90988;5435;1945;fail;fail;573;325;314;2574;2770;190;883;455;144;365;143;521;706;294;724;611;587;243;667;684;2345;346;557;413;566;443;1710;274;527;418;151;854;731;560;709
2844;fail;fail;fail;fail;fail;21989;fail;fail;750;7721;209;6812;fail;304;49852;28807;8326;327;397;403;455;146;1013;183;491;88;586;553;573;136;525;413;938;975;1022;639;297;1071;675;1005;294;602;258;577;748;700;407;1065
2845;fail;fail;fail;496;fail;fail;fail;594;fail;508;70534;fail;fail;1064;1169;1495;51;146;627;733;619;2707;410;237;267;149;908;847;655;411;181;211;449;1600;263;531;307;494;545;373;512;768;585;395;1293;722;207;197
2846;fail;fail;46953;fail;fail;fail;fail;fail;fail;23821;81393;fail;fail;516;11892;747;509;1396;414;1014;698;718;263;558;985;234;932;2391;352;312;184;407;669;625;776;372;336;487;691;1204;234;431;368;326;554;1250;212;784
2847;fail;fail;fail;4250;fail;731;fail;fail;fail;fail;fail;fail;225;389;3581;2171;1114;487;1147;324;33403;2748;18719;299;213;462;756;1010;201;85;297;312;1132;1076;826;457;142;368;602;599;496;368;571;1196;502;2368;436;458
2848;fail;fail;fail;1185;fail;fail;fail;fail;fail;69742;fail;fail;182;1252;fail;253;550;17809;488;424;1438;950;144;154;232;726;802;825;156;364;304;782;1282;1210;160;640;440;513;1573;833;718;728;380;1058;1069;501;702;603
2849;fail;fail;3325;3265;fail;34665;fail;2657;1361;2128;819;2060;fail;174;35417;90482;323;1062;184;403;765;1496;666;209;191;125;693;1009;296;353;455;129;394;1211;365;713;359;136;1055;462;509;478;665;589;1180;2145;680;333
2850;fail;fail;fail;fail;fail;fail;fail;859;fail;898;2464;3918;370;1410;fail;6781;207;421;406;384;1714;363;343;400;465;385;1365;292;643;316;452;399;1438;231;595;815;139;727;960;2301;332;924;378;183;370;748;97;631
2851;fail;fail;fail;fail;fail;fail;fail;3529;643;266;14191;fail;fail;fail;4970;1741;2220;139;566;1048;796;1072;427;342;186;169;1916;648;170;288;335;353;1834;1605;470;156;312;1004;806;644;556;629;876;605;676;748;825;973
2852;fail;fail;fail;fail;fail;fail;fail;90;fail;fail;fail;3579;264;591;2685;345;240;591;594;1646;923;1860;687;359;302;359;720;476;1390;152;327;746;763;1721;122;704;288;808;1188;1420;501;457;724;403;1070;1340;63;989
2853;fail;fail;fail;fail;fail;fail;114;fail;fail;28007;42781;36514;138;193;7143;345;307;176;285;482;520;490;249;247;370;596;892;299;301;447;376;562;956;93;580;656;481;626;776;1957;642;848;291;415;1679;1070;547;499
2854;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;1930;32436;66892;2956;13969;316;505;609;1885;559;203;633;304;635;1200;479;651;372;390;470;519;536;287;712;218;618;641;89;714;340;562;891;1477;312;693
2855;fail;fail;fail;fail;fail;fail;102;fail;2928;24433;2351;fail;fail;fail;fail;3771;39341;50508;666;447;52690;1177;298;694;524;568;1274;705;498;774;284;480;1697;872;699;931;312;766;1264;4018;917;370;810;542;2435;949;363;434
2856;fail;fail;fail;fail;12722;fail;fail;2230;1310;65195;fail;6068;fail;403;44710;1124;1207;393;240;413;319;1193;275;728;311;320;650;1348;651;387;304;121;183;874;645;150;513;381;841;1418;714;480;525;789;642;1469;850;548
2857;fail;fail;fail;fail;fail;fail;fail;797;5389;4108;35276;3186;fail;68;371;1302;286;223;288;538;961;486;700;695;708;129;837;264;246;776;369;621;1003;1334;435;238;398;368;465;540;840;1282;225;537;433;701;1420;922
2858;fail;fail;fail;fail;fail;3443;fail;755;fail;629;fail;fail;fail;6815;fail;3429;75255;fail;128;1009;491;333;580;476;603;135;907;1098;435;736;113;886;446;910;599;853;402;639;673;473;532;263;1030;490;1952;797;674;383
2859;fail;fail;91898;fail;fail;2489;fail;634;678;1521;165;61818;fail;971;1406;7837;3958;1362;260;741;944;1380;378;347;296;210;813;676;122;515;321;230;686;930;350;392;301;526;1658;847;392;481;851;1314;2224;2202;610;720
2860;fail;fail;fail;fail;fail;fail;fail;fail;73248;1317;26185;62413;fail;3440;fail;20634;19402;fail;750;297;834;2075;1377;653;271;404;488;587;980;413;271;758;1736;2099;559;721;202;426;788;1048;453;758;556;541;601;1104;683;329
2861;fail;fail;78995;fail;fail;fail;fail;fail;fail;18497;141;fail;fail;fail;1664;420;3377;544;409;767;614;334;415;110;116;302;985;1243;469;359;558;607;785;877;335;368;252;274;186;489;387;588;818;270;777;651;267;726
2862;fail;fail;fail;fail;fail;fail;fail;fail;fail;26628;fail;fail;fail;527;3593;702;206;6051;459;628;670;543;578;422;281;786;998;873;285;667;724;631;1128;2596;470;936;259;659;988;914;714;578;369;1016;1643;1923;532;299
2863;fail;fail;fail;fail;fail;81732;fail;fail;5886;47146;fail;6447;fail;1110;63317;4878;2152;2851;1421;615;2006;1685;470;423;302;511;394;737;189;365;274;591;630;696;443;645;1300;584;1100;1674;300;310;1133;581;1000;670;705;1040
2864;fail;fail;fail;fail;fail;fail;120;fail;3746;fail;312;324;fail;fail;fail;1285;11124;fail;142;267;1726;5956;294;352;231;159;982;1008;290;220;374;293;725;207;143;355;740;1115;2494;779;673;739;91;463;1070;1316;420;669
2865;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;6291;fail;101;52570;7093;fail;78649;1192;414;1234;1559;238;131;413;502;1473;591;1674;1163;312;489;1068;652;302;776;477;390;522;1046;600;758;516;905;998;622;702;645
2866;fail;fail;fail;4569;fail;fail;fail;1877;346;8103;1972;591;fail;170;fail;1006;2629;33867;119;392;1026;631;983;588;377;292;453;1133;580;278;166;604;1446;345;412;1196;289;190;1031;537;430;408;371;919;799;485;493;898
2867;fail;fail;fail;fail;fail;2969;fail;fail;fail;1177;256;fail;fail;7835;fail;219;1755;11035;246;597;760;630;520;533;395;241;657;518;262;623;359;394;682;598;583;515;285;604;385;395;411;806;582;1314;1616;2701;411;223
2868;fail;fail;fail;fail;fail;30064;fail;fail;fail;27686;fail;32041;fail;365;520;193;fail;234;508;320;599;1963;101;331;417;863;541;819;833;302;352;285;710;970;287;575;656;234;2011;790;429;891;429;316;1232;619;758;464
2869;fail;fail;fail;fail;fail;fail;fail;824;479;645;71;459;518;7791;15167;1858;2019;63;239;295;358;592;941;400;150;527;1148;495;329;205;235;424;1072;1700;1102;316;308;101;1418;941;333;466;502;734;1295;423;1001;476
2870;fail;fail;fail;fail;fail;67475;fail;fail;1244;fail;fail;fail;fail;198;fail;fail;fail;58179;313;1232;1439;777;456;1086;568;262;916;986;405;532;518;401;970;1473;269;350;239;387;697;582;235;339;547;764;556;605;338;1123
2871;fail;fail;fail;fail;fail;fail;fail;2148;3231;8609;fail;fail;fail;714;568;2908;370;358;508;289;144;1020;225;443;401;983;763;1938;801;307;223;630;134;2219;972;874;234;880;715;845;220;415;331;729;885;841;673;367
2872;fail;fail;75666;fail;fail;fail;fail;fail;372;fail;29196;4109;fail;581;968;37214;291;1614;263;980;287;1077;416;195;413;175;891;1415;419;596;198;632;395;1182;145;327;409;756;1944;459;639;852;563;926;279;909;439;157
2873;fail;fail;fail;3778;fail;fail;fail;fail;fail;996;69939;fail;fail;17030;24540;14373;6750;295;831;259;812;1872;812;186;349;206;579;177;254;347;274;155;1436;604;405;509;212;468;592;632;636;287;876;796;1364;280;857;644
2874;fail;fail;fail;900;6877;fail;fail;fail;43472;27243;fail;6381;fail;92;455;16685;251;187;405;2905;977;4371;504;167;199;284;347;1983;298;547;512;199;153;335;435;282;515;630;412;327;420;399;777;635;957;517;666;623
2875;fail;fail;18107;fail;fail;fail;fail;fail;1801;4626;961;11505;472;967;544;653;81;385;484;1024;483;1617;488;182;1256;600;1048;921;146;1949;353;370;475;719;346;327;487;423;519;777;538;435;204;417;582;812;268;404
2876;fail;fail;fail;fail;fail;76109;fail;fail;11539;fail;fail;19310;fail;385;85243;22547;fail;1625;410;436;374;607;185;454;392;493;619;1467;728;416;252;701;810;1154;617;950;458;518;430;1124;670;1467;305;656;394;982;243;386
2877;fail;fail;fail;fail;717;fail;fail;432;24462;2390;22018;fail;fail;22620;7499;1084;4082;94;385;177;1622;1290;735;53;196;432;909;771;303;172;26;318;550;976;707;871;560;393;1445;996;995;1397;1209;938;1422;3791;1004;708
2878;fail;fail;fail;fail;18963;fail;fail;fail;1947;12339;112;1079;fail;5487;fail;1526;11649;fail;543;490;966;951;502;890;966;251;605;1903;421;276;619;745;549;544;616;324;319;304;593;352;268;244;404;875;1313;1146;878;416
2879;fail;fail;10405;3275;fail;fail;fail;fail;8607;958;25;25427;fail;11512;110;2228;190;20410;366;128;712;876;537;354;89;699;2171;3439;416;1016;205;418;991;1313;283;383;235;257;893;297;763;487;837;1331;678;516;1294;655
2880;fail;fail;fail;fail;fail;fail;fail;fail;23571;716;2433;591;fail;353;fail;3521;15509;325;430;509;1187;749;457;813;431;282;690;1070;489;579;139;526;530;442;558;212;409;596;317;1086;570;413;143;1444;2433;1399;439;448
2881;fail;fail;fail;fail;fail;fail;fail;1934;2123;2732;2229;20377;fail;410;4157;816;266;5245;165;291;219;1367;972;431;192;416;454;671;664;565;546;991;908;964;643;575;490;365;1578;1424;1056;685;312;1808;632;912;426;364
2882;fail;fail;fail;fail;fail;fail;fail;fail;657;fail;1310;1930;fail;4195;4539;179;295;390;387;354;953;2388;364;1170;772;564;820;857;679;1441;320;626;818;618;471;381;338;931;1008;782;939;309;361;176;778;234;1057;457
2883;fail;fail;fail;fail;fail;fail;fail;fail;1816;35331;fail;180;fail;737;379;1791;2569;44645;551;511;662;2140;1015;450;436;246;626;349;681;683;469;586;678;439;204;360;221;1067;1190;86;806;348;297;578;1829;500;352;1090
2884;fail;fail;fail;fail;fail;fail;fail;fail;fail;6948;fail;3425;fail;17317;480;774;222;fail;2204;709;533;140;587;332;328;318;826;570;216;462;552;447;606;484;408;154;652;732;1059;1301;597;431;667;574;454;1079;581;172
2885;fail;278;20;fail;fail;96924;fail;fail;fail;fail;fail;47509;fail;440;66131;1734;624;3683;564;289;531;34;233;483;487;220;442;1244;662;245;532;992;882;2387;699;647;391;443;1533;735;119;294;671;636;1039;596;983;596
2886;fail;fail;fail;fail;20045;fail;fail;249;fail;81732;fail;28185;fail;173;5135;999;fail;35708;315;314;217;1433;291;486;363;305;959;1374;402;743;137;1069;392;2010;767;764;423;693;778;674;304;233;155;1127;822;473;676;471
2887;fail;fail;fail;11813;fail;fail;fail;fail;fail;fail;fail;fail;fail;10397;8909;2024;377;3633;186;698;1116;3030;911;1190;146;207;1473;992;613;132;321;728;182;304;415;537;233;562;755;1192;429;377;214;483;985;1422;183;526
2888;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;54866;fail;146;7129;1156;292;12327;556;791;260;850;184;998;387;140;240;1354;251;323;737;1372;896;1241;762;396;288;408;851;871;954;319;681;395;598;474;662;836
2889;fail;fail;31137;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;5255;1347;192;2339;3941;626;756;2069;1681;724;377;175;291;658;1497;831;665;278;718;625;987;508;730;587;557;284;956;438;1055;388;748;602;1112;1089;1199
2890;fail;fail;fail;fail;fail;fail;365;519;2096;17915;fail;5055;fail;1085;4525;43306;328;335;472;255;562;555;649;611;302;1338;1352;4201;1920;600;422;523;976;342;679;529;801;608;1085;2100;1219;271;147;616;1177;1116;748;1090
2891;fail;33;fail;fail;fail;fail;fail;1899;4345;89510;1117;fail;200;262;fail;189;2405;47608;375;489;78;400;444;197;871;3757;1663;1214;313;630;262;604;859;833;322;447;274;301;846;1734;861;463;324;1188;751;532;627;548
2892;fail;fail;fail;fail;fail;fail;146;304;250;8287;130;26891;fail;5965;7263;35009;160;39285;430;519;2394;792;74;256;209;402;662;477;198;150;301;250;597;1532;717;556;157;450;971;746;464;359;642;374;1111;621;521;951
2893;fail;fail;fail;fail;fail;fail;fail;2714;25737;11308;93280;2442;fail;542;1410;2685;2873;2228;513;572;854;685;463;451;560;637;1021;239;354;371;1111;653;2045;1135;464;690;750;281;791;657;467;1123;766;516;855;570;662;1176
2894;fail;fail;fail;fail;fail;656;fail;fail;1786;94477;fail;1668;fail;677;fail;30982;24389;6372;642;995;1072;740;648;276;374;819;389;832;322;291;55;919;565;411;319;626;341;247;436;1090;558;347;618;822;1141;989;976;217
2895;fail;fail;fail;30352;fail;fail;fail;fail;fail;10219;16094;5083;fail;447;4997;412;13206;3510;196;459;676;1215;706;616;215;221;931;1070;606;416;244;487;1586;477;343;546;214;358;776;190;1214;625;447;1104;1421;467;651;678
2896;fail;fail;fail;fail;fail;fail;fail;fail;7169;917;3161;266;fail;711;fail;2016;1493;fail;353;396;22105;3124;406;2097;283;584;942;1178;63;358;334;314;1227;960;145;628;255;197;951;896;237;705;281;994;1928;1095;267;975
2897;fail;fail;fail;fail;fail;80395;fail;507;12912;13044;fail;fail;fail;613;54398;3358;1066;47157;471;590;852;487;590;2498;268;191;220;895;513;1317;525;305;605;1518;330;234;396;290;864;1442;151;243;592;810;337;858;582;414
2898;fail;fail;fail;fail;fail;fail;fail;fail;35379;10356;fail;1321;fail;fail;fail;4400;15555;1039;303;220;730;986;463;303;193;250;107;401;402;564;169;583;914;554;213;473;606;318;832;1109;388;488;732;682;1162;884;665;1126
2899;fail;fail;fail;fail;fail;fail;fail;fail;fail;256;2182;52223;fail;11182;fail;1423;358;323;698;100;528;966;438;312;309;1499;261;1404;999;429;657;403;504;1414;769;495;320;704;1291;1118;288;1096;585;455;1330;524;521;944
2900;fail;fail;fail;fail;fail;fail;fail;fail;fail;30787;fail;fail;fail;4454;32963;2872;378;957;679;382;1320;6591;306;996;1055;483;564;786;409;963;258;584;545;1080;688;249;422;338;1541;802;271;693;1075;1074;1160;613;2096;954
2901;fail;fail;fail;98366;fail;fail;fail;fail;2732;84081;1073;1225;365;673;29193;302;461;377;522;184;608;5641;511;482;674;272;730;1842;180;643;499;336;943;716;756;394;219;145;778;1957;61;411;389;574;1219;1676;550;1327
2902;fail;fail;fail;fail;fail;fail;fail;fail;1309;fail;7977;fail;fail;2152;25030;1716;68623;19791;148;1299;560;1157;222;679;488;177;1230;676;536;1255;287;795;683;1223;564;110;168;1156;873;580;194;591;597;559;637;1107;294;672
2903;fail;fail;fail;fail;11512;fail;fail;fail;fail;fail;fail;fail;fail;fail;7342;10931;60014;438;380;50;527;3809;659;304;501;535;702;2125;148;618;97;419;739;1104;370;362;191;731;547;857;458;400;1539;738;2087;1883;540;1681
2904;fail;fail;fail;fail;fail;fail;fail;fail;227;6166;2022;1209;fail;170;792;306;419;262;371;510;536;23647;397;632;533;120;197;1614;957;735;160;569;1310;1760;283;413;338;660;309;1189;817;294;441;880;1211;1821;747;577
2905;fail;fail;fail;6998;fail;fail;150;73;59749;275;458;5123;fail;fail;28276;26700;10817;3608;275;1845;744;517;655;1550;675;608;758;856;654;645;379;883;426;1512;301;335;270;733;659;803;248;462;349;482;779;1120;275;308
2906;fail;fail;fail;64617;fail;fail;fail;938;50822;1759;285;2143;fail;1760;9015;10457;2612;1321;398;676;922;504;486;830;437;289;855;766;592;1200;358;476;1001;684;526;703;366;813;1595;566;708;1263;643;961;2383;674;491;372
2907;fail;fail;fail;fail;fail;fail;fail;fail;14899;fail;fail;57346;fail;848;8464;94856;3613;1747;352;499;268;417;469;766;246;403;506;1073;257;282;140;574;521;1635;566;258;156;715;1553;1873;752;654;189;669;931;1431;906;698
2908;fail;fail;fail;10080;65688;fail;fail;519;5218;28788;98;43071;fail;583;532;2613;429;318;446;865;1258;497;190;405;143;251;397;1641;972;529;963;169;1561;541;553;444;487;623;936;1034;1076;339;555;604;501;895;1067;356
2909;fail;fail;fail;fail;fail;fail;fail;4745;21737;697;fail;165;fail;fail;fail;fail;8144;32761;32;233;836;365;534;24;144;1204;832;959;2105;452;304;799;406;1532;476;454;433;192;667;800;397;548;1257;398;827;1067;329;702
2910;fail;fail;fail;fail;14184;349;fail;fail;1965;2558;333;10415;fail;547;3260;12140;3373;6702;549;554;343;1219;224;700;741;975;2564;658;1532;842;467;873;839;1185;439;742;420;567;1029;970;274;824;441;347;929;1216;413;633
2911;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;1229;fail;27226;362;24123;440;472;839;905;860;415;1045;568;1113;882;342;227;435;376;375;888;588;516;551;219;1039;718;465;341;457;455;899;1010;505;1013
2912;fail;fail;39305;fail;1631;fail;fail;2844;7626;811;3309;13950;fail;460;240;9935;643;182;296;366;511;1357;245;248;144;861;598;399;487;779;246;528;168;412;405;582;274;710;257;612;584;430;302;330;1812;1070;710;1219
2913;fail;fail;fail;fail;20877;fail;179;175;108;622;fail;143;fail;2695;465;101;fail;5655;477;311;546;1432;560;1425;661;473;652;864;307;1116;545;1516;1297;681;351;844;419;494;955;795;302;455;214;889;320;1534;622;1001
2914;fail;fail;fail;3172;fail;fail;fail;1043;fail;21122;215;182;fail;9409;8152;14408;520;128;422;451;1208;631;293;408;271;356;728;1150;495;562;592;780;135;410;186;607;431;986;254;281;714;324;198;566;1281;842;528;1157
2915;fail;fail;fail;16713;97346;fail;fail;367;fail;fail;4942;6923;367;fail;440;127;247;426;117;600;596;1234;336;1585;249;267;1367;703;267;470;262;542;1780;1104;410;336;199;875;2131;1074;386;513;439;531;900;1366;932;580
2916;fail;fail;fail;40620;fail;fail;fail;fail;fail;fail;52420;2436;814;579;4261;578;19223;30162;257;127;588;278;338;3540;656;334;1167;1023;832;467;737;234;599;410;349;516;313;594;855;918;681;326;501;488;1140;1946;519;670
2917;fail;fail;fail;fail;fail;fail;fail;145;124;304;150;80013;fail;4135;3268;2064;fail;749;256;686;378;1480;426;1218;602;87;2179;2285;643;354;517;596;536;338;942;84;360;418;789;1036;498;267;1218;702;752;888;923;1158
2918;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;45696;fail;fail;fail;11475;3148;17170;938;444;311;1195;829;399;296;581;376;1972;397;213;475;291;607;491;1067;604;656;511;739;558;156;564;110;549;489;996;1760;787;601
