;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
1355;fail;fail;fail;fail;fail;97628;fail;fail;fail;fail;25580;917;fail;2120;918;10824;695;91;295;326;562;905;85;538;184;727;1013;1125;634;334;529;448;1022;1541;644;563;441;573;654;489;1157;681;586;670;379;839;296;560
1356;fail;fail;fail;fail;fail;fail;fail;fail;fail;41076;fail;fail;fail;1403;fail;fail;767;8338;477;340;1566;567;342;459;345;972;637;45;714;120;422;292;1209;724;339;712;151;778;431;1373;591;493;455;916;1316;654;1163;535
1357;fail;fail;fail;fail;fail;fail;fail;fail;2616;1944;30681;fail;186;133;24849;8465;464;8949;383;712;287;589;317;490;642;1072;1090;694;330;885;338;614;1598;653;440;210;317;624;1084;427;390;693;204;203;614;1221;1386;1085
1358;fail;fail;fail;192;fail;fail;fail;150;fail;12262;fail;186;fail;17914;2975;27341;673;316;607;481;3584;1866;277;678;269;620;1926;1178;587;2216;476;347;949;996;424;236;375;763;339;1791;971;404;294;960;1134;1065;836;439
1359;fail;fail;fail;fail;fail;fail;fail;8102;fail;934;fail;9168;fail;3189;36818;24006;44413;fail;264;472;637;711;737;204;198;420;663;895;764;554;435;371;936;1257;237;440;409;685;590;965;557;234;589;726;1097;1455;782;913
1360;fail;fail;8316;98706;fail;10852;fail;fail;3970;1892;fail;8908;433;2014;15615;5211;2756;39595;176;169;483;1182;650;294;276;379;1098;183;653;379;407;1154;1359;2876;591;618;356;870;833;811;530;222;496;1058;1417;975;551;369
1361;fail;fail;fail;fail;fail;fail;fail;1294;731;1790;4832;1345;fail;174;82895;3381;8137;415;354;329;1703;1879;964;778;282;95;878;1119;322;713;300;402;1957;798;374;725;215;397;741;421;837;846;308;671;639;1284;361;661
1362;fail;fail;fail;fail;fail;fail;fail;fail;52956;9982;fail;761;fail;1463;7773;208;1631;1269;476;534;789;595;1044;157;439;285;1304;1053;547;934;316;938;1118;851;151;1575;392;930;807;1247;941;737;117;423;766;781;1266;540
1363;fail;fail;fail;fail;fail;fail;fail;fail;1922;1835;55372;8973;232;415;590;4278;fail;fail;227;426;928;1242;774;456;499;390;373;1078;530;271;673;796;117;988;443;796;730;691;923;1455;571;200;825;448;626;698;436;613
1364;fail;fail;fail;fail;fail;14929;fail;2917;fail;1831;fail;fail;169;3383;760;268;115;1923;418;552;552;1205;330;261;378;242;737;1371;499;648;396;948;1732;464;616;881;886;1411;188;1547;547;498;935;556;521;1639;536;710
1365;fail;fail;fail;fail;fail;33092;204;fail;3298;2119;5295;fail;fail;515;3899;fail;fail;1942;105;379;378;915;439;814;159;335;1157;1366;1697;892;213;277;1525;2101;230;797;272;790;244;144;446;418;447;449;1018;1379;275;770
1366;fail;fail;fail;fail;fail;48156;fail;fail;fail;1039;5564;46403;fail;22985;905;9911;340;1329;301;568;911;1548;450;317;443;786;932;168;294;421;687;159;1118;943;400;297;262;707;501;1004;540;1269;632;564;1588;2033;190;570
1367;fail;fail;fail;fail;fail;fail;fail;53;1990;3460;246;1232;fail;fail;1922;1070;18738;13091;202;293;468;1115;372;915;345;183;769;509;350;307;535;709;802;756;720;1067;170;269;696;546;316;549;754;562;722;980;817;949
1368;fail;fail;fail;fail;4126;56695;fail;fail;583;6622;fail;1780;67;5698;fail;1003;58;fail;684;768;1478;607;490;412;951;499;1150;436;683;810;132;621;569;767;946;582;175;1805;795;701;573;470;300;423;1419;672;681;325
1369;fail;fail;fail;fail;fail;58;fail;fail;6534;1931;946;1979;fail;fail;429;1514;1268;3953;450;237;1539;947;737;124;295;445;581;511;591;592;261;717;597;1052;1138;646;382;860;1163;603;636;630;180;847;1162;690;536;296
1370;fail;fail;fail;fail;fail;fail;fail;1118;605;473;273;3301;91;436;989;5044;216;456;538;337;460;1655;931;1062;211;733;1477;366;765;561;212;350;380;376;486;314;386;761;868;986;1278;389;483;515;860;459;590;1678
1371;fail;fail;fail;fail;fail;40253;fail;fail;670;5664;6668;590;fail;fail;fail;538;7291;222;263;700;417;481;1031;803;274;370;1501;1946;665;267;652;220;1461;1182;273;710;366;444;981;857;787;518;670;859;1783;2138;893;780
1372;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;12655;fail;fail;288;1179;3176;1119;3094;479;668;526;674;706;253;210;184;752;1111;590;910;353;348;626;1697;380;224;400;475;769;638;705;178;463;1041;856;506;678;645
1373;fail;fail;113;1088;fail;50054;fail;994;23393;96;487;fail;218;181;3165;880;579;462;111;819;906;938;405;609;238;787;1854;895;698;489;701;430;1262;1225;215;907;451;628;849;1268;669;305;587;851;789;362;700;753
1374;fail;fail;fail;fail;fail;fail;fail;306;180;14539;35;321;fail;346;281;1116;597;16860;248;306;732;412;537;742;309;230;884;325;174;751;380;304;486;752;417;319;593;303;282;600;924;354;1131;231;657;887;232;847
1375;fail;fail;fail;fail;fail;fail;fail;fail;fail;4166;70833;127;fail;216;195;13948;370;23700;493;1255;426;1503;993;773;584;453;236;1139;975;1576;366;570;984;528;64;231;334;586;975;723;369;777;877;509;1102;1149;246;683
1376;fail;fail;fail;fail;fail;44157;fail;fail;fail;fail;fail;fail;fail;3175;1071;4492;252;fail;334;449;656;149;164;738;255;435;860;353;642;587;398;179;699;662;1024;654;468;696;2384;1372;596;358;636;983;1078;1678;515;730
1377;fail;fail;fail;2875;26763;fail;fail;4063;372;6012;7227;fail;fail;5001;546;722;389;10820;364;778;2116;468;503;300;600;379;388;539;184;516;507;551;3107;1359;597;464;289;1304;1245;1972;286;675;622;223;591;784;459;511
1378;fail;fail;fail;35447;fail;fail;fail;fail;fail;fail;fail;490;339;688;508;857;29055;141;930;304;246;1220;193;789;167;424;171;2553;208;336;378;1720;346;1120;740;384;454;350;414;1011;295;846;957;832;1403;1524;780;1122
1379;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;522;4237;6727;806;43567;361;293;552;217;3096;375;514;383;319;1284;991;452;516;263;1064;535;2391;265;497;182;685;1006;740;189;496;509;238;648;2066;665;377
1380;fail;fail;fail;fail;fail;fail;fail;fail;4715;fail;fail;5541;fail;3918;1859;1078;625;3140;886;847;932;1332;899;1168;129;409;1392;1068;595;240;704;279;693;910;286;954;155;796;518;614;493;632;903;453;2331;858;618;516
1381;fail;fail;fail;fail;fail;fail;fail;1973;21910;94110;fail;4749;fail;fail;370;2089;2408;179;332;1377;1321;1454;253;472;212;394;756;1484;339;1164;205;480;770;983;218;379;388;663;1023;1090;447;369;483;1283;3795;1319;138;888
1382;fail;fail;fail;fail;fail;fail;fail;fail;50285;30061;fail;fail;203;414;55774;6361;fail;20565;518;885;1887;1157;271;623;140;617;609;621;216;507;571;311;963;790;332;1034;600;156;962;626;564;612;814;712;1024;2467;693;286
1383;fail;fail;fail;73619;fail;fail;fail;fail;78428;12819;4453;765;fail;712;467;10342;4099;232;117;33151;23999;2235;462;2239;472;178;462;219;419;988;384;466;738;1686;470;203;222;693;919;1454;458;616;291;798;701;585;1050;131
1384;fail;fail;fail;fail;fail;943;fail;1735;fail;1534;fail;4533;fail;134;1600;400;1043;2525;376;556;877;695;1040;367;1217;764;419;1190;502;159;109;623;780;596;497;724;318;484;602;1167;420;421;389;901;1059;444;589;634
1385;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;902;413;153;2764;428;1032;5967;704;7930;448;875;174;1491;445;692;1210;206;819;988;556;776;822;296;227;111;1058;684;259;2079;700;813;1059;1108;1517;670;1683;539
1386;fail;fail;fail;20883;44843;fail;fail;595;fail;fail;fail;54588;fail;fail;fail;540;fail;fail;280;782;2215;900;906;351;492;725;1274;270;341;423;478;795;589;713;905;960;392;374;503;942;963;278;1131;520;784;1357;607;392
1387;fail;fail;fail;26068;fail;7202;fail;fail;fail;fail;108;53925;186;83;15381;49715;2907;26866;141;509;1621;480;1076;1087;153;609;402;738;2187;1245;349;914;508;289;834;432;592;752;710;332;424;966;848;336;1344;899;618;1568
1388;fail;fail;fail;168;fail;443;fail;714;fail;fail;5419;339;fail;fail;3795;1455;2440;1038;516;533;2233;2047;694;644;492;563;1254;1318;171;918;324;932;1223;948;601;821;551;774;488;677;675;1387;360;768;337;912;252;425
1389;fail;fail;50283;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;915;14933;12070;179;324;1341;1547;1110;3496;308;2342;545;438;433;1276;237;640;1372;423;414;362;398;119;1055;734;466;487;676;547;716;136;556;697
1390;fail;fail;fail;337;fail;fail;fail;fail;fail;8290;fail;fail;244;710;22384;4202;1073;2325;322;670;992;1130;235;951;364;201;620;258;709;161;321;263;885;1481;1096;828;245;734;554;1285;361;700;821;812;1091;791;702;665
1391;fail;fail;fail;fail;fail;fail;fail;827;fail;473;1655;5180;311;28145;1839;756;2219;148;419;506;671;1601;175;531;129;400;401;1015;377;276;153;227;677;611;551;1088;420;828;514;1772;231;831;370;704;66;1290;795;169
1392;fail;fail;22290;42639;3325;85405;fail;fail;fail;90390;fail;5262;fail;4425;33518;598;1728;fail;494;693;768;1086;4499;146;516;616;779;1270;1197;494;295;800;1710;464;563;403;416;877;1234;1526;616;1519;457;407;905;1547;544;902
1393;fail;fail;fail;fail;fail;fail;fail;590;fail;1195;8114;fail;fail;614;3613;119;401;7143;334;1256;785;609;426;273;504;633;338;648;655;325;242;1547;791;1271;397;890;668;189;462;623;413;337;132;699;580;554;651;839
1394;fail;fail;6155;23896;82043;7282;fail;191;fail;194;2245;923;fail;4777;352;46145;4312;4841;125;560;408;1624;52;883;141;430;624;290;350;316;369;510;590;1131;903;422;441;941;1091;927;807;724;774;685;1594;573;777;673
1395;fail;fail;fail;9948;122;29974;456;fail;fail;77765;fail;fail;fail;497;494;227;1143;34571;159;525;702;1543;416;351;121;432;984;1530;533;739;320;118;495;291;859;285;662;104;885;736;374;515;771;714;319;842;435;286
1396;fail;fail;fail;1557;fail;fail;fail;157;11107;2009;1970;229;fail;5345;1060;8610;16798;17552;338;832;706;559;228;1411;884;225;923;441;2415;1768;548;644;46;1128;800;654;230;217;965;1462;545;820;435;1306;1206;951;417;469
1397;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;215;346;588;183;203;97;637;771;1213;576;460;351;668;776;228;389;555;270;717;406;453;483;624;477;478;2267;262;202;1079;479;784;461;566;357;992
1398;fail;fail;fail;fail;fail;fail;fail;fail;fail;2083;fail;fail;fail;450;6360;97841;420;432;268;389;452;1245;313;527;242;339;1222;1080;119;485;367;387;857;1248;274;452;308;289;1381;968;568;492;191;704;702;1070;929;315
1399;fail;fail;2078;25711;fail;fail;fail;fail;fail;1103;fail;fail;fail;324;11656;184;694;fail;463;227;354;712;359;621;400;618;279;179;49;487;120;1035;933;653;660;289;349;1203;1146;86;495;849;243;484;1512;1649;924;496
1400;fail;fail;fail;fail;fail;fail;fail;19;2744;fail;29399;3432;fail;2107;552;7456;fail;538;454;523;490;928;162;416;356;311;409;1062;539;372;363;833;751;258;453;466;196;580;1202;462;245;1146;533;569;978;1122;491;723
1401;fail;fail;fail;fail;fail;4670;fail;fail;94500;5527;59021;440;fail;1581;206;9334;fail;fail;656;446;2110;547;108;317;116;515;336;886;632;974;567;100;212;881;463;590;207;1029;361;581;480;466;262;449;774;808;734;514
1402;fail;fail;57594;421;fail;1178;fail;fail;26865;1294;12729;4767;fail;4382;3442;fail;fail;56941;1054;241;1020;426;856;498;325;402;248;606;391;465;474;1570;1730;922;401;391;137;319;888;679;376;370;510;766;1240;1098;870;1007
1403;fail;fail;fail;fail;fail;fail;fail;fail;fail;1298;fail;fail;fail;4902;855;3428;674;155;696;600;652;771;671;443;234;1133;121;2619;640;701;281;545;114;1340;308;248;255;1101;698;329;505;416;619;959;189;1053;391;557
1404;fail;fail;fail;fail;fail;fail;fail;fail;fail;9377;1067;683;fail;3600;3906;19491;3470;1714;890;597;438;396;323;140;224;461;877;567;265;634;426;452;663;1126;187;693;336;500;891;1372;1223;785;873;508;1024;2225;617;375
1405;fail;fail;fail;fail;fail;fail;95;149;2029;fail;16236;23117;543;11534;4421;1487;100;541;251;572;310;2096;486;292;1197;726;641;685;2392;496;531;615;451;570;122;582;263;571;857;772;201;401;536;920;1097;351;510;878
1406;fail;fail;fail;1822;fail;fail;fail;fail;fail;fail;2866;385;fail;fail;835;1675;4596;fail;316;257;1428;1425;1391;414;205;819;546;188;491;611;717;995;521;1288;789;887;191;556;885;402;604;485;759;251;1380;975;785;967
1407;fail;fail;73812;fail;fail;46924;fail;fail;4148;4638;2460;1032;fail;223;27313;1165;fail;2395;322;545;418;935;157;1264;676;544;385;1230;746;348;644;265;1590;903;799;151;66;241;1028;745;393;331;715;424;1183;711;138;707
1408;fail;fail;914;fail;fail;86155;fail;fail;248;746;3011;227;fail;2784;fail;761;291;405;175;245;511;718;182;268;249;460;571;404;699;464;659;508;1041;1342;1023;264;858;943;1443;2777;485;1075;441;567;659;927;792;799
1409;fail;fail;982;fail;fail;12725;151;1372;346;97;2465;fail;fail;1830;311;215;fail;4494;292;558;891;3950;415;269;55;393;481;146;419;384;318;460;666;480;310;422;325;522;616;956;632;527;449;464;746;358;701;433
1410;fail;fail;fail;5652;95096;fail;fail;fail;fail;183;2742;1437;fail;64;fail;2225;fail;1742;422;1218;36599;735;2316;222;303;627;242;577;84;464;399;470;510;636;333;523;416;347;510;1988;616;544;830;247;1001;769;217;1216
1411;fail;fail;31680;13199;16419;fail;fail;fail;fail;fail;10888;8462;fail;fail;658;7962;441;4697;351;203;623;975;1957;891;201;459;762;814;248;459;745;286;618;442;437;432;649;364;1409;1096;1150;1198;440;435;1517;1537;473;1042
1412;fail;fail;fail;fail;fail;67055;fail;fail;13663;fail;545;fail;fail;fail;19692;9189;10346;922;206;247;679;546;355;719;105;1432;706;1229;202;281;582;356;540;518;534;412;396;446;1101;1057;313;511;670;378;972;859;558;1281
1413;fail;fail;fail;fail;24297;70173;fail;2934;1902;12935;296;2215;fail;fail;686;9212;1754;10113;1585;337;782;443;314;359;124;342;291;987;646;888;529;586;1112;592;122;493;699;176;768;262;624;1203;577;671;842;914;668;769
1414;fail;fail;fail;fail;fail;fail;106;fail;16692;19420;fail;fail;199;fail;35225;19702;26121;8687;458;485;861;626;122;547;518;559;1040;1257;631;241;469;396;401;544;441;156;800;510;1208;403;550;708;503;351;1152;250;1198;194
1415;fail;fail;fail;fail;fail;fail;fail;4825;7227;147;1053;32551;fail;3331;3603;fail;56419;fail;310;334;397;1663;773;1226;395;116;387;1232;445;634;361;266;589;745;319;431;804;198;1899;995;819;721;670;611;2027;2614;1270;1148
1416;fail;fail;fail;fail;fail;fail;fail;966;24985;fail;fail;1536;fail;913;52909;485;10660;739;382;382;1040;398;678;393;204;554;2119;1048;391;483;413;171;839;1306;353;186;615;671;1089;2606;118;459;570;827;1472;741;1811;300
1417;fail;fail;fail;fail;fail;fail;fail;fail;1777;16819;2725;80;fail;fail;8381;12022;816;1931;161;361;496;87;264;201;169;399;782;1072;546;494;479;684;1626;650;225;1204;339;425;939;264;457;377;479;586;1745;1512;790;273
1418;fail;fail;1235;fail;fail;fail;453;fail;2195;515;251;458;fail;7564;2126;fail;fail;fail;565;264;926;362;566;4297;606;332;703;788;728;131;191;634;833;709;166;289;670;138;942;466;508;1040;281;524;1277;1358;459;671
1419;fail;fail;fail;fail;fail;fail;fail;515;5276;6145;114;1864;fail;4604;7138;964;444;25742;1171;939;2207;315;748;579;169;277;899;232;759;508;36;513;692;1004;282;837;918;445;2368;320;1009;806;689;784;1682;2685;682;445
1420;fail;fail;fail;fail;fail;fail;fail;fail;fail;72799;1909;48988;182;1316;1322;3930;97;507;fail;704;1333;363;1348;978;609;540;545;2225;870;965;308;349;1752;1101;440;615;536;415;583;399;386;583;369;281;524;582;529;429
1421;fail;fail;fail;62825;27529;7304;fail;fail;4325;23466;fail;fail;fail;259;1373;1593;448;618;365;340;1581;1277;319;506;121;640;149;1438;553;544;549;236;1064;565;421;662;558;1361;707;1212;1088;553;995;964;485;1388;923;606
1422;fail;fail;fail;fail;fail;fail;fail;fail;577;9791;80330;66612;fail;1923;13509;6817;14;4036;384;680;1654;1497;376;222;354;467;329;938;514;317;395;335;1284;1466;1002;814;536;609;466;754;724;1093;307;668;1325;1655;908;702
1423;fail;fail;fail;35254;16;fail;fail;2463;fail;539;22165;16459;259;1452;1110;1229;384;367;232;450;542;1161;474;361;425;218;621;710;282;562;366;838;870;329;471;500;598;713;429;538;441;733;733;886;1205;771;365;1206
1424;fail;fail;41602;361;12337;889;fail;fail;fail;59372;fail;fail;fail;1321;1572;1232;4214;8004;171;1509;1380;279;557;553;377;191;526;1096;194;707;194;706;578;1111;211;614;376;487;869;1101;485;841;794;634;1135;1072;551;831
1425;fail;fail;fail;fail;fail;fail;662;157;4743;973;38638;1935;fail;346;27849;2504;12080;352;827;654;1239;1803;703;549;277;962;1093;445;1248;487;214;551;420;703;584;837;645;397;1690;1558;952;675;936;1073;581;978;241;1182
1426;fail;fail;fail;fail;fail;16371;fail;fail;1888;2698;74563;638;169;2734;433;22066;284;fail;582;316;644;654;582;514;153;458;1370;1113;415;481;451;616;571;330;550;958;305;480;486;1578;576;454;732;260;760;396;694;399
1427;fail;fail;fail;fail;fail;fail;fail;fail;451;1454;48728;2227;fail;2561;907;352;2268;15035;122;456;420;414;767;1057;306;461;500;800;738;403;356;473;648;841;375;798;472;586;585;1025;285;781;323;751;898;1741;477;792
1428;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;45175;180;fail;8594;10158;8333;715;413;212;454;1674;1705;288;386;108;851;480;697;215;421;493;655;1720;499;566;911;268;719;821;774;340;358;850;707;650;704;497;1072
1429;fail;fail;fail;fail;fail;fail;fail;fail;71609;5448;fail;18890;180;5513;12288;210;9191;234;646;1267;891;3989;351;689;423;103;610;619;720;233;259;380;956;498;348;448;300;863;892;313;202;558;241;417;1282;1257;529;693
1430;fail;fail;fail;42040;fail;fail;fail;314;fail;5633;3500;fail;fail;459;13791;2003;747;fail;334;875;1531;859;659;1195;360;452;1036;698;437;600;296;389;734;811;841;494;930;620;773;482;237;1224;412;622;1275;810;137;776
1431;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;2197;143;461;12624;1087;1033;356;1719;2285;841;428;212;315;1152;571;250;612;343;337;589;716;1125;535;475;367;381;730;612;243;972;353;710;723;850;630
1432;fail;fail;40931;fail;fail;fail;fail;fail;55113;8588;fail;fail;fail;9630;16687;1443;36995;4561;167;816;181;826;332;307;1216;230;2132;237;514;538;417;642;921;1482;274;845;409;356;632;345;369;538;254;1067;515;116;548;564
1433;fail;fail;fail;fail;fail;fail;fail;194;3338;31047;90;8770;113;182;4356;110;403;264;361;143;1544;420;203;436;329;208;512;1196;456;271;193;664;972;457;502;412;331;613;697;1468;906;518;270;357;709;482;693;1050
1434;fail;fail;fail;fail;600;fail;fail;fail;fail;fail;13259;fail;fail;759;fail;302;fail;fail;160;780;218;304;1273;946;247;155;517;157;399;322;582;424;836;780;351;879;81;196;819;865;916;746;166;666;867;2715;900;450
1435;fail;fail;fail;233;fail;fail;187;fail;fail;441;fail;fail;fail;1020;1433;4715;171;2846;324;1057;1527;1198;557;267;353;717;852;1367;326;206;304;165;797;439;604;314;334;115;2667;353;409;1298;666;847;982;1441;397;899
1436;fail;fail;10132;fail;fail;fail;fail;1376;8184;787;fail;fail;fail;475;2557;542;59;1392;126;408;432;305;407;306;458;363;384;1297;292;431;438;646;1916;874;670;869;278;1086;1515;1151;564;1115;180;446;496;544;637;576
1437;fail;331;656;fail;fail;31344;fail;4534;fail;5367;3678;1198;fail;4275;161;613;274;4315;951;840;431;676;149;569;1637;3252;1162;2480;231;1577;693;419;1770;1918;392;310;382;344;544;1315;615;207;499;803;1177;965;408;708
1438;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;18449;1542;fail;674;fail;92440;364;4245;101;284;516;486;666;193;450;311;327;1887;507;952;331;533;624;2041;263;282;1087;316;2163;670;825;434;808;439;1561;1329;233;680
1439;fail;fail;fail;fail;fail;fail;fail;3688;1192;5566;2844;fail;fail;418;5580;562;2339;fail;426;611;3400;1078;482;467;403;537;343;301;310;257;125;174;499;2510;504;233;475;913;892;823;433;422;338;527;481;943;920;699
1440;fail;fail;fail;1696;fail;19815;fail;fail;26530;fail;fail;fail;fail;703;405;290;1410;29;688;573;662;801;401;310;143;413;1218;957;619;344;403;383;1240;381;659;643;338;1180;947;829;468;526;1116;862;1382;804;510;755
1441;fail;fail;fail;fail;99102;fail;fail;fail;fail;9960;45554;105;fail;627;1350;269;507;673;480;114;741;551;308;793;133;381;1889;538;411;508;635;844;705;674;524;483;413;544;713;666;393;506;738;884;2175;466;829;607
1442;fail;fail;fail;fail;fail;fail;fail;fail;fail;18307;2341;390;fail;fail;fail;2464;fail;228;176;232;971;420;398;153;224;547;241;1920;232;332;375;420;309;737;339;297;396;681;287;781;503;184;474;846;570;1086;808;493
1443;fail;fail;fail;fail;40902;fail;138;2318;5886;fail;fail;5295;fail;2267;525;12570;123;417;121;387;224;3336;446;538;266;807;319;1442;293;155;296;1151;496;871;180;491;476;650;602;1367;969;183;516;710;2815;568;550;325
1444;fail;fail;fail;fail;fail;fail;fail;fail;5799;25308;131;21423;157;fail;584;fail;fail;808;709;223;898;594;489;1189;338;506;682;750;255;398;281;125;564;669;413;503;469;1050;861;1673;916;218;415;319;708;866;674;597
1445;fail;338;fail;fail;5610;1393;fail;fail;fail;fail;39702;fail;fail;19024;3791;94135;93784;fail;245;554;1389;987;87;645;294;368;432;1498;821;318;197;830;835;569;157;495;608;259;1159;1424;329;864;293;571;1328;258;760;433
1446;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;715;5738;489;202;3138;225;1341;659;230;260;359;170;334;192;1012;394;265;345;589;986;427;169;685;315;922;1387;2808;419;1270;543;432;304;615;800;255
1447;fail;fail;fail;fail;fail;fail;fail;fail;10758;fail;66538;fail;fail;860;955;26631;675;574;524;722;633;2167;755;1282;640;465;253;412;345;485;304;823;674;1081;442;118;364;253;1180;1195;665;487;837;951;953;719;553;855
1448;fail;fail;fail;24858;fail;fail;fail;fail;17285;15440;fail;30108;fail;333;21984;31533;310;fail;441;489;546;1361;21619;661;410;445;1257;18321;189;883;367;561;512;1078;334;931;527;531;1059;542;273;651;1034;779;1429;1204;673;958
1449;fail;fail;fail;fail;fail;fail;fail;fail;1072;fail;fail;6422;fail;509;509;3361;fail;13903;88;332;318;561;314;457;652;1076;3372;5605;384;691;551;604;1576;1429;855;580;400;680;708;1057;692;555;318;407;646;505;706;918
1450;fail;fail;fail;fail;10902;37581;59;fail;fail;fail;fail;17839;366;fail;5345;1226;38090;38923;570;12910;831;4870;1069;861;302;506;350;1422;217;69;243;1686;1358;1828;470;359;435;366;1033;1194;359;329;375;724;1160;716;615;270
1451;fail;fail;fail;fail;fail;fail;fail;33;191;619;2208;118;fail;114;fail;1118;18728;820;741;1171;243;789;342;907;321;394;1209;2282;752;911;253;148;654;1194;270;637;333;1200;855;1266;703;1854;570;1272;1269;1182;315;623
1452;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;2186;8970;2230;330;461;176;206;3998;357;196;279;85;357;618;1124;804;479;609;839;589;1228;554;155;720;341;650;711;416;718;353;619;640;1348;178;544
1453;fail;fail;fail;fail;fail;fail;fail;fail;fail;7145;fail;fail;143;825;275;8276;6934;1747;268;863;992;1334;1035;467;380;1062;2473;976;333;361;463;872;573;643;398;343;321;272;521;917;703;667;948;867;308;1961;486;616
1454;fail;fail;fail;fail;7919;fail;fail;1820;14606;6222;69117;6013;fail;fail;772;256;23156;329;868;184;702;1186;135;1121;1005;1089;355;3058;1236;319;414;489;1039;277;217;500;433;505;364;292;53;819;575;730;1248;852;636;479
1455;fail;fail;fail;10782;2113;39961;fail;fail;42792;12731;fail;92130;278;227;13195;3051;6019;882;285;221;1072;756;484;573;453;180;775;1714;200;141;305;171;583;475;248;178;450;601;623;2536;116;264;161;1018;766;767;487;390
1456;fail;fail;6759;fail;69900;fail;fail;fail;12677;15573;890;fail;fail;fail;416;86634;1663;102;244;727;376;3362;794;308;404;505;559;908;327;781;372;403;647;724;921;247;421;310;523;652;440;374;711;455;651;1607;638;819
1457;fail;fail;fail;7370;fail;52774;fail;1813;fail;3522;2334;fail;522;4590;1366;111;436;361;233;1121;1913;2022;277;1029;195;122;568;993;530;193;601;837;530;935;238;405;443;668;1128;457;1300;1044;621;466;1069;1207;593;1085
1458;fail;fail;fail;5757;fail;fail;fail;fail;fail;fail;fail;fail;fail;2064;632;10690;731;438;582;612;663;1777;372;417;550;653;2612;614;389;357;617;581;620;802;502;943;309;192;1260;1092;391;512;743;451;1284;1837;465;335
1459;14;fail;fail;fail;43326;fail;fail;fail;fail;fail;2395;96021;226;fail;1239;12858;25616;900;109;600;993;1223;391;366;204;601;422;1445;306;600;374;473;983;218;337;476;361;609;933;539;559;612;1133;964;1095;1751;337;805
1460;fail;fail;fail;fail;22174;fail;fail;511;85;fail;5053;fail;137;231;fail;4714;8950;486;386;266;709;1265;1796;258;433;412;1026;933;768;850;315;440;628;629;42;395;252;471;133;614;298;248;311;926;1748;1473;941;333
1461;fail;fail;fail;fail;fail;fail;fail;fail;687;433;1566;8991;fail;772;fail;1136;29188;349;fail;394;962;1877;289;467;192;408;546;533;369;67;659;622;1376;1389;423;696;458;426;2163;704;402;390;573;363;331;972;184;1013
1462;fail;fail;fail;fail;fail;fail;fail;fail;fail;5152;fail;2646;fail;382;fail;325;217;417;474;428;537;964;406;601;165;719;686;901;319;363;330;688;611;248;593;212;253;144;1064;716;240;756;481;990;696;1184;271;707
1463;fail;fail;fail;fail;fail;fail;fail;265;fail;53629;fail;1346;fail;2475;1172;357;7176;10921;879;581;800;1158;610;795;189;232;257;1472;460;190;465;643;754;1330;352;191;904;297;277;1471;758;343;739;273;986;1022;570;829
1464;fail;fail;36552;fail;267;fail;47;fail;29617;45700;fail;63060;fail;275;670;2005;1196;9760;143;158;1159;399;1142;864;270;986;1022;465;240;438;225;445;689;566;182;109;481;1254;357;493;515;790;406;532;944;792;603;689
1465;fail;fail;fail;fail;fail;fail;fail;5054;19573;62;2187;fail;fail;90;fail;651;360;1650;2411;4950;1589;2841;521;505;276;324;896;1149;877;810;154;503;1183;671;461;707;428;1810;748;744;566;596;391;360;627;1150;673;646
1466;fail;fail;fail;1057;fail;fail;fail;16;fail;216;517;966;fail;7776;2980;14406;5551;7872;53;456;419;844;691;952;207;334;4520;496;432;795;1020;238;1123;2740;524;1063;337;327;1129;862;232;551;161;737;1070;1318;651;578
1467;fail;fail;fail;fail;fail;fail;fail;107;fail;55535;fail;fail;fail;fail;1003;4906;289;2424;208;437;421;371;251;283;432;885;850;1213;159;563;470;1240;604;1750;640;480;588;1282;644;2649;960;667;352;457;1247;1110;497;516
1468;fail;fail;fail;fail;fail;5021;fail;fail;fail;fail;34483;fail;fail;fail;8658;14432;fail;32000;305;279;1180;807;804;114;552;637;1353;320;331;851;755;631;461;203;1079;279;320;642;1067;758;561;822;526;277;722;1798;805;393
1469;fail;fail;fail;fail;fail;fail;fail;fail;2547;fail;fail;4036;fail;fail;71112;3010;17136;36970;511;518;489;676;180;557;278;512;535;113;97;292;389;311;380;988;924;810;424;372;500;915;612;557;814;905;1478;523;913;467
