;EA;EA2;EA3;EA4;EA5;EA10
5777;755;2739;983;1575;1904;88153
5778;412;1575;1811;3969;4958;34607
5779;727;701;1501;2832;4520;102120
5780;443;784;453;3706;4722;17130
5781;603;1048;2077;4128;6538;214844
5782;533;957;2169;2624;3681;293115
5783;517;1744;494;2783;11293;35411
5784;1205;635;1563;3170;1668;233
5785;910;478;774;4268;2434;3784
5786;1104;1292;1532;1274;4081;8608
5787;628;582;662;2279;4397;16003
5788;1385;729;1228;2198;3237;18268
5789;406;514;542;859;5076;39351
5790;172;770;661;1328;1689;115223
5791;753;374;773;1742;7558;48440
5792;605;1954;843;3025;2071;4280
5793;1086;1344;1248;2707;1501;63731
5794;1159;348;786;4657;4922;96820
5795;453;1517;1225;1299;8586;586737
5796;681;967;804;1748;12095;13270
5797;1584;811;1304;1364;3798;56942
5798;1063;1374;1356;1456;1497;25462
5799;679;831;1222;2791;1034;12538
5800;754;1159;8431;2364;3572;152990
5801;398;666;184;1933;7250;24354
5802;397;1752;2484;2774;1804;43231
5803;704;479;2658;2987;4055;335117
5804;1405;882;1410;2419;6533;6382
5805;1784;537;2255;3660;3509;25760
5806;676;1657;1127;1408;2690;15561
5807;813;788;2223;1422;2820;15892
5808;546;908;1049;2642;3180;41253
5809;881;777;2210;1144;966;80541
5810;734;867;817;812;5731;49047
5811;1000;615;2130;487;3209;178323
5812;769;306;952;2534;2747;160580
5813;1069;1699;1371;848;1077;4409
5814;718;2018;1022;1911;3888;41116
5815;1032;540;1267;11584;5385;1663
5816;1302;391;2390;1711;8734;183344
5817;872;622;1091;2649;6683;6760
5818;1789;1573;829;580;2225;69130
5819;776;318;1797;1397;4042;4163
5820;702;388;502;1925;1319;89378
5821;926;325;3130;4920;2371;45954
5822;546;299;1855;2254;2006;66518
5823;798;3244;4529;4167;2185;154991
5824;727;310;1467;3527;3305;98652
5825;372;1179;1815;3464;2375;138937
5826;427;888;510;965;778;74467
5827;384;427;1019;2863;3729;92045
5828;364;411;1323;4572;6412;109213
5829;1713;1414;1428;723;5583;47102
5830;1724;761;983;2762;10094;181535
5831;825;590;963;1197;6727;20978
5832;486;992;1537;2028;7151;163682
5833;1007;1666;1713;4263;5469;84978
5834;722;1473;1219;2834;6460;140434
5835;1234;1064;1403;3542;2147;95834
5836;377;654;1967;6017;3049;91709
5837;471;1499;2551;1398;2424;339305
5838;507;534;1320;2241;6886;146360
5839;893;538;1578;833;3406;33044
5840;741;256;2619;1996;8546;59348
5841;185;556;2084;1971;3456;4366
5842;869;1094;1569;5466;1879;155568
5843;388;712;1036;2517;7186;253388
5844;658;897;725;8797;7441;93381
5845;1205;1061;710;4371;4057;32834
5846;275;2154;584;4312;3267;600
5847;2093;36;1943;2581;8540;21312
5848;3030;1624;241;2214;8729;170862
5849;825;691;1408;2251;6360;138845
5850;1160;1340;1421;1542;3745;102586
5851;1063;633;1540;3582;6328;220144
5852;337;866;372;1455;2431;89674
5853;871;544;332;2160;4243;186863
5854;623;867;635;1513;4807;10212
5855;432;478;677;938;2893;4419
5856;388;718;1008;4228;3838;482426
5857;745;766;1776;1628;10558;77172
5858;1130;591;571;652;3931;87106
5859;1168;946;795;1950;994;15067
5860;835;610;1801;5286;1400;26100
5861;1198;1208;882;2223;7457;260488
5862;613;377;961;904;4132;179395
5863;704;1266;1784;3266;4514;170244
5864;576;171;1628;1302;2948;258683
5865;1137;662;1562;1073;3162;73286
5866;915;657;428;1113;3840;58815
5867;769;1370;963;2253;1845;373995
5868;893;729;1863;1462;3322;47228
5869;409;1132;236;1154;6624;175091
5870;1216;1478;407;6520;4284;159588
5871;520;779;745;1176;2104;96131
5872;934;1069;1583;3003;4961;51662
5873;670;488;1063;1730;2818;48121
5874;1317;227;702;2483;4446;13048
5875;353;935;3205;6041;7121;128891
5876;760;693;669;1151;4756;40844
5877;1226;1087;656;2846;8569;115920
5878;807;1019;1227;2570;6220;40410
5879;1419;605;1366;578;2090;8621
5880;1096;410;678;2312;2254;48101
5881;965;185;719;1390;918;113757
5882;398;451;1239;6097;686;27574
5883;980;511;1971;4125;10927;29560
5884;1133;328;2805;1776;3486;298219
5885;995;2601;984;3118;7736;75812
5886;1060;1656;1392;1244;2175;159613
5887;1442;1640;1033;803;2715;17184
5888;687;708;1593;3468;4859;82871
5889;700;646;1198;3061;7193;72255
5890;498;446;1382;1600;7704;140276
5891;824;1583;2281;4177;2083;2432
5892;236;2865;5923;2289;14081;70592
5893;966;890;1531;2623;3350;103339
5894;738;2161;971;1852;9619;28056
5895;1303;1024;532;2309;6691;38411
5896;445;685;1565;1739;9852;213202
5897;663;875;1391;899;1213;18460
5898;716;975;1500;3157;7527;75145
5899;882;459;1383;1660;149;69811
5900;923;1232;2792;3834;4184;6477
5901;742;1084;673;2952;3434;51291
5902;801;588;236;4848;4897;243846
5903;757;1006;1509;1201;199;180142
5904;440;834;1068;1557;2230;3915
5905;730;532;490;1319;2703;20352
5906;603;286;1346;3867;8252;169066
5907;1057;668;1097;6990;9166;109710
5908;1015;493;915;1745;4071;11150
5909;973;849;2033;1270;5815;6386
5910;792;809;822;7476;6796;114169
5911;751;251;1665;2447;7341;192030
5912;1607;737;1006;1389;3699;205554
5913;1135;629;1605;827;2824;39227
5914;1071;1644;1233;4299;1945;79959
5915;1334;1173;2249;4127;3318;230055
5916;731;622;2148;618;2879;6322
5917;959;744;901;433;1599;56742
5918;1621;790;949;3781;8621;103215
5919;1180;2467;506;1994;568;81701
5920;687;776;1028;4915;5842;104552
5921;421;871;1002;576;2893;278530
5922;1354;339;1399;2480;2062;24625
5923;744;1541;3271;9217;2206;168697
5924;759;237;1002;1045;6228;10965
5925;244;941;801;685;10245;41100
5926;672;1190;2702;2795;4363;20252
5927;1417;989;4853;4570;10716;218808
5928;845;1929;210;11086;1766;103094
5929;755;757;1621;942;8148;10388
5930;1097;1215;2197;1708;6888;18035
5931;892;337;1767;1654;6428;119733
5932;481;1502;4277;5480;1475;254564
5933;539;1148;1132;2005;3117;5588
5934;751;753;687;2361;3476;220931
5935;1006;1439;1177;1572;3900;44425
5936;1108;444;1357;2824;1336;26660
5937;546;509;1378;1364;7349;45089
5938;579;792;643;912;2989;100703
5939;530;391;893;6186;2197;14083
5940;865;1248;1373;1410;762;447527
5941;448;775;520;963;1851;839
5942;471;735;998;1072;1935;33503
5943;524;548;1829;567;3188;79730
5944;985;678;1209;4300;1723;30802
5945;507;2081;613;1000;2683;101543
5946;625;326;510;3207;2578;70418
5947;589;829;1221;5712;3944;30906
5948;1175;3512;664;3068;2726;70363
5949;446;664;1622;1062;3842;55956
5950;823;393;2469;1788;3620;46904
5951;341;255;1303;2135;2841;89379
5952;897;322;1777;880;2445;16337
5953;790;1153;1290;3953;4071;103482
5954;1443;389;1208;7309;1412;41436
5955;830;1126;1270;121;1149;95254
5956;680;247;155;1856;3286;19364
5957;551;699;1745;2379;3545;292996
5958;857;441;826;4371;4598;73341
5959;1136;1126;718;1173;2486;8716
5960;1429;1168;6070;966;6811;160821
5961;1046;980;2346;3133;5362;3042
5962;1496;1010;1494;2645;2191;40879
5963;987;446;3588;1421;10720;20992
5964;561;2049;1006;1477;1302;190576
5965;398;2167;454;1483;5929;89907
5966;1222;1480;4541;4565;7033;51887
5967;1067;1369;2016;2161;7653;98846
5968;858;894;1336;3039;1745;60764
5969;357;1845;2593;4660;11223;28320
5970;279;631;1507;1058;1852;52595
5971;735;924;2530;9450;10966;54347
5972;861;1057;1507;2392;2893;32751
5973;665;763;1331;4892;2568;150190
5974;459;248;3559;2088;2772;5107
5975;1525;1073;221;6945;3091;15254
5976;1689;663;1831;1195;5148;7596
5977;1157;716;1121;2279;4872;162925
5978;2082;1418;1652;2216;6952;8712
5979;733;264;2651;1374;3470;4352
5980;1059;304;896;397;4532;17512
5981;1162;189;1765;3575;5159;416215
5982;499;744;1784;1727;2100;14599
5983;559;457;3032;1212;1796;84918
5984;610;593;1845;2757;1381;76544
5985;148;758;687;7082;1837;55815
5986;834;1127;988;839;5901;22874
5987;835;1385;583;2931;8109;35551
5988;1129;793;214;1117;1257;81596
5989;417;767;1156;1908;6929;41868
5990;636;1305;454;2654;1934;58487
5991;584;1751;923;7953;4558;52466
5992;1106;540;2053;2393;4661;83267
5993;654;2131;2964;2657;15456;282191
5994;1910;1637;1659;218;15574;36972
5995;1204;558;562;2214;3337;48000
5996;1143;263;1268;2671;7282;59312
5997;2679;866;1241;1685;2057;104308
5998;496;146;2015;2106;6016;17670
5999;1082;1154;1768;2351;2017;16823
6000;1534;660;1761;2336;7336;101870
6001;1893;989;1818;5358;3739;96894
6002;496;889;2108;1211;15246;20667
6003;910;1501;963;2885;181;36722
6004;1492;1452;1109;2556;3505;158037
6005;1789;2049;1767;4766;2819;334490
6006;289;1055;1061;1961;898;54661
6007;513;569;609;3399;3058;16056
6008;764;356;721;2609;1309;41155
6009;911;1304;352;1105;4178;60566
6010;544;1561;1048;2088;1407;100091
6011;800;201;1972;3616;2735;63131
6012;273;1089;947;3583;1221;25688
6013;524;1660;1098;936;4449;86934
6014;204;149;612;2036;12429;50203
6015;508;558;688;2649;1573;60628
6016;679;1078;761;3063;3245;29250
6017;993;547;709;2057;2993;37765
6018;255;595;620;3209;199;84062
6019;642;672;2472;2247;4247;16992
6020;1322;595;2060;2081;7680;94866
6021;527;737;2323;2331;5577;45214
6022;1807;1006;1315;1947;6799;102482
6023;1909;926;361;2039;7992;6904
6024;595;734;2325;5573;1191;120578
6025;443;668;1263;4376;1921;140240
6026;474;520;1157;1708;697;209071
6027;988;1662;2144;1713;4502;3352
6028;2321;712;2700;9314;6346;61480
6029;861;1809;3441;2593;3903;119394
6030;610;1311;1428;2021;3019;24404
6031;760;2205;1455;3113;2492;129884
6032;1471;1440;687;3675;6244;261443
6033;793;1062;811;780;421;13304
6034;586;397;2035;4124;1227;7686
6035;1216;719;1132;9530;5687;151638
6036;1023;1543;1597;1564;6515;28472
6037;498;1682;2449;4334;461;54255
6038;247;946;1811;3307;16985;15229
6039;711;429;841;3404;4176;137796
6040;1144;465;1986;1915;6797;103237
6041;842;867;373;1357;12406;221950
6042;870;529;903;2101;5689;28670
6043;279;1699;673;1433;4730;49749
6044;1767;1684;4229;3497;8881;97297
6045;1922;859;635;1535;2899;101667
6046;718;917;990;5056;1371;75405
6047;1545;743;3389;3665;2737;46878
6048;687;1320;284;2830;4426;59111
6049;1890;1321;478;3021;3838;24228
6050;817;1367;347;1913;12781;202807
6051;1458;1835;1231;404;3794;10425
6052;735;792;1689;1968;2442;22635
6053;951;1236;3596;2251;2684;49464
6054;717;1491;696;2113;2733;1719
6055;864;684;1815;3618;3448;22577
6056;1137;1156;750;1688;4104;173375
6057;673;682;889;1593;1616;191548
6058;1744;561;1322;2538;4125;13282
6059;935;268;762;2808;3049;61009
6060;534;650;471;1038;4675;82805
6061;745;452;1228;1906;841;40055
6062;568;1018;3077;2369;5224;113929
6063;1221;1043;3541;949;4192;14580
6064;914;599;4302;3969;4587;64141
6065;385;349;444;7566;8410;39279
6066;1225;1155;3589;3808;2919;151638
6067;972;1649;1618;3089;3823;79892
6068;460;1189;1033;416;576;54089
6069;813;566;681;1462;3317;37568
6070;1369;459;1167;5031;6055;134930
6071;372;364;377;2745;5045;54125
6072;706;330;2826;1981;8172;3786
6073;400;567;1849;3079;4067;7831
6074;1453;715;1739;2214;1996;43292
6075;968;1915;1299;2311;3920;102209
6076;1727;468;515;4156;1696;29632
6077;821;309;946;3346;4034;50621
6078;957;538;527;3938;5570;38456
6079;909;694;1112;4232;2008;51933
6080;1063;781;1620;952;3887;67564
6081;632;616;1400;2907;6271;57875
6082;865;589;506;2420;1958;54690
6083;542;570;2271;1344;2072;37272
6084;918;1687;840;4327;3111;128895
6085;395;815;548;2776;10497;23884
6086;600;601;488;1502;8529;65095
6087;1616;812;759;2393;1735;198843
6088;931;170;645;2084;3181;11461
6089;935;425;656;3896;886;143695
6090;733;1126;745;2902;6041;59057
6091;439;1155;812;2616;1739;42463
6092;940;712;689;3182;5273;150715
6093;627;485;808;2120;5265;72368
6094;179;207;304;1203;5458;44453
6095;388;424;1673;3293;1230;30020
6096;568;536;1977;2118;1763;123295
6097;552;643;1623;1797;3402;30878
6098;704;1145;1238;8561;11671;142312
6099;880;755;986;2042;4533;74468
6100;386;1390;727;2709;9136;42404
6101;236;1580;1018;2808;2623;22852
6102;1053;1065;3085;2321;8539;346209
6103;722;576;1481;3112;3615;173357
6104;1308;991;5857;6519;9484;38697
6105;634;804;1156;979;713;15112
6106;676;582;926;819;7497;65726
6107;1142;1183;2199;1523;4918;183673
6108;761;2313;1120;4578;9138;99392
6109;888;1135;865;3984;1465;27139
6110;815;1029;1180;3946;2282;112498
6111;1021;2524;1076;2568;10134;92506
6112;857;3076;1709;2014;2339;178475
6113;471;978;1795;700;6565;15520
6114;808;1313;764;2669;8599;95207
6115;282;690;1421;3279;4971;6654
6116;1134;1774;809;215;6365;2586
6117;890;1044;1110;3237;7556;26804
6118;373;834;2037;3672;4400;225974
6119;1521;488;1023;1818;971;35240
6120;376;799;1005;1902;2165;178
6121;508;973;1352;2977;11736;184128
6122;604;926;930;2707;2129;128001
6123;457;769;877;1373;4958;1052
6124;672;796;515;4194;5569;114367
6125;1787;713;1151;5281;6148;110656
6126;462;354;1638;771;3822;42594
6127;1028;801;762;2811;607;110943
6128;537;1037;2673;1586;3157;34963
6129;958;422;1631;9001;19037;5234
6130;840;218;1201;4862;21469;5553
6131;598;263;826;1987;23116;128892
6132;1383;895;776;2129;3169;14205
6133;779;577;1254;1122;3286;29281
6134;1585;1012;1401;2413;6915;46949
6135;1577;788;796;2992;2971;53819
6136;2074;3033;2063;8397;3064;138558
6137;1031;994;326;1570;1384;6760
6138;347;985;1621;1699;3200;117960
6139;1018;1355;2257;6747;3922;72646
6140;435;1255;636;1364;6531;17060
6141;1364;750;1474;1984;1464;14030
6142;1760;1559;601;1361;5205;69537
6143;703;812;3179;1557;4365;92439
6144;1209;333;3092;1847;6388;45174
6145;2176;1166;1379;1026;6620;14103
6146;683;809;566;2129;7438;212697
6147;1170;938;1589;695;2570;41258
6148;1012;1616;2464;965;6335;41168
6149;527;588;990;605;4108;42492
6150;619;1487;1128;1867;3558;56845
6151;577;407;1462;836;4164;84513
6152;709;354;938;2153;3024;196635
6153;1389;549;883;1531;10165;73018
6154;314;979;486;1898;6652;16116
6155;1250;1215;3861;3524;4801;13911
6156;724;1463;437;101;4767;8020
6157;833;724;949;6047;2383;145783
6158;137;592;1328;1430;1815;10813
6159;226;591;1586;1069;2469;170874
6160;856;1099;1877;3045;3036;238799
6161;838;821;1164;2511;6248;19071
6162;467;727;689;917;7470;193549
6163;675;568;772;2388;4732;10284
6164;1062;658;591;3634;1343;210064
6165;1014;1939;793;2139;4128;64091
6166;1023;622;440;704;4239;77487
6167;1041;284;1321;963;183;84741
6168;909;415;1308;1050;1177;37408
6169;626;326;1750;3074;5162;78693
6170;928;2137;4022;1619;7823;233167
6171;841;460;831;2105;11444;36487
6172;1288;1004;879;5546;2995;152181
6173;855;1085;2747;2071;6649;209384
6174;514;788;1764;2075;2602;30333
6175;890;657;2274;661;3592;91355
6176;1688;419;4192;3211;4256;913
6177;946;623;1703;1252;2106;468
6178;892;1361;912;1794;1202;12502
6179;1679;1324;2718;1877;9813;18449
6180;973;1762;2961;3289;3138;182208
6181;851;671;735;2608;1443;12250
6182;1678;1287;1907;1567;11225;245190
6183;755;566;747;2536;3205;56396
6184;623;1540;1345;4884;1341;165676
6185;391;1380;1039;6138;3849;196289
6186;320;1616;764;1253;4191;124214
6187;179;1162;668;1483;3866;35747
6188;712;227;1303;1523;10468;53252
6189;343;1108;347;1178;2669;3183
6190;1128;910;2368;6520;7077;58028
6191;513;457;1527;1130;1531;78245
6192;941;812;1713;3314;9393;38355
6193;342;753;646;1640;7288;78603
6194;736;1743;821;2719;6248;146830
6195;464;374;1571;1764;8956;65942
6196;1187;185;4731;6625;2103;82906
6197;1149;315;1036;2116;3194;66861
6198;411;410;2486;181;7946;26471
6199;551;401;821;1389;148;72823
6200;663;932;1623;1005;2197;52889
6201;730;685;2744;2402;6413;506812
6202;289;1779;324;600;5439;83557
6203;1066;1916;399;5962;2470;83117
6204;640;1149;1470;2774;2334;128460
6205;864;998;1639;1530;1959;146527
6206;477;865;1837;1429;2800;4381
6207;812;723;614;276;3822;54172
6208;721;1120;1939;321;4744;156383
6209;1039;2103;860;2075;11887;2494
6210;987;1064;595;2862;2112;51912
6211;458;843;650;796;2862;58680
6212;500;1211;1341;926;2013;166520
6213;398;421;1121;557;3274;40282
6214;855;973;1074;5370;4203;191910
6215;607;920;810;2148;3046;127979
6216;1509;2387;643;867;11040;47138
6217;656;1561;834;1895;5222;8385
6218;745;1115;786;1146;2318;170715
6219;914;2316;987;873;2286;19148
6220;1020;941;1730;3451;1527;84555
6221;567;709;627;1612;9596;20395
6222;692;484;1570;2830;3139;28766
6223;1114;1377;656;5836;9009;31360
6224;632;409;633;2216;3799;129530
6225;397;969;1374;1415;706;20993
6226;1052;1389;1125;459;2622;98006
6227;878;1749;1309;7239;3568;63047
6228;701;909;1226;3026;6465;76499
6229;1026;799;793;1092;5990;53949
6230;573;1229;901;3045;3670;130317
6231;2845;2383;1204;2534;4349;199575
6232;1402;809;1578;1329;2507;39533
6233;2824;2747;1972;4800;2798;61320
6234;761;645;1293;1572;1195;38078
6235;545;1363;3125;5731;2630;74609
6236;1655;1888;4931;4115;3337;4694
6237;671;857;521;880;790;18556
6238;917;1291;328;1373;6132;36294
6239;855;632;1843;1297;5381;10145
6240;927;958;1770;4526;3585;65060
6241;643;303;979;2866;4443;23177
6242;1720;1893;2357;1409;2307;55052
6243;1350;587;2220;3213;1305;20714
6244;469;336;1737;441;4514;42118
6245;657;416;2265;2576;4613;17863
6246;1024;991;2477;1913;8395;41638
6247;671;893;1167;4501;2863;283718
6248;471;1003;1478;1875;3577;14539
6249;610;590;2503;8457;7311;6289
6250;607;1198;1040;5342;8389;47627
6251;725;483;103;2532;4824;198537
6252;1008;554;1319;2372;2648;299816
6253;1344;1278;613;2246;6084;80516
6254;605;418;4899;2326;2007;28094
6255;1069;794;626;1434;4058;55440
6256;979;622;873;972;3773;4662
6257;159;1125;2357;4012;6971;113823
6258;398;1459;619;668;5047;46460
6259;1256;1460;1226;1715;547;54286
6260;454;428;1939;787;2349;18553
6261;1371;1481;1666;1808;8352;145629
6262;1383;1360;2150;4099;5946;221170
6263;1620;1430;1462;2198;5722;366888
6264;377;774;585;2905;1293;39276
6265;652;986;1517;3428;7068;25557
6266;819;645;658;2232;8224;13534
6267;2426;401;2059;2493;5957;216036
6268;882;544;697;4232;1527;50297
6269;618;862;1295;995;4424;7743
6270;2082;457;1475;1852;1722;61591
6271;924;1179;3084;3070;1615;53778
6272;565;1263;1705;2426;1395;167338
6273;338;909;675;3710;4815;134696
6274;759;586;1757;2090;330;7243
6275;993;570;1648;4044;8545;46772
6276;416;888;1166;4004;1100;101938
6277;813;1662;369;2938;641;136468
6278;620;536;1193;2981;4238;35738
6279;1689;358;1061;1556;1661;2542
6280;1145;693;1935;1321;5123;49640
6281;569;604;670;683;1940;112534
6282;1334;361;906;1572;3173;154363
6283;493;892;957;644;2087;80870
6284;586;684;2048;4542;8853;518077
6285;1426;762;1259;2291;9685;28683
6286;1724;948;1824;1639;8802;227349
6287;464;870;891;3489;2129;105256
6288;647;395;2738;2810;3949;152116
6289;705;721;679;6812;4624;27879
6290;768;782;764;1296;1903;65440
6291;845;1009;1004;2024;2911;99841
6292;544;605;1136;2427;1314;196864
6293;821;626;933;2303;6270;516
6294;644;1355;705;910;4251;9093
6295;661;701;529;1471;1457;28424
6296;790;1632;1781;2682;11728;210770
6297;464;959;1595;3205;1510;20848
6298;490;517;1152;1933;1784;43488
6299;1243;1192;933;2562;2114;3763
6300;517;298;1180;2339;1208;41993
6301;519;800;1253;2229;2885;110809
6302;589;700;846;1515;2139;86519
6303;154;757;463;538;3022;8905
6304;361;853;1381;3718;4295;58149
6305;552;1059;859;2716;4414;31696
6306;1296;1348;3519;4802;1496;164029
6307;397;459;2755;1645;936;47518
6308;860;961;746;1161;7901;66388
6309;391;750;576;3237;7093;41047
6310;795;1148;2703;1156;5562;66556
6311;1229;194;1218;4883;5055;47269
6312;1372;847;1437;1231;4635;156629
6313;726;769;2125;1179;3499;18220
6314;821;612;1395;2956;1318;32028
6315;294;1441;1035;2656;5595;17526
6316;824;726;1169;2500;2683;117402
6317;562;552;267;1543;2252;125162
6318;360;449;344;2366;3192;30577
6319;747;1738;502;1670;3936;60063
6320;1143;379;3890;3556;7588;65620
6321;798;811;325;1087;4375;24269
6322;285;592;1655;2365;2040;23090
6323;804;1010;792;2267;3681;106454
6324;1301;1289;576;2734;868;112699
6325;522;1509;868;1320;4956;2862
6326;478;780;1214;3203;434;93837
6327;585;481;966;1729;6807;72497
6328;1321;2584;4018;6209;1558;93468
6329;769;328;1520;1957;5731;53021
6330;1114;888;3017;6049;3646;53021
6331;496;530;2375;4580;5894;21367
6332;978;2018;1015;1140;3708;18143
6333;1210;1259;1698;1066;4572;35677
6334;1200;1571;2251;2479;4651;119026
6335;1248;903;287;3426;799;62298
6336;905;1379;2015;1543;4892;35420
6337;667;660;936;1976;1785;1152
6338;502;417;662;4020;5816;10718
6339;270;219;1611;824;2257;24261
6340;969;328;3797;1173;5744;28164
6341;743;997;3954;5013;5989;338696
6342;596;1088;1980;5152;11103;4977
6343;722;2640;1855;4222;5163;116642
6344;723;624;1170;3176;8514;60686
6345;957;631;1080;1641;4742;26610
6346;364;1034;1024;240;5908;88165
6347;346;621;1880;2969;8480;21502
6348;347;916;2293;949;2723;47845
6349;867;361;1056;1980;1679;49384
6350;503;931;425;902;7215;26138
6351;938;804;1834;2322;5620;23528
6352;804;454;1176;3725;2168;225337
6353;100;957;1058;2095;2905;4279
6354;1728;1873;794;2090;7164;202726
6355;1765;939;1013;1148;10555;16665
6356;1236;1395;802;4650;3287;204974
6357;1344;1160;3980;9283;3272;5666
6358;919;539;297;2616;4137;388207
6359;898;815;2773;1024;5704;190516
6360;387;993;1021;1402;5307;74448
6361;242;717;714;6635;2865;45446
6362;2247;515;1771;4355;14887;140536
6363;1087;740;1971;2529;1710;91687
6364;452;1213;1531;377;13107;208557
6365;936;1209;4292;1920;15276;166167
6366;449;895;4046;657;4077;138092
6367;1251;3602;456;7885;2175;43537
6368;962;105;1432;3650;3769;8457
6369;588;616;822;6997;17385;63088
6370;641;959;1149;5063;4517;84725
6371;475;1331;1314;3649;3268;54562
6372;1332;1367;2474;1987;2462;337448
6373;560;1156;2262;1979;2402;47355
6374;972;791;2387;3643;3262;192319
6375;331;1117;3162;4022;7929;2229
6376;797;556;626;2019;4493;535835
6377;1970;398;1388;2599;4686;122126
6378;613;524;1499;1568;3248;318616
6379;679;1297;1064;762;1111;24323
6380;409;710;789;2970;340;42218
6381;425;974;1395;510;5417;71540
6382;1059;1431;2875;2745;1152;194277
6383;518;936;457;947;7111;24366
6384;192;1311;1329;2125;6184;117721
6385;402;275;938;1264;1800;26234
6386;1524;970;1224;466;885;50219
6387;391;968;1631;1395;8049;136207
6388;1271;1262;839;2402;4887;44128
6389;454;276;667;1332;6583;24324
6390;364;1003;1067;2382;5730;10308
6391;2347;1464;3706;9032;1340;16889
6392;394;1477;1092;316;3595;5467
6393;762;883;2798;925;6390;151631
6394;1287;1610;1004;3518;1202;18837
6395;714;1425;1319;3350;821;203768
6396;290;379;2526;1886;8742;139437
6397;1340;733;2114;1759;8956;3622
6398;430;477;766;2794;5811;79555
6399;1493;682;933;7032;23187;12139
6400;768;737;659;3206;904;55358
6401;1624;1026;1419;2839;8566;68232
6402;2144;1460;2562;2461;2249;55546
6403;1661;652;1356;1972;1652;8943
6404;681;675;1197;2629;8961;41573
6405;276;740;425;3009;3102;426493
6406;706;1293;901;296;910;182146
6407;1116;1260;1260;3819;7991;1942
6408;482;1081;1548;2658;4217;63138
6409;626;654;1276;5706;5280;56454
6410;1031;831;574;2242;3202;135373
6411;267;564;732;1526;4547;67851
6412;867;993;910;821;2458;182718
6413;867;700;698;2888;4812;122671
6414;600;1415;1798;849;2498;176808
6415;524;2479;1377;1627;11866;62239
6416;594;311;109;2273;1288;68572
6417;810;1427;1497;1624;2175;56352
6418;854;292;825;2826;2262;153483
6419;489;1627;1438;2419;5996;14812
6420;270;1010;591;2533;3998;60395
6421;1466;664;551;5074;11085;234125
6422;224;164;1759;1102;1790;5809
6423;1066;670;1867;395;2071;149064
6424;1229;1266;919;4949;20150;22346
6425;912;577;751;1423;5727;17905
6426;334;1401;1991;5000;1860;173747
6427;1310;471;1525;2192;3028;4940
6428;457;1664;3126;1632;6266;447642
6429;893;727;1605;572;3756;47317
6430;346;228;459;1858;2935;63263
6431;1337;1698;2736;2314;1484;82887
6432;759;1839;2121;4059;10386;86898
6433;1272;584;2194;5828;13225;6641
6434;422;1024;1085;1700;3925;123220
6435;794;1627;201;1730;2148;39583
6436;1041;661;797;3143;4007;78609
6437;2312;1667;1296;5347;23449;251534
6438;744;1854;1100;1019;7078;10196
6439;748;1402;293;1656;3228;23503
6440;989;177;778;2544;3458;30751
6441;1025;530;598;495;4234;183187
6442;781;763;921;1147;1639;16919
6443;1717;413;1727;3394;1840;18791
6444;269;1462;1994;2904;3507;207206
6445;853;1512;730;4776;1514;102884
6446;597;1164;589;1090;2964;25555
6447;533;743;2667;2155;2310;66535
6448;1071;552;954;1709;7512;165927
6449;1384;783;592;5055;3789;209170
6450;1112;593;3239;2951;3476;33206
6451;882;1537;730;771;243;107187
6452;781;426;610;710;4405;31944
6453;696;1664;5275;1582;4308;25092
6454;1436;1026;1931;2533;5569;91332
6455;442;1374;3782;6509;4019;124404
6456;1069;1238;1949;2635;3753;72625
6457;707;382;449;1790;12935;238033
6458;668;373;2695;5442;7133;137922
6459;1377;1282;704;2460;120;63410
6460;331;836;1010;512;1508;49659
6461;280;939;1327;3736;1903;107209
6462;844;738;1418;2983;5847;182448
6463;862;1070;1160;3620;4713;34411
6464;1919;310;1872;1899;6431;100645
6465;1168;661;871;4238;6435;88130
6466;2106;266;2663;1473;949;56349
6467;559;1188;1877;790;4021;17496
6468;1488;1050;1167;11556;4075;203421
6469;845;1089;2645;1394;5871;89733
6470;1169;825;512;1792;597;64734
6471;1158;338;739;717;4575;104436
6472;1231;1558;1732;2910;5865;7044
6473;176;664;1490;3602;4056;64411
6474;688;750;352;3001;7712;38427
6475;563;863;1579;3471;2598;270805
6476;1758;1537;3710;2762;4741;54616
6477;196;717;3555;2750;7395;73825
6478;517;579;874;1347;4924;12437
6479;664;417;691;2474;2800;1735
6480;701;711;1910;1094;10763;32639
6481;788;613;1697;1713;1211;14733
6482;1535;2311;151;4787;866;40165
6483;675;1517;1343;1452;1141;331304
6484;877;786;995;593;4852;49179
6485;963;1498;1224;781;5898;10101
6486;484;1144;725;2444;7744;19677
6487;923;662;1503;4412;6720;143095
6488;241;816;1524;3431;7562;207719
6489;604;2857;846;3461;10111;143820
6490;653;467;1087;1019;1342;10172
6491;1416;660;1312;4921;2148;780743
6492;456;510;1351;696;2900;8994
6493;483;886;358;943;1720;94588
6494;973;915;3053;394;3350;144905
6495;616;335;815;1244;1361;19388
6496;1083;688;1825;1814;7397;1080
6497;661;550;905;3197;3556;130821
6498;962;1154;1783;780;1740;6272
6499;358;1175;1718;2460;15269;22750
6500;579;2322;904;6871;1642;49434
6501;724;2820;1467;4857;4386;39090
6502;874;825;2545;2193;9421;199975
6503;452;2039;1030;4952;5290;107390
6504;509;2192;340;2958;2211;39823
6505;403;571;1564;3043;4688;86469
6506;560;1035;2776;792;12773;362315
6507;2401;1101;1713;2145;3153;207510
