;EA;EA2;EA3;EA4;EA5;EA10
2184;844;1497;1665;2754;5606;48205
2185;807;1114;2058;4321;1639;57412
2186;1245;535;1446;1846;4715;84409
2187;1043;377;1287;928;1464;127567
2188;395;1227;1332;1577;2983;8849
2189;518;723;716;2951;4973;73535
2190;737;814;2445;4526;6902;92364
2191;404;1282;714;1466;2389;109582
2192;1037;620;839;1876;4534;21707
2193;691;1389;1145;5951;4756;10575
2194;805;481;1768;1008;3022;31619
2195;436;1003;288;460;8244;59226
2196;473;115;1466;2132;9159;22097
2197;639;1554;949;1836;3609;168402
2198;1016;893;2291;6498;64;201503
2199;933;1230;363;2071;4423;85742
2200;2036;214;1977;2824;2265;524332
2201;1099;2817;234;4797;11023;6706
2202;1394;894;1086;2080;6382;30876
2203;767;1264;311;552;7195;197823
2204;1182;432;2015;1523;7145;65299
2205;2029;1118;1488;3447;12817;34955
2206;564;913;1536;7851;22090;53862
2207;1162;882;1754;2200;2420;70602
2208;1054;740;1512;3422;3497;189572
2209;1090;886;897;1619;7228;15022
2210;961;919;1792;1353;4690;220081
2211;1207;365;2930;4947;12313;102725
2212;381;1838;1836;1952;1561;184575
2213;155;859;4255;1245;2299;89339
2214;1057;590;737;5457;3079;16996
2215;490;216;1193;4571;12303;202387
2216;860;1181;1105;4161;2108;66257
2217;1698;825;1776;2650;5959;6441
2218;1247;929;2428;1835;11769;84820
2219;1350;1384;1489;3648;2628;82431
2220;407;1820;1115;11802;2045;19507
2221;718;660;1015;3342;7717;216154
2222;1755;717;4357;3195;4759;120647
2223;813;724;422;2243;5731;5383
2224;518;738;2075;1673;5076;26886
2225;631;295;2916;1332;6826;92067
2226;180;819;1322;5483;2355;96137
2227;607;1012;2330;5776;17142;102830
2228;1320;1203;1595;1404;7829;228573
2229;906;901;2262;650;12383;482877
2230;315;1659;499;869;1815;54661
2231;667;1127;648;1137;303;43031
2232;394;1514;643;983;1596;147482
2233;504;795;1407;1789;5444;93939
2234;1200;963;2669;4288;17923;74362
2235;877;2216;3396;2260;3121;34944
2236;642;979;2168;627;2790;26100
2237;771;1350;1372;1122;1296;20603
2238;1369;1087;1257;1941;8451;244735
2239;676;634;1320;1286;3673;88004
2240;696;1548;3957;2651;1870;86582
2241;501;1414;630;4781;1181;35537
2242;743;822;2068;3151;4393;34273
2243;657;2129;1415;5412;8925;32468
2244;692;1423;1084;1636;7245;140858
2245;1379;459;1163;3156;2937;93059
2246;722;850;1911;2459;4461;75424
2247;1052;1070;1483;1055;708;35648
2248;1027;1274;1427;692;4066;21799
2249;873;813;2623;1630;2960;145819
2250;881;677;1502;2177;3453;222077
2251;980;2110;2636;1131;1451;92733
2252;617;588;1193;927;2909;6189
2253;408;713;4857;1073;6171;47684
2254;797;568;1027;2559;2956;3095
2255;1037;565;935;600;5312;80322
2256;2108;999;717;2814;6505;11734
2257;1133;1503;1169;2609;10458;200529
2258;2090;259;1431;874;10806;226018
2259;786;685;1036;1191;2326;193074
2260;809;710;590;9194;35467;53809
2261;1151;592;482;1009;5969;14892
2262;1457;835;3440;3362;4107;234754
2263;726;758;1307;2567;3168;64401
2264;644;1892;1792;4003;2360;104216
2265;439;651;3424;2035;4117;12481
2266;1593;327;6018;770;4242;3530
2267;606;1046;1876;2821;1346;56271
2268;813;581;904;308;3146;2856
2269;1755;648;745;1223;4576;25898
2270;441;985;336;2281;3539;54682
2271;1048;508;2196;1710;9422;117450
2272;734;426;1177;6279;4014;11347
2273;792;400;1446;1837;9363;189819
2274;1247;1057;2323;1848;2817;54320
2275;672;2321;1553;1313;5067;112945
2276;494;382;2639;2761;12655;92366
2277;814;398;1321;5072;2439;22759
2278;622;497;627;1353;3872;91728
2279;757;395;1892;2081;4754;62768
2280;1194;1025;1950;1352;2614;12918
2281;1156;1227;1168;2947;5972;7446
2282;699;628;1985;1974;288;20442
2283;633;814;1103;3239;8824;5432
2284;789;799;3201;3012;5293;104368
2285;727;1402;956;2546;5830;147152
2286;1567;288;500;922;11040;9606
2287;211;380;1047;1973;8229;155498
2288;595;922;1281;5822;10222;95982
2289;677;1632;512;4770;2310;15088
2290;768;560;528;2493;6868;90312
2291;696;935;2231;3586;10748;133695
2292;540;657;1242;947;11153;176617
2293;950;590;1269;2798;2686;238794
2294;300;1157;194;3618;6145;90340
2295;1713;774;1974;613;1768;6107
2296;1199;1109;1133;2563;2531;23836
2297;1653;1749;868;2357;3762;67151
2298;682;284;1098;1410;3073;68322
2299;1009;414;2451;3216;7669;70018
2300;800;1174;1588;6221;6617;177811
2301;307;652;2931;2033;4417;85129
2302;703;616;3948;1433;9378;2794
2303;795;310;1138;8072;1308;82158
2304;884;1062;1723;3574;2794;154091
2305;1221;602;4582;2052;3036;57197
2306;1545;506;781;302;3286;103156
2307;1022;992;2397;1236;9155;151628
2308;2111;1427;1262;807;3335;77415
2309;930;1661;967;8162;4500;2942
2310;495;2547;1865;6161;5465;7897
2311;995;1570;2213;3574;4185;36403
2312;325;1234;1009;4740;6555;560
2313;117;854;1266;1724;3004;78767
2314;1093;855;1056;1555;2692;51121
2315;1181;1115;587;2000;3320;51764
2316;650;295;2213;1231;1132;90281
2317;471;487;3519;2490;74;43464
2318;385;485;1273;3188;3433;105216
2319;294;1128;831;2180;7169;3448
2320;293;2067;1834;1871;2692;22725
2321;1079;1377;1523;1989;4455;166053
2322;1345;2444;1113;2633;7408;78119
2323;818;892;1199;3835;1103;113395
2324;372;950;2333;2002;3330;44898
2325;484;1175;696;3812;3802;66472
2326;1554;817;4623;2860;8635;91227
2327;384;618;2235;1118;647;93402
2328;622;985;2338;960;3289;15233
2329;514;286;1875;2002;2592;119630
2330;933;835;1585;5220;3027;189831
2331;1709;2347;1046;1534;2103;30064
2332;641;434;702;801;3750;6771
2333;1005;1098;1034;1603;6712;115900
2334;129;1359;703;3571;6998;143216
2335;2274;742;757;4001;2538;20895
2336;1773;798;1488;1360;2375;116367
2337;1062;656;1590;1318;3424;5568
2338;815;732;224;775;4998;87084
2339;630;1440;1334;2457;4808;18600
2340;1593;906;1036;3060;1144;165074
2341;699;442;1133;2485;8388;8745
2342;506;876;2057;2775;4304;16732
2343;1921;2041;617;2571;2078;40936
2344;508;855;1219;1222;4108;132344
2345;1114;944;618;141;7529;20154
2346;495;3689;1208;2060;7730;156465
2347;821;444;1369;3375;3239;335168
2348;494;1414;1052;2637;3258;34308
2349;1050;1604;1151;1648;3531;41240
2350;769;428;1652;1961;1707;6365
2351;795;507;812;5519;6401;94610
2352;590;1150;713;4801;7349;123778
2353;1090;672;2588;1361;853;40204
2354;783;1106;1939;3099;11969;541870
2355;450;1229;1675;2807;486;46040
2356;739;1110;2424;1610;7168;30350
2357;1238;1486;658;1525;4203;324750
2358;597;1320;716;1272;1522;39091
2359;580;603;1557;3232;17119;306537
2360;625;737;595;3607;3179;46304
2361;813;580;713;2242;1762;24841
2362;1280;418;4469;867;1381;406219
2363;172;439;1116;842;7448;15863
2364;930;466;659;4002;3506;7050
2365;451;331;300;2712;3755;32060
2366;594;421;749;478;7899;31869
2367;954;447;1840;1695;23164;36920
2368;738;714;2113;7688;5499;12007
2369;571;2845;409;4240;3760;77007
2370;453;606;207;693;606;36052
2371;1331;730;1781;2055;5951;123570
2372;1251;1008;1449;2340;2875;142473
2373;320;801;1122;6026;2087;38381
2374;776;380;1752;4067;6334;55895
2375;742;654;1424;2075;8414;7087
2376;756;1531;1778;5037;6671;86460
2377;1197;735;889;1039;4279;8069
2378;880;370;577;2751;1313;40183
2379;1480;1631;1122;492;1297;51178
2380;1078;1473;458;4220;4509;16988
2381;1174;730;1918;825;1429;107418
2382;679;389;546;1875;5034;31724
2383;1258;637;670;3840;7200;35492
2384;1000;1552;2553;1592;2143;390055
2385;1343;2269;2397;5732;5807;177024
2386;1998;1065;2043;8535;1334;3470
2387;502;1102;1204;1222;951;34131
2388;558;513;2060;917;5422;40428
2389;194;850;3380;3193;6997;78758
2390;695;859;2203;2336;5473;20844
2391;922;1703;2086;1653;1535;176665
2392;535;1253;1513;5275;7623;116870
2393;1187;608;1111;2815;4532;47898
2394;396;979;1166;936;1194;24732
2395;441;857;702;1529;7843;39416
2396;1597;1143;1465;2850;10219;103165
2397;681;1434;2498;407;2005;71320
2398;573;791;1068;5101;4413;20615
2399;1237;1199;1355;3490;7153;16001
2400;1920;537;1603;2880;6226;24274
2401;1857;467;1580;9164;1863;112875
2402;1253;548;1301;1626;7983;58953
2403;659;665;1185;636;4343;38751
2404;853;2233;1664;1007;2594;71382
2405;1244;234;2763;11445;3220;170129
2406;472;805;1140;1999;5133;21661
2407;1040;4081;1771;2558;10625;9352
2408;403;1476;2596;1966;5971;13327
2409;231;1329;120;3753;3317;38022
2410;1623;795;2262;798;3644;7812
2411;1095;612;457;520;3332;102987
2412;706;796;476;1762;5984;117425
2413;404;954;479;3778;5364;36665
2414;855;1126;1898;1012;5872;19409
2415;395;749;724;1164;4320;49635
2416;599;995;973;4493;2315;153267
2417;984;1129;715;2153;1774;87742
2418;1231;543;1429;2086;4226;34344
2419;1122;744;580;1715;1289;61210
2420;1221;2941;7453;973;13260;45694
2421;945;1499;865;1363;2557;55704
2422;367;1101;1191;3064;1670;342572
2423;1329;330;734;699;1718;1756
2424;1713;494;963;1660;5326;133860
2425;303;1299;1349;1939;1950;53452
2426;1067;1284;2659;1736;5324;204024
2427;998;205;2205;4118;12836;18491
2428;447;708;1280;1380;6524;368131
2429;924;1114;2140;660;4569;10978
2430;806;599;1305;3753;4502;6200
2431;1333;592;2266;1209;1939;126455
2432;1194;1184;500;1275;5302;27494
2433;767;1564;2521;3363;4101;34549
2434;1123;719;1778;648;3456;82694
2435;1352;2023;800;3559;6049;83444
2436;331;428;909;3590;2710;83600
2437;722;406;781;2289;5070;456300
2438;623;2862;481;6165;1878;232226
2439;1086;2579;614;3517;4886;135454
2440;655;1065;474;1697;4831;205911
2441;472;860;1394;2651;5712;46389
2442;942;1638;5271;1702;1517;453064
2443;667;1991;5021;2074;3768;178664
2444;1928;286;1692;497;2353;95836
2445;325;1048;634;4082;3221;15075
2446;742;1432;2209;1965;5374;10450
2447;695;177;359;1575;1563;76241
2448;811;1290;828;931;7356;22378
2449;998;452;1573;1819;2314;10312
2450;1064;1515;1362;3072;6707;81953
2451;708;554;5592;1562;8510;85062
2452;479;1411;1802;3964;10776;9591
2453;531;2307;3066;3244;2301;197145
2454;852;486;179;1317;4498;108741
2455;902;1023;1229;3595;2452;22067
2456;466;681;549;4555;6702;72759
2457;847;179;515;3533;3584;236254
2458;505;1197;1838;2667;3991;157886
2459;787;471;1350;1330;236;75934
2460;909;445;1303;738;1140;87950
2461;437;670;954;894;5690;94829
2462;273;501;1682;1238;4715;5174
2463;458;720;595;1060;268;13150
2464;1001;916;1198;107;4550;26986
2465;805;1066;2295;199;3006;4287
2466;1575;502;4279;1564;2047;21243
2467;917;844;1172;1163;3919;23003
2468;1194;1088;1219;5085;28701;100731
2469;875;2496;2560;3197;15983;20329
2470;681;1639;670;1371;1889;18296
2471;758;480;2760;1200;227;12246
2472;694;982;468;3674;768;160239
2473;1057;1795;1256;1626;7798;62474
2474;1000;1133;302;1390;4444;82452
2475;842;1318;874;2512;677;49904
2476;331;1030;1245;2946;6077;32937
2477;1365;1283;4942;1930;7828;58613
2478;1048;628;1090;854;16012;30901
2479;793;202;2933;630;3411;28708
2480;644;904;1126;966;2951;15197
2481;795;586;682;1606;7594;29672
2482;786;450;471;2361;3954;169566
2483;918;1354;572;3429;7400;53579
2484;656;1838;1012;1223;717;76138
2485;975;945;1913;2903;8424;54391
2486;1369;1848;1539;1228;2424;562830
2487;865;1154;415;372;6791;35950
2488;1670;732;2187;2696;3617;29114
2489;789;1304;1130;824;2209;56295
2490;553;1364;1219;2202;9781;302278
2491;508;531;923;1638;2032;18025
2492;502;1051;1210;863;1573;81211
2493;337;261;754;3235;4150;94231
2494;845;868;1911;1458;5114;212006
2495;1060;793;1038;1340;12334;258090
2496;869;317;642;2582;4322;25066
2497;1096;1102;1180;681;4101;127109
2498;890;743;660;2429;3711;75945
2499;707;77;1353;3106;7546;147428
2500;928;207;2917;2225;7738;9639
2501;608;1152;708;727;4475;88832
2502;1065;907;1887;3568;2204;131212
2503;2392;225;889;5845;2710;60284
2504;686;1069;5189;3772;2529;21539
2505;589;1145;3909;1858;3183;391562
2506;1006;530;479;2779;3839;185552
2507;1585;342;1634;4273;11214;85129
2508;816;402;2008;1510;7094;22509
2509;1742;470;2457;1552;5102;29223
2510;491;1030;1398;1105;4356;28489
2511;962;1150;1070;3745;3757;110531
2512;1382;580;1809;3491;8847;66807
2513;771;811;1604;770;10423;53507
2514;820;236;1788;3043;4331;10571
2515;979;903;1064;532;3370;136405
2516;771;536;1977;1563;5957;9677
2517;642;1150;991;1890;6047;35484
2518;888;570;1125;3782;3338;24109
2519;974;1227;791;1721;7831;56226
2520;426;3175;951;2765;3599;56545
2521;760;1379;794;677;3300;181421
2522;871;635;1096;7631;7153;6140
2523;828;480;2348;684;5438;31263
2524;552;917;3005;1929;1131;84030
2525;1694;1696;1003;5950;9321;74202
2526;1001;448;1323;2299;1105;152638
2527;162;838;1215;2909;3099;178547
2528;1011;314;2165;77;6250;1176
2529;1543;659;1491;2756;12522;178821
2530;1411;998;847;1474;5662;62436
2531;542;702;1205;2236;4787;95274
2532;933;586;1795;4738;6359;48268
2533;1991;290;1061;3301;419;66055
2534;540;408;1508;4293;8134;33803
2535;843;1068;924;3203;653;72438
2536;328;691;1763;3543;18194;154947
2537;821;2303;1496;1385;7522;8614
2538;995;1338;1039;5463;2973;95402
2539;758;1678;1272;845;3261;150712
2540;854;834;882;290;4510;128669
2541;829;974;885;2810;936;43135
2542;377;1123;1643;2057;3162;24872
2543;915;1242;1312;5720;1849;182700
2544;1079;831;1146;968;6102;23847
2545;718;523;1445;673;5453;10456
2546;953;1087;1533;1066;8210;69138
2547;473;1118;745;328;1991;3050
2548;574;1214;847;1771;5937;181612
2549;691;274;576;2185;3037;91881
2550;1328;1685;1516;3664;3983;23290
2551;338;575;1132;2068;1700;23942
2552;600;1351;256;5932;6645;110315
2553;267;373;1605;2236;8800;154583
2554;858;778;1866;3821;6026;76921
2555;755;546;628;1127;14440;498477
2556;533;1181;2113;2227;6064;13716
2557;725;982;1276;1299;6943;44657
2558;755;1167;3549;3645;6999;38776
2559;963;349;1261;870;2547;8125
2560;1483;1477;1939;1049;7011;77069
2561;1756;227;467;1411;4831;42537
2562;1417;751;792;1149;2279;90638
2563;1543;542;243;1376;2311;43989
2564;1619;478;216;2900;2381;45366
2565;1145;1107;2727;2492;9744;97099
2566;480;1498;1431;2288;5218;30324
2567;357;1100;1327;1793;2563;702
2568;989;309;1431;11227;1933;4066
2569;883;667;3610;2998;16629;36271
2570;645;512;552;1541;282;48734
2571;847;1183;2410;1671;9659;114737
2572;1024;596;1526;2874;1080;14460
2573;876;2685;1185;4976;5906;185850
2574;626;1054;1173;2559;10070;65975
2575;905;839;676;6063;1286;88093
2576;501;999;886;2066;3474;10191
2577;540;701;190;688;2836;62613
2578;892;1503;1918;1068;5852;127587
2579;737;815;495;1127;3189;46946
2580;761;2171;378;1708;7172;5020
2581;738;764;1429;2297;13634;63074
2582;810;1069;587;2377;5019;44476
2583;652;1009;1610;3248;2293;39704
2584;553;2023;2630;1481;2576;8445
2585;846;2825;1322;3320;157;110782
2586;936;1077;1224;2378;500;5149
2587;512;887;764;1745;2211;28043
2588;909;1211;1560;2226;1375;80948
2589;537;695;2339;1496;1559;57136
2590;821;1564;2040;2029;6165;170605
2591;1096;1079;693;3187;3047;23501
2592;849;743;1004;1116;701;74631
2593;613;321;425;2317;3295;67094
2594;3169;1222;943;1499;10303;318708
2595;288;977;975;528;706;8021
2596;811;353;1573;1640;6255;288643
2597;1880;1490;965;2450;4206;30621
2598;559;1715;3405;1858;6206;204042
2599;574;759;1310;2492;3177;644119
2600;930;1733;1543;2739;13783;73460
2601;709;1657;1584;2657;3441;52161
2602;1076;670;2064;372;5490;26343
2603;1076;688;741;1156;3341;41141
2604;1017;763;1224;2255;11761;80175
2605;874;1200;1143;1854;1114;21868
2606;659;1867;1097;1993;5046;38872
2607;95;395;1390;2625;5462;5776
2608;424;1911;716;2607;838;213054
2609;1225;914;606;2802;7538;65175
2610;1225;732;968;4910;1798;22429
2611;702;1382;1708;2310;669;73189
2612;373;1037;1315;4397;729;11141
2613;815;774;885;877;803;40711
2614;801;1823;212;2288;4826;70189
2615;369;377;3319;2068;6118;63965
2616;2278;1037;773;1984;3525;31653
2617;1540;2801;1915;2156;5333;145010
2618;824;1026;1045;5033;4096;55252
2619;890;1080;1089;1046;2377;23878
2620;486;464;1587;961;4807;6720
2621;952;368;1518;2554;4345;66361
2622;765;821;545;2598;4071;429
2623;531;592;1525;2682;3841;160876
2624;804;2082;940;984;8169;13471
2625;563;1735;4340;3056;4078;88976
2626;495;770;845;4084;2321;56941
2627;556;1228;2036;687;1422;60724
2628;685;1884;2632;1592;2932;10053
2629;1171;1243;1269;499;4021;195953
2630;683;1550;4498;1307;6343;43993
2631;996;955;1497;3394;6705;26287
2632;903;557;1087;1046;10026;16059
2633;2526;470;1202;2974;2929;16995
2634;716;692;1162;2229;3170;185155
2635;1248;715;972;1792;650;101642
2636;667;1005;1314;1050;14213;40209
2637;940;818;2430;5050;8424;41419
2638;364;644;684;334;2344;68703
2639;821;756;2049;1968;2499;18887
2640;947;491;531;3062;6524;18059
2641;1331;1439;394;2288;2343;19965
2642;538;406;480;1117;5264;38226
2643;1070;217;1554;4652;5818;81729
2644;349;312;3119;373;3156;18362
2645;1516;617;1891;326;2497;98503
2646;917;535;2050;1523;5946;98490
2647;702;673;568;1438;3738;51461
2648;1134;395;583;3949;1803;84368
2649;1030;343;1448;1444;2247;26578
2650;588;2337;1403;1456;7544;167226
2651;595;1206;1583;4592;4952;124173
2652;780;1318;888;1902;4615;33133
2653;847;972;1037;3537;6907;27948
2654;768;811;1046;876;6631;8168
2655;1539;691;2358;1713;3725;10290
2656;509;983;1518;1839;11946;50723
2657;638;255;1094;2632;4484;33753
2658;1050;906;1381;1152;5989;26577
2659;1058;1136;1629;208;1467;67566
2660;240;346;1970;2655;4140;157580
2661;182;634;997;2380;7364;5308
2662;704;852;1058;1545;5763;33757
2663;677;769;2195;6066;4731;35734
2664;667;1224;769;970;1117;140883
2665;493;415;1844;2594;3539;24443
2666;568;1108;1852;764;2983;53787
2667;972;1316;300;3525;5264;102491
2668;1399;1387;2889;730;4027;45305
2669;974;578;2029;1083;4565;50379
2670;1144;959;561;766;6718;81505
2671;1057;2427;3432;1529;5849;29668
2672;395;1612;295;2866;6291;382311
2673;1052;657;1569;4564;2070;13638
2674;1599;1945;1329;3625;7541;54312
2675;347;777;2021;1739;812;77213
2676;813;362;1410;1776;3110;31887
2677;849;1239;2038;446;2209;20038
2678;793;642;1339;2444;3798;22298
2679;562;764;2681;2647;4160;33624
2680;1007;981;889;1404;4401;25936
2681;3151;1749;1035;1866;563;36353
2682;1538;1019;600;7812;7125;11736
2683;818;838;1424;1628;518;20346
2684;865;2212;648;2906;10129;37905
2685;1889;2682;4330;4946;11437;192139
2686;894;330;1447;1181;11470;96362
2687;515;279;2100;1496;4291;45566
2688;736;713;601;3187;2862;45966
2689;1320;886;1356;2686;6592;4943
2690;654;552;1483;1073;6764;111060
2691;766;603;1976;3873;2629;60722
2692;1128;229;974;280;9918;120031
2693;779;1641;647;2087;6846;25220
2694;1484;99;2178;1355;1324;190206
2695;1572;1186;712;2975;24741;24594
2696;865;1151;962;3496;2615;12711
2697;427;964;1693;5290;3021;19954
2698;693;933;3006;2642;5214;55082
2699;846;537;1011;6627;9327;173542
2700;1440;853;1907;1886;4224;146962
2701;508;2114;2805;3701;8753;71246
2702;832;1252;2206;873;5785;143097
2703;665;1026;531;1646;621;101721
2704;990;912;1065;646;8631;262788
2705;1011;3228;1694;4699;2454;69942
2706;1373;964;1139;2384;6297;53198
2707;1204;1098;1090;1027;4545;1336
2708;1249;1411;1284;4335;12051;63261
2709;455;643;1930;3480;1501;120666
2710;1204;1261;1479;6244;2045;36563
2711;533;1349;1566;1842;5180;27213
2712;725;534;1980;2385;3139;86690
2713;1022;2031;1211;3866;4848;133275
2714;266;1298;940;1525;1804;47294
2715;840;380;783;892;2380;39405
2716;534;764;216;2380;4885;3677
2717;1445;1381;653;1010;2851;2065
2718;1106;1063;2227;1415;2483;34838
2719;444;324;2121;4761;4035;143633
2720;708;1288;980;904;3781;15002
2721;1168;748;3947;3145;3662;248847
2722;535;715;1194;787;2130;67113
2723;403;663;1019;3222;1388;112291
2724;1976;1570;3818;3344;1615;149869
2725;728;1383;1504;2098;2322;24926
2726;349;1322;1027;865;7464;16197
2727;952;1112;513;1293;6805;276278
2728;1191;939;1232;3735;5951;37817
2729;683;718;2879;415;6076;101376
2730;1216;2260;1747;2186;1407;24468
2731;984;1647;1508;9684;1178;163855
2732;698;1014;1149;2432;9485;81696
2733;815;984;896;1472;5137;85013
2734;987;856;825;4892;2237;71602
2735;470;1112;1599;3010;2126;16387
2736;856;1954;1480;1902;5658;109424
2737;379;671;629;1206;4894;47269
2738;958;676;847;2439;3955;92175
2739;437;1061;2223;1630;1267;65615
2740;861;525;2088;792;2793;32203
2741;790;663;1510;257;9862;8666
2742;1386;1208;1182;1428;7266;143015
2743;535;904;1722;2746;10889;60107
2744;1152;511;5252;1818;1379;267223
2745;2506;929;1164;1975;2879;6135
2746;1101;379;2305;6205;8164;97954
2747;1817;3495;3442;2979;9279;120630
2748;193;2019;1197;3033;1900;199675
2749;727;833;452;1817;2119;10396
2750;410;556;2476;3012;4662;54206
2751;1059;1226;1478;1216;3994;25032
2752;564;619;1135;2693;1415;80393
2753;1232;1018;2736;4039;2597;90971
2754;635;1438;3004;4456;6538;193197
2755;958;1814;687;1913;6563;98880
2756;880;1410;1103;8908;2579;79056
2757;540;1339;1071;3400;5941;138943
2758;677;1066;1127;2648;2877;18913
2759;781;699;2352;2309;8484;18309
2760;512;1347;1874;1783;11489;22136
2761;414;681;2030;2201;6940;238358
2762;905;1696;2613;3667;7882;33318
2763;570;472;1399;435;5557;67869
2764;1158;389;3670;1592;3971;40207
2765;271;1578;1125;3183;5369;46751
2766;830;729;1158;1030;3004;54269
2767;317;670;953;823;3956;129266
2768;630;414;1125;6970;4626;10475
2769;1361;1061;840;592;11381;6559
2770;925;711;1972;2648;3964;234658
2771;1762;584;2524;3454;1013;1824
2772;740;799;768;3807;5468;14321
2773;749;504;4387;2298;5838;13243
2774;583;1139;1432;1253;3303;56281
2775;1887;1088;123;2125;1669;76592
2776;508;359;2671;5580;10368;100786
2777;980;158;1361;1622;7189;13984
2778;808;808;915;4317;1680;246676
2779;922;1438;607;2001;183;69763
2780;356;430;2278;1176;4098;50816
2781;659;2937;698;508;5208;131327
2782;1308;1297;452;1502;1664;227761
2783;867;1041;1478;1089;995;115401
2784;803;1293;1052;948;2328;45706
2785;1150;1123;554;4238;3485;19461
2786;1656;1076;1626;3273;1641;190259
2787;1163;752;2028;4162;2373;36206
2788;1579;936;4561;2357;708;125417
2789;1152;529;1421;3043;3179;174239
2790;633;1964;1167;3909;5213;108411
2791;969;768;995;4226;6941;208363
2792;859;979;1425;991;3864;90106
2793;1001;571;846;2309;6421;31081
2794;508;1895;1290;1176;2290;174594
2795;1106;483;447;2072;4429;143898
2796;960;944;1859;5832;1797;155450
2797;1635;626;2601;4618;1917;22103
2798;650;696;71;1534;3328;165656
2799;319;731;744;1992;6393;127979
2800;943;1414;3530;349;5885;66872
2801;623;1063;430;5872;1882;138824
2802;597;720;1627;884;4739;28778
2803;166;483;970;1666;1951;47315
2804;630;814;1210;2669;2530;154523
2805;1004;1747;2728;4431;5359;96494
2806;1374;674;1464;3379;4272;60816
2807;883;658;791;1773;4588;56926
2808;1020;880;1278;1041;1274;28009
2809;884;2060;210;1938;10438;38482
2810;696;580;1472;1045;3432;3974
2811;398;981;970;4607;405;149392
2812;1040;136;286;1616;1370;9950
2813;625;1334;1354;5928;5726;119167
2814;1054;1472;1761;1982;12161;92015
2815;758;798;965;2826;3637;36916
2816;638;3363;1220;2553;3996;81799
2817;640;320;829;386;2899;282846
2818;466;649;1965;1530;15892;83155
2819;1074;1290;2102;5675;9993;15879
2820;1110;2116;3095;4277;1810;82447
2821;1034;323;2345;5007;2992;103062
2822;1109;617;2031;838;3046;159459
2823;632;269;1363;4692;2685;13263
2824;689;607;538;1117;3791;89546
2825;675;535;845;781;1471;12063
2826;1035;979;1578;4099;5096;15605
2827;1092;432;1382;2355;8200;43262
2828;329;1567;1453;3150;1817;49394
2829;766;1004;3923;2669;13116;288101
2830;410;1826;244;2572;2442;15802
2831;720;910;2958;2081;4354;25832
2832;579;1600;3130;3466;984;35169
2833;676;778;2957;1162;2358;35499
2834;420;486;700;1731;1401;54437
2835;655;249;931;3011;2567;65469
2836;983;995;1099;3246;1589;24454
2837;640;542;302;1360;8523;155605
2838;1907;998;495;1466;10192;36284
2839;452;804;1767;2105;1071;13602
2840;907;1939;930;2363;1169;46811
2841;781;1807;808;1955;3484;63910
2842;632;1104;2373;1548;4230;90058
2843;529;614;1109;2544;7617;22747
2844;1798;1218;1288;1169;3896;67973
2845;908;527;2158;2349;2294;351649
2846;957;502;1522;4807;710;42714
2847;466;587;709;1904;2604;148753
2848;974;747;969;2393;1259;107136
2849;1030;2674;1829;6533;4216;88394
2850;428;532;1736;739;671;60701
2851;963;1376;1392;441;6087;36290
2852;1050;1576;2010;1474;2672;109570
2853;879;1326;814;1191;25760;38421
2854;780;1083;227;1154;12701;69565
2855;1055;656;602;1550;7102;36551
2856;580;1433;2628;2090;1715;216549
2857;1156;451;183;1883;1254;450310
2858;778;519;1249;853;7820;75589
2859;1512;1600;2448;2581;1929;121472
2860;712;2038;687;1155;3813;163020
2861;1006;1531;761;921;2104;222908
2862;463;571;951;1029;4997;70625
2863;1696;663;880;1748;6932;21292
2864;1459;498;3248;527;5556;8054
2865;770;695;225;3222;4435;14022
2866;1309;576;2781;2798;12455;116606
2867;472;939;521;2081;2986;56663
2868;386;1604;672;1704;7298;27120
2869;462;1009;1654;786;2639;42971
2870;2037;1094;1327;1053;3353;77439
2871;238;3039;917;2323;1967;316074
2872;699;1389;862;1703;2428;12579
2873;276;654;1470;448;5977;53503
2874;1459;1220;1141;3000;995;72317
2875;511;1457;1223;416;928;2733
2876;929;2974;2032;944;8406;189601
2877;963;637;1463;1664;2804;17046
2878;799;1231;1493;2041;7216;14590
2879;919;894;678;3253;2634;80067
2880;341;117;462;1254;8531;54823
2881;446;750;735;3048;5323;218206
2882;826;744;796;1412;2879;34352
2883;548;412;618;4687;3758;6568
2884;536;932;1059;1131;4278;16368
2885;1448;754;1980;1497;6009;30759
2886;687;1269;946;630;850;178413
2887;1017;670;627;677;4039;22519
2888;763;1052;713;2621;9073;9282
2889;840;631;2388;358;3967;3923
2890;762;619;733;727;930;64165
2891;2179;1304;3669;1856;10314;402343
2892;1053;472;517;3136;3887;65587
2893;1155;469;888;587;4944;82223
2894;678;1440;2604;7239;1756;57631
2895;1978;2333;1504;2263;8726;21889
2896;631;1463;1645;6321;5151;78352
2897;395;660;1031;981;5492;10264
2898;2407;451;1416;1691;6015;58617
2899;504;492;941;2022;6475;9139
2900;1093;847;1004;2301;2405;17296
2901;978;685;827;497;4687;144343
2902;945;959;1627;3132;8974;45607
2903;1040;680;919;2392;4617;26937
2904;496;255;1844;2847;2258;57557
2905;1259;491;1583;2236;4971;55145
2906;503;697;3152;483;8643;188066
2907;903;792;498;2381;6188;24132
2908;698;1003;1205;3163;12246;51118
2909;889;895;2380;3060;4348;142201
2910;863;783;857;3192;11225;78488
2911;972;1164;1008;2359;2643;89625
