;20;50;100;500;1000;5000;10000;50000
RLS-N (4);4;0;3;0;0;0;0;0
(1+1) EA (100/n);0;0;0;0;0;0;0;0
pmut (-1.25);0;0;0;0;0;0;0;0

;20;50;100;500;1000;5000;10000;50000
RLS-N (4);12;26;53;221;442;2166;4194;20690
(1+1) EA (100/n);10;16;24;32;34;47;69;222
pmut (-1.25);7;10;11;19;23;35;43;63

;20;50;100;500;1000;5000;10000;50000
RLS-N (4);412;26;353;221;442;2166;4194;20690
(1+1) EA (100/n);10;16;24;32;34;47;69;222
pmut (-1.25);7;10;11;19;23;35;43;63

