id;length;n;p;count;minDif;maxDif;avgDif;solvable;solvablePercent
1522;10;60;0,50;1000;0;3;0;988;0,988
1523;10;80;0,50;1000;0;5;0;985;0,985
1524;10;100;0,50;1000;0;2;0;991;0,991
1525;10;200;0,50;1000;0;1;0;984;0,984
1526;10;400;0,50;1000;0;7;0;959;0,959
1527;10;1000;0,50;1000;0;14;0;877;0,877
1528;10;2000;0,50;1000;0;13;0;828;0,828
1529;10;4000;0,50;1000;0;11;0;746;0,746
1530;10;10000;0,50;1000;0;11;0;563;0,563
1531;10;20000;0,50;1000;0;15;1;447;0,447
1532;10;100000;0,50;1000;0;79;2;273;0,273
1533;10;16;0,60;1000;0;1;0;999;0,999
1534;10;33;0,60;1000;0;1;0;998;0,998
1535;10;50;0,60;1000;0;1;0;996;0,996
1536;10;66;0,60;1000;0;1;0;999;0,999
1537;10;83;0,60;1000;0;1;0;986;0,986
1538;10;166;0,60;1000;0;2;0;980;0,980
1539;10;333;0,60;1000;0;3;0;977;0,977
1540;10;833;0,60;1000;0;4;0;905;0,905
1541;10;1666;0,60;1000;0;16;0;850;0,850
1542;10;3333;0,60;1000;0;16;0;760;0,760
1543;10;8333;0,60;1000;0;18;0;621;0,621
1544;10;16666;0,60;1000;0;31;0;529;0,529
1545;10;83333;0,60;1000;0;75;2;284;0,284
1546;10;14;0,70;1000;0;1;0;996;0,996
1547;10;28;0,70;1000;0;1;0;998;0,998
1548;10;42;0,70;1000;0;3;0;993;0,993
1549;10;57;0,70;1000;0;2;0;994;0,994
1550;10;71;0,70;1000;0;3;0;990;0,990
1551;10;142;0,70;1000;0;2;0;989;0,989
1552;10;285;0,70;1000;0;3;0;971;0,971
1553;10;714;0,70;1000;0;5;0;923;0,923
1554;10;1428;0,70;1000;0;6;0;874;0,874
1555;10;2857;0,70;1000;0;7;0;801;0,801
1556;10;7142;0,70;1000;0;17;0;669;0,669
1557;10;14285;0,70;1000;0;26;0;531;0,531
1558;10;71428;0,70;1000;0;45;1;308;0,308
1559;10;12;0,80;1000;0;1;0;995;0,995
1560;10;25;0,80;1000;0;1;0;998;0,998
1561;10;37;0,80;1000;0;1;0;997;0,997
1562;10;50;0,80;1000;0;1;0;995;0,995
1563;10;62;0,80;1000;0;2;0;997;0,997
1564;10;125;0,80;1000;0;1;0;992;0,992
1565;10;250;0,80;1000;0;3;0;984;0,984
1566;10;625;0,80;1000;0;2;0;951;0,951
1567;10;1250;0,80;1000;0;6;0;920;0,920
1568;10;2500;0,80;1000;0;4;0;858;0,858
1569;10;6250;0,80;1000;0;7;0;720;0,720
1570;10;12500;0,80;1000;0;23;0;592;0,592
1571;10;62500;0,80;1000;0;37;1;357;0,357
1572;10;11;0,90;1000;0;1;0;997;0,997
1573;10;22;0,90;1000;0;1;0;997;0,997
1574;10;33;0,90;1000;0;1;0;996;0,996
1575;10;44;0,90;1000;0;1;0;997;0,997
1576;10;55;0,90;1000;0;0;0;1000;1,000
1577;10;111;0,90;1000;0;1;0;997;0,997
1578;10;222;0,90;1000;0;2;0;991;0,991
1579;10;555;0,90;1000;0;3;0;973;0,973
1580;10;1111;0,90;1000;0;2;0;956;0,956
1581;10;2222;0,90;1000;0;4;0;904;0,904
1582;10;5555;0,90;1000;0;7;0;830;0,830
1583;10;11111;0,90;1000;0;15;0;711;0,711
1584;10;55555;0,90;1000;0;55;1;455;0,455
1585;12;100;0,10;1000;0;0;0;1000;1,000
1586;12;200;0,10;1000;0;0;0;1000;1,000
1587;12;300;0,10;1000;0;2;0;999;0,999
1588;12;400;0,10;1000;0;1;0;999;0,999
1589;12;500;0,10;1000;0;1;0;997;0,997
1590;12;1000;0,10;1000;0;5;0;995;0,995
1591;12;2000;0,10;1000;0;2;0;995;0,995
1592;12;5000;0,10;1000;0;1;0;991;0,991
1593;12;10000;0,10;1000;0;2;0;978;0,978
1594;12;20000;0,10;1000;0;1;0;950;0,950
1595;12;50000;0,10;1000;0;5;0;845;0,845
1596;12;100000;0,10;1000;0;9;0;760;0,760
1597;12;500000;0,10;1000;0;17;0;514;0,514
1598;12;50;0,20;1000;0;0;0;1000;1,000
1599;12;100;0,20;1000;0;1;0;999;0,999
1600;12;150;0,20;1000;0;1;0;997;0,997
1601;12;200;0,20;1000;0;1;0;999;0,999
1602;12;250;0,20;1000;0;1;0;998;0,998
1603;12;500;0,20;1000;0;0;0;1000;1,000
1604;12;1000;0,20;1000;0;1;0;997;0,997
1605;12;2500;0,20;1000;0;2;0;986;0,986
1606;12;5000;0,20;1000;0;4;0;977;0,977
1607;12;10000;0,20;1000;0;10;0;950;0,950
1608;12;25000;0,20;1000;0;3;0;855;0,855
1609;12;50000;0,20;1000;0;10;0;799;0,799
1610;12;250000;0,20;1000;0;12;0;523;0,523
1611;12;33;0,30;1000;0;0;0;1000;1,000
1612;12;66;0,30;1000;0;1;0;998;0,998
1613;12;100;0,30;1000;0;1;0;999;0,999
1614;12;133;0,30;1000;0;1;0;999;0,999
1615;12;166;0,30;1000;0;1;0;999;0,999
1616;12;333;0,30;1000;0;1;0;999;0,999
1617;12;666;0,30;1000;0;1;0;997;0,997
1618;12;1666;0,30;1000;0;4;0;987;0,987
1619;12;3333;0,30;1000;0;1;0;977;0,977
1620;12;6666;0,30;1000;0;5;0;938;0,938
1621;12;16666;0,30;1000;0;6;0;873;0,873
1622;12;33333;0,30;1000;0;5;0;800;0,800
1623;12;166666;0,30;1000;0;22;0;545;0,545
1624;12;25;0,40;1000;0;0;0;1000;1,000
1625;12;50;0,40;1000;0;1;0;999;0,999
1626;12;75;0,40;1000;0;0;0;1000;1,000
1627;12;100;0,40;1000;0;1;0;999;0,999
1628;12;125;0,40;1000;0;1;0;998;0,998
1629;12;250;0,40;1000;0;1;0;995;0,995
1630;12;500;0,40;1000;0;1;0;999;0,999
1631;12;1250;0,40;1000;0;1;0;995;0,995
1632;12;2500;0,40;1000;0;4;0;979;0,979
1633;12;5000;0,40;1000;0;7;0;961;0,961
1634;12;12500;0,40;1000;0;4;0;890;0,890
1635;12;25000;0,40;1000;0;6;0;835;0,835
1636;12;125000;0,40;1000;0;14;0;579;0,579
1637;12;20;0,50;1000;0;1;0;999;0,999
1638;12;40;0,50;1000;0;1;0;998;0,998
1639;12;60;0,50;1000;0;0;0;1000;1,000
1640;12;80;0,50;1000;0;1;0;999;0,999
1641;12;100;0,50;1000;0;1;0;998;0,998
1642;12;200;0,50;1000;0;0;0;1000;1,000
1643;12;400;0,50;1000;0;1;0;999;0,999
1644;12;1000;0,50;1000;0;1;0;991;0,991
1645;12;2000;0,50;1000;0;2;0;983;0,983
1646;12;4000;0,50;1000;0;2;0;973;0,973
1647;12;10000;0,50;1000;0;3;0;899;0,899
1648;12;20000;0,50;1000;0;4;0;832;0,832
1649;12;100000;0,50;1000;0;12;0;634;0,634
1650;12;16;0,60;1000;0;1;0;999;0,999
1651;12;33;0,60;1000;0;1;0;998;0,998
1652;12;50;0,60;1000;0;1;0;999;0,999
1653;12;66;0,60;1000;0;0;0;1000;1,000
1654;12;83;0,60;1000;0;0;0;1000;1,000
1655;12;166;0,60;1000;0;0;0;1000;1,000
1656;12;333;0,60;1000;0;3;0;999;0,999
1657;12;833;0,60;1000;0;1;0;996;0,996
1658;12;1666;0,60;1000;0;1;0;985;0,985
1659;12;3333;0,60;1000;0;4;0;975;0,975
1660;12;8333;0,60;1000;0;8;0;932;0,932
1661;12;16666;0,60;1000;0;5;0;875;0,875
1662;12;83333;0,60;1000;0;9;0;637;0,637
1663;12;14;0,70;1000;0;0;0;1000;1,000
1664;12;28;0,70;1000;0;1;0;998;0,998
1665;12;42;0,70;1000;0;0;0;1000;1,000
1666;12;57;0,70;1000;0;1;0;999;0,999
1667;12;71;0,70;1000;0;0;0;1000;1,000
1668;12;142;0,70;1000;0;0;0;1000;1,000
1669;12;285;0,70;1000;0;1;0;999;0,999
1670;12;714;0,70;1000;0;1;0;995;0,995
1671;12;1428;0,70;1000;0;1;0;995;0,995
1672;12;2857;0,70;1000;0;1;0;974;0,974
1673;12;7142;0,70;1000;0;2;0;947;0,947
1674;12;14285;0,70;1000;0;4;0;900;0,900
1675;12;71428;0,70;1000;0;6;0;689;0,689
1676;12;12;0,80;1000;0;0;0;1000;1,000
1677;12;25;0,80;1000;0;0;0;1000;1,000
1678;12;37;0,80;1000;0;0;0;1000;1,000
1679;12;50;0,80;1000;0;1;0;999;0,999
1680;12;62;0,80;1000;0;0;0;1000;1,000
1681;12;125;0,80;1000;0;1;0;999;0,999
1682;12;250;0,80;1000;0;1;0;999;0,999
1683;12;625;0,80;1000;0;2;0;995;0,995
1684;12;1250;0,80;1000;0;1;0;996;0,996
1685;12;2500;0,80;1000;0;1;0;992;0,992
1686;12;6250;0,80;1000;0;3;0;968;0,968
1687;12;12500;0,80;1000;0;4;0;924;0,924
1688;12;62500;0,80;1000;0;6;0;737;0,737
1689;12;11;0,90;1000;0;1;0;999;0,999
1690;12;22;0,90;1000;0;1;0;999;0,999
1691;12;33;0,90;1000;0;0;0;1000;1,000
1692;12;44;0,90;1000;0;1;0;999;0,999
1693;12;55;0,90;1000;0;0;0;1000;1,000
1694;12;111;0,90;1000;0;0;0;1000;1,000
1695;12;222;0,90;1000;0;0;0;1000;1,000
1696;12;555;0,90;1000;0;1;0;998;0,998
1697;12;1111;0,90;1000;0;1;0;998;0,998
1698;12;2222;0,90;1000;0;1;0;995;0,995
1699;12;5555;0,90;1000;0;1;0;977;0,977
1700;12;11111;0,90;1000;0;13;0;980;0,980
1701;12;55555;0,90;1000;0;5;0;853;0,853
1702;14;100;0,10;1000;0;0;0;1000;1,000
1703;14;200;0,10;1000;0;0;0;1000;1,000
1704;14;300;0,10;1000;0;0;0;1000;1,000
1705;14;400;0,10;1000;0;0;0;1000;1,000
1706;14;500;0,10;1000;0;0;0;1000;1,000
1707;14;1000;0,10;1000;0;1;0;999;0,999
1708;14;2000;0,10;1000;0;0;0;1000;1,000
1709;14;5000;0,10;1000;0;0;0;1000;1,000
1710;14;10000;0,10;1000;0;0;0;1000;1,000
1711;14;20000;0,10;1000;0;1;0;998;0,998
1712;14;50000;0,10;1000;0;1;0;994;0,994
1713;14;100000;0,10;1000;0;1;0;978;0,978
1714;14;500000;0,10;1000;0;3;0;845;0,845
1715;14;50;0,20;1000;0;0;0;1000;1,000
1716;14;100;0,20;1000;0;0;0;1000;1,000
1717;14;150;0,20;1000;0;0;0;1000;1,000
1718;14;200;0,20;1000;0;0;0;1000;1,000
1719;14;250;0,20;1000;0;0;0;1000;1,000
1720;14;500;0,20;1000;0;0;0;1000;1,000
1721;14;1000;0,20;1000;0;0;0;1000;1,000
1722;14;2500;0,20;1000;0;1;0;999;0,999
1723;14;5000;0,20;1000;0;1;0;998;0,998
1724;14;10000;0,20;1000;0;1;0;998;0,998
1725;14;25000;0,20;1000;0;1;0;992;0,992
1726;14;50000;0,20;1000;0;1;0;988;0,988
1727;14;250000;0,20;1000;0;3;0;894;0,894
1728;14;33;0,30;1000;0;0;0;1000;1,000
1729;14;66;0,30;1000;0;0;0;1000;1,000
1730;14;100;0,30;1000;0;0;0;1000;1,000
1731;14;133;0,30;1000;0;0;0;1000;1,000
1732;14;166;0,30;1000;0;0;0;1000;1,000
1733;14;333;0,30;1000;0;1;0;999;0,999
1734;14;666;0,30;1000;0;0;0;1000;1,000
1735;14;1666;0,30;1000;0;0;0;1000;1,000
1736;14;3333;0,30;1000;0;1;0;999;0,999
1737;14;6666;0,30;1000;0;1;0;999;0,999
1738;14;16666;0,30;1000;0;1;0;995;0,995
1739;14;33333;0,30;1000;0;1;0;988;0,988
1740;14;166666;0,30;1000;0;4;0;908;0,908
1741;14;25;0,40;1000;0;0;0;1000;1,000
1742;14;50;0,40;1000;0;0;0;1000;1,000
1743;14;75;0,40;1000;0;1;0;999;0,999
1744;14;100;0,40;1000;0;1;0;999;0,999
1745;14;125;0,40;1000;0;0;0;1000;1,000
1746;14;250;0,40;1000;0;0;0;1000;1,000
1747;14;500;0,40;1000;0;0;0;1000;1,000
1748;14;1250;0,40;1000;0;0;0;1000;1,000
1749;14;2500;0,40;1000;0;0;0;1000;1,000
1750;14;5000;0,40;1000;0;0;0;1000;1,000
1751;14;12500;0,40;1000;0;1;0;999;0,999
1752;14;25000;0,40;1000;0;1;0;988;0,988
1753;14;125000;0,40;1000;0;2;0;939;0,939
1754;14;20;0,50;1000;0;0;0;1000;1,000
1755;14;40;0,50;1000;0;1;0;999;0,999
1756;14;60;0,50;1000;0;0;0;1000;1,000
1757;14;80;0,50;1000;0;0;0;1000;1,000
1758;14;100;0,50;1000;0;0;0;1000;1,000
1759;14;200;0,50;1000;0;0;0;1000;1,000
1760;14;400;0,50;1000;0;0;0;1000;1,000
1761;14;1000;0,50;1000;0;0;0;1000;1,000
1762;14;2000;0,50;1000;0;0;0;1000;1,000
1763;14;4000;0,50;1000;0;0;0;1000;1,000
1764;14;10000;0,50;1000;0;1;0;999;0,999
1765;14;20000;0,50;1000;0;1;0;996;0,996
1766;14;100000;0,50;1000;0;2;0;938;0,938
1767;14;16;0,60;1000;0;0;0;1000;1,000
1768;14;33;0,60;1000;0;0;0;1000;1,000
1769;14;50;0,60;1000;0;0;0;1000;1,000
1770;14;66;0,60;1000;0;0;0;1000;1,000
1771;14;83;0,60;1000;0;0;0;1000;1,000
1772;14;166;0,60;1000;0;0;0;1000;1,000
1773;14;333;0,60;1000;0;0;0;1000;1,000
1774;14;833;0,60;1000;0;0;0;1000;1,000
1775;14;1666;0,60;1000;0;1;0;999;0,999
1776;14;3333;0,60;1000;0;1;0;999;0,999
1777;14;8333;0,60;1000;0;1;0;998;0,998
1778;14;16666;0,60;1000;0;1;0;993;0,993
1779;14;83333;0,60;1000;0;2;0;950;0,950
1780;14;14;0,70;1000;0;0;0;1000;1,000
1781;14;28;0,70;1000;0;0;0;1000;1,000
1782;14;42;0,70;1000;0;0;0;1000;1,000
1783;14;57;0,70;1000;0;1;0;999;0,999
1784;14;71;0,70;1000;0;0;0;1000;1,000
1785;14;142;0,70;1000;0;0;0;1000;1,000
1786;14;285;0,70;1000;0;0;0;1000;1,000
1787;14;714;0,70;1000;0;0;0;1000;1,000
1788;14;1428;0,70;1000;0;1;0;999;0,999
1789;14;2857;0,70;1000;0;1;0;999;0,999
1790;14;7142;0,70;1000;0;1;0;998;0,998
1791;14;14285;0,70;1000;0;1;0;996;0,996
1792;14;71428;0,70;1000;0;1;0;964;0,964
1793;14;12;0,80;1000;0;0;0;1000;1,000
1794;14;25;0,80;1000;0;0;0;1000;1,000
1795;14;37;0,80;1000;0;0;0;1000;1,000
1796;14;50;0,80;1000;0;0;0;1000;1,000
1797;14;62;0,80;1000;0;0;0;1000;1,000
1798;14;125;0,80;1000;0;0;0;1000;1,000
1799;14;250;0,80;1000;0;0;0;1000;1,000
1800;14;625;0,80;1000;0;0;0;1000;1,000
1801;14;1250;0,80;1000;0;1;0;999;0,999
1802;14;2500;0,80;1000;0;1;0;999;0,999
1803;14;6250;0,80;1000;0;1;0;999;0,999
1804;14;12500;0,80;1000;0;1;0;999;0,999
1805;14;62500;0,80;1000;0;1;0;966;0,966
1806;14;11;0,90;1000;0;0;0;1000;1,000
1807;14;22;0,90;1000;0;0;0;1000;1,000
1808;14;33;0,90;1000;0;0;0;1000;1,000
1809;14;44;0,90;1000;0;0;0;1000;1,000
1810;14;55;0,90;1000;0;0;0;1000;1,000
1811;14;111;0,90;1000;0;0;0;1000;1,000
1812;14;222;0,90;1000;0;0;0;1000;1,000
1813;14;555;0,90;1000;0;1;0;999;0,999
1814;14;1111;0,90;1000;0;0;0;1000;1,000
1815;14;2222;0,90;1000;0;0;0;1000;1,000
1816;14;5555;0,90;1000;0;0;0;1000;1,000
1817;14;11111;0,90;1000;0;0;0;1000;1,000
1818;14;55555;0,90;1000;0;1;0;988;0,988
1819;16;100;0,10;1000;0;0;0;1000;1,000
1820;16;200;0,10;1000;0;0;0;1000;1,000
1821;16;300;0,10;1000;0;0;0;1000;1,000
1822;16;400;0,10;1000;0;0;0;1000;1,000
1823;16;500;0,10;1000;0;0;0;1000;1,000
1824;16;1000;0,10;1000;0;0;0;1000;1,000
1825;16;2000;0,10;1000;0;0;0;1000;1,000
1826;16;5000;0,10;1000;0;0;0;1000;1,000
1827;16;10000;0,10;1000;0;0;0;1000;1,000
1828;16;20000;0,10;1000;0;0;0;1000;1,000
1829;16;50000;0,10;1000;0;0;0;1000;1,000
1830;16;100000;0,10;1000;0;0;0;1000;1,000
1831;16;500000;0,10;1000;0;1;0;998;0,998
1832;16;50;0,20;1000;0;0;0;1000;1,000
1833;16;100;0,20;1000;0;0;0;1000;1,000
1834;16;150;0,20;1000;0;0;0;1000;1,000
1835;16;200;0,20;1000;0;0;0;1000;1,000
1836;16;250;0,20;1000;0;0;0;1000;1,000
1837;16;500;0,20;1000;0;0;0;1000;1,000
1838;16;1000;0,20;1000;0;0;0;1000;1,000
1839;16;2500;0,20;1000;0;0;0;1000;1,000
1840;16;5000;0,20;1000;0;0;0;1000;1,000
1841;16;10000;0,20;1000;0;0;0;1000;1,000
1842;16;25000;0,20;1000;0;0;0;1000;1,000
1843;16;50000;0,20;1000;0;0;0;1000;1,000
1844;16;250000;0,20;1000;0;1;0;997;0,997
1845;16;33;0,30;1000;0;0;0;1000;1,000
1846;16;66;0,30;1000;0;0;0;1000;1,000
1847;16;100;0,30;1000;0;0;0;1000;1,000
1848;16;133;0,30;1000;0;0;0;1000;1,000
1849;16;166;0,30;1000;0;0;0;1000;1,000
1850;16;333;0,30;1000;0;0;0;1000;1,000
1851;16;666;0,30;1000;0;0;0;1000;1,000
1852;16;1666;0,30;1000;0;0;0;1000;1,000
1853;16;3333;0,30;1000;0;0;0;1000;1,000
1854;16;6666;0,30;1000;0;0;0;1000;1,000
1855;16;16666;0,30;1000;0;0;0;1000;1,000
1856;16;33333;0,30;1000;0;0;0;1000;1,000
1857;16;166666;0,30;1000;0;1;0;997;0,997
1858;16;25;0,40;1000;0;0;0;1000;1,000
1859;16;50;0,40;1000;0;0;0;1000;1,000
1860;16;75;0,40;1000;0;0;0;1000;1,000
1861;16;100;0,40;1000;0;0;0;1000;1,000
1862;16;125;0,40;1000;0;0;0;1000;1,000
1863;16;250;0,40;1000;0;0;0;1000;1,000
1864;16;500;0,40;1000;0;0;0;1000;1,000
1865;16;1250;0,40;1000;0;0;0;1000;1,000
1866;16;2500;0,40;1000;0;0;0;1000;1,000
1867;16;5000;0,40;1000;0;0;0;1000;1,000
1868;16;12500;0,40;1000;0;0;0;1000;1,000
1869;16;25000;0,40;1000;0;0;0;1000;1,000
1870;16;125000;0,40;1000;0;2;0;997;0,997
1871;16;20;0,50;1000;0;0;0;1000;1,000
1872;16;40;0,50;1000;0;0;0;1000;1,000
1873;16;60;0,50;1000;0;0;0;1000;1,000
1874;16;80;0,50;1000;0;0;0;1000;1,000
1875;16;100;0,50;1000;0;0;0;1000;1,000
1876;16;200;0,50;1000;0;0;0;1000;1,000
1877;16;400;0,50;1000;0;0;0;1000;1,000
1878;16;1000;0,50;1000;0;0;0;1000;1,000
1879;16;2000;0,50;1000;0;0;0;1000;1,000
1880;16;4000;0,50;1000;0;0;0;1000;1,000
1881;16;10000;0,50;1000;0;0;0;1000;1,000
1882;16;20000;0,50;1000;0;0;0;1000;1,000
1883;16;100000;0,50;1000;0;1;0;999;0,999
1884;16;16;0,60;1000;0;0;0;1000;1,000
1885;16;33;0,60;1000;0;0;0;1000;1,000
1886;16;50;0,60;1000;0;0;0;1000;1,000
1887;16;66;0,60;1000;0;0;0;1000;1,000
1888;16;83;0,60;1000;0;0;0;1000;1,000
1889;16;166;0,60;1000;0;0;0;1000;1,000
1890;16;333;0,60;1000;0;0;0;1000;1,000
1891;16;833;0,60;1000;0;0;0;1000;1,000
1892;16;1666;0,60;1000;0;0;0;1000;1,000
1893;16;3333;0,60;1000;0;0;0;1000;1,000
1894;16;8333;0,60;1000;0;0;0;1000;1,000
1895;16;16666;0,60;1000;0;0;0;1000;1,000
1896;16;83333;0,60;1000;0;0;0;1000;1,000
1897;16;14;0,70;1000;0;0;0;1000;1,000
1898;16;28;0,70;1000;0;0;0;1000;1,000
1899;16;42;0,70;1000;0;0;0;1000;1,000
1900;16;57;0,70;1000;0;0;0;1000;1,000
1901;16;71;0,70;1000;0;0;0;1000;1,000
1902;16;142;0,70;1000;0;0;0;1000;1,000
1903;16;285;0,70;1000;0;0;0;1000;1,000
1904;16;714;0,70;1000;0;0;0;1000;1,000
1905;16;1428;0,70;1000;0;0;0;1000;1,000
1906;16;2857;0,70;1000;0;0;0;1000;1,000
1907;16;7142;0,70;1000;0;0;0;1000;1,000
1908;16;14285;0,70;1000;0;0;0;1000;1,000
1909;16;71428;0,70;1000;0;0;0;1000;1,000
1910;16;12;0,80;1000;0;0;0;1000;1,000
1911;16;25;0,80;1000;0;0;0;1000;1,000
1912;16;37;0,80;1000;0;0;0;1000;1,000
1913;16;50;0,80;1000;0;0;0;1000;1,000
1914;16;62;0,80;1000;0;0;0;1000;1,000
1915;16;125;0,80;1000;0;0;0;1000;1,000
1916;16;250;0,80;1000;0;0;0;1000;1,000
1917;16;625;0,80;1000;0;0;0;1000;1,000
1918;16;1250;0,80;1000;0;1;0;999;0,999
1919;16;2500;0,80;1000;0;0;0;1000;1,000
1920;16;6250;0,80;1000;0;0;0;1000;1,000
1921;16;12500;0,80;1000;0;0;0;1000;1,000
1922;16;62500;0,80;1000;0;0;0;1000;1,000
1923;16;11;0,90;1000;0;0;0;1000;1,000
1924;16;22;0,90;1000;0;0;0;1000;1,000
1925;16;33;0,90;1000;0;0;0;1000;1,000
1926;16;44;0,90;1000;0;0;0;1000;1,000
1927;16;55;0,90;1000;0;0;0;1000;1,000
1928;16;111;0,90;1000;0;0;0;1000;1,000
1929;16;222;0,90;1000;0;0;0;1000;1,000
1930;16;555;0,90;1000;0;0;0;1000;1,000
1931;16;1111;0,90;1000;0;0;0;1000;1,000
1932;16;2222;0,90;1000;0;0;0;1000;1,000
1933;16;5555;0,90;1000;0;0;0;1000;1,000
1934;16;11111;0,90;1000;0;0;0;1000;1,000
1935;16;55555;0,90;1000;0;0;0;1000;1,000
1936;18;100;0,10;1000;0;0;0;1000;1,000
1937;18;200;0,10;1000;0;0;0;1000;1,000
1938;18;300;0,10;1000;0;0;0;1000;1,000
1939;18;400;0,10;1000;0;0;0;1000;1,000
1940;18;500;0,10;1000;0;0;0;1000;1,000
1941;18;1000;0,10;1000;0;0;0;1000;1,000
1942;18;2000;0,10;1000;0;0;0;1000;1,000
1943;18;5000;0,10;1000;0;0;0;1000;1,000
1944;18;10000;0,10;1000;0;0;0;1000;1,000
1945;18;20000;0,10;1000;0;0;0;1000;1,000
1946;18;50000;0,10;1000;0;0;0;1000;1,000
1947;18;100000;0,10;1000;0;0;0;1000;1,000
1948;18;500000;0,10;1000;0;0;0;1000;1,000
1949;18;50;0,20;1000;0;0;0;1000;1,000
1950;18;100;0,20;1000;0;0;0;1000;1,000
1951;18;150;0,20;1000;0;0;0;1000;1,000
1952;18;200;0,20;1000;0;0;0;1000;1,000
1953;18;250;0,20;1000;0;0;0;1000;1,000
1954;18;500;0,20;1000;0;0;0;1000;1,000
1955;18;1000;0,20;1000;0;0;0;1000;1,000
1956;18;2500;0,20;1000;0;0;0;1000;1,000
1957;18;5000;0,20;1000;0;0;0;1000;1,000
1958;18;10000;0,20;1000;0;0;0;1000;1,000
1959;18;25000;0,20;1000;0;0;0;1000;1,000
1960;18;50000;0,20;1000;0;0;0;1000;1,000
1961;18;250000;0,20;1000;0;0;0;1000;1,000
1962;18;33;0,30;1000;0;0;0;1000;1,000
1963;18;66;0,30;1000;0;0;0;1000;1,000
1964;18;100;0,30;1000;0;0;0;1000;1,000
1965;18;133;0,30;1000;0;0;0;1000;1,000
1966;18;166;0,30;1000;0;0;0;1000;1,000
1967;18;333;0,30;1000;0;0;0;1000;1,000
1968;18;666;0,30;1000;0;0;0;1000;1,000
1969;18;1666;0,30;1000;0;0;0;1000;1,000
1970;18;3333;0,30;1000;0;0;0;1000;1,000
1971;18;6666;0,30;1000;0;0;0;1000;1,000
1972;18;16666;0,30;1000;0;0;0;1000;1,000
1973;18;33333;0,30;1000;0;0;0;1000;1,000
1974;18;166666;0,30;1000;0;0;0;1000;1,000
1975;18;25;0,40;1000;0;0;0;1000;1,000
1976;18;50;0,40;1000;0;0;0;1000;1,000
1977;18;75;0,40;1000;0;0;0;1000;1,000
1978;18;100;0,40;1000;0;0;0;1000;1,000
1979;18;125;0,40;1000;0;0;0;1000;1,000
1980;18;250;0,40;1000;0;0;0;1000;1,000
1981;18;500;0,40;1000;0;0;0;1000;1,000
1982;18;1250;0,40;1000;0;0;0;1000;1,000
1983;18;2500;0,40;1000;0;0;0;1000;1,000
1984;18;5000;0,40;1000;0;0;0;1000;1,000
1985;18;12500;0,40;1000;0;0;0;1000;1,000
1986;18;25000;0,40;1000;0;0;0;1000;1,000
1987;18;125000;0,40;1000;0;0;0;1000;1,000
1988;18;20;0,50;1000;0;0;0;1000;1,000
1989;18;40;0,50;1000;0;0;0;1000;1,000
1990;18;60;0,50;1000;0;0;0;1000;1,000
1991;18;80;0,50;1000;0;0;0;1000;1,000
1992;18;100;0,50;1000;0;0;0;1000;1,000
1993;18;200;0,50;1000;0;0;0;1000;1,000
1994;18;400;0,50;1000;0;0;0;1000;1,000
1995;18;1000;0,50;1000;0;0;0;1000;1,000
1996;18;2000;0,50;1000;0;0;0;1000;1,000
1997;18;4000;0,50;1000;0;0;0;1000;1,000
1998;18;10000;0,50;1000;0;0;0;1000;1,000
1999;18;20000;0,50;1000;0;0;0;1000;1,000
2000;18;100000;0,50;1000;0;0;0;1000;1,000
2001;18;16;0,60;1000;0;0;0;1000;1,000
2002;18;33;0,60;1000;0;0;0;1000;1,000
2003;18;50;0,60;1000;0;0;0;1000;1,000
2004;18;66;0,60;1000;0;0;0;1000;1,000
2005;18;83;0,60;1000;0;0;0;1000;1,000
2006;18;166;0,60;1000;0;0;0;1000;1,000
2007;18;333;0,60;1000;0;0;0;1000;1,000
2008;18;833;0,60;1000;0;0;0;1000;1,000
2009;18;1666;0,60;1000;0;0;0;1000;1,000
2010;18;3333;0,60;1000;0;0;0;1000;1,000
2011;18;8333;0,60;1000;0;0;0;1000;1,000
2012;18;16666;0,60;1000;0;0;0;1000;1,000
2013;18;83333;0,60;1000;0;0;0;1000;1,000
2014;18;14;0,70;1000;0;0;0;1000;1,000
2015;18;28;0,70;1000;0;0;0;1000;1,000
2016;18;42;0,70;1000;0;0;0;1000;1,000
2017;18;57;0,70;1000;0;0;0;1000;1,000
2018;18;71;0,70;1000;0;0;0;1000;1,000
2019;18;142;0,70;1000;0;0;0;1000;1,000
2020;18;285;0,70;1000;0;0;0;1000;1,000
2021;18;714;0,70;1000;0;0;0;1000;1,000
2022;18;1428;0,70;1000;0;0;0;1000;1,000
2023;18;2857;0,70;1000;0;0;0;1000;1,000
2024;18;7142;0,70;1000;0;0;0;1000;1,000
2025;18;14285;0,70;1000;0;0;0;1000;1,000
2026;18;71428;0,70;1000;0;0;0;1000;1,000
2027;18;12;0,80;1000;0;0;0;1000;1,000
2028;18;25;0,80;1000;0;0;0;1000;1,000
2029;18;37;0,80;1000;0;0;0;1000;1,000
2030;18;50;0,80;1000;0;0;0;1000;1,000
2031;18;62;0,80;1000;0;0;0;1000;1,000
2032;18;125;0,80;1000;0;0;0;1000;1,000
2033;18;250;0,80;1000;0;0;0;1000;1,000
2034;18;625;0,80;1000;0;0;0;1000;1,000
2035;18;1250;0,80;1000;0;0;0;1000;1,000
2036;18;2500;0,80;1000;0;0;0;1000;1,000
2037;18;6250;0,80;1000;0;0;0;1000;1,000
