;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
271;46313;98210;36801;3892;26850;53626;40776;104392;209742
272;107474;118948;13036;197760;78667;23716;155727;30416;186126
273;509989;79025;228893;109547;84741;76190;349434;534113;105302
274;239547;246021;74853;99705;38140;46608;17314;7022;5819
275;99238;9789;3409;282234;133260;12178;328836;54127;175828
276;75044;61913;72752;116976;139943;31477;62959;379421;18776
277;226768;562555;10457;38124;11341;122664;12258;674398;45178
278;686391;3855;133548;37502;22774;21378;112808;12357;25292
279;14724;19484;20156;146084;10073;50466;30924;36706;186447
280;23416;150591;66593;94156;31408;54938;447479;154723;293427
281;6917;31449;67172;28558;1594;47914;65972;37149;2353
282;20256;69305;282695;708;143563;6923;43788;22686;21139
283;162764;77169;20855;433218;82131;22831;115254;71313;546932
284;14027;51533;85156;214944;49821;21797;104816;769;42789
285;92790;22140;122205;2752;266726;281122;351484;145964;27164
286;57689;47197;228287;38144;206185;432441;16627;5834;107943
287;502285;33802;84829;4410;76474;34677;60803;634842;444899
288;8912;6217;56450;27393;6545;61284;153131;418260;41083
289;265674;46601;13712;61924;24229;396324;26430;287508;55664
290;21542;93029;218705;76458;29826;56034;325274;74937;898443
291;153603;222969;17326;67077;41443;248975;161407;20470;83010
292;110295;34877;106578;125920;14219;304160;1225;49693;81400
293;121044;89256;216724;51268;34510;15895;80132;19430;72610
294;258780;76359;25607;38549;217712;65217;52561;130263;720251
295;39171;81111;56593;8200;37830;103813;22046;14298;77343
296;120066;38931;56246;85687;52663;31744;62493;35376;608
297;10385;22367;44809;21821;26005;59499;38197;91681;506
298;311421;286265;500181;196765;119809;33679;4304;29134;4032
299;156341;175868;225943;154006;75160;66369;221903;25332;17546
300;551912;197649;172162;13833;76660;58216;383805;108226;13583
301;33065;269524;232460;15376;192681;53955;540382;857864;11160
302;270497;23598;491128;20171;520624;14002;52454;114878;55366
303;117384;60179;21932;42100;306490;7963;920;12820;35498
304;1032;68901;32615;55143;372374;46256;181879;8360;477015
305;49589;105486;84704;84912;62806;87670;60563;8437;32740
306;10767;91702;6807;6736;61818;83779;1143;114639;11173
307;50672;81315;10132;12801;141197;44839;18194;3205;1672
308;299183;38041;315663;155052;84543;210057;7967;47147;45171
309;90013;338524;33537;78643;8345;308741;329147;247263;93983
310;4027;94799;137695;72697;101857;49998;12817;18454;7922
311;23554;23575;46012;3194;488152;60702;108807;124533;207257
312;112597;25363;45509;34431;1363;179413;109908;702505;39627
313;706533;142380;156426;24365;39717;111388;55024;13683;36725
314;25453;128906;16683;49382;101036;580901;622799;334118;50536
315;130692;18010;206286;16664;128402;39748;12732;474924;175265
316;28168;3469;22472;22188;5824;42445;10735;94050;40133
317;11618;318462;44570;10148;142697;43590;182107;41648;67657
318;54321;480361;201533;49985;623;44270;149521;38776;43574
319;400407;169595;112162;246226;22785;34618;36635;80511;135177
320;219198;5788;82092;19885;79638;289879;93998;616055;438114
321;184730;81519;688;164976;118947;8482;296622;283;103486
322;73300;17807;461050;60025;35832;1850;47800;17875;106899
323;28478;20420;1146;24971;30120;33770;45592;59202;4722
324;73690;128628;503759;108642;129345;260583;240761;23111;21467
325;165929;34312;308099;195311;772907;425100;32019;191525;397418
326;87388;69759;58459;227557;74139;232081;15230;50551;55610
327;19479;39244;81174;20349;91786;305952;12485;12373;128237
328;415691;789239;179234;180841;87139;108034;4281;113635;40720
329;112512;1392;75488;23928;52685;29509;70363;79856;51042
330;959;5248;4629;177529;92539;39881;21752;31903;107227
331;89805;20084;58683;45531;93304;39791;17992;75818;27487
332;52161;33735;147713;2045;19888;25524;8666;37383;106140
333;50928;60527;7352;106921;49898;77374;92022;16197;17487
334;35222;59196;77198;99224;54828;461433;228562;158949;23212
335;285598;133035;13652;45433;144359;5395;159566;4178;21600
336;35289;86889;134144;41812;66910;26327;164409;74955;275740
337;63435;36722;47136;42557;1821;63679;31770;38171;7311
338;38375;11561;167334;66261;38635;54298;93945;4658;112203
339;164065;382189;127870;304884;13741;101592;21855;13464;17122
340;6622;25806;429052;103040;88982;517962;33655;426333;56177
341;158346;43124;123460;48178;19711;71247;19867;42440;186886
342;64888;64429;144140;203591;23044;141864;14304;242025;6026
343;45820;114729;48768;21644;266;54810;17446;36346;91003
344;334476;629136;13978;47226;258196;26747;654551;40197;549615
345;303185;96613;97113;15647;29948;8194;177712;172521;328363
346;44633;9241;26807;10609;17366;29396;101929;107728;54178
347;10945;132630;204556;35159;14108;18647;123747;71813;92435
348;220146;415719;123837;66078;54459;155059;157424;175458;447540
349;59585;351124;71719;85075;223651;56860;100997;566428;8553
350;53354;53804;43877;54821;132187;269961;210151;280615;93574
351;227222;20179;20128;16883;25911;23351;108309;49682;92288
352;40280;66369;145079;12400;8065;57251;422037;49671;45973
353;346532;1045812;145923;40264;388514;368423;149529;423208;130618
354;864494;46791;10048;140640;10286;512633;126632;32044;59703
355;176252;74700;31408;30822;18506;5425;32713;2775;26980
356;42228;243779;244306;11883;35010;11404;60054;8878;316
357;42098;179682;6761;14526;5233;22239;31143;22369;36703
358;153472;14214;48646;257921;34107;27961;42042;111502;14180
359;45198;13167;53387;381005;67780;14975;113470;9017;108595
360;125366;80534;21385;3233;4896;10440;25915;23477;35275
361;638763;9462;257400;26159;209939;277058;172214;4977;130421
