701;6749;140529;438069;350289;116826;171817
702;8781;147497;12444;128692;1705;74337
703;fail;471265;19300;169971;12531;40894
704;fail;31815;42252;253498;110335;166030
705;fail;20893;6491;40185;84398;117596
706;13336;85806;352365;37484;14491;109612
707;fail;249969;94074;17381;8583;9398
708;13748;37979;55040;140111;27935;25939
709;fail;275062;309971;9858;58559;41112
710;fail;565776;283038;17465;107429;5078
711;fail;438225;85660;19779;155318;73396
712;fail;230857;187687;39979;89151;48765
713;12324;4279;23919;144605;138897;35833
714;fail;398901;801609;308054;16901;115017
715;fail;8727;9932;1401;67902;918590
716;6175;4690;167197;12645;36206;112668
717;1608;537541;214324;60068;24725;123819
718;fail;736212;647;134539;276920;97852
719;5181;94496;227703;11393;74715;6180
720;fail;213988;591998;199268;24234;114982
721;fail;480294;706036;449569;358074;120245
722;fail;14351;46710;189937;105068;300083
723;2457;552317;17735;397300;24471;35565
724;1920;115658;27070;40813;11377;10515
725;80264;83516;104910;114584;13503;235950
726;fail;257048;183073;5441;1689;284695
727;fail;118870;233883;111214;42784;193281
728;fail;59202;7744;85340;96665;237006
729;fail;158569;304309;7037;106207;130420
730;fail;15323;177320;96342;366292;258808
731;fail;22700;273508;167462;32421;29411
732;fail;1414;460145;381946;415718;72048
733;fail;141754;279180;54486;145216;28450
734;fail;96279;7981;18220;31661;434277
735;fail;651614;368046;270476;44207;13788
736;29430;117007;94885;284665;55592;34750
737;7988;20765;257389;8535;138339;93707
738;fail;845043;548606;72575;14566;172168
739;fail;278609;162932;7226;32821;391449
740;fail;833946;530811;308488;74620;174900
741;fail;842842;182721;101344;1253;127879
742;fail;95927;274849;fail;347780;17596
743;fail;19004;368824;90309;154972;232132
744;fail;323138;40415;551933;35429;133136
745;646;281155;4958;26079;153084;50314
746;fail;728975;552026;357650;109760;49102
747;fail;633746;16653;150671;34949;156647
748;7417;834532;115982;52844;fail;26018
749;fail;185123;278083;144511;176048;372607
750;12368;24602;64386;39997;605207;21058
751;9401;147947;248558;37156;17864;63945
752;fail;19273;67913;590543;199262;298905
753;fail;115429;52062;87798;73653;365
754;6570;15143;7825;556626;81828;316336
755;fail;133682;104510;8505;53645;154353
756;9556;29872;101182;393356;558785;64115
757;fail;356529;307137;48927;180881;111789
758;fail;66369;16736;16648;48990;344804
759;fail;fail;102648;243893;333615;233216
760;fail;396619;347988;70990;85309;116795
761;fail;420235;162278;116929;143678;333687
762;fail;7547;65875;23596;3704;50223
763;fail;53055;159816;30212;5276;53748
764;fail;400362;6091;82141;3587;36819
765;fail;385642;65435;99931;298378;35116
766;fail;104123;fail;286486;93526;265362
767;fail;347994;15377;397042;67702;137406
768;fail;447987;57047;18898;33155;43237
769;fail;485872;658;18309;27221;356
770;fail;719050;36854;199170;42797;129049
771;fail;175873;240953;21264;12609;215619
772;fail;187288;39140;225829;53365;561
773;fail;18442;437675;46933;27468;14509
774;fail;135249;16282;110013;5471;205492
775;fail;635723;305971;65339;33819;67210
776;2923;44520;594275;133277;104071;56259
777;fail;fail;47645;213175;131053;102344
778;fail;42684;76351;23243;106559;238692
779;23874;36997;8681;235643;6680;147196
780;fail;495890;374870;489587;182336;4332
781;19323;49221;6934;7232;108798;260298
782;fail;224052;319265;363833;47367;22787
783;fail;6770;281356;83275;307953;67090
784;12485;284215;43687;91693;42706;54120
785;fail;22650;140008;405407;120955;301488
786;fail;489202;54274;147436;25378;176041
787;fail;58198;473161;178717;117246;175354
788;fail;129600;7133;13672;65290;21209
789;23765;14410;384897;57387;84164;22313
790;fail;345967;fail;9329;108198;29414
791;fail;136755;171810;637492;73647;45178
792;fail;22665;322381;198718;523782;124797
793;fail;51332;171319;fail;99926;131
794;fail;80946;334547;114960;32431;180956
795;fail;465623;525;716607;69634;22800
796;fail;520555;186018;50809;184545;130277
797;fail;212100;343206;158865;42341;63454
798;fail;846481;157206;97848;32089;217574
799;fail;165856;266608;8793;12829;25204
800;fail;18135;165335;213783;300036;59308
801;fail;40746;163476;94782;233595;26164
802;fail;6306;17060;36024;12838;324217
803;2939;238283;391801;5971;304365;8338
804;fail;510339;312826;226451;6010;8590
805;4859;4664;193493;7396;69022;25974
806;fail;fail;118118;33122;57991;43036
807;fail;157810;309386;32087;39848;87472
808;fail;fail;85083;180481;23364;149346
809;fail;8916;167270;9786;275570;187826
810;fail;370291;206757;8722;11523;536270
811;fail;152635;54062;713709;699870;41889
812;fail;10487;58705;75875;70788;601212
813;8361;173138;152270;28230;5930;3421
814;fail;599860;6139;48254;149702;127762
815;fail;90049;261712;279426;431621;134141
816;fail;424257;162349;81847;242437;27444
817;fail;7616;606007;2038;576932;67928
818;fail;80947;26966;9811;37305;58672
819;fail;675301;489288;15611;145236;298890
820;fail;27521;47425;143431;260305;96943
821;4038;35720;101014;41438;1696;27974
822;fail;77693;1159;69227;6406;57247
823;fail;332328;30114;133100;47960;59108
824;fail;14477;167095;276063;14104;120843
825;fail;328156;293465;101247;17978;133688
826;7267;fail;3039;76720;16092;572722
827;fail;8761;94224;58704;64852;188042
828;fail;541239;260866;19827;68733;221015
829;fail;212770;19580;17026;664228;790942
830;10903;173617;56129;67857;23119;364333
831;fail;19733;351729;511506;911684;114846
832;fail;268875;37083;16865;220136;35769
833;fail;4652;599796;184890;7923;143810
834;fail;fail;54218;228863;65571;172251
835;fail;103117;134892;45220;158629;79351
836;118176;14974;36617;53264;168476;44700
837;fail;213403;85544;144666;9946;102855
838;fail;116329;612841;21101;66300;80300
839;23835;32916;16884;4188;37043;5149
840;fail;9850;16799;110883;13224;17219
841;fail;86226;63026;88413;542032;2225
842;fail;400797;528092;203946;1213;121801
843;fail;55200;70886;124983;55443;3914
844;10015;35388;66930;9622;300734;40931
845;fail;38551;95254;155353;35456;99502
846;fail;496926;85936;5985;107776;334304
847;27432;50238;90665;14162;24438;179222
848;fail;288881;23450;41573;8790;102409
849;10932;792160;233362;35242;82851;12508
850;fail;6264;339198;686151;15644;16510
851;fail;146402;180534;570081;39247;46394
852;fail;5890;43657;6149;29484;499748
853;fail;fail;563182;273878;34297;20320
854;fail;1115;92517;28067;16649;37000
855;fail;37698;127254;158161;178501;43932
856;fail;65292;84679;198216;9263;13773
857;7440;128030;9762;22586;85574;5770
858;fail;766874;5457;27135;152602;239420
859;fail;163676;62515;237757;67143;113466
860;fail;220419;36171;601354;59236;94737
861;3283;249455;23930;7713;148881;80884
862;fail;39309;156344;279569;50296;180439
863;fail;450519;82315;60107;44892;157762
864;fail;395956;289381;9066;177141;149045
865;fail;171451;127997;310082;28095;37846
866;fail;335662;43835;127578;150659;110713
867;fail;76994;135505;588984;7766;140962
868;fail;30540;44524;5353;16005;40165
869;fail;119317;118823;263295;544938;71623
870;8323;225723;107706;19070;370527;144064
871;fail;90712;346053;113103;264063;155733
872;fail;138193;15794;727;69725;21185
873;fail;431221;328463;116754;624713;173905
874;6714;3451;64328;31804;57420;3466
875;fail;825087;133285;115196;180475;285383
876;fail;547876;77586;52322;140364;79309
877;fail;185112;126967;180506;193758;27006
878;fail;96003;123621;97430;280079;158188
879;fail;490441;135420;3908;54164;26901
880;fail;381704;fail;479699;48392;141567
881;fail;102285;17651;388885;253079;8351
882;11602;803400;49281;9728;34683;18072
883;1746;1466;685283;210567;187334;5391
884;fail;205658;87115;29949;9464;137245
885;1678;61658;11758;219127;753;5503
886;3743;100612;158777;21451;43718;253078
887;fail;555054;114047;67487;38961;255601
888;20713;127682;22081;134420;199183;114884
889;fail;88022;256877;189282;56800;272519
890;fail;8605;21043;17656;13592;98087
891;13186;30881;12452;125506;32383;44016
892;fail;398857;59674;105347;160761;56498
893;3902;576579;101628;116859;88421;13862
894;fail;81053;58511;25515;449638;2461
895;fail;203288;209610;63399;207609;240399
896;fail;140766;11366;158344;340142;47731
897;fail;162861;27619;9855;291354;50684
898;874;90115;138090;41943;28951;162449
899;fail;173481;fail;37468;163645;143308
900;1235;636614;130773;30785;121743;16980
901;fail;fail;195715;379901;85292;421227
902;fail;161113;226359;223987;fail;156571
903;fail;459696;fail;244536;600980;377520
904;fail;14380;34700;104074;30165;39938
905;10334;150093;57534;71516;73078;92712
906;fail;69925;84183;453580;83511;121170
907;5389;182159;114345;472444;57816;466909
908;fail;fail;130757;75810;10619;3546
909;1890;307955;520;165328;530595;74068
910;3135;116936;842;42798;336418;8500
911;fail;462649;18593;9092;20113;57278
912;fail;239540;18928;212084;1749;37875
913;fail;26470;5743;481644;30528;678
914;fail;114993;1324;387124;204496;91940
915;1678;31434;91117;144988;187190;131214
916;fail;297188;126813;77589;12812;281859
917;fail;238039;37718;29004;67800;154995
918;fail;fail;87832;127291;3697;81892
919;2804;8423;503400;13108;332;11950
920;1809;720037;405195;211228;6448;6296
921;fail;176420;185555;191452;176928;223811
922;fail;395224;9503;20388;21606;83748
923;fail;256169;168620;189849;107227;319391
924;fail;353924;17338;4376;37985;409092
925;13533;fail;450640;39516;9579;1437
926;fail;739;37869;206651;85835;234011
927;fail;64011;48913;1305;117332;12800
928;fail;72972;267932;44848;49407;49104
929;fail;527628;66991;100785;132009;444889
930;10797;220045;178733;107387;368171;220466
931;22860;2249;68254;20705;18376;129057
932;fail;122189;237088;144614;160241;28256
933;fail;730042;8717;36447;103520;288504
934;fail;505897;426755;48994;143955;328287
935;fail;255540;67094;498892;529;13407
936;fail;5585;152253;8650;1981;363969
937;fail;266818;540475;125501;22444;120039
938;fail;17656;47457;156404;186060;88102
939;fail;56663;5509;53454;70392;133576
940;fail;97494;6830;100041;148351;90054
941;fail;129459;141403;149801;130103;51259
942;fail;238911;228717;125577;145792;337833
943;fail;284886;73846;87947;218356;184462
944;fail;898547;85308;111999;113509;991
945;3236;125203;211193;25352;30479;88056
946;fail;161251;140289;213023;56839;58886
947;fail;1765;35982;192732;45354;38683
948;fail;34589;17068;752178;88422;25305
949;fail;175481;83295;236732;234229;90093
950;11921;66448;31277;12104;84652;2821
951;fail;231639;441457;385971;96776;178517
952;fail;1789;320954;7269;14378;61185
953;fail;522096;104533;18192;391427;178662
954;5452;41250;66254;36467;70850;230142
955;fail;709540;59931;199829;454283;142923
956;fail;12136;525104;37104;54927;37886
957;23110;802157;344626;91754;260842;5760
958;40288;12482;fail;168668;72189;147030
959;fail;45573;121884;28187;31467;45477
960;fail;38515;129039;28369;40624;44102
961;fail;101442;10646;28178;8260;268854
962;fail;856361;109798;90679;48166;53541
963;fail;203337;403525;150271;5289;fail
964;14301;229631;266258;244840;199507;57195
965;14410;48926;217838;44004;13931;138529
966;fail;60944;172731;9849;598913;68371
967;fail;51354;89439;251090;28591;71941
968;fail;363732;331415;221931;530233;130765
969;fail;16378;3003;19930;3664;55958
970;fail;733997;87539;516008;159452;24652
971;fail;128275;912088;459298;88503;39686
972;fail;18885;53249;12759;19979;80991
973;fail;247797;168441;121207;238467;116432
974;fail;9466;214999;72867;12208;211861
975;fail;64219;6529;314240;6032;33787
976;3401;230883;63673;42912;547630;38297
977;fail;230759;16764;241371;211843;4978
978;17006;553604;6858;322321;330382;71775
979;fail;353609;26007;30029;116914;5374
980;fail;181059;451804;6140;211129;2146
981;fail;14460;182526;13369;3647;102595
982;fail;221362;137334;4363;68481;41016
983;730;8885;754938;4961;10718;101154
984;44105;88485;103656;81042;13808;2388
985;fail;631548;87238;55965;475665;4853
986;fail;94818;242809;667578;15798;284513
987;fail;3983;31710;32361;134004;15855
988;15841;717193;432502;49660;494100;25081
989;1670;39470;33436;74223;208761;39862
990;fail;7958;15014;7185;115180;104760
991;26786;42485;7424;99812;16873;6273
992;fail;53337;166580;27702;132562;72342
993;9773;8167;119929;33722;906;66287
994;fail;180002;8922;53405;11679;23343
995;fail;373207;60035;78077;30735;128262
996;7914;107192;98557;1277;237822;123565
997;fail;29301;92230;80697;15762;183194
998;fail;15490;276068;520611;21709;82084
999;fail;43672;4911;12737;5802;47381
