214;fail;189919;1775;4351;555;39107
215;fail;358915;1342;143734;153425;217080
216;fail;141030;519450;151046;3554;89155
217;fail;12095;fail;70528;169494;55725
218;fail;624350;150249;278089;285406;7370
219;fail;384148;107034;186573;304387;27670
220;2995;161491;14068;85563;167298;34972
221;fail;57933;139111;8283;218060;19985
222;fail;149322;400672;3271;86227;319182
223;fail;284160;86231;50771;212940;160957
224;fail;10974;13505;969;58919;86442
225;fail;fail;2866;32697;9054;34453
226;fail;13021;23971;58457;141430;97477
227;fail;50788;154606;79017;8295;24006
228;fail;6633;276823;89071;41417;112981
229;fail;5232;872691;28633;418037;182985
230;fail;327599;122500;1335;53447;23852
231;fail;503275;42178;11696;78766;62237
232;fail;825912;355505;45234;11982;19142
233;fail;116421;14894;387;136020;432972
234;fail;59351;59953;14640;73181;32238
235;15539;298319;165355;48940;40553;106704
236;10515;581223;12033;218241;93376;10354
237;fail;583;394;68077;163488;76879
238;fail;140767;1905;43686;72421;67575
239;fail;fail;18087;71499;172087;21837
240;fail;132727;1294;156492;291066;193807
241;fail;130799;5280;51731;43828;907315
242;fail;44698;16187;24341;39469;54244
243;18391;199729;194249;21552;2749;466484
244;fail;2780;55369;640107;22492;218928
245;fail;3346;467114;195176;189967;120618
246;fail;385235;297521;175143;116173;234168
247;fail;412332;178376;467091;289492;107737
248;fail;303312;122916;521072;51423;60189
249;fail;60800;756842;384293;358455;43058
250;fail;381127;71454;111767;94973;393848
251;fail;7109;54125;446008;120018;245055
252;7472;359046;586667;50033;20034;169843
253;fail;120310;44540;355834;312483;284569
254;fail;341646;106414;12659;105179;47920
255;fail;481435;92636;119239;197833;88839
256;fail;475911;184340;15835;157447;159063
257;fail;fail;21208;31955;23149;116157
258;fail;125912;101765;156784;290124;157064
259;fail;495510;209138;252342;285824;57594
260;fail;461612;560384;198018;12628;112665
261;fail;53226;218788;337253;99752;92941
262;fail;27726;54518;30522;98568;100734
263;fail;716553;213283;12730;137803;36398
264;fail;188067;167982;106052;48081;33673
265;fail;92596;111943;1208;84056;115094
266;fail;846339;8286;164840;356492;141993
267;5131;8038;137685;6273;245495;395182
268;fail;111763;56650;47303;48341;52688
269;fail;76584;533380;139542;467448;122195
270;fail;437703;18778;44077;67977;9136
271;fail;76713;51144;16830;112856;573582
272;fail;365615;529116;5337;446;42962
273;fail;178024;611996;82053;33009;455075
274;fail;74271;66998;473281;333078;230107
275;fail;fail;10239;83144;72715;301328
276;fail;10634;179046;303855;53603;479571
277;fail;58310;181895;166598;242489;8425
278;fail;186847;104404;333643;176170;7057
279;6857;fail;175850;12489;94135;38058
280;fail;138545;93196;79937;60764;99001
281;fail;88407;712720;84973;139510;224844
282;fail;424198;121674;1361;25401;56356
283;fail;53727;24857;25419;53331;9233
284;fail;388145;437926;158012;122466;359207
285;fail;318762;50559;22144;16806;33349
286;25902;59932;12005;33247;3971;130078
287;fail;22332;11280;68318;181892;30670
288;fail;23635;100911;137141;141110;29859
289;3272;7897;3798;39107;91259;18617
290;fail;66930;10120;16954;232392;75921
291;fail;168919;27038;525532;143597;231358
292;16814;91372;452;17246;123731;333427
293;fail;186923;41205;915579;2752;143587
294;fail;180033;333636;59906;89515;478818
295;fail;23094;54517;145170;2023;229128
296;fail;352625;221746;28126;51741;37577
297;fail;375731;398104;2741;232266;223008
298;fail;6580;5173;39723;23317;39402
299;fail;104140;123488;400001;112802;124565
300;fail;128617;39867;142281;8577;308663
301;fail;130182;87639;305661;3953;150203
302;fail;333539;473462;142200;114904;21462
303;fail;fail;36248;106348;1924;65132
304;fail;44055;753376;50228;48412;82291
305;fail;153181;51640;421749;391660;163821
306;33037;18413;4204;106001;135503;43861
307;fail;218489;56214;18505;14985;68702
308;9966;125841;446076;182208;43451;255791
309;fail;239852;169015;47155;304599;395212
310;fail;3523;41556;39225;85879;216699
311;fail;232088;51603;64290;255954;378401
312;fail;fail;16130;48288;50080;45311
313;23896;465187;26958;162068;37004;67647
314;fail;230484;75566;211807;22994;20598
315;fail;41239;12988;31224;25798;27974
316;fail;5417;346607;28987;78821;680092
317;fail;781426;65807;230118;224528;171108
318;2480;165050;40878;94767;570104;179741
319;14986;162662;387574;131609;184524;44127
320;fail;140080;19208;11002;3997;51552
321;1076;22723;66491;8095;21141;36812
322;fail;159983;625440;6254;9177;10567
323;fail;27637;5472;fail;8084;90407
324;fail;13865;56582;8487;126896;27082
325;fail;388210;40000;43808;130850;3391
326;fail;fail;285358;9103;88933;91931
327;fail;109289;74648;70536;147872;84633
328;22001;50441;31496;156486;17963;327321
329;fail;331441;fail;224006;268039;132430
330;fail;183911;652688;177577;31549;1549
331;fail;176453;650432;70379;6832;93199
332;fail;294740;34415;388914;56570;233856
333;fail;84808;340336;51402;431481;35320
334;fail;79966;122827;643753;72386;382033
335;fail;805417;41446;455065;313015;55748
336;fail;6370;22653;41886;122496;130799
337;25718;48626;103434;10458;85601;91735
338;5230;332714;28536;252787;26678;215860
339;fail;190874;296181;209625;1560;10121
340;fail;2740;9667;76387;1724;93619
341;fail;54001;170863;143604;27558;46586
342;fail;520548;177643;20076;87179;273342
343;fail;44403;116581;41672;14308;75889
344;fail;21709;69160;594314;44348;378815
345;fail;35857;339355;328701;510301;247973
346;fail;fail;2414;38296;50959;2306
347;12348;65908;184807;117988;61633;119749
348;fail;148432;49319;476236;16308;14745
349;fail;168792;87117;24960;48132;335268
350;fail;98985;321561;346807;257161;58737
351;fail;411838;70393;84658;6808;217461
352;fail;fail;44648;7105;327328;3279
353;fail;886329;1990;325781;20392;262292
354;fail;416906;356207;401253;92520;279178
355;fail;1107;663990;35591;81813;253453
356;fail;1281;201834;83306;47975;47959
357;fail;44150;15029;28643;607515;360632
358;fail;fail;510312;307652;72489;744201
359;fail;121751;30571;12532;74975;173450
360;14310;160362;7163;123950;6610;33200
361;fail;85929;78046;181584;94749;317563
362;11051;fail;312825;198462;188372;99570
363;fail;98473;630953;58543;107615;13386
364;fail;128485;1935;45319;11664;589461
365;1208;161147;823;95194;10702;152298
366;4215;449100;281625;24191;222318;30268
367;8707;169205;85610;44300;94255;129034
368;fail;68645;479060;8961;11561;5781
369;fail;94958;66957;fail;13856;16867
370;fail;286295;170195;6346;13525;60255
371;fail;77357;35228;271830;12998;42811
372;fail;39324;28996;435629;231997;389449
373;41941;255608;112092;168961;25172;166303
374;fail;11597;10810;30278;75175;44176
375;18072;533587;633533;143007;62900;297147
376;6399;fail;135950;128932;365810;23718
377;fail;122353;116490;479729;14960;141968
378;fail;2895;91218;111367;25859;17515
379;37932;fail;386926;4817;236565;804
380;fail;53829;71566;164342;153667;98739
381;4477;652140;52880;382634;101127;130793
382;fail;8119;29371;32875;71141;8092
383;fail;374846;262512;12965;14881;109789
384;7960;fail;76821;250411;133388;16928
385;fail;116547;604217;118014;281493;56245
386;10754;319119;12271;81586;80458;1022
387;fail;21093;69068;2685;39080;55147
388;fail;181754;24594;145026;80345;261693
389;fail;177516;379804;153682;31477;392512
390;fail;fail;18843;223441;39026;82137
391;fail;fail;319440;31784;72326;188761
392;fail;282265;285932;3107;114828;31562
393;fail;87944;396152;70316;72824;19836
394;fail;250427;506112;11029;195820;22423
395;fail;443379;174880;151154;17030;234874
396;3136;232467;73350;282;fail;31222
397;fail;295058;129580;12304;59474;99303
398;fail;46981;112276;291089;387075;212912
399;fail;857804;13087;54157;334631;92623
400;fail;8561;8554;5519;4488;76069
401;fail;110024;167621;89056;39957;23886
402;fail;166486;96591;202382;19913;225197
403;fail;125966;562718;55153;60322;30760
404;fail;607401;45201;182552;63739;103852
405;fail;23669;305606;84600;625339;27184
406;fail;89106;11878;5274;109191;29186
407;fail;476884;42290;137781;125196;383884
408;fail;46462;23241;20725;139568;101357
409;18478;19878;24190;382453;21420;12245
410;fail;23039;147653;62757;150585;519833
411;12681;616957;30679;54062;28477;10236
412;fail;2030;35923;79453;21431;51484
413;fail;185460;56961;625753;92272;91177
414;fail;402106;640020;10233;3371;54372
415;fail;48075;747308;102331;78493;23368
416;fail;40588;33634;101450;20025;26215
417;fail;193975;344232;157885;7088;208723
418;fail;20207;308066;193898;16460;393369
419;fail;374827;429379;49646;177016;78374
420;988;37903;41691;9001;170436;175172
421;fail;6848;5952;352703;33275;135141
422;fail;242126;80990;62583;303670;148935
423;16751;10071;33895;448308;233327;393261
424;451;67235;376;93692;80442;5148
425;fail;896257;467933;178073;470283;66585
426;fail;795045;395255;9580;660098;340431
427;fail;6383;110361;41774;47227;9058
428;fail;128446;72418;33765;18871;19263
429;fail;349504;85919;68660;63108;403787
430;fail;384038;148276;54968;13345;73569
431;fail;217958;79770;80132;32436;28997
432;11807;fail;155027;68242;71232;48437
433;fail;32225;178968;118060;68422;183426
434;fail;53888;16133;23255;150418;364085
435;20155;69567;76080;26517;70234;64897
436;fail;407432;281632;460152;19751;19049
437;20678;46435;50012;57272;43856;41180
438;fail;222022;228200;216834;120627;126341
439;fail;72588;10642;171351;18307;38169
440;fail;776413;139372;17194;414031;316959
441;7471;32472;42774;4373;245018;62000
442;fail;189297;97336;39265;107509;389469
443;fail;548793;163376;536584;281390;16363
444;fail;630152;343078;194201;43252;332348
445;fail;99115;152753;17553;295424;215982
446;fail;390594;4049;84723;32007;115522
447;2417;28024;5966;61199;9700;44430
448;13507;17206;103274;20342;25629;25113
449;984;114922;216335;322718;75548;81757
450;fail;140218;7990;81543;4092;114125
451;fail;fail;127981;23263;94394;84779
452;26299;275188;274987;49434;98910;21641
453;fail;80775;327755;7077;64378;7107
454;fail;328116;fail;286818;100468;214944
455;fail;153302;115189;217317;304440;394048
456;fail;613669;21306;281502;309051;280270
457;9467;326550;47856;9827;153979;376342
458;fail;550072;486371;203472;18037;212852
459;fail;358566;235431;190566;473909;fail
460;fail;526173;90350;103491;38364;178284
461;fail;247125;21731;60304;403294;372766
462;fail;22116;124464;135660;15599;28735
463;fail;8684;57281;189418;43640;82519
464;24274;428685;5853;24256;245334;218659
465;fail;178457;123519;106153;102687;2500
466;fail;440971;248852;10954;1370;48824
467;fail;574035;244543;106112;153918;16044
468;fail;65246;31327;487365;22561;637717
469;fail;168689;87984;16476;1558;5662
470;fail;9447;307079;309072;72215;288339
471;fail;537559;69753;63147;96992;101711
472;fail;122051;151699;55668;5982;33142
473;fail;765041;25987;94228;116715;352574
474;fail;1621;119807;161441;358072;416588
475;fail;fail;9779;1091;2723;10950
476;fail;99422;3045;25969;325648;168748
477;fail;fail;452268;442074;165549;101311
478;fail;907571;32491;32152;5393;167912
479;fail;fail;167527;78261;726581;8499
480;5211;365350;36368;3040;47623;36985
481;fail;237933;347068;63938;18093;113448
482;fail;375603;291639;17546;258434;154915
483;fail;210642;442361;46264;66980;17375
484;fail;172469;256131;887164;194936;352694
485;fail;746761;73382;11023;116004;25717
486;38777;67975;172506;70873;8027;31297
487;4083;635856;413791;62422;224762;7505
488;fail;98496;593420;32009;16449;130983
489;fail;287960;51031;619;34091;66943
490;fail;120728;6306;247455;170273;371425
491;3773;68077;82474;152671;12417;73648
492;fail;792765;366642;74455;154890;64174
493;fail;428414;10827;556891;37939;70816
494;fail;135501;34382;60553;380892;245585
495;fail;62998;98404;7256;48626;8688
496;fail;27439;267189;11371;724379;1943
497;fail;293846;366863;153300;114521;305618
498;fail;783293;845023;56486;112542;405809
499;fail;60251;52130;538743;61395;412226
500;fail;237003;163138;102881;40007;181498
501;fail;421;413569;287020;49140;268113
502;fail;20592;71781;48097;17386;736245
503;fail;29180;513431;316625;7728;97289
504;fail;6025;923;21376;210158;148528
505;6165;211768;196225;227001;161367;145088
506;fail;400264;5712;3384;176572;5082
507;1804;272065;43249;278950;2524;11093
508;fail;263026;65700;23688;14598;24066
509;52252;52659;49672;10579;69676;11053
510;fail;124572;90788;36003;53719;97780
511;fail;59956;1312;58898;152336;22903
512;fail;288874;6081;27980;79683;33093
513;fail;70164;91489;59482;83970;11941
514;fail;184911;1999;24418;105520;135718
515;fail;210308;91358;530083;110122;15028
516;fail;111468;273169;81326;249135;3597
517;fail;433284;213572;63487;333565;47455
518;46278;74527;97124;43339;4905;37967
519;253;357329;22697;123369;95581;182300
520;777;424572;452836;46520;273531;83529
521;fail;9966;18841;102453;125416;1748
522;fail;251465;137059;111734;48625;528030
523;16048;41642;548800;245470;13681;269116
524;fail;296955;1155;35687;157576;662423
525;fail;134432;237290;72160;52632;16822
526;fail;9512;31695;22711;16957;225463
527;fail;19377;7870;96764;22256;43023
528;fail;38892;100502;137628;32981;289888
529;fail;261727;127631;45487;53573;148749
530;fail;102346;51570;200810;91070;442040
531;fail;107512;113865;35438;140336;77741
532;fail;48115;268128;72207;196221;545133
533;fail;714377;220040;499774;15435;190660
534;6847;22689;293616;31392;201699;29647
535;fail;351178;30198;287948;275682;61180
536;fail;372701;66010;247128;122603;280830
537;fail;832562;67442;34198;12879;159348
538;fail;49920;440185;24995;320;22525
539;fail;81526;fail;86908;75637;5169
540;fail;90314;68597;170435;44213;407063
541;fail;fail;111328;14695;55068;102121
542;fail;94573;765990;124419;887483;112820
543;fail;9681;692473;94239;114536;53928
544;fail;71294;31395;2648;270147;44768
545;865;270;73719;2226;13553;90755
546;fail;336571;2412;877633;61442;3966
547;fail;409484;13407;390403;3053;42044
548;fail;119942;178789;57677;fail;151363
549;fail;411557;140336;101175;182683;45594
550;fail;41040;10530;145310;263645;145782
551;fail;157119;4110;169485;184217;115039
552;fail;445037;3270;51925;156375;17580
553;14680;368126;1823;195574;131501;64680
554;fail;502475;7708;72459;26906;69093
555;fail;60215;292746;461945;9227;52240
556;9336;4947;596163;169601;28662;43922
557;fail;191539;323787;126395;304454;289877
558;fail;787181;30339;193018;4622;5973
559;252;184677;33638;53507;5209;3045
560;966;26327;83318;116030;54939;78257
561;12545;14752;41829;91847;26021;44259
562;fail;21616;171279;41389;3440;109575
563;fail;291240;28376;80097;2424;27930
564;21529;11490;12771;32196;117323;37762
565;fail;21092;621698;289873;17235;13045
566;fail;420441;189802;40377;97490;66422
567;fail;79845;2386;375696;359502;64953
568;18554;783357;2448;2644;65433;423032
569;fail;8936;258731;135851;16864;514516
570;fail;fail;142152;492131;117174;100866
571;fail;4432;288442;91261;249297;120349
572;fail;358421;280692;165348;98060;230072
573;fail;331326;23984;23635;8361;11240
574;fail;11539;32689;65321;186110;831461
575;fail;743844;168192;149499;100910;821734
576;690;230964;18669;31760;20089;5272
577;fail;32443;15415;18184;135302;73652
578;fail;29224;66108;131805;16152;49158
579;57;64720;7099;90470;114973;65413
580;fail;546967;79889;7540;45693;143135
581;fail;45545;340;62250;34871;59741
582;fail;65616;36485;160735;75845;813165
583;fail;167765;116714;54662;154454;133128
584;fail;2189;35816;51980;63958;219050
585;fail;482467;50135;54969;9633;16769
586;26;39246;51260;164;304471;27715
587;fail;237302;18117;269450;115543;524806
588;fail;162405;611672;572179;12430;58645
589;fail;151930;675803;380247;122576;375524
590;fail;406980;15097;61600;63650;40460
591;fail;49912;199497;50971;398785;208135
592;16336;31776;12630;187945;20571;9454
593;fail;14572;451867;256978;49985;121298
594;fail;78672;60398;400970;152821;99474
595;fail;215931;247618;23136;5865;24106
596;fail;17123;613282;74340;85845;45296
597;5836;305852;48518;86832;190838;64998
598;4882;297265;23002;178940;149411;140966
599;26613;294000;90419;145703;44067;162688
600;fail;25941;50823;304624;309053;218143
601;fail;127489;11393;10182;4239;237426
602;1501;8727;585833;7484;144389;24596
603;fail;51707;180508;35478;6399;212613
604;fail;23996;80611;205279;151265;34007
605;fail;667636;112821;142720;51468;697062
606;fail;64413;11455;256403;99754;123411
607;14472;4652;20545;4704;154302;126995
608;fail;37508;134408;140425;57894;52542
609;fail;328536;421688;230;5299;125630
610;fail;545452;188417;301815;88223;205580
611;fail;459382;233477;167732;179046;80589
612;fail;56031;5701;519717;55809;254637
613;fail;391766;83897;46039;165704;16573
614;17774;19039;34548;18931;1780;125089
615;fail;fail;259495;74612;6275;77641
616;fail;20931;46774;803087;46281;27542
617;fail;183598;41179;270983;146629;136243
618;fail;15735;26358;2370;250341;111114
619;fail;81851;33091;21565;309131;582396
620;fail;155708;488647;773273;349272;122951
621;fail;379476;97056;67880;52357;484886
622;6603;67191;82697;10926;159445;138722
623;fail;357148;100056;5047;39064;15051
624;fail;9098;18360;28495;113399;194567
625;fail;281557;75245;22260;21881;31298
626;fail;57303;118705;139548;377030;64570
627;3665;94087;69540;92986;217146;4379
628;3059;86646;93535;48425;11131;137733
629;fail;fail;fail;34222;36572;27436
630;fail;140393;39629;45005;59864;54711
631;fail;54966;23101;38738;24355;60604
632;fail;63521;544933;44828;8338;17195
633;fail;10626;288066;19202;64389;375654
634;fail;121064;16606;47979;46022;356277
635;fail;472905;93020;94451;23713;169810
636;fail;7081;514140;377157;42657;388297
637;fail;372757;26376;71984;75081;8335
638;fail;332768;fail;619633;243023;17927
639;fail;137396;428503;56978;285327;122568
640;fail;450073;42770;178370;28816;24502
641;fail;192621;294234;12778;72133;106378
642;fail;107109;fail;109145;249513;213874
643;fail;23412;128370;39843;12680;469288
644;fail;469616;337017;129186;243547;470908
645;fail;128756;109701;125198;122012;42921
646;fail;13776;33877;896469;15627;124816
647;fail;120230;37750;20497;136535;258574
648;fail;90331;613133;401587;567528;152528
649;4360;124228;209634;39457;6849;170858
650;fail;249958;170694;16253;19867;27642
651;fail;34402;80511;168426;47305;288999
652;fail;621266;fail;210035;153174;180872
653;fail;3014;364154;77698;102358;19443
654;fail;35802;40002;75306;2802;45063
655;fail;20695;26287;233921;17614;234291
656;fail;218712;63689;5470;39979;26502
657;fail;fail;255441;6;3578;189451
658;fail;127671;150753;85135;45070;100263
659;fail;34828;fail;270675;6449;67900
660;24331;20955;68567;129315;279510;62575
661;fail;2600;77860;1268;52937;91732
662;fail;397597;116531;489663;263259;12788
663;fail;539824;11109;26915;1905;52968
664;fail;807010;389658;164758;17703;201804
665;fail;29811;452685;68436;78579;33013
666;fail;132220;63487;2063;8131;31195
667;fail;876709;547318;282351;3389;16472
668;fail;255166;156928;13724;69866;533912
669;fail;62070;39349;1005;602688;3252
670;fail;42110;284640;124985;73993;53988
671;fail;637251;7942;318262;499457;189376
672;fail;fail;10403;817;16302;64926
673;fail;fail;586175;459348;40472;119044
674;fail;89986;52742;44553;51726;278422
675;2409;269080;359925;379424;123089;125963
676;fail;158415;26807;32018;149383;340872
677;fail;449996;66113;366164;465497;31252
678;fail;104432;74541;47211;110910;118035
679;fail;402089;3270;17135;31682;7385
680;36287;52035;309847;230255;30692;22402
681;fail;768322;39841;179406;109692;100464
682;fail;14045;45537;145535;109859;57480
683;fail;129332;131568;428654;291159;207751
684;fail;185556;357526;44762;69519;118086
685;fail;23667;252959;29215;357193;15634
686;fail;109325;321987;11442;396756;59605
687;fail;97029;80775;5433;134538;35407
688;fail;74966;89545;27645;735995;116217
689;fail;667320;277074;189149;139485;122357
690;7302;45640;94345;357811;278099;21325
691;fail;450005;457457;729082;11804;11621
692;fail;217135;6524;57900;20473;133103
693;fail;4838;129753;187521;34739;87271
694;fail;408725;228294;32453;113241;110774
695;fail;fail;527118;361686;192561;517460
696;3925;48000;38859;50560;29300;44024
697;fail;298422;91698;177634;7254;52630
698;13333;55758;318603;41605;123328;80721
699;4098;392457;360635;74959;293780;449506
700;fail;68341;613627;3864;19042;12077
