;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
1956;9165;8373;1545;2489;1412;592;466;5686;1181
1957;5813;3536;3287;1630;1531;216;9504;3037;2762
1958;4446;1746;2127;971;2134;3754;6701;1147;5998
1959;24573;4027;198;7166;7772;11323;389;398;364
1960;7532;188;2301;1110;1135;1446;433;591;1348
1961;673;1342;1493;1462;1156;130;1612;462;2485
1962;2071;6250;6772;8648;651;486;140;1282;231
1963;2872;1660;32;839;2035;2149;727;519;1239
1964;4971;1548;2266;3324;2141;541;1138;2159;370
1965;4591;2182;2632;414;6265;171;1069;2559;4099
1966;10715;9807;2206;649;15532;6204;22293;4118;2773
1967;1180;258;558;1426;532;728;2611;368;149
1968;721;39259;3631;2144;3441;1139;1129;7495;12120
1969;794;467;617;138;10199;1822;2837;510;8056
1970;1586;7618;194;2565;693;1363;899;1308;345
1971;228;4991;1890;4948;193;452;1541;983;686
1972;19407;3527;4468;11309;9759;92;4288;3619;757
1973;2456;13000;6276;11374;336;990;1800;1264;4615
1974;3745;3763;3008;8827;1189;959;415;466;1381
1975;814;2949;3164;50;121;3850;562;887;3414
1976;3032;1334;2226;264;1500;1626;1550;220;232
1977;2343;474;4614;1267;1236;3320;344;625;1686
1978;2457;3282;6381;2255;361;1100;944;394;1189
1979;1950;4954;2195;248;337;1136;971;648;754
1980;10450;4011;1842;3712;1402;1611;11455;2228;4011
1981;8491;4264;2822;5239;748;118;1510;2141;1223
1982;1423;236;3214;416;1304;1197;1285;9400;2864
1983;249;2933;128;792;4010;2236;230;1176;29
1984;2856;560;335;1195;2207;1796;392;1772;95
1985;475;2742;7166;3051;7769;339;4045;410;5646
1986;1320;4016;90;1955;117;536;2913;582;399
1987;14623;15915;2464;172;3389;3744;2285;2205;2008
1988;20845;5990;1280;4531;4181;589;1127;971;2173
1989;4189;3016;1214;4430;1543;9948;1372;1262;8571
1990;808;5975;881;981;1127;21;1366;3189;2127
1991;6357;10383;4168;398;11512;2184;1504;751;1071
1992;1145;832;1790;753;566;3302;1322;850;2363
1993;10603;1500;948;3017;1530;4822;2931;4106;660
1994;743;1507;2149;2030;5407;1068;1835;274;888
1995;6017;7684;1840;143;766;1478;6357;723;468
1996;9794;1016;62;3970;5190;1110;947;1132;216
1997;384;625;2126;1734;5094;1305;3291;391;232
1998;573;4473;579;925;811;803;680;2143;513
1999;47;3862;661;2171;7;3106;455;409;855
2000;3325;2744;2241;414;153;258;185;1995;838
2001;11012;23475;2768;428;269;2807;572;551;337
2002;2088;1558;368;1349;133;4787;3934;1950;1139
2003;6422;269;2072;673;1549;955;2220;567;2503
2004;4830;12671;6476;5822;2895;1490;574;1164;16329
2005;621;4355;11401;399;2592;317;975;1559;2196
2006;20234;4429;900;903;1789;142;3063;9734;1458
2007;486;255;3420;68;782;270;808;1057;74
2008;9370;1217;4329;3146;2386;729;5894;398;3724
2009;1558;2990;715;5567;2697;458;4580;561;2913
2010;2503;902;437;2126;274;284;149;789;550
2011;15147;1492;3412;695;6259;5255;248;4725;2691
2012;3891;915;551;4679;697;6914;1117;543;5099
2013;835;622;3097;1456;664;2869;1218;217;306
2014;6750;3231;3109;2946;1125;1145;6294;2609;576
2015;6919;1144;2285;283;698;881;1413;4437;720
2016;2817;4864;8711;230;600;1973;347;406;1695
2017;4665;267;2985;1049;1459;2679;824;79;3812
2018;275;609;1307;10585;237;560;187;1064;261
2019;1180;2310;671;2663;715;3291;14023;187;107
2020;25760;4153;505;604;1157;1020;557;333;5640
2021;4434;1003;3086;1053;665;389;815;3908;3598
2022;1077;1610;2893;19627;13215;617;3734;335;377
2023;553;5167;2396;289;318;4398;1627;1277;261
2024;4618;2915;1196;980;311;1144;708;1398;144
2025;17954;5276;2449;1762;368;4083;2659;3500;5798
2026;2764;2604;2661;2547;2569;5603;920;445;1745
2027;6435;1750;9174;11128;15819;1134;3319;1997;5925
2028;4188;794;1708;10944;1832;2948;4399;499;745
2029;4503;8009;1885;737;1520;3046;3405;564;728
2030;8467;1944;210;1545;2174;2322;681;611;6974
2031;849;2017;188;4001;4916;2547;5703;1031;920
2032;4855;5895;1790;216;5071;2157;2736;1213;1658
2033;596;417;1395;1503;2484;1097;5768;2228;6049
2034;7130;1199;1549;2371;322;1476;706;117;1991
2035;2232;268;3493;931;2464;605;1984;803;6247
2036;9492;8695;3236;302;202;10504;7716;688;5915
2037;1695;925;900;2159;2124;879;274;2143;280
2038;1048;937;171;5705;5337;1304;1604;561;123
2039;6302;1175;3364;128;1567;1457;1121;2700;378
2040;14090;563;529;2475;1554;1154;850;329;704
2041;506;678;7977;4232;4432;2865;2998;2097;1380
2042;428;4967;21074;5075;1914;2875;934;1783;8545
2043;6079;5225;5355;1954;3854;4308;1240;3935;2017
2044;130;2017;479;114;1768;321;2344;1071;251
2045;2449;2294;2731;1854;2088;1277;1420;1465;679
2046;304;4693;2601;988;4560;10701;1050;362;337
2047;73;10055;1889;1988;375;3808;160;84;3568
2048;893;4096;2122;479;507;449;2099;3483;966
2049;7619;1342;1217;1298;579;1699;3012;447;5972
2050;1314;160;1500;804;678;561;321;2827;950
2051;11017;2593;719;602;10031;624;2024;555;501
2052;5099;1006;828;930;316;2824;294;303;2728
2053;5943;844;881;3540;909;945;129;9552;7919
2054;2529;28735;2675;3918;1234;1392;1892;3392;705
2055;1175;2516;4269;670;3557;2885;897;308;3859
2056;316;2308;4580;156;110;6715;1233;1331;206
2057;6403;1212;4168;802;4787;6010;4891;1070;2319
2058;2893;1386;1050;266;48;1856;2017;1060;253
2059;12704;3551;163;1374;3467;4998;155;3061;715
2060;18530;7077;864;2551;4074;5038;407;1803;7949
2061;10783;5242;1173;5706;367;2501;2083;3361;17224
2062;1694;14075;12131;3149;1048;1379;6686;3771;4721
2063;1656;7299;4092;3858;8026;3278;7618;10991;11582
2064;16161;2430;805;3494;1596;5448;136;966;915
2065;686;17185;1012;10083;1679;12081;609;321;2837
2066;2638;15507;133;10667;6509;1292;387;3505;7450
2067;243;1168;3830;2647;273;1035;544;5097;1966
2068;1420;1277;1655;14285;1370;1716;159;629;20987
2069;1549;7405;2476;521;2103;5420;3417;1654;247
2070;8174;4350;2333;1068;6083;5124;4907;2299;448
2071;7091;1858;3144;2852;866;212;417;1304;1149
2072;3219;2567;203;256;845;59;1166;3254;801
2073;14350;39;3379;2591;9687;5827;12329;3461;6646
2074;2799;1361;1303;1072;93;1298;892;888;2230
2075;2463;1027;1916;372;7679;316;443;301;761
2076;1433;4555;8474;86;337;2101;1393;4327;4741
2077;1322;2253;1330;3538;1209;1522;760;1947;2215
2078;3616;3496;976;831;3092;3589;1638;2264;289
2079;1562;1028;499;730;1000;2670;2091;139;136
2080;8949;3460;3141;1106;4470;5414;457;4679;2909
2081;1587;113;221;450;1680;2879;2568;81;808
2082;2850;446;3253;1392;1119;372;2404;3238;563
2083;4076;437;8639;115;626;569;295;1055;1451
2084;12817;242;143;7313;1609;179;3494;393;213
2085;1464;1804;2399;516;317;103;471;834;1280
2086;2215;5075;6455;6847;1716;1573;706;1805;5373
2087;23643;10135;12456;5457;1388;3739;3110;2750;1508
2088;2617;4586;3954;4865;1782;4579;79;5628;1910
2089;13585;2070;2890;2722;7524;2389;1508;3563;790
2090;3530;3281;1432;1358;886;1863;6783;236;1152
2091;2133;303;5016;4629;2797;1720;3876;1663;1501
2092;1405;652;5938;6635;1710;68;1011;145;900
2093;14466;15348;9762;6914;2373;2014;9147;3548;8462
2094;7280;3824;6403;17445;3804;2397;1416;7951;2450
2095;5183;4334;31;252;2094;533;922;2327;70
2096;1118;2960;251;2313;2702;250;238;1223;47
2097;911;10955;4087;2703;254;6551;1699;2190;8510
2098;12677;755;2573;5403;5345;1599;3546;3524;219
2099;7090;3009;112;829;224;1800;2943;1054;1389
2100;1658;1521;5469;7848;324;4961;215;663;758
2101;4153;688;3335;53;209;4569;1287;4207;3421
2102;3358;487;6352;281;345;182;5369;1540;621
2103;1717;1672;417;871;1136;124;2255;4348;4799
2104;2670;2490;1351;5561;49;5043;55;397;1396
2105;6893;2902;1086;1388;2287;937;233;3821;790
2106;6583;7580;550;3227;1801;158;1262;401;635
2107;14399;2428;960;12709;4325;1214;841;3606;7251
2108;80;2011;1564;2274;839;1639;1522;4583;390
2109;7745;14005;8299;4595;1381;119;4498;359;602
2110;5812;4155;1322;474;5242;8802;4151;239;2172
2111;10949;2778;3786;175;1225;634;222;4347;397
2112;1558;301;345;626;2116;1384;5352;900;2184
2113;468;10291;3878;14704;3106;6358;1954;1557;567
2114;3267;875;2117;251;411;77;3724;1323;3240
2115;1041;5889;1540;750;62;931;490;568;2908
2116;1294;13194;3245;1231;12630;1590;7436;6983;801
2117;4561;2969;327;2270;1305;5093;914;788;1455
2118;735;1899;2565;2027;691;235;226;1907;1574
2119;11959;2172;908;888;404;3678;1880;2671;1310
2120;7887;3175;1451;4819;249;4042;144;2444;3090
2121;1034;1128;704;399;1256;1454;1156;2181;1090
2122;802;2206;3661;1610;1932;654;504;1266;708
2123;4183;2759;254;1947;3848;1149;939;249;475
2124;622;1712;7220;3434;1693;1820;3411;112;698
2125;141;3834;822;4490;326;83;2026;1293;267
2126;6250;1416;6541;739;337;7402;860;16962;438
2127;130;2637;11678;3474;1667;1738;66;3138;2583
2128;1380;784;3738;584;5683;67;196;389;976
2129;493;88;9202;2600;878;131;611;2024;1151
2130;13579;8197;967;2850;999;1771;1247;4282;5773
2131;3976;12749;2102;1858;8426;1238;4966;4821;3885
2132;8938;1557;3645;704;239;2942;445;312;883
2133;9634;353;1676;889;3336;857;1641;641;467
2134;7762;3143;6932;5066;2976;1135;1299;2338;218
2135;1856;722;152;2802;1623;1223;2041;1099;1553
2136;5007;2468;2319;8033;3379;277;788;1472;3744
2137;4803;4943;2149;730;5559;533;3434;4744;2510
2138;310;15263;818;594;4113;2044;390;8096;1377
2139;11162;3344;5764;7660;2910;415;1094;944;1127
2140;1905;1100;509;1038;4776;1493;129;1723;5613
2141;4356;3450;533;1245;797;784;1308;78;482
2142;2224;5149;4561;1550;18745;4168;7518;4233;4003
2143;1327;301;8542;2100;7555;9683;5474;5;1466
2144;5808;21992;1114;6322;1811;702;773;2285;2420
2145;2598;2496;3905;1806;5287;1663;1523;2507;824
2146;1063;6877;1193;1981;919;639;2390;3961;140
2147;3274;972;1831;455;1098;544;117;623;168
2148;1544;572;1096;1108;2205;74;2637;1643;3506
2149;1209;1762;2183;240;1114;1398;137;1912;9552
2150;17869;1093;3292;556;1701;7062;3162;1256;261
2151;2329;3005;1543;137;75;363;3313;498;891
2152;529;461;2178;2973;307;231;1335;1264;2453
2153;10474;2084;407;674;186;892;1311;1836;867
2154;129;6906;800;4512;1201;956;363;1531;1259
2155;14433;3011;2055;840;2540;8137;1731;1262;7434
2156;1826;1192;7921;3730;1940;907;4036;646;825
2157;9834;1367;3311;611;16056;1717;1484;2395;2939
2158;112;210;6282;1628;1039;1805;3547;2845;188
2159;2138;3173;4171;302;494;1360;313;2230;161
2160;2014;6143;2608;10752;4579;1176;3323;13273;11061
2161;1111;2647;1136;2807;1468;4425;134;944;324
2162;1732;904;2169;1158;2060;7128;238;9664;2595
2163;15034;734;2067;1046;3096;2451;368;1402;4326
2164;290;11598;5504;826;8997;5942;2331;2462;1220
2165;1361;7336;6469;9692;425;452;1149;2098;592
2166;1581;3491;3922;1248;247;3220;627;4909;862
2167;6520;1560;3290;4253;900;494;3878;6829;4203
2168;3579;5699;384;1341;2368;296;1507;1154;3826
2169;2181;299;116;328;441;2065;1014;2668;220
2170;3572;2151;71;4235;2071;1815;730;1202;93
2171;159;1273;518;2218;4560;6290;6774;7599;548
2172;4551;5558;1169;1875;782;1970;1063;532;4824
2173;6726;470;2704;5606;9395;2027;5054;2708;7068
2174;348;3449;2326;323;5326;545;1009;1135;921
2175;5393;1432;3951;1171;485;1093;473;258;1517
2176;1186;4747;626;199;298;1243;2186;1563;609
2177;3100;280;294;1195;2339;1563;2126;1144;2887
2178;5127;1430;8232;1845;2009;1436;1197;105;425
2179;10891;4534;344;831;2192;395;1253;564;2568
2180;1401;4238;592;3599;3335;2014;2409;1314;655
2181;5654;2287;1187;1537;300;321;3314;358;254
2182;10694;826;2500;905;2581;2250;1278;2697;1529
2183;4077;699;510;1111;1756;435;1313;206;2883
2184;639;10637;7283;643;8426;1678;412;9945;2035
2185;20782;2280;561;4965;1112;1580;116;145;5377
2186;17078;6507;1228;1571;2243;468;6131;1291;228
2187;778;397;4648;1287;3676;3569;12115;1556;5542
2188;18226;2337;7063;4658;486;1784;1153;2907;586
2189;7132;6706;15257;1089;173;891;1933;1685;5078
2190;699;98;3912;1054;2067;923;1782;2697;320
2191;6136;735;5880;1462;494;2492;7275;3668;2372
2192;24372;8051;1093;10697;4887;429;1516;3415;354
2193;5095;794;595;2962;139;8220;446;216;357
2194;6479;767;511;2961;212;2531;1646;4957;2559
2195;2919;4109;6896;1879;9828;861;1032;4992;9253
2196;8985;267;171;3572;5454;5280;4336;838;5023
2197;656;1392;629;3603;804;400;1693;336;1272
2198;3019;4053;1912;1053;1864;2244;2477;480;598
2199;8691;7865;1252;908;2080;3393;258;125;3995
2200;5299;4417;2366;3851;3965;328;2487;220;677
2201;1724;11717;4286;3117;610;1042;3353;324;306
2202;6233;9701;227;894;5900;1867;960;6797;250
2203;304;9086;275;120;239;2504;600;1469;1991
2204;423;12516;3442;712;611;1617;873;1047;192
2205;11750;786;1958;1674;536;6909;5112;1309;6739
2206;9535;2014;2150;281;16631;6879;728;273;1483
2207;2524;896;6101;591;975;3511;100;729;2037
2208;7335;4916;2542;2025;1337;1344;1409;359;1390
2209;10846;2101;866;5827;4244;596;409;316;364
2210;11619;7527;3169;1565;284;1444;1965;836;6152
2211;8291;1769;692;2055;4708;1139;1188;725;1890
2212;3752;1;860;723;5261;736;2463;1519;143
2213;1248;222;610;812;952;204;3784;2882;183
2214;884;2420;1058;6791;2671;273;3960;4672;211
2215;1908;8666;3881;930;1820;606;7530;8988;3904
2216;10273;268;12225;6256;3679;21873;4511;3468;4211
2217;1405;141;236;7975;1923;72;327;92;1125
2218;5857;912;2289;5935;154;2426;2277;1824;6589
2219;3373;1067;8302;12724;801;452;3487;3857;5442
2220;5636;2643;13098;9;2889;2722;192;1685;1572
2221;6764;1133;5472;1319;855;895;124;1087;474
2222;7115;12273;901;2857;1017;975;105;147;320
2223;4449;327;761;2849;280;1086;2479;302;1424
2224;4945;12538;212;7139;864;463;2212;2094;9752
2225;4377;232;1822;192;90;1854;7881;635;342
2226;6586;594;265;225;7878;2535;435;548;3777
2227;546;2804;4022;992;1448;215;3499;1040;772
2228;8129;471;1067;166;2399;3306;4857;6868;274
2229;384;6046;514;273;725;772;509;2786;1416
2230;902;1168;4033;3613;1688;413;1518;3587;1208
2231;7866;1918;708;1688;1326;1096;4542;1617;3963
2232;5455;3810;2617;3282;3232;4698;7324;8615;1649
2233;9575;6449;712;3427;3373;3030;258;1484;318
2234;905;3720;2831;2106;1245;1343;1760;485;4330
2235;3184;1975;274;1592;4529;1760;1271;608;1010
2236;5788;10826;9845;372;1062;143;2899;2207;1881
2237;3747;7466;2439;42;523;1176;1763;658;809
2238;317;2732;4659;924;180;2701;1516;5756;1521
2239;986;3638;5023;765;2353;1027;1461;48;1083
2240;8105;2455;175;82;880;1281;10925;1655;2413
2241;1600;2265;865;378;1385;1574;865;1913;2157
2242;964;730;2477;5379;3397;2015;221;2185;653
2243;9223;4150;3486;3997;4101;4366;1752;352;3598
2244;4821;7602;2728;65;444;1438;330;962;779
2245;1270;6483;2925;1276;239;658;8513;2224;665
2246;9741;7944;2339;1980;1633;4379;1203;380;93
2247;1305;2378;341;1298;7863;97;1931;319;303
2248;198;1510;1188;539;2451;1395;1582;301;365
2249;2010;2623;759;12383;2970;4476;10998;2668;1025
2250;14745;6314;454;23;794;1617;1248;7411;589
2251;10026;11423;2418;4640;699;3673;1309;6953;3861
2252;5797;863;5382;4423;233;2068;2026;295;654
2253;2831;12325;1866;146;4569;1873;339;4450;4787
2254;1857;1381;2623;790;662;1412;1046;1783;572
2255;6287;4776;2686;644;2325;2976;1276;2379;1063
2256;16257;5713;4467;1473;1565;2204;76;9666;850
2257;1518;971;107;7303;217;1826;1617;3007;2922
2258;5810;1626;1132;1338;2566;580;1411;442;1405
2259;1556;665;12107;741;4713;5607;474;764;865
2260;836;224;93;705;5570;1059;1196;343;2385
2261;1362;1891;919;3317;2050;186;161;2198;4075
2262;138;2311;4626;3025;5202;902;654;5806;793
2263;5534;3359;277;3208;5336;8081;3132;1855;2374
2264;17729;1081;9700;1879;5970;1297;1293;2266;2502
2265;744;337;1388;28;230;1503;216;3195;54
2266;155;16318;5235;1354;3579;1517;1044;1465;2300
2267;643;3863;4831;4245;853;300;4619;382;437
2268;589;6433;2762;1072;2414;610;6238;2256;20831
2269;3590;2895;6386;1744;1993;92;373;4385;576
2270;713;7242;2568;2792;2973;2649;2305;1832;961
2271;181;113;7909;642;2124;6595;2184;2400;1087
2272;907;702;159;373;2368;870;2394;497;3309
2273;12741;8975;4317;1349;1771;2198;2889;1757;2777
2274;843;137;3585;367;937;4809;1923;786;747
2275;1835;2837;1283;1345;4685;871;253;862;1190
2276;4857;482;4353;713;1358;988;663;1559;164
2277;3102;7598;1605;1130;2525;3196;2876;7276;497
2278;1608;4126;413;1165;1673;326;2285;2411;1776
2279;2364;86;4448;4330;774;1517;3461;1550;4162
2280;5083;561;1963;3695;3004;4527;2320;40;3414
2281;1829;384;2109;442;359;475;1031;691;1879
2282;656;3819;1600;161;183;3673;713;1966;400
2283;5788;4557;1650;3066;3587;2432;662;116;3771
2284;4415;1477;3822;580;5001;2022;278;454;938
2285;2388;12035;2648;2900;7928;1011;1572;698;6442
2286;12810;1152;5632;2575;9796;4142;5084;2874;3205
2287;44;3362;4603;7123;970;5711;2171;3044;1864
2288;1133;2200;895;2725;3902;3397;2441;7067;1716
2289;2927;3532;956;1693;1220;1062;2191;190;339
2290;3081;2785;3489;2076;649;2320;1330;3695;1254
2291;2031;1886;1453;871;137;1080;364;2915;262
2292;1209;1363;3099;1240;406;1151;3846;3516;2491
2293;1046;938;1039;2894;117;3243;5976;252;427
2294;3998;1132;4219;1293;3317;3167;3826;3527;2278
2295;284;4286;894;2465;2197;294;177;1089;2732
2296;2840;7880;3245;319;177;510;2447;220;5672
2297;832;1579;4150;2168;807;2340;2755;4303;1615
2298;5498;10483;1580;241;2083;4167;2465;1658;1538
2299;9867;771;4450;385;381;9607;3014;2729;3600
2300;9074;3843;8622;3263;815;5635;593;2518;1177
2301;3885;966;611;486;453;1358;411;332;2207
2302;1663;1217;4952;1226;1225;1593;270;1684;9094
2303;1465;8306;16662;2651;4206;2454;5695;4300;4804
2304;5188;1470;534;3981;12835;6839;331;1993;2586
2305;637;2375;5249;195;1831;4489;859;320;3101
2306;11116;2352;337;781;3462;2137;9267;9368;489
2307;804;1955;1907;1678;1053;1575;143;594;1692
2308;1184;11094;1805;7380;3230;1427;5312;112;1330
2309;23768;495;8075;631;4087;6341;3637;3226;2051
2310;1692;4744;1774;1458;799;2715;277;2604;100
2311;1566;2705;9643;99;862;1824;643;919;556
2312;530;12339;8410;2216;2998;1067;1580;3529;3369
2313;2158;3294;90;783;671;424;929;1088;831
2314;5533;282;4512;3658;925;1822;2601;988;1656
2315;1590;3541;382;2303;233;2036;407;7254;887
2316;2792;3020;18563;944;530;279;5658;2678;3238
2317;21629;22197;1330;6746;2412;175;1368;1992;488
2318;7452;7952;7952;125;7989;13157;7079;7392;3288
2319;1895;1853;1346;222;353;1567;2723;2639;1153
2320;15432;398;5647;597;1041;2074;447;520;1533
2321;987;2563;2478;1615;2113;363;1329;2352;1283
2322;11004;3806;4116;16647;700;1532;2265;653;1516
2323;5013;11143;563;1483;2716;1448;2395;374;1390
2324;1640;1684;402;1213;5237;333;1812;429;4730
2325;26826;5443;1423;5648;2098;210;2048;2845;65
2326;2668;180;1651;3302;364;1316;1976;972;4325
2327;1424;9239;3973;1252;2222;3355;1793;5385;652
2328;7770;11929;6640;1818;1046;973;389;4728;2904
2329;13246;6389;136;879;1769;4416;1378;423;8196
2330;8010;616;928;1438;748;1225;251;2436;1797
2331;4842;3325;598;732;126;805;612;164;431
2332;1075;378;2288;1144;266;305;768;2997;1082
2333;4350;820;13137;1672;793;1959;1617;289;6114
2334;10065;3616;3241;1281;23711;3084;1985;5396;10869
2335;96;195;1517;692;2687;195;1163;696;379
2336;4330;1864;4354;6327;1911;1154;2494;3121;882
2337;7551;433;119;719;4649;140;3640;2330;2180
2338;178;1185;2945;5430;788;1089;1400;64;1255
2339;492;1271;1624;1762;729;1254;369;1480;1080
2340;8985;305;283;146;1050;2086;9185;1432;475
2341;9287;4289;1159;5141;5853;3509;10466;2093;2604
2342;1773;2901;5270;1625;2420;541;1686;2283;1404
2343;3226;3480;132;1355;422;1651;2802;620;882
2344;1357;23525;22432;610;4872;632;532;3418;2204
2345;2912;4455;491;2065;923;4016;2354;1098;5778
2346;1760;1189;2069;627;1692;826;995;1930;1124
2347;166;361;837;1348;928;1646;2414;996;1439
2348;1844;4043;7936;347;2616;1067;2469;3564;1182
2349;8035;6821;6503;2978;2735;1611;765;826;2367
2350;8893;6164;1642;477;2662;2034;303;7789;346
2351;5592;494;1411;2725;3434;256;1066;4816;1475
2352;4960;4450;3570;10757;12296;7822;6147;610;5253
2353;1483;1109;102;1734;450;464;6912;1045;2221
2354;738;312;1954;6029;1731;7218;3786;2473;376
2355;1161;3404;1048;471;2335;1068;3132;2626;3239
2356;2357;837;358;248;795;681;2436;1974;2754
2357;1134;2571;2791;1375;39;616;1986;794;797
2358;3740;6185;7620;2111;1115;1292;4882;2165;622
2359;3844;869;1265;1628;1732;2228;2738;502;4168
2360;6790;1327;384;544;758;361;365;1243;4442
2361;10669;2495;6460;4445;1735;554;1579;1437;778
2362;2121;611;433;1784;4492;3189;5446;5851;5874
2363;10878;2653;1749;332;2237;2600;465;1040;91
2364;848;4079;3230;1752;800;1902;85;2050;1123
2365;9633;9055;1484;379;1951;1756;20583;117;943
2366;9280;10251;1674;1183;1470;275;383;2345;256
2367;657;526;383;1459;1923;993;3627;344;639
2368;891;8046;12470;1780;1102;2174;3996;5353;7215
2369;4034;517;4509;1040;3162;1244;924;1758;3739
2370;7259;485;3126;252;2153;2320;4573;772;1731
2371;5037;2187;480;1755;1088;25;298;320;430
2372;5142;1236;1432;70;1346;2920;5809;4441;244
2373;3893;122;355;201;2509;791;2159;402;363
2374;2680;1723;2098;817;4237;337;1684;4612;417
2375;303;856;2915;2110;1648;170;384;1469;2445
2376;5861;1447;2890;11472;637;2245;3925;12475;5062
2377;2350;3494;3961;3182;637;559;4409;557;2358
2378;834;2108;524;543;221;87;2267;1536;864
2379;5302;2383;8806;1446;2057;9612;495;5225;603
2380;1240;1051;400;403;1846;1065;106;910;1216
2381;389;6108;1811;1164;291;801;891;1019;140
2382;2476;2433;959;2518;1408;1495;566;1205;93
2383;11380;8533;2280;703;4731;4803;4899;1174;119
2384;1232;570;856;2030;54;749;666;3182;138
2385;7038;6007;3250;7030;1322;3006;2041;622;1216
2386;169;1647;608;6002;4829;2254;91;2899;763
2387;10171;2282;2305;1091;1205;2113;599;1990;394
2388;1108;12478;3450;1111;1192;3905;1638;691;2858
2389;10118;1918;4832;1761;3733;2815;16461;1705;1541
2390;6310;31938;522;29221;1258;1464;235;7609;787
2391;159;1307;1558;3796;3951;1856;2085;1111;2412
2392;9970;1122;2604;680;630;882;94;121;502
2393;7039;506;527;5634;3430;818;2844;5454;808
2394;4775;3599;1033;2156;582;237;275;3165;918
2395;6620;6302;2608;199;578;1312;1800;16064;3082
2396;511;2588;1952;4061;914;2012;3250;4135;884
2397;22912;6237;2375;1367;4328;12696;917;1839;960
2398;174;1319;73;117;31;63;991;5677;1165
2399;1365;462;389;1278;351;962;1405;1879;687
2400;10480;2750;2051;6213;2358;101;47;1061;386
2401;1403;396;1416;3473;3413;1204;1371;710;331
2402;6777;4882;1646;2718;9330;1432;387;4991;2058
2403;8632;564;537;6192;1708;1740;4062;3108;1397
2404;6570;7219;545;6645;166;2244;1391;179;5163
2405;29831;3089;809;2206;1351;2931;3574;1709;1868
2406;20632;1450;1391;991;2344;1643;4438;4378;912
2407;20903;2941;1463;1783;11821;1074;1832;15101;620
2408;193;320;1310;3051;3615;2298;1190;150;83
2409;5816;7582;2567;494;1174;574;885;301;3261
2410;4132;3079;1322;3524;5357;1108;2440;5423;4199
2411;3017;1431;1045;323;1633;310;310;3076;2030
2412;2357;3294;375;1815;136;583;604;1368;750
2413;24221;3341;988;3893;1234;1870;330;229;3397
2414;2715;3702;3808;2146;2096;2259;813;3130;277
2415;536;3231;26744;1691;4555;5613;641;4462;5314
2416;21237;10291;5129;2974;5557;4295;10063;1756;2325
2417;3181;9461;460;790;1517;821;3593;293;451
2418;1411;166;1301;6675;1489;3064;2049;401;1556
2419;13829;199;1552;37;3575;1681;2535;571;2036
2420;33090;1334;5696;4577;357;981;1543;2357;2822
2421;4543;2247;1942;95;1982;1624;1265;287;435
2422;467;3512;11005;185;2098;882;2394;129;1349
2423;242;3121;9039;98;1328;245;2441;19729;202
2424;511;2542;1299;2764;5714;286;765;4432;177
2425;3224;3653;4158;2416;1297;478;759;634;19516
2426;2021;420;1507;1208;166;452;870;458;2432
2427;1678;199;1678;803;3216;1380;295;668;2291
2428;189;16559;50;3834;9647;1288;2511;144;1123
2429;6863;6508;1880;186;3521;5415;2808;3539;6591
2430;4504;5949;5492;352;3055;4812;1722;3729;2411
2431;1105;1417;160;611;72;219;608;2758;520
2432;3292;5059;1626;4317;294;4913;1964;1602;411
2433;2031;315;715;8720;1768;565;132;2121;5170
2434;1027;4896;4316;739;858;1777;1349;254;2356
2435;10863;1958;3099;1049;2468;9120;948;754;874
2436;5489;1324;54;9419;722;1718;754;4810;9836
2437;1923;4433;395;1827;1079;2504;258;2557;1368
2438;5400;1833;3725;597;28215;1252;2299;7520;8266
2439;15705;1279;517;1085;196;1697;3819;2033;1904
2440;2200;8452;2928;3448;361;239;587;2550;1538
2441;4249;1866;4041;1203;298;1985;686;2559;895
2442;4319;12353;1449;1530;496;1047;3462;634;633
2443;2079;6166;1677;2243;296;1404;8141;1766;1614
2444;3697;2965;1927;266;390;1547;2384;123;43
2445;3693;1064;5041;4831;1212;3469;4416;1356;1392
2446;8128;427;8056;529;2814;1150;8042;1454;646
2447;11054;885;2829;1008;11656;1120;4115;220;4698
2448;15887;3742;1301;2124;282;355;2689;1497;284
2449;104;3328;2881;1726;740;2460;1113;3420;538
2450;4402;3956;1407;1586;427;182;3154;1279;5358
2451;7801;7298;1533;158;1528;8101;1679;3698;597
2452;5268;5398;2334;8859;3932;4033;3481;599;3596
2453;955;1384;3640;312;1541;2250;3751;2109;2014
2454;1429;8532;1081;422;3538;175;574;2493;110
2455;8754;587;2242;2601;3148;597;2513;5506;18892
2456;23411;11679;17088;3417;4747;19294;4435;14040;582
2457;84;2558;910;2245;2652;2028;2081;1996;857
2458;6101;4695;1394;1495;1117;2993;767;1512;1047
2459;10449;254;1595;40;1080;2917;2119;185;2100
2460;3467;4064;6256;3101;1539;2718;5166;1252;7420
2461;2552;794;2137;1563;1090;472;2012;684;122
2462;9056;26764;4576;642;7642;2557;2857;6479;1200
2463;9300;1147;4431;1512;1346;7758;13456;1516;717
2464;14584;573;2119;6999;1284;477;4138;12477;238
2465;539;415;2587;2477;114;2517;497;372;245
2466;580;3509;1638;1671;165;964;2342;1334;5777
2467;2570;606;186;107;406;652;1680;763;212
2468;2747;702;2230;242;809;245;307;2011;992
2469;8908;5470;933;6300;6400;1006;13577;2101;429
