;RLS-R2;EA2;pmut3.25
6357;2077;867;401
6358;4848;9327;5629
6359;2335;1792;651
6360;1111;2282;3137
6361;5007;130;1860
6362;1519;2675;1334
6363;968;543;571
6364;5072;861;6448
6365;836;738;976
6366;11144;2421;662
6367;708;5561;1591
6368;336;3526;1247
6369;2270;985;7008
6370;134;135;618
6371;179;3080;332
6372;1305;1163;3693
6373;8118;2171;3386
6374;3768;924;3158
6375;225;842;406
6376;4135;279;2050
6377;805;1740;809
6378;4390;1152;2439
6379;1588;11554;4758
6380;869;1864;1888
6381;737;1030;1463
6382;2648;776;6009
6383;1876;11417;818
6384;782;2258;1341
6385;1549;7344;575
6386;895;1499;306
6387;205;3685;683
6388;2057;3667;1818
6389;1006;1131;1535
6390;1443;652;6701
6391;4733;212;1008
6392;2634;1061;547
6393;280;2587;934
6394;289;1668;722
6395;828;1015;1773
6396;1726;1585;1308
6397;918;1276;286
6398;671;1404;747
6399;560;416;324
6400;605;3152;3024
6401;2649;8511;746
6402;2633;13146;2078
6403;7289;4647;6491
6404;1932;6818;547
6405;325;2348;874
6406;286;7006;8350
6407;920;7436;1354
6408;653;1250;202
6409;126;3398;1821
6410;1974;3668;505
6411;1785;1495;1517
6412;2451;653;184
6413;2125;1368;1049
6414;2451;6561;686
6415;186;978;1806
6416;498;3561;372
6417;1028;3090;1281
6418;541;232;585
6419;323;2785;211
6420;90;1606;3118
6421;441;2036;1190
6422;797;2002;374
6423;2333;353;1364
6424;1201;4111;2051
6425;572;2652;6701
6426;255;486;562
6427;6330;5114;519
6428;2450;2690;1500
6429;10522;2788;1994
6430;1490;1745;1685
6431;1132;1320;168
6432;1120;3416;2169
6433;179;4124;3216
6434;412;741;2248
6435;611;252;1859
6436;367;324;230
6437;2828;1527;1090
6438;1123;5669;5188
6439;318;6822;3693
6440;555;3122;1072
6441;2172;1244;3409
6442;1056;5180;322
6443;770;3289;1599
6444;8522;798;717
6445;1839;1531;1383
6446;979;7771;1328
6447;2131;4365;4349
6448;675;2868;1036
6449;253;403;909
6450;2964;2129;7179
6451;2765;11539;8134
6452;104;4131;1936
6453;1278;6945;2728
6454;1456;556;1833
6455;57;977;661
6456;644;179;1474
6457;2002;1374;944
6458;4503;2244;4622
6459;278;3868;190
6460;3833;5890;1229
6461;5092;851;4038
6462;273;186;1125
6463;2461;3896;4717
6464;3389;440;639
6465;2446;1694;825
6466;2768;3820;838
6467;1030;5452;325
6468;1042;2119;663
6469;100;257;2078
6470;319;3967;9830
6471;921;1311;2820
6472;1162;2302;1066
6473;6449;4674;832
6474;2323;1392;4830
6475;513;2230;2359
6476;4488;1303;923
6477;8542;2357;9330
6478;467;11332;2526
6479;178;2573;4809
6480;8106;1604;2717
6481;8146;3896;411
6482;6234;85;498
6483;5662;5601;4603
6484;8942;4937;2528
6485;2185;1989;3000
6486;3295;5379;2871
6487;640;1857;5163
6488;96;332;577
6489;104;948;265
6490;583;4046;735
6491;1060;11285;155
6492;16;1148;344
6493;12716;8354;1288
6494;884;778;204
6495;3688;777;1033
6496;313;1397;308
6497;1732;704;1729
6498;620;785;2645
6499;649;4093;1169
6500;346;839;2303
6501;793;2635;965
6502;2134;1461;1574
6503;837;6072;1981
6504;131;354;100
6505;3580;791;240
6506;1293;10410;1517
6507;1022;2844;1174
6508;1006;1468;11257
6509;6509;6823;671
6510;5330;3073;224
6511;708;9510;138
6512;3036;19157;3525
6513;2116;5384;1551
6514;924;10374;1993
6515;4114;457;262
6516;2830;1571;3206
6517;1138;3916;1155
6518;698;2040;1210
6519;1345;361;6216
6520;4398;2019;827
6521;769;3868;487
6522;1865;4796;523
6523;1947;2938;1857
6524;4456;2533;885
6525;1786;1211;6071
6526;1125;7688;4542
6527;1254;7778;323
6528;259;954;489
6529;1226;1198;2410
6530;4008;475;3742
6531;3420;2572;1028
6532;559;6092;2500
6533;526;3650;2585
6534;3433;1365;7089
6535;4483;3081;3088
6536;204;2124;1963
6537;3038;945;250
6538;447;3281;484
6539;3192;130;4954
6540;1192;1054;2316
6541;1375;1107;2345
6542;3041;2076;783
6543;5238;431;2790
6544;2543;2375;536
6545;431;6368;5081
6546;2418;1630;1530
6547;2541;376;481
6548;586;9737;125
6549;824;17314;3472
6550;2430;170;275
6551;3731;2858;1554
6552;548;2890;3927
6553;489;842;885
6554;3163;1498;197
6555;4031;388;2573
6556;203;272;2150
6557;555;2856;129
6558;1605;3486;1652
6559;885;2264;1599
6560;1881;315;562
6561;757;4151;2756
6562;806;301;1219
6563;3614;291;2534
6564;774;7714;1418
6565;1871;456;760
6566;6382;5679;1176
6567;1524;3242;2064
6568;402;4073;2244
6569;1055;6310;2747
6570;1354;9815;5763
6571;964;1098;2476
6572;4563;2495;2847
6573;363;1949;916
6574;1234;6248;1007
6575;480;503;4142
6576;824;643;66
6577;4372;2145;3622
6578;1927;416;1052
6579;1784;9001;4033
6580;626;429;2354
6581;130;3502;830
6582;819;6169;1214
6583;387;1147;153
6584;4929;1905;3027
6585;8215;2133;2657
6586;2222;4628;5948
6587;355;1242;817
6588;547;1126;551
6589;9304;2690;4932
6590;917;169;649
6591;137;8030;2643
6592;718;829;927
6593;343;91;1458
6594;203;6821;792
6595;1700;3034;3472
6596;1539;8985;1319
6597;2731;4268;2038
6598;1234;3905;5943
6599;1447;1236;1028
6600;558;1175;1915
6601;1699;668;2342
6602;3989;1464;516
6603;1563;1099;1269
6604;6752;6329;983
6605;1308;4785;178
6606;1576;3652;228
6607;5301;1214;457
6608;883;3761;407
6609;3370;148;1537
6610;2514;3803;1561
6611;209;1275;2352
6612;6208;4643;1044
6613;7316;2158;8517
6614;907;2963;1929
6615;339;2412;2325
6616;2160;3411;1643
6617;2323;215;1058
6618;3156;5632;2686
6619;656;6595;2258
6620;347;4104;1288
6621;575;293;877
6622;919;1024;1718
6623;1828;5751;2010
6624;342;960;2467
6625;1040;655;2663
6626;345;656;379
6627;699;5965;2694
6628;1026;923;1435
6629;3863;2495;1280
6630;2122;6122;3448
6631;3215;1784;378
6632;114;568;970
6633;4656;4420;2005
6634;70;1517;572
6635;4370;2660;1113
6636;1414;2159;1155
6637;1200;1598;1075
6638;9494;6215;1328
6639;883;18280;826
6640;1111;2501;288
6641;1243;1360;145
6642;2412;3855;1019
6643;2540;387;1270
6644;408;3856;2833
6645;1661;550;766
6646;780;1530;3224
6647;3507;4413;446
6648;10118;1775;4515
6649;687;612;1898
6650;4935;1487;272
6651;1809;208;623
6652;2192;10323;1001
6653;61;1043;5492
6654;561;330;298
6655;1593;2890;2585
6656;1531;2656;1620
6657;1337;877;2426
6658;390;1160;1764
6659;5470;1168;6281
6660;2636;12172;447
6661;335;1957;1491
6662;3495;4784;419
6663;2222;347;988
6664;164;798;1141
6665;166;3212;854
6666;10091;20275;512
6667;200;2907;1271
6668;333;2429;3204
6669;1328;2001;10663
6670;394;1346;4775
6671;397;83;719
6672;1236;372;331
6673;785;2603;504
6674;342;4561;71
6675;2125;5563;711
6676;106;1726;3289
6677;2228;263;8487
6678;165;435;935
6679;1063;1608;1634
6680;70;7478;929
6681;2593;259;881
6682;1127;1692;1256
6683;647;2596;3199
6684;5705;1097;1890
6685;583;7396;1582
6686;6033;101;6357
6687;9135;10823;8433
6688;3142;7457;1217
6689;765;967;243
6690;648;1269;422
6691;4521;1650;4494
6692;393;733;692
6693;156;1355;357
6694;428;9536;1575
6695;402;1944;2755
6696;3892;512;970
6697;2618;3253;2630
6698;3547;1324;3378
6699;2399;912;5746
6700;8102;1249;600
6701;2050;496;471
6702;2339;220;66
6703;146;3665;2186
6704;5197;1394;7769
6705;3249;1455;2581
6706;1894;1722;2909
6707;6363;5859;576
6708;2077;225;1625
6709;3811;15378;504
6710;804;2481;1120
6711;3219;6029;287
6712;291;1132;387
6713;700;3047;6005
6714;1286;2459;1266
6715;4668;703;200
6716;363;3779;743
6717;5678;3254;6560
6718;297;3061;567
6719;3388;6910;2021
6720;1574;6810;376
6721;714;77;4112
6722;4852;2943;172
6723;3302;6475;983
6724;5384;1592;663
6725;390;554;399
6726;2781;3614;7201
6727;3710;299;380
6728;452;1995;2801
6729;1581;571;6514
6730;1672;7906;565
6731;1084;3907;1065
6732;1554;393;1911
6733;6989;414;347
6734;316;858;1634
6735;35;683;1204
6736;2329;328;1900
6737;1117;5522;3549
6738;460;1817;1599
6739;11262;3160;575
6740;2919;4771;2827
6741;3556;1220;2036
6742;80;5636;1565
6743;2478;8657;3479
6744;636;3612;227
6745;1895;753;3030
6746;573;2661;275
6747;183;2236;778
6748;6918;2632;475
6749;406;327;396
6750;604;11412;4178
6751;1096;2883;3271
6752;1223;612;103
6753;890;571;6290
6754;6913;6084;1221
6755;496;3451;3420
6756;939;1291;1153
6757;545;700;5503
6758;1874;6380;6263
6759;1782;305;730
6760;3608;103;709
6761;2525;741;1150
6762;2714;285;2095
6763;646;369;3349
6764;359;834;2931
6765;1643;1563;109
6766;1051;1849;461
6767;10826;77;1656
6768;120;217;659
6769;136;13649;2623
6770;791;3311;744
6771;752;2290;1769
6772;166;849;3522
6773;1484;3332;138
6774;398;6288;2288
6775;1798;4044;517
6776;1352;5092;2996
6777;2004;1916;2002
6778;6899;7375;2970
6779;385;14210;19660
6780;2336;8681;1432
6781;3051;8077;1643
6782;811;212;2208
6783;2602;3477;2435
6784;1900;1087;396
6785;4807;4943;226
6786;341;1512;902
6787;6257;1166;711
6788;1596;828;714
6789;1142;525;2448
6790;737;2384;1836
6791;328;3838;705
6792;1141;12252;8273
6793;1033;1275;1024
6794;881;1964;625
6795;443;1885;492
6796;5988;1510;1448
6797;3066;10472;1410
6798;1226;1696;4312
6799;576;2385;2661
6800;15448;3997;177
6801;1650;237;990
6802;533;6022;707
6803;1103;10980;2548
6804;1829;892;5181
6805;1866;20061;1063
6806;891;2914;104
6807;1171;433;10341
6808;5642;6875;6479
6809;6082;1014;5476
6810;5038;1156;2865
6811;368;1009;307
6812;1018;775;2468
6813;1966;13409;3368
6814;554;2057;2748
6815;1927;437;176
6816;931;1957;2730
6817;5991;12182;10820
6818;1470;440;323
6819;4349;1735;720
6820;2328;7274;919
6821;1109;2908;1314
6822;1636;1366;1259
6823;381;1493;183
6824;1500;3501;301
6825;1724;148;1794
6826;1569;347;3272
6827;334;1106;271
6828;3800;819;1666
6829;6075;1071;705
6830;8734;1793;2567
6831;664;2063;82
6832;5482;7229;7339
6833;623;7201;2511
6834;571;2998;4148
6835;1713;2361;1750
6836;417;1716;3224
6837;278;2076;755
6838;801;398;477
6839;3229;989;950
6840;4036;10649;185
6841;4798;8212;9083
6842;289;2777;639
6843;2389;706;215
6844;1696;1161;605
6845;2053;6528;3956
6846;3547;574;1763
6847;7861;8169;1779
6848;862;433;2836
6849;12987;6592;967
6850;298;3048;1975
6851;770;21045;1981
6852;2425;38;1773
6853;1236;10842;344
6854;222;623;971
6855;457;2234;1656
6856;2327;5724;4037
6857;2151;2181;1347
6858;2628;6690;779
6859;12723;2996;3418
6860;918;389;2430
6861;2055;4208;2874
6862;2200;3379;2671
6863;1720;1884;348
6864;787;289;1470
6865;1414;8568;268
6866;4346;4400;541
6867;579;2600;1021
6868;3271;4564;3729
6869;275;11010;313
6870;1791;401;121
6871;4280;160;816
6872;5039;1140;2964
6873;2166;1418;242
6874;544;1833;976
6875;760;9222;2484
6876;1108;1190;512
6877;317;3553;578
6878;761;6468;9256
6879;553;825;286
6880;1163;3575;3186
6881;2355;94;514
6882;1489;1553;3702
6883;2190;277;797
6884;260;95;875
6885;1694;2508;620
6886;1445;2016;4666
6887;1973;7092;50
6888;1509;1688;7092
6889;29525;7379;1001
6890;377;9507;1498
6891;3852;405;1998
6892;1165;1893;328
6893;2123;1163;577
6894;5197;12450;5776
6895;3542;4528;4319
6896;3707;2313;825
6897;9623;8462;11645
6898;148;3788;1577
6899;1266;960;2720
6900;8972;504;27470
6901;679;911;1161
6902;528;661;5406
6903;565;424;1005
6904;644;8570;2042
6905;2989;1203;3274
6906;4609;1413;952
6907;1644;1306;2616
6908;886;251;1004
6909;4906;5500;2754
6910;1249;3240;148
6911;729;5277;2115
6912;3723;6248;482
6913;963;7633;51
6914;782;1402;346
6915;481;436;1605
6916;601;1352;262
6917;2151;2129;3412
6918;4872;4917;978
6919;1125;3704;8224
6920;255;1793;433
6921;3691;911;2551
6922;833;1597;4969
6923;147;1569;4969
6924;627;3769;5424
6925;47303;5524;1521
6926;6893;5814;4582
6927;3239;5111;1735
6928;3709;3728;230
6929;412;75;200
6930;2958;4271;4751
6931;4939;2122;228
6932;412;1360;796
6933;1121;882;186
6934;882;1169;337
6935;3669;10581;3762
6936;4867;2046;991
6937;3959;4735;1592
6938;3956;3002;87
6939;1220;3089;1985
6940;811;12161;346
6941;2677;2314;3932
6942;4449;7235;2487
6943;219;3118;223
6944;420;1500;148
6945;2422;136;312
6946;1789;512;3111
6947;6292;10934;137
6948;898;1658;1261
6949;1467;4725;3601
6950;569;1861;559
6951;1807;1351;75
6952;244;365;3527
6953;3255;7307;365
6954;327;8482;702
6955;983;1745;973
6956;4608;546;704
6957;11794;1300;2050
6958;5396;1368;1763
6959;5297;619;3145
6960;3948;10797;1878
6961;3476;8458;8237
6962;954;72;4027
6963;243;2081;1363
6964;7033;11173;573
6965;10308;4289;1389
6966;1596;2641;5313
6967;1967;3022;1688
6968;1124;484;2615
6969;1037;4138;708
6970;4628;4094;323
6971;3684;3728;3644
6972;2864;739;193
6973;175;2759;283
6974;242;1152;2138
6975;3793;3568;1064
6976;2537;4901;2733
6977;420;1757;4059
6978;65;566;355
6979;1392;429;215
6980;622;7949;979
6981;904;4712;2286
6982;2218;10170;1448
6983;1174;9828;594
6984;748;319;1203
6985;1713;1688;27
6986;2227;511;1855
6987;4683;1357;961
6988;3344;1799;924
6989;2256;8045;748
6990;3998;1459;2159
6991;279;4034;956
6992;1385;1762;1268
6993;2302;4597;2626
6994;1103;285;1218
6995;7921;2982;442
6996;41;1211;3365
6997;1845;495;990
6998;5325;6690;161
6999;1409;7350;4346
7000;1866;176;2365
7001;1616;1798;2101
7002;1181;4156;484
7003;1380;16128;3127
7004;4598;1056;341
7005;1939;827;489
7006;475;414;351
7007;1991;2006;881
7008;503;2114;2945
7009;657;1354;1565
7010;621;643;328
7011;368;1105;1278
7012;388;1564;2527
7013;954;413;126
7014;1021;8394;793
7015;1245;2658;1553
7016;1971;2986;239
7017;13275;1743;2220
7018;1869;644;3200
7019;739;418;12955
7020;1720;789;1547
7021;408;1770;4481
7022;512;1184;386
7023;398;1125;4800
7024;1137;4394;2446
7025;2220;128;51
7026;303;819;1664
7027;1490;3296;1140
7028;566;638;1959
7029;2068;7642;300
7030;862;388;192
7031;1334;6282;1381
7032;2031;2098;177
7033;172;1734;956
7034;2538;1662;149
7035;1064;408;7103
7036;2516;2049;2371
7037;1294;1648;2808
7038;1009;752;4034
7039;3866;3613;2089
7040;1676;347;732
7041;1226;2111;5445
7042;180;462;3957
7043;1604;3887;2589
7044;5018;260;1090
7045;1141;2531;220
7046;1227;644;905
7047;3699;860;132
7048;3098;2719;493
7049;1491;2008;509
7050;396;285;1932
7051;4944;947;4379
7052;1548;5058;209
7053;3182;7905;1896
7054;651;2108;1808
7055;1891;360;1457
7056;2186;3720;814
7057;9822;2235;767
7058;585;2629;1630
7059;1355;2765;933
7060;355;761;3333
7061;272;7249;1878
7062;10113;7083;1565
7063;1262;157;1938
7064;399;3723;1022
7065;1375;8199;635
7066;413;1107;3358
7067;8004;4987;3351
7068;2371;9165;1715
7069;619;756;460
7070;179;1040;397
7071;1345;1982;781
7072;1323;1277;1384
7073;1126;1045;4118
7074;1370;597;115
7075;334;5416;395
7076;2683;1793;2416
7077;11092;5958;1530
7078;1329;443;376
7079;2103;4870;1299
7080;926;6563;2341
7081;4425;3916;6016
7082;7484;1267;2376
7083;2577;1215;568
7084;315;4366;2544
7085;1071;4325;2085
7086;793;4007;356
7087;556;6221;5299
7088;1318;6378;763
7089;2298;2658;12655
7090;470;546;783
7091;1427;562;2235
7092;541;4658;420
7093;2079;3437;133
7094;2594;342;3863
7095;917;4851;3363
7096;783;1171;1061
7097;1477;2912;2323
7098;914;2343;2120
7099;1248;6461;6279
7100;596;6170;2732
7101;928;1185;1099
7102;839;528;62
7103;4619;1043;2690
7104;703;5045;14284
7105;2800;2157;1116
7106;5;1011;275
7107;153;5032;726
7108;2318;1584;3314
7109;935;919;1483
7110;1340;7312;579
7111;3770;60;3301
7112;2596;4483;1387
7113;2082;4128;3524
7114;1628;2831;534
7115;2095;509;1486
7116;2598;42;549
7117;1138;2139;3195
7118;474;1281;1227
7119;983;998;1472
7120;3802;1147;3905
7121;869;2719;1527
7122;353;7690;428
7123;348;2484;791
7124;675;572;779
7125;912;1528;1176
7126;12530;10006;6325
7127;1157;8734;3220
7128;179;1032;18
7129;856;6189;3792
7130;789;6354;1297
7131;936;1297;894
7132;2557;660;1322
7133;933;1850;7923
7134;3057;111;210
7135;975;5402;2720
7136;1124;3006;1618
7137;2385;8242;5282
7138;2206;2309;179
7139;2993;5557;431
7140;824;3119;362
7141;8533;3477;333
7142;4704;288;1003
7143;836;458;1649
7144;284;2671;1441
7145;4406;1497;1395
7146;1012;2362;807
7147;2792;519;333
7148;454;419;482
7149;86;16493;10132
7150;1665;6835;4982
7151;10252;841;885
7152;1081;2438;5568
7153;1404;7533;383
7154;456;2192;956
7155;3849;12146;790
7156;9306;5333;284
7157;604;1069;1458
7158;2573;1044;1498
7159;3929;1787;751
7160;4199;4879;175
7161;7088;4466;2206
7162;4853;7183;1120
7163;1390;1988;450
7164;34;2474;3169
7165;2042;2991;243
7166;5226;3480;382
7167;1881;6058;1190
7168;1524;138;520
7169;2500;1857;2570
7170;788;179;519
7171;3199;8840;12207
7172;450;2570;4806
7173;2177;7773;2806
7174;1890;2824;3140
7175;846;654;1306
7176;1852;2569;9891
7177;952;8174;845
7178;273;3832;3405
7179;363;4178;385
7180;1037;10055;3700
7181;5752;10171;461
7182;2030;5039;68829
7183;6447;9778;749
7184;1065;1375;406
7185;933;4736;1204
7186;4636;1974;3091
7187;182;1075;439
7188;3326;163;2694
7189;2429;3201;1388
7190;523;1037;6687
7191;2703;393;44
7192;1682;5567;885
7193;4217;1219;682
7194;3097;1737;256
7195;409;3445;1725
7196;347;3068;1307
7197;9616;6053;118
7198;723;650;221
7199;474;147;1925
7200;8655;6669;421
7201;3366;686;1775
7202;7142;3286;727
7203;81;1148;3855
7204;2883;16176;523
7205;3241;1700;2227
7206;600;957;1405
7207;5264;697;1186
7208;3576;11672;664
7209;5721;6493;969
7210;904;3153;1034
7211;1926;970;990
7212;1135;913;191
7213;565;827;3686
7214;180;815;730
7215;345;542;36
7216;789;1854;300
7217;651;2316;2746
7218;7235;5852;377
7219;2507;869;140
7220;2277;991;603
7221;1853;508;274
7222;4079;1282;4481
7223;1165;188;4878
7224;2943;10631;1176
7225;1850;1377;405
7226;7416;2962;1192
7227;7259;2844;1026
7228;961;333;2982
7229;837;75;2701
7230;1044;1994;1595
7231;2851;2146;3631
7232;654;1330;1232
7233;1466;12756;1805
7234;1177;7064;428
7235;1887;1774;845
7236;3701;2139;608
7237;593;3443;593
7238;387;886;4515
7239;528;888;178
7240;1224;1695;1678
7241;8828;3686;493
7242;1439;1603;1292
7243;141;2083;1522
7244;3797;8923;5592
7245;4052;133;1613
7246;2294;1547;1085
7247;2349;565;972
7248;754;2047;1619
7249;5581;1497;1224
7250;51;91;6352
7251;3527;5498;1082
7252;2104;1215;528
7253;181;499;1612
7254;882;2909;1198
7255;2506;308;6041
7256;809;1041;3132
7257;362;438;801
7258;4031;149;383
7259;1305;2159;393
7260;2444;7065;3098
7261;262;2818;2130
7262;4323;12139;5368
7263;1388;1322;1538
7264;4910;7739;3864
7265;1035;6300;3247
7266;886;118;3416
7267;362;11098;4079
7268;2028;2799;1148
7269;276;305;1217
7270;1836;1582;1646
7271;4807;5633;901
7272;1931;2038;5421
7273;3196;2030;3664
7274;965;1692;241
7275;946;2752;2523
7276;4147;890;2361
7277;483;3347;2857
7278;525;1722;3491
7279;441;1922;704
7280;494;4286;302
7281;1403;3348;397
7282;2026;4160;1391
7283;543;3660;2097
7284;757;1168;1669
7285;15025;72;616
7286;432;1101;1785
7287;2160;2985;819
7288;163;1172;2165
7289;2637;3373;472
7290;3462;7963;307
7291;494;1532;1325
7292;914;885;1669
7293;938;2517;368
7294;3341;2546;3302
7295;3101;1969;801
7296;1283;3044;13196
7297;654;9024;9010
7298;2371;1945;1734
7299;672;1775;3183
7300;2081;163;506
7301;309;1727;6341
7302;1427;2996;7799
7303;3529;5001;967
7304;3766;5159;4823
7305;1046;7353;206
7306;1410;3452;809
7307;1807;1102;1165
7308;1379;779;1537
7309;950;1018;700
7310;3625;5407;1155
7311;139;3065;925
7312;128;1264;895
7313;3764;2572;2935
7314;3089;1770;798
7315;220;185;3495
7316;7124;9394;4877
7317;4772;2564;1248
7318;3544;10136;5679
7319;1269;1607;1424
7320;16505;2292;4367
7321;415;3275;4081
7322;829;3502;382
7323;5974;6365;3978
7324;1398;2982;4456
7325;251;1837;1166
7326;928;1010;389
7327;3581;3250;3492
7328;1506;1429;995
7329;2937;8940;1421
7330;929;2568;1290
7331;914;4850;524
7332;1415;426;1876
7333;1507;17727;2532
7334;2238;3514;329
7335;1748;238;6300
7336;2274;4279;1876
7337;15239;576;4083
7338;1105;4904;4249
7339;3072;814;1617
7340;2818;194;113
7341;4682;2085;155
7342;1808;472;1906
7343;484;5617;1049
7344;5904;943;469
7345;1706;7243;1416
7346;2355;703;122
7347;8734;15892;4253
7348;2450;1214;1807
7349;2955;387;1085
7350;1137;428;445
7351;504;3296;102
7352;3932;3322;509
7353;1242;1894;143
7354;1130;4964;327
7355;1033;830;4305
7356;1143;3524;463
7357;4145;2474;2351
7358;3491;6508;1321
7359;4180;1401;351
7360;2104;1104;4194
7361;1568;71;1366
7362;740;548;1717
7363;2504;102;187
7364;737;3655;10149
7365;1206;1854;800
7366;322;729;2467
7367;4841;10443;2078
7368;383;2714;714
7369;1211;1786;1536
7370;4316;6281;4103
7371;1141;924;1514
7372;41;1437;662
7373;971;986;1956
7374;304;923;68
7375;1388;1999;398
7376;4747;1424;9043
7377;851;1271;155
7378;8459;2785;4102
7379;3324;159;1323
7380;6813;1203;328
7381;6188;3086;99
7382;343;1454;3734
7383;2092;2750;877
7384;2441;8056;4487
7385;5032;446;7221
7386;7843;5482;4087
7387;3220;277;1585
7388;1831;1480;1696
7389;4641;5194;1502
7390;10529;21897;16544
7391;2765;1019;390
7392;1528;7193;400
7393;2756;7230;2033
7394;1271;13309;1011
7395;559;7810;813
7396;6569;5250;2012
7397;437;4070;990
7398;3708;1012;1031
7399;2178;1092;1465
7400;667;596;849
7401;1939;1461;2359
7402;8942;4153;4800
7403;1212;3246;239
7404;196;3688;372
7405;1532;16537;1363
7406;2293;941;1261
7407;1989;2230;377
7408;320;1258;887
7409;243;2430;1746
7410;1993;248;287
7411;1416;1378;698
7412;2518;9634;242
7413;1509;2091;687
7414;2477;5523;2105
7415;4073;9146;153
7416;1170;4389;1557
7417;1402;2419;2136
7418;2155;7976;1907
7419;892;294;589
7420;3708;3141;689
7421;236;621;1086
7422;1681;2512;4012
7423;2623;5634;1607
7424;737;717;468
7425;1122;2870;446
7426;1396;3698;5284
7427;1430;6761;8401
7428;2942;10366;771
7429;105;4334;3455
7430;811;8472;3588
7431;651;7379;396
7432;4821;894;521
7433;1762;76;2780
7434;4040;105;572
7435;1362;2092;3381
7436;640;3919;1286
7437;3862;6167;3320
7438;1144;751;4395
7439;1303;734;121
7440;5964;6195;2679
7441;219;4454;398
7442;4909;2144;2785
7443;580;1566;1768
7444;605;2001;1520
7445;1589;1192;549
7446;268;159;4702
