;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
2116;1447;1366;1894;10209;14213;3614;12983
2117;941;902;5313;145;1317;3028;1795
2118;833;1110;2801;15907;14061;3883;7844
2119;5251;6064;581;25;3811;2117;11048
2120;995;3555;2713;10201;1913;462;3776
2121;1384;5908;209;3627;1947;915;1678
2122;554;820;83;599;966;2883;325
2123;441;3459;2288;943;3063;2900;3064
2124;273;8096;3938;10728;3621;1376;984
2125;8251;19418;153;1559;1834;458;967
2126;422;127;4579;1743;2104;1405;1920
2127;1744;5048;568;197;413;1288;2924
2128;6056;1406;148;5574;718;1307;2690
2129;3367;7542;6581;8657;202;11550;4683
2130;1200;2219;2379;8619;767;2750;3130
2131;4106;1186;3046;2885;780;2814;816
2132;5202;3347;2542;2463;8183;9985;13173
2133;3126;6995;1538;8630;3739;2901;14929
2134;6467;2161;121;23286;1224;3970;10250
2135;303;890;1387;5373;1135;469;1963
2136;627;3906;513;210;687;1825;12950
2137;1642;4217;1839;3996;1119;4430;2373
2138;4153;3037;2150;1533;1588;896;3754
2139;4295;762;348;701;374;6226;3642
2140;2386;13844;7314;1669;682;5829;2637
2141;546;336;5424;3464;605;1428;186
2142;3965;4295;2590;5857;4987;1748;8978
2143;35445;7444;5950;1415;1554;4070;2888
2144;1652;768;9409;3227;6351;213;120
2145;1841;496;4435;349;2286;578;747
2146;2564;3189;24038;29050;3141;5432;3872
2147;1332;1313;5096;15555;2321;740;1998
2148;159;3455;3155;1532;2013;792;1940
2149;152;4128;16197;659;6838;1758;687
2150;1003;3396;4880;5274;873;1554;3129
2151;483;143;561;1536;3246;4917;955
2152;314;4366;27105;1047;5277;21439;3541
2153;754;3331;8256;7202;4191;916;497
2154;827;1853;798;104;2175;5721;1319
2155;697;176;3122;1035;657;309;2453
2156;1193;3882;3362;2223;112;7191;292
2157;733;2106;290;4832;625;789;1856
2158;491;2295;3497;2059;1256;1557;900
2159;341;2017;1427;9022;2182;3001;783
2160;1849;1089;1623;1755;144;1255;848
2161;636;11180;9624;6534;2827;1827;25677
2162;3980;1827;6255;2542;3707;1553;105
2163;1308;2439;2629;1256;531;4157;5196
2164;2885;846;46410;9330;866;1487;6700
2165;1916;124;2828;2969;205;219;7964
2166;3210;1190;106;16365;4241;935;253
2167;667;3764;2721;5198;6727;571;654
2168;1395;1220;7353;156;328;705;2140
2169;861;4329;2308;843;545;31;850
2170;2042;3729;1854;5235;790;1557;2194
2171;759;2757;1558;4326;1477;651;3582
2172;647;7651;19341;6964;742;8019;3702
2173;3448;157;1779;1975;5298;21449;1769
2174;1161;1254;151;2341;324;1471;293
2175;729;1965;4617;3299;424;1084;742
2176;456;1405;841;2459;3186;3685;3143
2177;1113;4341;190;15485;1814;2366;734
2178;304;1342;1929;2382;922;619;10126
2179;274;1773;6613;20541;439;4057;2708
2180;423;911;742;2721;3231;4000;3205
2181;1202;6839;15962;3052;785;7020;10026
2182;1313;823;406;4952;808;1600;630
2183;216;415;2899;1180;655;57;46
2184;307;90;4381;17164;339;423;1520
2185;118;663;4415;586;1674;1086;1731
2186;2686;1497;12125;3437;2437;1750;1872
2187;914;1710;1058;3056;1077;61;4883
2188;2056;7185;9179;282;2040;35;7955
2189;2976;2374;3377;3428;2768;1833;2818
2190;119;307;908;346;1565;1832;2779
2191;7;870;1236;3327;1064;6023;887
2192;919;2471;707;3284;665;300;1484
2193;1479;1147;2195;6706;95;7602;5046
2194;1196;2586;1166;1068;1820;1744;2084
2195;1097;1243;517;483;1521;1443;365
2196;5571;11618;1978;358;11830;1269;3161
2197;1639;455;1440;941;1410;3050;741
2198;2651;6639;4244;5877;4998;4047;3349
2199;446;605;887;2641;777;1632;622
2200;603;1710;2070;2258;340;1901;309
2201;2616;1304;3150;1308;1968;412;1545
2202;959;2562;1189;1399;609;1043;949
2203;719;4018;2281;1197;1825;1020;405
2204;393;1553;793;884;849;7785;2497
2205;175;4117;7924;2131;5203;974;481
2206;2697;4913;266;4667;468;4053;8845
2207;484;472;6726;2995;99;10757;1818
2208;163;2039;476;2996;2714;2765;1839
2209;1251;555;508;798;524;25;515
2210;1291;5349;5591;10241;1674;1924;10753
2211;6152;2387;2222;1995;258;6103;430
2212;6254;2568;6416;5440;648;565;9440
2213;6721;1575;438;8708;1024;4902;3270
2214;2085;3461;3642;5818;155;7840;8188
2215;273;6066;1176;4653;1022;3442;159
2216;2468;6737;14772;736;4972;4964;2314
2217;679;2178;179;2725;1603;1697;2906
2218;1155;10918;4215;2883;1030;5498;4816
2219;816;1888;200;4207;1074;3895;3168
2220;356;223;3489;82;3252;320;2483
2221;2935;3573;5840;11467;2282;131;6333
2222;221;6105;1527;149;339;12164;9247
2223;3887;4683;4593;56;1044;505;483
2224;647;1929;1517;26412;119;8687;563
2225;1480;2095;1964;571;339;147;1534
2226;1572;12186;1801;951;425;1121;1358
2227;3443;1366;2191;4442;556;1896;870
2228;446;1405;3740;448;3209;565;3220
2229;611;6711;1030;3864;1718;510;579
2230;338;3793;173;4390;1220;2324;1288
2231;779;1935;615;18323;9694;564;549
2232;502;2924;1552;4659;3473;492;655
2233;80;1856;5776;5741;433;2482;1552
2234;4247;1259;4397;7237;3254;1501;672
2235;4116;584;1518;13469;298;1164;521
2236;841;3352;177;1886;2825;1303;2257
2237;1032;255;414;4745;1312;267;706
2238;1734;237;365;1475;623;2494;1696
2239;198;1245;187;2597;174;2720;6925
2240;791;5589;1578;4158;935;8289;2487
2241;1882;1760;625;2113;404;230;1145
2242;1144;1975;2707;2060;1719;2424;2692
2243;355;1746;11070;12367;3509;2505;3797
2244;2821;1614;4735;6883;2184;4532;9550
2245;358;1223;623;4314;2330;9446;1592
2246;2195;1765;13563;11969;1667;1991;2247
2247;484;3936;9208;13614;206;2043;4287
2248;468;1099;10368;9297;189;5243;5648
2249;1360;3355;1459;207;1148;2631;822
2250;4987;654;8629;2846;3497;791;55
2251;1074;6006;879;2391;3013;1178;1525
2252;798;3980;12842;1144;2184;1372;2068
2253;1259;277;2155;6024;990;5393;949
2254;5905;1236;2852;12025;4684;3145;4434
2255;166;3931;4001;2004;454;2283;3839
2256;1041;23790;1212;790;3609;4038;9201
2257;4324;7415;10784;5414;1457;1922;1705
2258;2648;2412;4041;2622;550;4708;3190
2259;227;1677;3412;7453;1090;2418;2849
2260;410;4367;3279;127;3245;7271;1895
2261;1905;8624;4844;152;1063;291;3504
2262;1855;3054;2036;647;373;62;504
2263;1444;3559;2485;4573;7432;3123;138
2264;1778;4464;3407;1552;706;922;3971
2265;191;136;2183;5301;1561;178;7884
2266;377;13535;2081;830;298;546;11712
2267;1427;1313;1232;105;301;545;1858
2268;142;367;15071;6297;3509;726;459
2269;6711;2257;2556;11722;4420;865;1733
2270;1699;1318;7435;685;359;2333;442
2271;746;1125;2890;10943;1196;1065;7526
2272;229;2756;2522;1198;920;287;58
2273;1994;265;1808;267;243;1429;721
2274;996;4209;3446;1933;733;7172;4848
2275;4260;11312;2203;6661;6734;5412;2036
2276;197;829;385;171;1461;3832;1849
2277;1900;390;857;10842;2519;1388;1182
2278;270;2867;3392;1998;929;5213;3323
2279;1203;466;1277;2275;1426;4600;5960
2280;356;1397;3714;426;3605;6206;1334
2281;3367;3994;2525;1576;1798;310;4665
2282;932;5641;2064;393;1556;1753;3888
2283;1065;2238;1643;9317;83;4551;20549
2284;676;2594;5798;4244;1066;285;1340
2285;332;893;5787;23370;2488;393;1032
2286;690;1172;305;163;486;2405;1094
2287;445;549;1867;6510;393;2263;439
2288;2222;955;7747;638;959;1202;1698
2289;400;2774;2106;1724;1838;3822;15
2290;1984;2855;8965;8441;1830;954;10021
2291;874;5990;10260;11389;2139;3009;5032
2292;1126;642;9026;21946;564;170;928
2293;149;1164;2328;4285;427;994;391
2294;3586;513;1731;19829;2771;410;946
2295;2246;912;3045;2693;167;3133;301
2296;583;2722;5601;1332;189;468;3508
2297;3000;2615;2065;89;2373;197;4327
2298;11845;10558;5750;11152;420;17925;5647
2299;3537;3393;932;9817;623;5736;3989
2300;3208;3572;5938;3647;3112;4639;1787
2301;213;171;6318;7615;333;3178;6288
2302;1705;986;2629;2077;1790;4046;87
2303;1848;1861;13253;11446;401;399;3428
2304;1085;1639;2694;2996;693;2525;316
2305;3667;3940;1921;7636;1456;11860;311
2306;1486;318;3206;3232;530;1439;2771
2307;2290;5997;6311;24611;3034;4094;235
2308;63;62;14906;6312;311;3394;1336
2309;6535;797;1854;379;2200;3381;344
2310;304;1412;264;3215;1365;1384;108
2311;677;477;323;2557;669;41;494
2312;362;702;1864;1935;4690;2566;1559
2313;1113;3070;970;1012;10229;3649;6362
2314;387;881;495;5771;470;122;652
2315;843;211;5192;588;4435;521;689
2316;312;1331;2324;5991;2358;1250;280
2317;1220;1467;12706;9045;3829;753;1385
2318;545;3962;1695;213;2953;4131;165
2319;2053;672;2000;2215;3234;207;895
2320;10730;213;3043;1147;1214;721;1727
2321;1086;1800;6618;1176;410;2243;259
2322;1732;2432;956;214;280;207;3681
2323;426;3583;971;16201;9700;14832;3780
2324;2350;10040;16253;2101;455;194;1513
2325;576;260;470;3630;1475;890;253
2326;1223;923;994;595;1916;6975;7479
2327;664;1307;3518;2891;476;5869;401
2328;1981;4892;11317;2038;6445;514;2439
2329;4642;423;4460;1730;2522;587;2776
2330;70;4729;982;6933;4457;2753;390
2331;1387;871;3180;1662;532;2030;657
2332;1987;1246;18492;3897;7261;2023;2203
2333;198;11640;854;1247;721;2596;4689
2334;826;429;3565;12049;147;1247;7287
2335;666;946;2246;6004;114;376;2658
2336;82;1210;5311;1078;1896;1106;4584
2337;7854;12894;2206;10118;184;7148;115
2338;195;5195;14683;2191;333;611;5033
2339;258;1400;1842;1351;1007;158;920
2340;499;197;7316;3775;2848;4651;6148
2341;1522;3255;804;1747;927;9708;889
2342;815;909;200;2316;2228;554;365
2343;3050;16833;4427;1181;2308;3503;1249
2344;1709;1325;4621;635;5805;10368;576
2345;3046;3929;15937;288;1150;10083;7897
2346;1712;1570;2559;7797;1205;245;1300
2347;346;4379;2270;10972;15429;5585;10102
2348;1764;249;2558;1635;259;726;2509
2349;761;298;1397;1248;1715;2986;1927
2350;392;1371;2906;14013;317;869;9438
2351;1181;171;1743;2839;1876;1414;2313
2352;1944;1025;8953;826;612;638;2587
2353;8260;3203;10660;4563;399;1807;6047
2354;275;1641;4416;5934;1395;472;4978
2355;4512;2224;9419;994;134;2128;3944
2356;2896;2554;1774;659;138;1267;5167
2357;426;6417;4680;636;459;1293;1310
2358;1108;1018;1840;1600;2070;1143;2092
2359;289;633;1838;19644;287;7118;2290
2360;109;1244;77;351;1181;1230;2400
2361;2588;3224;1294;2486;546;9349;3186
2362;879;784;1692;1716;50;1352;763
2363;1097;1560;1203;2067;666;2760;2611
2364;677;2643;12470;8636;10622;6262;3719
2365;291;73;383;2390;4862;4253;1632
2366;2364;1351;596;1580;663;2145;3477
2367;1189;1953;2497;6443;2367;2031;1335
2368;768;1833;1892;2049;3244;120;996
2369;775;6137;137;684;585;512;1579
2370;341;593;1673;6035;611;506;2150
2371;1945;1492;1911;4917;1428;266;5460
2372;819;970;15464;11572;3740;7173;7492
2373;188;10237;62;13593;368;262;35317
2374;521;2066;7893;162;2020;744;2708
2375;1021;1149;1419;2034;99;225;4523
2376;524;7982;2006;736;3265;1979;6801
2377;214;2706;1885;7786;1878;10651;1175
2378;160;634;4173;436;3028;2039;944
2379;401;375;241;5096;59;9529;2741
2380;1641;10023;1188;3999;2480;1216;915
2381;738;1032;1688;4308;1738;4987;2940
2382;384;891;2572;4100;1331;9105;3378
2383;1613;2707;481;10632;1965;1344;1366
2384;1103;4014;85;1257;480;1260;1451
2385;2689;614;6775;4750;343;3425;929
2386;3792;11110;1065;4564;383;764;1638
2387;966;8949;1814;2890;592;11999;1823
2388;1124;375;2357;1897;1856;3045;112
2389;991;1642;3416;801;78;1455;303
2390;459;693;12494;1635;836;2814;1903
2391;2519;6260;9380;1572;4117;2204;5882
2392;299;4564;487;1122;1693;148;1341
2393;1295;178;2383;9812;1821;531;3520
2394;265;964;528;1306;852;1007;220
2395;713;3839;223;4713;3084;817;1000
2396;2476;1271;1840;6695;574;1931;553
2397;1820;2963;1039;8392;457;1568;2768
2398;4098;17252;2629;871;625;3141;8499
2399;80;1002;1573;8870;309;2422;5439
2400;1419;5200;552;4714;1261;599;5203
2401;1434;392;3255;1059;817;2554;942
2402;923;510;2574;7474;915;2564;532
2403;4245;1003;1060;15805;741;889;5957
2404;808;1625;5609;15647;1535;2577;6791
2405;525;4002;3386;2317;579;723;2140
2406;6154;11406;9036;8697;787;1263;861
2407;587;1016;1643;2877;37;1152;2004
2408;606;1958;4044;8885;375;738;781
2409;304;1303;161;2888;163;4460;2982
2410;705;11186;5098;791;596;4573;3548
2411;789;1523;378;3881;2201;1146;1184
2412;11314;9117;1221;84;2066;2156;3453
2413;1137;903;1571;9033;1453;615;3702
2414;283;205;111;175;372;770;239
2415;3643;972;88;8721;3910;3224;3846
2416;1185;609;956;1914;200;2259;760
2417;839;516;2521;789;1601;2991;1067
2418;1534;2546;2131;17117;1084;1058;8645
2419;897;92;1105;3561;220;162;2284
2420;1429;970;1276;3457;543;264;1477
2421;3022;1878;4390;5391;776;3117;4109
2422;279;782;2647;416;1267;1937;2431
2423;484;1647;1548;2430;2024;1495;547
2424;1555;2265;5285;121;4074;9256;4789
2425;3108;5763;14945;418;1294;5509;7848
2426;77;4054;1007;943;657;764;1104
2427;1034;2361;9406;5863;686;4844;1514
2428;2284;868;9891;2983;6033;479;9864
2429;507;361;988;1610;388;2566;541
2430;1921;12664;8093;4179;4039;4062;11958
2431;2726;6562;2875;25036;5685;2012;1091
2432;2694;522;8739;12898;1065;4347;1936
2433;1537;1573;1174;2006;2356;785;289
2434;2925;943;233;15227;2105;3474;16920
2435;10453;1483;7179;8316;3048;5829;6984
2436;3871;7753;3689;818;8478;3362;256
2437;349;3677;2121;2686;1234;764;2669
2438;1258;945;6284;4310;2587;1448;948
2439;1355;2817;306;13314;415;3175;4606
2440;366;6929;4162;188;3583;965;3398
2441;1860;157;157;4223;3817;324;643
2442;1411;246;288;861;610;258;663
2443;85;13288;752;812;587;7987;1113
2444;6107;11326;8089;3735;3955;833;3648
2445;669;1856;2591;368;1086;1634;6371
2446;947;396;1617;10768;3578;2168;5923
2447;906;3329;180;4970;647;1364;10640
2448;2314;3892;11853;1847;1787;758;6863
2449;269;4500;13418;728;495;9998;10499
2450;749;1661;2509;4282;2561;2099;155
2451;217;7286;7469;988;1265;1213;763
2452;3274;9844;3476;5741;2389;2922;7234
2453;2224;4697;1662;5191;545;6219;10353
2454;972;249;4757;1057;3533;1949;1000
2455;6396;5344;6214;1887;4964;6831;18798
2456;674;4239;5997;855;842;1936;2856
2457;723;3977;1369;354;462;1409;3918
2458;1243;784;2982;4052;2522;514;5514
2459;606;388;2908;6130;1536;1469;70
2460;877;912;1757;470;164;906;252
2461;4781;5221;4819;7463;1905;3389;703
2462;1861;493;3650;481;1005;520;1995
2463;704;668;2433;952;2162;4058;2090
2464;3116;3953;16255;4623;2073;5655;3305
2465;1318;1037;2697;292;2418;473;656
2466;643;4568;304;2321;1372;2930;1664
2467;3757;3298;1049;8029;2160;713;1060
2468;926;7376;904;555;598;983;2028
2469;740;3388;6544;443;872;748;3193
2470;1571;559;2034;12117;7409;688;3429
2471;531;13010;6175;337;146;2925;3311
2472;2594;2818;6615;1502;2086;147;533
2473;1084;256;224;2041;998;668;12683
2474;2981;2266;3788;16075;9242;2509;4040
2475;4442;286;3633;396;3345;8002;20125
2476;864;2691;1400;1756;602;731;2821
2477;4918;2366;2010;2083;2722;1369;1004
2478;2353;987;1922;2374;1782;640;5027
2479;521;364;12383;10255;4119;3229;7233
2480;755;5950;9438;19350;2221;5473;2705
2481;2337;10494;5379;7190;315;3360;493
2482;581;2719;3269;2839;450;3764;944
2483;1334;2775;4623;733;651;324;7963
2484;2271;1441;1430;11102;2938;650;1838
2485;142;1549;100;7515;3003;2811;1290
2486;1500;3699;2807;9812;2692;1206;319
2487;2320;21712;13262;13479;1100;2534;5356
2488;4338;4583;2495;1702;442;4673;1357
2489;2387;1957;1710;2067;170;420;327
2490;1098;920;8889;5513;1637;10010;2072
2491;425;4079;4206;2804;2929;869;4598
2492;446;4739;535;12;5931;653;5143
2493;3253;8116;806;718;1122;2293;4649
2494;213;390;2021;2182;166;387;2270
2495;1541;87;10746;3581;5438;11756;1733
2496;3689;16389;2200;2824;971;7677;3178
2497;612;1046;4458;447;3218;3934;1990
2498;461;77;3967;729;1394;1753;900
2499;1003;5968;9203;4902;2453;869;18987
2500;1787;889;4130;2134;3853;1023;2551
2501;603;4227;11326;87;983;2303;3360
2502;4026;144;3011;2410;184;2228;6654
2503;487;1276;1431;2606;1088;890;1704
2504;448;4251;782;751;1439;11979;575
2505;352;7501;4313;11375;930;276;3771
2506;356;542;3372;1287;761;1018;419
2507;863;1473;2442;1741;1200;1306;1115
2508;313;1853;7807;356;300;185;76
2509;3381;7705;7964;9154;266;4152;475
2510;4850;1691;10004;11906;2230;6650;2499
2511;1224;140;194;1963;174;1955;2742
2512;815;2603;1796;200;248;2959;455
2513;988;5428;2306;2947;1009;3680;4216
2514;1505;1605;2086;16607;4548;6283;1375
2515;630;1750;7066;3611;638;2894;863
2516;5570;3312;15271;9587;465;511;269
2517;1739;1597;2336;3163;1478;773;311
2518;2033;2682;3063;1299;2384;802;87
2519;1204;629;3004;365;113;386;668
2520;2487;81;1806;13443;1439;825;539
2521;871;7974;3757;2398;6707;1356;7927
2522;566;151;1914;3966;480;1866;2128
2523;1399;5359;10568;2588;771;2261;151
2524;506;1440;1953;2624;2781;4134;5489
2525;644;1142;332;2675;1273;2177;853
2526;2792;2459;7700;7473;1499;3006;439
2527;1145;4675;3116;1633;6302;817;254
2528;4894;5881;13974;5449;1778;11029;5054
2529;759;1911;616;9846;1220;829;2801
2530;1184;13485;940;12669;1506;1878;1206
2531;1993;1475;2499;1892;4455;2137;11477
2532;fail;2204;2716;2485;1300;280;7466
2533;648;10990;2545;1807;426;608;547
2534;2507;7934;5714;1324;322;742;1399
2535;1197;18395;5515;12541;1444;1570;3207
2536;2702;3202;3367;1647;8786;449;742
2537;307;2361;903;13138;1255;501;790
2538;2894;982;157;353;1155;846;3211
2539;978;2041;2072;16160;2312;215;11845
2540;205;727;7012;3008;2308;261;855
2541;1272;1370;1822;4726;1147;1364;1036
2542;1006;320;225;1524;1041;2047;1454
2543;2093;1752;313;1823;3927;167;3524
2544;438;298;2258;2558;1257;192;1349
2545;3960;433;7133;5285;681;578;889
2546;790;12692;9675;156;1046;1333;7756
2547;538;703;1406;823;611;938;1283
2548;89;1936;7599;2875;67;1444;3384
2549;3616;505;12945;10126;3609;1159;1753
2550;150;1963;1844;3523;670;573;471
2551;434;1343;4494;1920;190;416;5735
2552;1823;6619;16291;1093;614;3695;237
2553;1050;2673;3173;9260;217;2216;1663
2554;2024;1817;1738;611;830;1327;2147
2555;1052;5249;1912;584;1782;1229;2242
2556;165;5493;8802;2641;383;800;649
2557;447;157;3730;3788;220;284;216
2558;6567;400;939;2729;1416;1564;1263
2559;1394;798;75;323;278;290;676
2560;3037;16960;10135;11622;851;173;1937
2561;781;1411;2897;2209;486;934;226
2562;594;2714;1910;436;439;1158;1152
2563;530;507;1451;1273;2632;3657;195
2564;1052;328;2329;3746;817;4005;1071
2565;100;509;3829;3413;4073;4673;1654
2566;3018;5315;78;1181;3845;3950;2426
2567;120;2454;525;4269;1351;4615;4921
2568;827;99;9402;4692;2577;363;4187
2569;1788;149;4111;4173;1896;5728;2074
2570;216;3279;3053;262;840;1543;416
2571;930;168;1906;575;3406;990;428
2572;359;1638;881;5104;807;629;1650
2573;3559;831;1686;13402;2258;2942;1251
2574;7431;1464;5745;4092;2743;511;273
2575;2405;1322;5501;4703;9394;20670;5981
2576;709;651;223;575;1000;8325;2666
2577;293;1466;1642;2361;311;1403;1546
2578;4295;448;5264;11823;11378;1248;1797
2579;2771;1290;18603;6169;1477;1775;94
2580;2121;9796;1410;8161;260;996;1632
2581;1018;4070;1329;625;695;3271;425
2582;879;2051;11399;459;2866;4085;491
2583;1062;2649;8551;190;611;1376;10900
2584;1871;3383;8469;13043;2770;4468;317
2585;6380;1720;319;2699;4893;1208;1227
2586;10801;6559;1961;3253;3377;6697;4245
2587;214;484;3762;3433;125;2369;3994
2588;186;820;6074;3202;2364;56;1616
2589;7353;1524;2192;12350;378;3056;743
2590;529;512;3851;4475;417;1533;1224
2591;727;602;3168;1959;861;4864;161
2592;3593;7634;17398;6893;680;1139;9335
2593;278;5914;1135;5662;1675;1941;8180
2594;1211;177;7519;1394;4111;3450;9411
2595;630;17604;688;8016;5241;253;9794
2596;1331;5026;9164;171;4065;868;309
2597;1300;4839;190;1211;503;1976;1916
2598;149;1739;5444;2835;440;1038;368
2599;329;268;6005;384;3253;3138;1353
2600;913;224;503;7671;3183;2043;1349
2601;7476;375;834;3013;6653;1677;5174
2602;547;738;1858;1128;801;7101;3387
2603;302;1347;423;5489;394;997;870
2604;352;5976;855;8147;690;110;4611
2605;219;5882;386;5136;305;108;203
2606;578;1032;9286;3027;142;6210;658
2607;426;4993;2776;5501;1043;631;2621
2608;291;51;111;1721;2922;2930;171
2609;468;1202;2138;4209;4822;489;3848
2610;942;2760;3601;1730;180;2223;2109
2611;1881;650;1455;183;1549;3361;1441
2612;350;278;4551;6303;925;7938;317
2613;80;2635;143;3138;2583;7757;4084
2614;212;2784;14619;6425;7007;790;37
2615;663;1433;1202;11955;5691;2784;2970
2616;520;1061;16150;10936;5011;1116;2951
2617;2735;3216;2251;14825;2854;955;12693
2618;775;5202;10037;1012;1072;892;2490
2619;377;2542;3175;2462;1293;1078;3754
2620;1253;167;1580;772;372;399;1900
2621;795;1196;3730;525;1477;1959;105
2622;4483;1463;310;2923;802;3642;278
2623;859;5521;679;1499;5199;7157;6392
2624;557;1792;3085;10032;2042;1212;5697
2625;1984;578;859;8608;209;13264;4297
2626;1454;4799;3848;4188;1672;6577;1801
2627;181;715;1520;5980;4570;7046;1668
2628;2078;3113;2954;7359;421;6907;2218
2629;287;112;427;4462;893;178;269
2630;2170;2834;283;715;510;1808;1141
2631;324;1654;815;6470;1088;1511;3392
2632;1659;454;1792;5486;322;2965;1001
2633;1824;591;7056;397;639;366;2080
2634;663;4562;567;83;774;1029;99
2635;700;14921;1894;954;1263;1896;6910
2636;1360;1753;1653;2371;4297;2519;1293
2637;2801;2216;11381;11028;5809;991;1760
2638;1495;1255;168;5630;1198;4498;1153
2639;1027;244;3589;1727;445;301;95
2640;1118;4440;4369;454;2087;791;2656
2641;640;3079;262;3187;4747;4590;8411
2642;560;4283;1581;13439;7461;2203;4350
2643;225;2120;974;741;2063;4137;4360
2644;876;2731;1099;9854;184;2283;4179
2645;9097;495;1958;276;1262;3236;9358
2646;2285;1093;3560;965;2476;657;819
2647;833;494;506;1395;653;3731;151
2648;515;1567;5470;6381;205;2043;2281
2649;2023;5548;6037;11232;2515;10208;6181
2650;1788;2624;494;9180;1781;1587;7093
2651;1257;1074;2023;12007;3544;1464;4131
2652;1810;1237;6198;1570;2334;6068;4116
2653;1193;917;1095;475;1308;745;2667
2654;3153;6095;6177;3273;458;139;6123
2655;2919;598;4061;2529;3462;441;6329
2656;4592;6582;15694;7566;1698;528;2575
2657;313;2760;977;3152;1035;1066;4600
2658;2704;9318;2729;328;670;255;2725
2659;1885;132;1614;4724;181;1324;2794
2660;1207;3151;9331;83;2772;1656;3335
2661;1044;580;222;1500;1409;1101;616
2662;2152;1177;1813;8947;1592;1005;1250
2663;2724;370;1618;3683;330;4855;94
2664;938;673;2034;318;2101;111;2006
2665;1086;1457;2063;4826;2259;4243;758
2666;1906;5748;19754;3447;9993;5417;4607
2667;224;4562;3454;141;1441;1130;6090
2668;758;255;3771;3452;2259;3853;83
2669;3624;3592;1159;17401;1078;511;3996
2670;497;15292;15486;21394;790;10178;45
2671;12295;3658;3072;9305;380;5329;1107
2672;410;998;1003;8881;781;819;407
2673;8166;48;1541;4518;480;19121;1114
2674;768;1579;13261;275;3859;1489;1562
2675;644;2599;3954;15747;3996;1188;4517
2676;767;1792;7441;4458;4239;1888;8274
2677;752;215;664;2675;1806;67;141
2678;5225;2796;1567;10080;14210;2302;5722
2679;701;2734;1646;1000;3107;2587;2946
2680;679;1199;884;965;160;397;1168
2681;2222;5382;5068;3732;6268;1741;3843
2682;270;7016;2355;1672;5678;678;688
2683;961;2552;1572;336;3467;6537;13351
2684;2457;167;4029;1536;450;3173;539
2685;2084;2653;1870;9371;7707;5999;1025
2686;1994;1937;5092;11917;2383;1626;6245
2687;375;583;2324;4425;1708;288;7268
2688;1590;70;9382;1884;1747;239;2547
2689;961;928;2831;3408;302;1999;611
2690;926;2125;2624;2495;823;1122;1064
2691;735;1193;2451;356;1270;173;2042
2692;2124;17004;1518;7827;4063;405;3114
2693;518;252;5710;40;1130;326;135
2694;941;998;626;3040;3399;2225;2298
2695;380;2875;1266;5124;807;648;408
2696;1411;517;17611;180;3548;2888;5550
2697;752;6140;977;24256;6844;229;928
2698;58;703;4047;7362;1047;250;385
2699;1441;1607;1950;1408;1129;741;1969
2700;1755;1189;2660;9508;2497;3818;2025
2701;2307;3695;2632;9942;309;5777;423
2702;1161;378;2837;1365;7031;2817;2134
2703;765;815;4384;2793;4239;3281;1959
2704;10188;1606;1063;3727;724;1392;4351
2705;577;813;2045;168;1012;3809;5465
2706;1637;12957;10705;2311;307;1291;5115
2707;698;691;472;2821;367;582;312
2708;8100;3054;621;330;2874;1279;1083
2709;1060;2778;2147;4204;1788;2218;5836
2710;500;911;1348;280;367;4711;598
2711;665;157;2779;721;838;586;1220
2712;598;704;7632;13151;1273;7765;666
2713;2327;3926;1008;1019;4881;553;746
2714;313;693;2600;4041;1127;854;594
2715;3889;1907;195;729;5012;283;1282
2716;1070;1458;1590;3652;297;2433;2867
2717;2390;1639;718;3263;485;422;416
2718;664;8671;5992;5096;8191;700;5270
2719;1686;91;4121;1785;156;3164;1180
2720;514;989;13926;4308;1036;6429;843
2721;4246;1478;2251;4550;198;6671;391
2722;184;1432;230;3123;418;1719;227
2723;574;3147;23831;3518;270;1228;2070
2724;941;6909;5426;1667;10925;3229;140
2725;765;3198;2913;2273;386;3293;442
2726;826;7297;8279;586;1834;717;1560
2727;4301;6265;19603;3789;2491;2823;3361
2728;7528;923;6530;16344;576;4284;3001
2729;832;3199;1221;1476;1483;154;1012
2730;1796;5257;7948;1217;1178;707;6549
2731;459;2370;2567;7206;630;4475;3185
2732;1809;1399;6714;25675;2429;8833;17177
2733;230;57;1796;18972;932;1521;101
2734;997;429;1401;2260;1177;575;719
2735;843;2541;6374;1509;1101;181;284
2736;1704;541;1100;1068;3673;689;1719
2737;2024;5621;1162;1787;786;1166;803
2738;1548;1791;5480;83;2584;3629;1421
2739;5247;1579;1627;2611;2073;2865;1773
2740;1240;410;2209;563;1461;264;352
2741;341;1841;3196;2569;2817;2128;4000
2742;1377;2298;3643;2985;1416;6966;3388
2743;34;332;7228;213;926;2846;143
2744;4344;849;2610;1591;1051;191;634
2745;1568;1983;287;956;3507;3175;18
2746;702;2901;143;1887;3449;5753;5297
2747;568;4857;4232;1243;1504;1122;7384
2748;3120;6381;3781;8678;383;977;877
2749;349;1612;6685;3007;1540;2534;3734
2750;1241;3565;3395;1561;3171;529;2755
2751;917;2596;2883;7680;111;688;2627
2752;451;7404;5326;2014;605;1931;6903
2753;3864;1754;2574;6722;975;1136;2393
2754;247;4581;502;2514;532;1439;1805
2755;1246;14005;4797;3667;4160;1158;4225
2756;1814;522;2435;2349;808;2608;2793
