;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0;RLS;RLS-R2;EA;EA2;pmut3.25;pmut3.0
6936;fail;fail;73584;7414;20901;28013;fail;fail;24203;136;fail;35230;61;4933;37942;1893;fail;6926;901;549;615;378;698;2075;128;225;5109;710;560;382;1613;1899;3157;6195;688;1986;36;854;4154;4806;3144;1431;2744;2045;3704;6287;1788;2879
6937;fail;fail;1399;19558;fail;fail;fail;fail;2815;1354;8191;7452;fail;3142;7977;1804;135;1908;fail;2273;6316;2547;313;8714;2933;2100;2314;381;5473;15251;1929;1487;8050;6042;1745;1914;356;1431;1333;2441;5102;39;2498;1045;7076;1862;112;931
6938;fail;fail;730;679;85722;fail;fail;304;23578;23436;745;9034;fail;136;532;11918;5033;41;669;218;67;2679;431;442;fail;6504;10554;8739;23356;12941;443;1675;4777;1371;1004;900;1257;613;8715;3303;873;10582;2625;1650;2150;3662;386;2251
6939;fail;798;426;592;11874;745;fail;fail;21238;45701;fail;92993;fail;fail;10199;1734;5046;20747;fail;4356;20708;11940;2121;1672;3684;23;1627;597;1307;1722;1032;491;616;1288;8262;244;1485;3274;321;2100;2531;548;933;1005;4652;516;3198;7965
6940;fail;fail;fail;918;1186;4720;fail;748;5436;7362;4739;1567;fail;5038;5022;4778;11931;194;230;3399;113;8923;587;26123;1907;514;1661;4649;19504;483;2567;4082;4726;3052;346;1103;921;1362;1023;291;205;1330;5576;768;2216;49231;3621;478
6941;fail;786;fail;180;1516;34;fail;3542;fail;111;fail;16246;fail;3456;12207;7730;11184;38863;345;93;14020;568;939;311;fail;544;16028;35206;116;2801;327;2850;10165;5756;5838;411;4329;300;640;1484;500;381;5325;2135;3143;2431;5770;6978
6942;fail;fail;fail;fail;2035;50257;fail;93;22818;4659;19827;6335;fail;2078;3004;4903;8632;151;fail;11271;17581;4230;4005;47359;fail;288;18387;171;2784;4054;414;1444;1773;417;1414;854;13888;188;1999;6623;1373;1591;2297;2377;769;5929;2440;927
6943;fail;fail;3665;929;fail;13472;fail;fail;21715;11889;5169;25701;fail;15115;4995;15800;4742;82;fail;1725;771;1148;1196;333;1611;1375;736;3329;552;2314;8438;2802;1153;5102;2891;805;fail;2093;6240;2052;18633;14403;1815;352;5082;3012;4800;5086
6944;fail;fail;17475;342;1760;53;fail;567;5453;1007;899;386;fail;43;12625;591;10342;46;fail;530;2967;2994;614;3897;255;191;267;899;513;1168;856;1577;1786;5270;348;2017;417;3106;2926;747;2162;817;918;2173;1239;1142;2880;547
6945;fail;fail;31599;1775;2427;755;fail;fail;279;1748;19600;1328;fail;5351;3446;7743;14643;7308;fail;377;2306;463;973;1220;2756;658;878;2896;1186;1231;2237;101;4208;2849;1212;334;26260;365;4204;327;5404;142;1535;1126;1458;1643;329;2213
6946;fail;fail;55895;5496;fail;52881;22;fail;390;15155;18612;37587;173;2391;4172;5037;103;1087;668;2624;155;11921;30183;7221;fail;3643;10062;2120;40433;2863;216;1727;1582;4616;1068;1754;4207;554;501;1396;1226;495;394;18;1797;1718;1015;1127
6947;fail;fail;12079;14154;fail;23497;fail;fail;4997;1639;15425;6810;132;4903;4390;6538;2858;4509;293;262;1627;1132;1302;223;252;649;1587;503;2942;2733;5644;1220;494;15687;2655;2507;835;1213;1801;1894;96;1601;2051;262;4901;3453;8632;700
6948;fail;fail;17724;1672;7889;fail;fail;2946;162;151;16917;1556;fail;214;11791;1033;1685;1775;fail;2101;531;5301;89;126;861;9776;10317;7627;186;1231;7152;47;4084;5109;301;8344;3317;873;711;5801;600;282;4489;2152;3563;1177;5260;434
6949;fail;fail;fail;12218;56413;35616;fail;656;3827;1387;553;49491;fail;9111;3925;37037;5499;27903;77;2384;1006;268;846;293;39;2398;17750;535;5482;252;2987;332;485;1097;3433;2938;3005;1613;338;612;1432;1265;353;4302;5494;11384;7029;227
6950;fail;154;78979;570;8440;18468;fail;fail;13666;4751;7721;229;fail;278;368;3523;486;2769;fail;1258;253;21265;19659;737;252;6591;3198;2198;5219;1825;2283;546;3733;920;1640;2429;3176;151;1435;4872;3605;2299;1559;1345;11935;3876;1607;923
6951;fail;309;15902;38;fail;1742;fail;fail;11980;9128;1293;624;fail;17892;28608;355;1011;2505;1399;2690;843;375;3179;289;138;175;1600;358;365;8910;2010;1074;11503;3663;12903;917;4156;2751;406;1135;830;839;931;621;3301;9328;339;1279
6952;fail;fail;fail;3822;82886;fail;fail;474;10395;45685;2468;15444;fail;6530;10627;1062;16218;790;fail;122;7294;3521;2661;2278;fail;2490;1488;3837;821;2206;539;1201;1559;100;1201;1436;3727;468;930;665;596;2829;1050;408;2866;3274;535;3645
6953;fail;fail;fail;3909;90962;54115;fail;fail;fail;51575;fail;2459;fail;7650;2876;1694;10689;12950;fail;874;396;8008;82;246;870;133;701;203;859;2858;48;9952;4833;17662;1613;4691;802;1017;3475;9091;1155;289;1697;1350;3451;1161;1007;178
6954;fail;fail;326;2343;fail;5500;fail;3050;9546;1078;5531;26865;fail;591;11626;3186;11346;4393;74;588;13823;10530;15523;20133;274;835;11249;11290;519;12768;863;4827;245;311;111;1104;315;1451;208;437;1624;688;3210;1701;8776;3993;6754;2670
6955;fail;fail;80075;6498;fail;81082;fail;3207;23652;8212;1613;35;fail;20939;6189;606;2036;18838;27;5153;170;1568;46;536;fail;1590;6742;523;15535;11307;523;1192;1558;708;910;242;1762;1590;1761;2369;644;385;625;7292;3020;3869;1849;1989
6956;fail;fail;40129;669;8145;fail;38;fail;57961;10541;16022;652;fail;155;9508;1421;6166;1536;1270;271;5051;3013;1336;1044;426;2017;393;2351;9;702;219;491;4243;3282;7528;77;114;1685;1865;3475;2990;1661;10808;2258;13740;2972;1381;4547
6957;9;fail;fail;93;fail;58978;79;fail;15595;4162;2550;40973;fail;fail;28960;20;4568;19409;509;135;42186;5335;28322;17229;fail;37701;912;1375;6607;424;1630;292;6241;2131;4487;800;1636;1106;1764;805;2188;5575;146;1984;1579;3251;1845;4520
6958;fail;fail;3652;9788;15903;3921;fail;fail;fail;1338;1834;12483;315;488;118;2914;2182;8300;345;577;733;822;1084;225;fail;793;25464;27866;2140;310;256;1557;1346;6444;386;5203;2233;1303;1728;1686;869;1698;2406;2480;435;2753;489;2786
6959;fail;fail;9732;61226;71660;80993;fail;8552;46595;73754;555;66182;fail;fail;5789;21527;3828;395;484;110;3002;1966;4141;70;273;2078;7009;2285;609;1338;1489;1766;2327;2919;1638;1979;2379;1434;9329;802;1572;522;506;1726;1231;2680;3377;1767
6960;fail;fail;31890;1238;fail;40568;fail;1186;21728;5385;7362;10985;fail;fail;37398;6677;7674;29236;1328;310;18839;1520;16688;1875;1460;2663;395;446;524;6597;5598;8540;705;1711;6884;404;1570;735;5693;10098;2348;597;4683;4464;6128;752;624;4877
6961;fail;fail;fail;1231;fail;3310;fail;2167;2820;9675;2447;119;fail;22712;34829;10259;88088;7970;fail;219;233;797;676;10442;467;107;604;8598;91;4198;891;643;787;4512;632;2375;445;3234;2170;3438;12058;2466;2597;4483;1103;2722;3574;1630
6962;fail;fail;1771;3557;40160;26635;fail;fail;11093;4516;2512;16564;fail;525;999;31;379;4715;fail;7217;5974;14231;18963;8340;72;1427;4670;6392;1040;12419;450;2638;3267;2968;1121;3115;703;701;16365;5597;520;3434;84;733;4943;1176;865;139
6963;fail;fail;63211;28632;3208;10844;fail;2726;41333;221;1634;83932;fail;fail;22248;5833;20599;34747;fail;991;53456;11514;49938;10644;fail;1204;39984;83;18536;15611;122;1107;743;871;443;974;1753;1175;3653;2328;1135;403;2734;260;2141;2236;400;1386
6964;fail;fail;19;5859;8834;5243;fail;1905;85935;18263;1460;172;fail;20319;25752;4320;6811;11101;167;203;2801;4216;294;700;331;1029;2378;697;20620;87;175;1126;1361;12816;147;4416;167;2716;168;286;1571;263;683;4844;1110;4781;1040;445
6965;fail;fail;fail;2483;fail;fail;fail;383;45;1805;4964;16764;fail;551;5;161;5532;522;fail;2449;9925;26266;22279;34629;fail;1047;2505;1327;71;1085;1636;1628;3376;2681;119;727;248;808;11434;5689;59;13047;2981;4332;2499;6853;177;1221
6966;fail;fail;13236;14784;8028;28904;fail;3399;101;1096;89;1213;fail;8702;20915;113;13241;513;fail;40106;2446;269;1697;4785;fail;2208;11532;11631;176;17539;2131;1699;11047;3131;219;2114;4919;1016;3016;307;4045;2980;1961;419;8481;11357;12164;8293
6967;fail;fail;591;1358;248;4015;fail;fail;8556;5708;2077;12102;fail;15691;3985;156;5693;52122;fail;7769;5137;10650;3913;11003;1766;29;68854;227;230;141;3240;5745;1530;2173;166;2360;7180;458;5509;299;588;611;8322;1194;759;3686;2346;4006
6968;fail;fail;687;19297;58118;44461;fail;1481;7307;86;9219;97;323;171;16839;1921;3112;132;28;986;1675;4026;7083;102;23;3716;2523;2220;330;1544;1218;784;195;1214;1938;713;1041;1860;1606;726;1007;1181;2092;3067;664;856;674;2109
6969;fail;fail;5857;32370;fail;10338;fail;2841;504;312;514;2860;250;6065;340;109;8445;881;fail;426;70;1332;3046;5662;fail;259;424;6251;1152;600;2268;3166;3776;406;4055;685;1519;814;2219;6119;1010;83;473;424;2518;4012;825;1339
6970;fail;fail;fail;16395;5609;35494;fail;99;846;231;19201;17712;fail;17291;8475;6146;287;7617;fail;6976;16383;4445;155;3886;fail;206;5802;5604;7492;804;3163;1607;132;1569;1553;1221;620;372;731;3084;228;325;473;1685;1082;540;1005;409
6971;fail;fail;1440;7197;22817;27696;fail;fail;fail;7127;575;352;fail;10496;5688;4603;19704;20669;fail;13525;29402;173;3210;1115;fail;8313;2249;4274;427;38101;8360;359;190;3382;310;5660;892;379;606;162;823;1166;1580;7937;1418;4979;1468;5282
6972;fail;fail;fail;34037;fail;42049;fail;fail;12103;3998;26;31577;fail;202;78784;112;751;5319;464;4536;158;673;1480;110;1120;226;863;4476;46532;15136;1351;914;1770;5379;457;599;360;1105;1076;619;1322;1414;1305;256;1775;2141;2295;389
6973;fail;fail;15391;2647;65990;8062;fail;fail;12070;1312;79013;41017;fail;12;2183;669;1771;3123;1136;2506;658;1584;437;6591;1240;10525;353;4003;3846;1304;1268;1665;2732;336;614;1999;662;1038;964;892;467;389;1272;2992;2710;1836;1904;552
6974;fail;fail;20;7571;39520;17;fail;fail;40185;6989;37695;3968;fail;17052;154;1506;4066;2118;fail;14679;833;7356;4799;9086;183;1208;4059;1671;466;4014;96;5646;3670;2280;351;1835;847;2232;1129;393;907;830;8838;896;3604;7230;1735;3513
6975;fail;fail;12084;1831;33626;fail;fail;2295;21290;3767;53357;65939;fail;531;112;8815;262;5157;fail;911;3020;28923;312;22311;208;310;8564;1935;2079;89;753;2844;18736;1945;101;418;1194;804;3484;1083;1746;1624;1859;832;2388;2288;1478;638
6976;fail;fail;fail;243;35523;fail;fail;1631;50499;2214;7963;694;fail;2885;893;2266;2945;941;fail;772;3232;4489;18281;497;150;80;10314;152;1359;4458;1135;803;263;2520;1154;861;445;598;2067;1921;821;2498;4575;1185;1090;3302;1420;948
6977;fail;fail;10081;75140;57;2863;fail;171;5748;6788;1502;3855;fail;3750;160;1282;302;599;fail;629;17659;189;1010;6404;5;1375;722;571;280;2403;5130;844;1544;1834;1027;5271;604;1765;1235;1112;998;1186;3669;1163;4937;4201;2343;828
6978;fail;fail;25876;1651;4434;3374;fail;fail;749;16614;5843;12500;fail;11309;138;5960;8171;7547;fail;842;2096;15091;324;2797;425;10277;312;2540;1215;1159;3595;2092;1305;939;7895;1874;670;753;2519;220;2872;968;4751;1534;2708;2135;1035;601
6979;fail;fail;2323;1014;5110;521;fail;fail;3154;1350;84832;235;266;121;381;2021;7154;2077;fail;221;14826;265;1751;481;1265;899;2021;56;1749;75;5794;200;5235;911;4465;3264;4990;2563;4279;282;2805;1520;2791;2164;8579;5984;900;1679
6980;fail;fail;fail;11310;17927;836;fail;1164;21097;4950;97849;10004;fail;3181;223;13348;10573;10264;fail;739;2417;11711;6143;9388;1326;234;471;2263;1151;1134;1533;131;7738;8326;3022;2134;1460;1017;1209;300;168;522;220;713;10297;1000;1931;3629
6981;fail;fail;fail;418;59955;fail;fail;2427;14349;5230;60;482;fail;9564;1735;199;3908;5922;2126;13074;7794;632;2306;693;1073;59;838;423;830;1398;1542;871;3724;242;393;1366;2500;531;741;394;112;2584;775;1661;568;5331;134;2653
6982;fail;fail;80245;11053;12829;1589;fail;755;6292;5825;3903;5840;fail;fail;32997;120;10947;31189;fail;107;5320;432;5511;2380;456;467;34359;386;15512;10059;2579;179;22357;1323;1060;11587;675;705;3168;1055;152;417;580;699;1937;1505;599;189
6983;fail;fail;3165;10192;5401;9207;fail;2770;10986;7850;4803;22269;fail;5222;5098;17971;30830;9248;fail;692;7880;3212;14621;615;52;698;780;74;448;1101;860;2624;827;2296;695;5858;291;577;642;296;1100;1911;4702;4249;1757;686;3079;8387
6984;fail;fail;3985;6537;6337;6137;fail;fail;25998;6317;1065;58526;fail;1698;1515;3887;14518;58366;fail;10;4666;406;1179;4538;fail;22817;779;410;141;19043;418;694;602;658;105;458;541;1176;3608;1453;1728;971;2541;2006;2986;320;2171;622
6985;fail;fail;fail;15132;fail;fail;fail;fail;4377;3191;51607;250;fail;300;2328;4403;10630;5068;fail;7573;520;3021;171;1631;919;223;1701;44;10548;791;3004;4891;2343;3233;2918;2172;1408;1658;1390;4618;2131;244;2104;5569;9698;17999;407;6684
6986;fail;1546;fail;11482;61413;30207;136;fail;fail;54964;fail;76383;111;3239;9712;469;3502;355;533;20;4850;1137;1061;20954;291;483;842;4668;365;620;12611;7181;31511;220;3584;3246;274;3026;3531;397;604;1825;346;650;2322;472;243;725
6987;fail;fail;20131;2750;51773;14156;fail;793;99146;31;68116;5903;fail;3041;3493;526;17443;10463;fail;17898;74247;1266;3798;264;874;1875;2294;520;2105;2020;1957;2737;8292;492;18932;482;1034;8129;5840;10112;17501;1027;2206;1107;603;1320;2125;1049
6988;fail;fail;33379;5857;1950;1679;fail;873;987;318;26798;855;fail;fail;1700;144;49685;39529;fail;820;11563;3656;6061;1072;fail;251;1214;2583;263;3483;373;812;1879;9289;1966;2796;1641;2920;4062;5475;4800;972;1002;462;282;180;1197;1681
6989;fail;fail;11568;2845;3528;53;fail;fail;38508;286;74363;16864;332;13630;11703;5831;1468;1931;fail;1225;23394;2183;38;3817;636;3703;41874;6607;1512;6983;13852;278;1550;2893;19085;11156;401;1497;3936;2719;1951;631;1509;965;3174;5436;3417;3261
6990;fail;fail;9264;49106;12557;80986;fail;2998;3303;912;675;38264;fail;fail;85632;9239;1970;2049;fail;2109;3922;1014;2905;6326;477;3630;5481;21046;356;1406;201;630;1749;4354;81;122;1043;3139;309;1594;323;1256;2239;7566;3350;4265;1893;15944
6991;fail;606;127;1542;19872;367;fail;fail;8124;381;13259;fail;fail;2002;15189;1015;1610;8704;fail;378;4360;525;7771;365;fail;474;340;3347;1173;2014;511;261;6729;2908;289;5002;1019;1294;11965;7127;4500;262;112;4823;641;6173;886;502
6992;fail;fail;22577;5630;530;fail;fail;fail;80908;920;44881;7411;fail;2936;62024;2899;25944;3371;fail;64;128;696;1605;11065;fail;337;16128;19982;213;1966;fail;856;1538;5505;1936;7262;206;1073;17052;6808;3600;6215;583;2137;3696;1647;3841;1155
6993;fail;fail;2238;190;13991;16127;fail;fail;fail;4405;11243;20175;fail;5409;344;10152;12238;8751;fail;285;4648;7306;1267;6180;fail;3650;1394;2201;1144;2200;3914;512;709;1077;139;10507;1258;140;431;630;321;688;545;4033;2072;275;525;685
6994;fail;fail;fail;23189;56333;fail;fail;1115;281;2654;6878;113;fail;fail;27178;63;6156;1788;196;505;4667;921;8459;1370;184;3136;2256;4987;1349;855;631;1103;185;2587;1045;899;686;146;2210;3541;7642;8430;1629;2686;2161;232;144;275
6995;fail;fail;179;9917;40124;fail;fail;fail;95315;22301;16989;4156;fail;fail;82;7892;491;1182;1067;20920;1132;11902;930;13072;572;9575;776;574;23807;430;5088;3467;28377;2398;2154;1179;1562;66;2174;1157;2131;289;4683;1657;2870;11616;6874;4384
6996;fail;fail;fail;5071;fail;39602;fail;fail;14770;47820;12772;6916;fail;7334;2198;6975;1411;3880;fail;244;6636;12271;11754;4309;90;6674;1395;2757;1343;7022;563;449;1103;563;2320;507;2120;705;2204;13746;860;538;1836;3219;1942;3202;241;2018
6997;fail;fail;99512;23470;45355;fail;fail;fail;60653;2481;9012;39679;fail;5862;18173;804;15100;18893;361;593;81;1636;3688;2196;87;339;16248;8871;31593;20;2535;4150;12017;1069;159;3725;176;770;3818;3315;7583;4324;565;1432;1752;6214;3174;3152
6998;fail;fail;fail;4135;5683;fail;fail;157;1610;16283;23068;59965;fail;fail;10355;1878;1064;1798;fail;1483;16163;6530;3525;460;793;2651;11712;1685;27;2098;4615;2903;9039;823;10027;20653;3919;1928;6819;9956;1834;7293;3022;1436;2168;9679;1335;4095
6999;fail;fail;fail;1160;3177;1072;fail;1674;14363;11088;56;495;fail;fail;1215;10056;9827;25920;fail;2766;10429;6039;11881;338;970;130;867;732;3187;6154;3109;2263;2826;2269;1133;703;4291;835;4985;4833;1931;23714;794;513;2778;1165;1972;849
7000;fail;fail;2892;495;1220;889;fail;5017;490;11628;2968;6647;fail;1340;2379;12231;3251;18950;fail;28447;8734;1644;3752;13009;187;1295;776;6259;6965;1749;500;2243;3964;369;891;176;299;51;2397;7423;514;810;742;11506;7731;20375;744;4727
7001;fail;fail;1142;34;28315;4057;fail;fail;54168;13881;509;3748;fail;970;12662;1195;4212;895;fail;276;910;873;4782;298;fail;350;382;1472;344;436;586;3525;159;16058;4367;8621;2007;478;998;15419;709;3336;1677;1517;1015;822;666;766
7002;fail;fail;3810;5374;1903;3227;43;511;8882;3980;fail;10321;fail;4053;52;8375;19852;2397;172;2111;1410;1769;605;562;720;525;1577;120;2854;133;687;1127;1190;392;3079;1290;457;14051;4445;296;3827;4403;915;920;4197;1592;724;2839
7003;fail;fail;566;19056;647;88510;fail;fail;27205;1688;36425;322;fail;fail;1376;6289;1647;5062;fail;8791;2367;5451;29442;80;215;2900;1280;1294;1483;2750;121;1032;3375;9726;1339;629;4735;1440;347;2287;307;626;2570;4631;2369;1013;544;1235
7004;fail;fail;11450;1171;26294;56;fail;1512;4639;1030;5436;1311;fail;6343;59;4704;194;9701;fail;3888;1432;139;5840;55;1889;2960;1591;209;8333;582;898;555;515;1777;878;721;1150;2128;5401;2667;1978;116;687;1775;1428;1151;5043;6184
7005;fail;fail;2626;5121;9265;2864;fail;fail;18186;8968;28676;12277;fail;5924;8462;1763;1699;11272;1062;2069;2269;1281;3544;1176;19;1036;142;1802;1774;743;1067;918;1109;473;839;532;3037;588;934;755;1656;215;1810;1750;6674;1076;1442;699
7006;fail;fail;67679;280;33426;769;fail;fail;fail;19242;fail;137;fail;6218;23867;31188;fail;3443;fail;1101;1150;7801;18529;672;548;298;373;5357;4937;11311;6346;4504;7310;1905;2794;9536;69;2047;1860;2543;749;202;968;548;7966;1329;807;249
7007;fail;fail;1755;6858;5366;fail;fail;1450;14418;8243;30834;77474;76;1489;554;1041;539;2059;fail;303;1370;4319;6886;3350;372;1120;2315;75;1992;3177;431;1565;1779;574;1070;434;560;818;2135;4348;972;1137;542;976;3044;315;6223;1288
7008;fail;186;1742;1006;3053;93104;fail;fail;12037;1798;88860;62980;fail;18174;1331;11353;12156;7134;fail;4410;12101;521;9762;6849;1443;549;706;1373;658;1386;fail;1412;2291;6394;3112;71;1251;699;3514;649;373;1233;2045;4500;1987;459;1131;127
7009;fail;fail;83181;19050;fail;fail;fail;fail;6165;1374;16849;6296;fail;fail;22478;12594;27450;12239;235;3168;1973;1557;5848;358;2275;479;2286;1493;511;1758;1326;126;3737;1893;3152;10162;3576;2438;3801;5230;3686;2621;447;891;959;6588;5150;5387
7010;fail;fail;fail;fail;1321;35175;fail;fail;31344;12947;27675;1241;fail;1523;65614;3273;1082;43;fail;1780;490;1927;7018;57;4528;137;210;1010;82;10653;6204;2100;131;3539;1851;1791;578;1408;5228;227;7746;2316;3800;204;3926;274;1669;5884
7011;fail;fail;20119;3748;1563;2270;fail;fail;9245;1139;14979;381;fail;738;23958;5804;6702;7301;165;13914;57655;1074;2575;13630;2535;2758;926;14851;1846;881;2669;4569;702;948;1962;746;2226;2036;1109;1840;670;630;1548;3636;729;11028;1520;4409
7012;fail;fail;fail;41999;12775;31420;fail;2895;18080;4414;14368;83282;fail;fail;11421;1989;7068;10956;856;4562;664;14117;405;4593;988;690;310;282;1024;1501;4426;4797;646;380;4664;238;239;4028;1069;114;1504;374;1923;53;275;3899;433;1209
7013;fail;834;15008;3382;49348;fail;fail;fail;3610;152;1119;1154;fail;9523;36268;2098;12356;8987;219;812;7039;2114;1034;42;fail;9727;32369;5118;25662;22178;642;4170;6130;2744;915;242;228;1270;263;4794;464;96;3136;678;5159;1304;737;9644
7014;fail;336;82079;5414;fail;692;fail;3953;831;5334;6417;5033;fail;146;9076;11764;3650;810;fail;1279;7541;600;1881;3223;119;33222;541;13783;1897;20538;10934;7940;659;474;2139;359;258;1764;562;5443;307;993;376;4233;1472;5892;2146;1862
7015;fail;fail;fail;794;32115;35241;fail;fail;37110;14764;6579;26021;fail;2054;15476;3827;896;4966;fail;2996;57752;9395;2936;7290;fail;840;3231;3563;3250;662;1695;91;3091;1099;380;2157;500;2900;453;1261;709;4418;437;865;2004;373;548;3589
7016;fail;fail;1837;fail;84817;15201;fail;2755;42;39671;17574;1126;fail;3251;1488;1038;8720;583;fail;1215;153;1711;13357;859;332;3991;1949;8688;1064;1738;1069;2341;810;314;2315;206;4373;231;2523;15109;969;645;4304;2039;3354;262;1345;204
7017;fail;fail;15038;14020;62117;1062;fail;2911;12950;26450;10076;70770;144;251;4532;49;4105;5928;fail;499;791;545;25377;430;155;153;8460;19768;3137;1013;3562;396;1306;317;2402;1246;2508;2598;504;91;1375;719;2473;1105;639;364;427;2799
7018;fail;fail;15646;8046;62;2725;fail;fail;389;28772;19744;6537;fail;4010;258;903;11055;71;681;478;2087;565;690;8893;2496;4037;1872;812;480;2054;320;860;1272;1788;1042;1943;2129;2654;6921;4116;1512;1803;506;213;2011;3637;267;1440
7019;23;fail;958;389;4508;11167;fail;4588;30071;1311;74729;1444;fail;3732;53428;952;2651;289;fail;225;13020;1871;12145;10216;251;1770;89;1742;1376;4096;2180;4121;6522;9640;8658;874;260;5685;2251;4441;532;223;2208;1587;2334;2440;730;242
7020;fail;168;39254;18349;596;87;fail;fail;5689;11229;1993;283;fail;912;14344;4163;18410;13529;fail;5402;4483;8442;3483;26522;312;481;60494;5030;148;2450;2088;18260;1534;4189;5824;3171;93;1350;1426;1119;181;1369;866;659;5994;667;2100;2485
7021;22;fail;fail;10228;31022;66976;fail;fail;444;25404;fail;fail;fail;fail;3321;7941;30467;511;442;61;3261;22359;228;148;187;367;332;62;1495;466;8315;1634;1611;643;1338;2757;2141;628;594;3303;1438;380;3285;2557;7138;7284;2234;726
7022;fail;fail;15176;2285;65;898;fail;fail;fail;2880;52051;7585;fail;2841;2109;6187;411;24783;fail;1904;535;2427;649;367;736;2746;780;7500;388;2696;195;842;1643;764;1083;249;3774;1159;1983;1096;3432;1242;2349;1493;773;1860;416;988
7023;fail;fail;fail;45852;fail;99587;fail;1209;98;11649;2399;2925;106;6473;601;5115;41;4845;fail;807;2600;12445;3951;201;430;2732;32125;2149;1155;1192;3607;2794;4454;9269;258;1723;1033;1148;1550;5360;4824;1614;778;3159;163;258;1937;807
7024;fail;fail;fail;12592;34428;771;fail;fail;6400;24551;fail;13819;fail;1783;10277;2585;8534;9378;fail;5866;147;9593;2006;3172;fail;12278;8301;13003;430;21471;817;3484;3856;5755;6529;2730;981;4373;3499;363;606;14682;848;189;693;3657;2112;9173
7025;fail;fail;10331;36453;62985;71917;fail;fail;fail;780;11032;52992;fail;13172;1403;28996;39;59364;fail;22909;1377;680;5084;26608;628;237;605;11637;376;86;253;856;1012;3127;2285;3912;3024;2237;2545;1417;983;5295;493;3010;3304;3504;3882;2853
7026;fail;fail;23532;9805;fail;fail;fail;fail;2169;20929;9355;6936;fail;2774;6824;7075;21829;5079;348;873;17386;5068;12036;3497;fail;5332;10510;3456;398;8148;605;11186;7352;5046;7216;1306;1228;3300;496;966;3219;2244;160;1032;5987;2875;619;1172
7027;fail;546;16090;2448;69344;11108;fail;743;14637;3103;994;5481;fail;142;1609;893;280;735;1224;2081;1196;203;426;2555;396;35;2485;916;480;608;324;1123;202;3119;1225;127;491;1149;480;5110;4616;1266;2486;12517;2282;22188;1640;3287
7028;fail;fail;22000;46529;6053;fail;105;fail;88273;27442;53702;13016;fail;5283;23354;16107;3296;1593;784;1116;5671;375;285;4046;287;831;4534;2689;4130;9161;861;4901;1894;539;7624;1234;349;858;18082;170;755;224;1359;769;4271;1354;491;2153
7029;fail;168;11245;23011;26560;11155;fail;fail;25379;4289;46724;fail;113;821;24439;6871;4685;4506;72;104;1206;364;6285;8934;fail;409;1712;324;685;2493;2767;2052;1310;2451;1234;139;1642;2791;794;3667;2823;2723;1024;791;2214;288;761;2620
7030;fail;fail;7687;619;1346;192;fail;fail;fail;5246;20585;fail;fail;4778;14845;18603;11004;19940;fail;44841;653;1857;491;3561;515;2581;3817;1677;833;10099;1893;8599;2643;2862;202;604;975;1321;9382;1163;5179;359;3084;8097;809;1635;1436;1779
7031;fail;fail;fail;2060;10759;5766;fail;105;62255;265;fail;44450;fail;2171;2014;9299;4631;11441;fail;1341;1605;688;1001;501;265;168;6138;1340;5423;77;1205;1057;1839;1596;848;1187;869;2752;241;1040;451;1284;4955;353;395;1386;523;1976
7032;fail;fail;18773;5763;fail;386;fail;fail;13425;36769;455;3256;fail;fail;818;10112;61943;14196;332;259;8293;3141;8095;2582;97;2070;4852;906;1380;425;941;3156;1011;15865;2296;1208;634;949;5737;1018;2702;830;983;2173;3084;2487;887;1901
7033;fail;fail;10604;5796;27633;2814;fail;383;287;302;3554;45822;53;104;745;6373;5430;567;fail;1195;1167;2396;6071;501;201;2692;426;821;2430;914;2030;713;2147;7551;1225;2641;4166;3301;5888;4602;1941;7042;2685;5542;302;1912;8568;5722
7034;fail;fail;13479;11469;35670;4402;fail;fail;17465;4745;209;90;fail;7118;8969;321;2339;4023;fail;5279;8774;885;82;9364;80;4658;1471;432;567;3103;1662;4152;2368;1318;1878;1231;389;751;4470;941;76;732;1145;214;4024;620;399;426
7035;fail;fail;14246;2128;fail;46597;fail;fail;57646;4392;18991;4778;fail;4848;16152;222;9487;492;fail;39819;12908;6267;1685;3106;197;1020;2798;5017;666;1236;2045;409;3012;631;659;627;590;796;342;2129;480;486;335;1822;880;177;2596;1372
7036;fail;fail;fail;225;31401;fail;fail;fail;fail;725;549;6534;fail;5154;994;5099;7730;7309;fail;1090;674;1104;387;1130;58;1706;1323;499;8568;64;1914;619;4402;1269;4206;143;480;2026;949;951;63;1703;287;2311;814;384;1401;2346
7037;fail;fail;51835;630;42878;48982;67;fail;2701;8105;15707;23157;fail;6801;18047;9542;6780;9430;fail;1565;2446;21459;569;269;fail;753;725;2060;328;6145;1134;2130;745;1037;1139;2135;1370;230;5427;337;1648;1240;790;958;4446;5034;94;2002
