0;14408;925;662;2002;543;542;111;134;365
1;24481;1268;1594;373;179;1046;438;420;81
2;1938;1220;959;536;382;1172;388;125;145
3;6465;480;2012;102;263;863;671;232;421
4;1247;1479;573;1554;462;194;312;89;272
5;220;948;866;672;789;816;796;274;127
6;572;769;1354;935;205;650;543;431;120
7;2483;657;593;414;1105;263;88;343;205
8;3266;254;502;928;258;407;519;408;452
9;747;1015;1473;1546;841;476;361;322;396
10;2597;1680;1064;867;826;926;363;454;564
11;742;394;1471;722;909;821;27;222;204
12;12431;1263;1514;1200;168;807;239;379;280
13;594;3230;1138;198;414;1055;100;554;48
14;360;209;1111;496;379;716;314;743;27
15;701;585;1912;933;137;254;436;156;337
16;7518;569;1437;437;448;0;255;50;380
17;2662;398;507;214;547;44;897;383;289
18;10012;107;1341;377;671;52;270;228;117
19;2255;703;3468;1014;359;232;94;308;266
20;2094;1766;1744;440;292;1104;306;99;81
21;905;793;493;719;990;378;135;183;228
22;13079;2874;643;404;1254;267;475;167;180
23;313;1346;87;736;363;906;840;318;196
24;894;893;301;220;365;1010;351;85;37
25;539;4028;2978;1859;620;223;121;321;238
26;625;1051;1287;1122;672;421;330;112;42
27;18085;606;2218;507;1351;195;491;149;340
28;1326;2293;544;1043;1541;420;646;820;83
29;743;1176;2029;970;659;1171;173;150;288
30;1204;71;129;387;606;238;293;82;524
31;7930;1377;1842;30;51;384;399;141;91
32;2199;665;726;1276;195;176;691;543;256
33;403;143;141;1323;853;212;380;357;131
34;5234;379;1592;153;513;565;79;38;86
35;1730;666;1907;613;444;613;321;127;360
36;1137;1861;550;771;714;197;873;623;396
37;6438;1376;489;239;658;1552;418;457;213
38;3048;1597;856;406;106;400;136;37;369
39;11418;362;68;279;600;685;270;306;9
40;563;493;2441;1004;851;941;482;612;908
41;1225;1552;735;1164;101;1132;327;580;601
42;1072;2326;656;839;752;379;82;484;338
43;724;25;312;108;537;1111;892;274;122
44;10386;1166;1173;107;1617;933;338;1317;278
45;602;539;661;23;1385;1055;277;355;109
46;5347;2144;724;266;412;502;439;264;19
47;10435;599;1070;1348;818;210;522;394;237
48;3124;1459;1014;424;513;1391;242;416;261
49;9661;955;784;449;1012;651;335;295;552
50;28303;1649;894;1112;577;1027;217;211;296
51;1275;3086;1538;3427;333;1002;129;155;564
52;531;984;1372;392;1285;307;52;418;246
53;1890;2366;1289;1403;1005;930;1244;732;314
54;608;1292;1252;647;941;698;315;65;114
55;2130;828;779;839;1006;530;72;225;415
56;580;450;1596;69;1001;983;127;74;427
57;7575;700;655;1444;1397;378;170;109;197
58;1621;1207;1881;628;1238;193;398;474;332
59;1300;681;979;198;1020;361;229;240;476
60;929;53;1383;641;565;814;186;438;125
61;6033;2006;787;1033;252;1422;93;26;189
62;1189;1257;1549;669;661;1267;688;197;93
63;7992;1545;441;735;783;914;113;284;550
64;233;818;1365;1858;637;943;653;462;426
65;27365;1369;973;324;546;70;806;444;221
66;6263;1383;334;196;69;222;445;46;195
67;9894;995;538;1517;1253;605;374;290;755
68;4936;990;1192;822;110;784;635;509;272
69;3703;144;535;137;330;439;139;119;59
70;148;2738;629;1546;357;451;759;164;411
71;8103;314;870;667;210;1069;459;103;276
72;6474;231;932;1582;1913;314;255;257;344
73;568;1177;115;147;212;843;723;99;322
