0;fail;729;127;533;867;236;299;9645;4784
1;fail;528;1253;1106;445;225;696;1038;12507
2;fail;1076;502;259;3255;458;760;12780;67474
3;fail;398;238;824;971;443;5478;13731;58259
4;fail;1422;427;626;2468;374;517;2453;56363
5;fail;1525;2551;544;536;871;119;8990;6145
6;fail;2820;760;381;157;621;294;6231;6819
7;fail;1394;622;633;450;719;1109;3408;56076
8;fail;229;3488;403;1392;1430;781;13730;5903
9;fail;3541;738;387;468;395;4002;7531;24471
10;fail;181;3714;1024;164;1686;6946;49405;5465
11;fail;906;605;718;254;319;1005;3732;7958
12;fail;1077;139;833;1069;210;312;7950;16365
13;fail;760;877;2407;111;215;238;6721;1382
14;fail;1561;2134;180;265;178;1645;18138;950
15;fail;480;908;907;155;1244;688;2123;10898
16;fail;906;1407;324;625;264;569;1433;4225
17;fail;2185;596;378;239;1133;167;9726;16113
18;fail;1262;439;268;91;613;4876;453;661
19;fail;719;537;445;528;1244;237;3103;3934
20;fail;252;168;1528;426;570;918;16934;44251
21;fail;888;844;1411;269;3488;192;13045;3983
22;fail;1138;847;1887;612;1392;3452;23033;32630
23;fail;1338;644;359;524;255;791;12851;10179
24;fail;470;612;2896;1639;170;4277;21646;25214
25;fail;538;72;450;253;193;204;640;11353
26;fail;1676;343;408;23;1116;603;7191;29462
27;fail;701;470;1420;1332;884;2086;9178;25233
28;fail;191;227;475;198;446;3311;3888;1925
29;fail;2240;1324;412;1155;2114;1670;7899;8808
30;fail;375;487;199;743;294;288;373;2333
31;fail;555;1316;560;1288;1054;1685;2005;2441
32;fail;1253;790;251;4095;359;2018;4372;7488
33;fail;1027;1057;200;1091;1461;419;4043;4177
34;fail;7036;793;64;526;488;575;1003;14268
35;fail;575;404;267;510;370;612;2375;7081
36;fail;2898;465;643;127;441;467;16423;4534
37;fail;1072;1249;1060;357;1021;1698;1249;9212
38;fail;332;110;480;423;3829;235;3025;8673
39;fail;1508;3379;4;730;510;261;4645;15615
40;fail;2736;379;734;229;656;2843;1314;10777
41;fail;2919;1407;420;572;203;7998;22309;8817
42;fail;5545;920;548;417;303;499;10255;8540
43;fail;985;452;581;524;391;2847;13112;62211
44;fail;545;298;467;165;686;512;5337;11946
45;fail;358;65;782;1176;871;5588;660;4019
46;fail;712;96;642;448;171;836;2627;3461
47;fail;540;1180;1059;1569;326;2389;6153;36932
48;fail;1464;823;101;963;1623;819;2827;1817
49;fail;1892;172;739;965;1110;969;20281;22787
50;fail;4620;274;175;205;1056;1925;4652;12666
51;fail;544;2741;642;1021;953;400;1141;19603
52;fail;1229;423;647;1177;1406;199;4647;11561
53;fail;262;569;701;751;521;1780;10171;1289
54;fail;1271;305;617;285;192;1225;2542;965
