0;1804;2377;2166;1956;1439;1292;915;1182;1283
1;1655;2864;2010;2049;1638;1446;996;980;1298
2;1812;2928;2195;1910;1629;2597;990;719;1370
3;1716;7303;2574;1761;1586;1411;960;849;1439
4;1879;2712;2416;1951;1525;1535;1027;774;1130
5;1837;11357;2151;8962;1423;1561;947;778;1423
6;1791;2393;1991;1931;1329;1218;1037;862;1259
7;3739;2774;2529;1975;1618;1396;1152;884;2194
8;1814;2946;1964;1886;1506;1339;995;990;1279
9;1915;7101;3433;8811;1518;1430;1111;870;1549
10;1646;4121;2416;1821;1809;1332;1078;843;1399
11;1717;7990;2308;2073;1629;1347;1079;791;1142
12;1891;3063;2305;1813;1532;1312;1097;927;1095
13;1920;2831;2006;1836;1474;1256;974;782;1311
14;1756;2884;2190;3540;1646;1289;975;778;1154
15;4213;2587;2338;1849;1659;1398;983;808;1780
16;4366;2722;2333;1816;1520;1497;1052;940;1293
17;1856;2771;2238;1942;1424;1405;988;911;1190
18;1816;3061;2119;1702;1681;1414;997;836;1142
19;1594;2644;5726;2927;1429;1527;962;922;1167
20;1767;2827;9708;1944;1567;1353;1057;910;1111
21;1681;3050;2338;2004;1501;1531;1053;926;1109
22;3618;2713;1922;1770;1586;1410;979;803;1320
23;1867;8083;3085;9241;1379;1460;851;828;987
24;6940;2759;2255;1853;2996;2156;998;786;1375
25;1614;2762;2415;5148;1575;1254;1108;909;942
26;1754;5409;1993;2116;1575;1244;1032;901;1238
27;1720;2826;5618;1750;1999;1534;864;958;1467
28;1730;2965;2088;1837;1353;1303;1114;791;1115
29;1590;7614;2395;1806;1543;1417;956;779;1557
30;1795;3007;2312;1825;1587;1415;1072;694;1230
31;6874;2736;2333;1913;1421;1457;985;931;1056
32;1790;3087;2209;1960;1655;1382;976;802;1179
33;7004;2993;2085;1703;1515;1368;951;913;1093
34;1852;2908;2189;1736;1553;1191;1041;931;1183
35;1645;2553;2272;1856;1596;2455;1046;905;1304
36;1739;2662;3998;2169;1589;1381;1029;912;1083
37;1682;2686;2283;2001;1437;1352;952;991;1364
38;1937;2788;2229;8764;1526;1361;1082;895;1201
39;1857;2626;2198;2122;1360;1366;1067;833;1261
40;1807;3092;2212;2123;1324;1476;868;993;1192
41;1771;2562;2167;1853;1529;1566;935;787;1438
42;1843;2736;2052;1805;1545;1769;995;755;927
43;3978;2904;2076;2115;1578;1122;893;979;1432
44;1734;3058;2235;1592;1623;1398;1043;811;1190
45;6757;5833;2299;3849;1595;1296;997;840;1369
46;1694;2701;2216;1764;1542;1497;947;880;1415
47;1705;11770;2335;1937;1574;1345;1000;836;1307
48;1687;2605;2340;1854;1407;1358;1080;744;1350
49;1671;5405;1941;1812;1544;1406;922;897;1355
50;1748;2879;2216;1901;1493;2232;1045;864;1166
51;1819;2729;2280;3017;2049;1447;940;858;1285
52;1924;11626;9521;1926;1658;1440;1004;966;1201
53;1697;2680;2047;1978;1477;1296;1133;828;970
54;1836;2817;2094;1700;1641;1279;926;789;1306
55;6953;4952;2371;1677;1576;1310;856;780;1190
56;1712;5618;2416;1928;1522;1220;1045;842;1030
57;1828;3063;2158;1746;1576;1382;968;887;1097
58;2464;11380;1864;1909;1496;1408;1052;796;1297
59;6690;3230;2735;1959;1489;1239;1043;816;982
60;1851;2592;2405;2097;1516;1375;927;872;1319
61;6716;3005;2052;1848;1622;1311;954;758;1159
62;1699;2713;2349;1833;1525;1479;990;858;996
63;1888;3117;10171;1800;1430;1378;1025;831;879
64;1654;2839;2384;1890;1472;1238;1009;894;1219
65;1737;2887;2379;1882;1437;1339;1013;864;1175
66;4659;2726;2281;1790;1548;1288;973;873;1607
67;2057;2375;2390;1958;1713;1324;976;909;1452
68;2000;2477;2403;1819;1549;1363;965;957;1219
69;1732;2699;2387;1649;1470;1307;1008;901;1645
70;1733;2841;2251;1953;1522;1257;934;932;1528
71;1802;12386;2375;1981;1353;1409;999;807;1280
72;1714;2780;2454;1894;1506;1415;923;938;1234
73;6896;2949;1961;8494;1531;1295;1016;744;1250
74;2259;2794;2271;1922;1626;1496;1007;902;1243
75;1791;2654;2225;8805;1568;1352;1077;747;1259
76;4190;2923;2019;3908;1581;1480;944;754;1606
77;1707;3008;2232;1766;1483;1966;935;948;960
78;1565;3064;3717;1724;1701;1482;922;727;1469
79;2551;2874;2225;1961;1513;1208;931;867;1456
80;1560;2648;4587;1904;1563;1192;977;954;1105
81;1831;4541;9805;1838;1411;1353;993;822;1228
82;1713;2610;2140;1916;1633;1329;957;931;1515
83;1902;2775;2226;1867;1382;1449;1111;885;1498
84;1662;2872;2284;1781;1583;1451;866;866;944
85;1689;2661;2190;1836;1602;1439;926;878;1876
86;1793;2972;2074;2236;1521;1303;956;753;1139
87;1665;2801;2169;1711;1661;1424;912;992;1484
88;1700;2913;1891;1904;1594;1315;940;903;1245
89;1864;2762;2128;1706;1610;1243;1098;1037;1195
90;1725;2944;2097;1782;1517;1374;1067;934;1410
91;1658;2899;2159;2043;1513;1344;1008;680;1325
92;6816;2896;2178;2824;1562;1505;991;1026;1157
93;6598;4041;2338;2000;1472;1333;948;920;1423
94;1949;2596;2284;2039;1727;1579;1008;990;1105
95;1816;2727;2094;1872;1406;1709;985;803;1796
96;1774;2631;2240;1829;1555;1302;903;754;1159
97;1665;2720;2448;1827;1592;1317;959;915;1219
98;1934;2750;2289;2092;1553;1265;981;900;1405
99;1562;2653;2444;2033;1431;1263;997;976;1248
100;1736;7279;2303;1937;1402;1349;964;719;1985
101;1762;2554;2214;1857;1448;1157;1037;826;1094
102;2223;3059;2047;2014;1748;3043;1037;847;1304
103;3160;2702;1965;1791;1677;1418;870;809;1745
104;1915;11786;2162;2019;1733;1398;1089;865;844
105;1853;2572;2346;1932;1290;1362;823;858;1230
106;1917;2972;2197;1794;1412;1283;1033;857;1425
107;1924;2783;2318;1943;1625;1371;1044;917;1646
