153;828;2957;1811;1797;29;1510;48;62;46
154;1265;4028;15;2080;1731;1534;181;83;162
155;4577;3255;109;1920;1740;1330;283;209;39
156;122;2908;2368;54;224;1138;475;53;58
157;7984;2355;23;203;353;647;436;246;21
158;15;1965;2701;2187;703;1429;256;103;113
159;2027;3259;285;506;1101;646;153;17;34
160;1898;2979;2142;1212;1831;1725;4;10;30
161;2051;116;98;2155;759;1520;70;113;64
162;119;1019;118;486;260;1076;1278;80;38
163;1054;2825;1448;1204;358;1513;1140;30;19
164;2308;3909;42;1443;299;471;87;95;47
165;1997;3205;1264;107;641;477;1157;60;16
166;74;3254;2425;313;91;916;70;103;37
167;2146;1381;2741;1207;1590;822;95;83;34
168;128;3340;66;1265;145;779;14;73;59
169;1988;2901;2232;191;563;1453;32;32;11
170;225;90;2430;119;1675;511;12;189;41
171;37;233;674;2052;1687;1460;104;135;41
172;1324;2977;2897;1199;1830;637;97;145;70
173;1977;57;169;1980;319;91;740;26;221
174;1592;1546;87;1764;50;1271;27;218;45
175;81;1347;2186;983;4;2052;710;59;4
176;5;2165;175;103;94;1665;720;51;104
177;2028;61;1710;85;1643;735;22;127;110
178;3777;3069;26;1987;33;34;559;67;121
179;2052;345;1042;2124;49;1493;1;219;29
180;412;31;1111;1067;73;963;164;39;112
181;11;162;2477;565;838;49;105;34;17
182;1862;3097;2653;1039;1607;1594;44;48;137
183;1630;3335;1366;190;1729;833;166;233;48
184;1837;2306;2391;2294;827;216;52;110;57
185;258;21;2450;884;1604;284;444;45;46
186;1250;2949;2566;102;1682;83;282;87;59
187;1902;1750;11;2575;37;1563;118;151;70
188;194;7;122;2011;93;395;80;150;82
189;2054;97;130;110;147;1490;25;29;121
190;111;893;165;1371;2524;1694;214;110;63
191;2194;3003;78;79;240;298;1118;237;71
192;2010;2982;1438;2185;1714;1464;950;220;26
193;1696;3355;777;1951;1728;1660;1156;94;29
194;1975;21;1135;1;1709;266;419;152;21
195;81;249;240;2201;1650;39;644;100;44
196;1948;2983;978;2143;1199;433;27;237;60
197;4;334;4252;1642;1574;670;48;183;40
198;1996;2455;2014;770;1584;42;20;4;15
199;3312;2993;173;62;174;1527;1145;68;39
200;2217;123;745;1506;171;45;134;85;52
201;99;2437;1806;2113;456;39;755;298;77
202;843;4245;2259;1355;2813;1429;1166;25;88
203;67;94;2174;1563;115;1085;587;38;135
204;4418;77;2433;6;1804;349;143;25;82
205;2017;333;566;1980;1773;89;200;83;63
206;1490;3218;2350;69;101;650;486;129;53
207;4452;410;280;2066;805;1428;299;20;68
208;2078;701;899;2033;446;1555;23;236;49
209;2013;1250;2415;2094;228;136;8;105;82
210;1345;3161;2400;2107;67;1399;1133;97;71
211;100;3467;28;2172;1638;23;463;114;41
212;2049;74;32;1187;87;211;42;46;31
213;2000;3152;2231;104;798;830;1026;35;30
214;126;456;8;1922;2184;1007;621;80;223
215;22;85;2428;1860;1427;995;230;259;66
216;2071;81;2672;738;207;1061;582;19;68
217;112;127;231;1050;25;1609;270;77;35
218;127;3612;2192;2;1884;968;333;35;37
219;1894;3384;2420;3679;1825;0;66;139;64
220;52;526;2344;2342;927;864;3;13;53
221;90;1993;139;1801;1422;333;75;74;45
222;1851;7525;2423;130;232;1392;344;192;98
223;4507;1395;2317;2066;1831;72;113;76;89
224;1922;3176;2151;59;1598;117;22;203;69
225;1938;1100;155;2156;464;1440;137;211;39
226;101;5034;2188;1432;176;1203;334;24;54
227;543;34;2169;7;1766;1660;62;14;228
228;1795;2734;3499;2273;1017;32;350;143;46
229;53;269;543;433;58;1423;49;185;42
230;1937;19;2372;3410;396;82;103;122;15
231;2691;167;2940;1205;1645;231;1079;111;17
232;1910;4291;2250;29;1707;892;728;266;144
233;2042;181;2589;2313;1065;465;130;33;90
234;774;1941;93;1977;1763;1399;139;46;84
235;25;7381;2877;27;133;1558;1125;72;102
236;103;2842;157;458;315;1505;512;32;18
237;2214;3028;206;1137;1652;1440;13;38;26
238;1926;6;2688;1380;1760;250;122;26;40
239;5;2892;145;1198;37;472;42;3;94
240;2560;3027;886;3630;789;349;656;198;104
241;465;357;2526;1557;1684;1419;43;34;36
242;56;70;1605;2124;1649;282;641;32;54
243;92;2823;120;2324;723;737;12;117;50
244;2156;3197;2450;2123;85;193;133;25;60
245;875;3218;1438;1496;5;521;57;33;155
246;172;123;147;67;1509;1580;73;29;126
247;3403;71;2485;673;190;782;127;18;112
248;4419;545;20;1958;1706;1398;224;67;83
249;1390;2184;88;127;1637;1517;1009;34;0
250;1996;131;602;2080;123;1516;398;13;49
251;1904;3294;1885;1379;631;632;522;189;86
252;4390;3136;2315;2178;123;929;13;15;55
253;2092;826;182;2035;35;735;212;78;12
254;1956;101;1143;1532;635;144;283;190;84
255;2006;179;32;1968;1673;83;146;12;32
256;1933;104;33;132;791;64;1158;106;15
257;360;2419;2334;366;1600;1462;144;119;117
258;2067;3256;625;104;1642;77;323;120;19
259;100;2946;1224;1978;557;151;81;16;63
260;1557;126;59;607;745;1626;563;187;126
261;439;1825;96;2029;13;85;92;51;36
262;310;1303;2413;2648;26;375;79;223;6
263;1879;2875;2141;775;83;353;339;55;82
264;19;7497;3108;1600;1699;48;1220;32;61
265;33;259;37;1721;267;1528;1;43;70
266;2068;3091;722;2825;2424;23;1038;231;6
267;208;243;2424;972;32;382;625;96;55
268;119;181;113;1147;186;298;101;119;156
269;2086;1547;99;2096;163;798;8;208;52
270;54;2841;1724;2147;3;586;1104;259;34
271;2116;1967;2412;107;752;81;21;70;23
272;2226;95;110;1909;90;109;55;44;73
273;2067;1646;1502;203;1846;1694;208;36;65
274;2222;2749;850;1968;32;1558;42;43;30
275;3044;98;1465;7;148;709;330;18;29
276;152;2734;920;2755;1676;370;467;82;86
277;304;3184;22;188;71;4;1160;235;134
278;1980;1990;2458;2066;51;1349;25;242;157
279;1912;3151;2256;84;639;827;1017;323;101
280;1498;3171;1789;65;990;113;47;19;12
281;720;988;13;439;111;19;35;84;20
282;1848;1884;2281;669;124;354;83;26;102
283;1688;100;2589;1297;34;337;712;46;62
284;1982;3186;2471;2023;1055;1554;31;350;72
285;1835;1976;1811;66;341;1165;50;48;37
286;2007;3149;25;14;1776;234;535;78;44
287;2059;2900;2308;2170;31;45;484;31;72
288;1983;428;2659;1917;413;235;39;125;26
289;3;516;229;580;1748;1463;126;155;46
290;661;12;109;2005;802;116;136;121;73
291;4498;305;855;1311;30;1084;0;17;48
292;1160;6;1833;77;118;274;431;120;125
293;735;2705;230;658;52;449;4;77;21
294;1465;2302;789;211;1637;1429;1145;32;55
295;23;3169;699;14;43;610;431;99;41
296;1995;1916;25;143;71;49;21;139;47
297;1985;3247;2157;1360;1822;1520;31;131;15
298;2018;504;142;2138;28;580;346;160;134
299;1981;525;2203;186;1066;852;130;48;37
300;4483;3172;127;2066;286;264;244;111;16
301;1200;3258;5;1507;81;459;19;28;119
302;1972;3339;2390;2005;111;1502;21;58;7
303;2115;2362;2295;1199;889;808;118;34;19
304;2190;6965;2224;2226;22;917;67;0;220
305;1758;1377;5767;910;728;1496;1142;45;109
306;2000;1067;2443;138;299;520;418;194;79
307;1729;1714;975;241;18;1438;349;11;76
308;2101;3023;2520;758;129;118;1218;105;61
309;48;115;137;27;492;58;312;81;43
310;338;2649;950;161;938;398;9;111;5
311;1819;5191;2348;625;55;22;496;160;43
312;1807;1573;2425;1831;422;117;1166;20;41
313;112;3195;1228;93;1707;15;16;77;43
314;4481;1448;89;2213;1699;58;234;58;0
315;2031;2021;1776;36;119;901;533;25;106
316;2501;50;2595;31;1286;109;482;112;23
317;1922;2939;2223;3164;538;1417;65;131;64
318;1355;3199;1333;1940;1640;839;773;92;20
319;2063;1290;1159;14;1025;154;560;82;66
320;4533;3935;1326;913;521;530;481;110;62
321;1581;3065;2530;1333;216;1341;1189;45;180
322;2058;60;1863;2283;900;1599;171;80;34
323;4376;153;89;132;18;145;435;26;142
324;982;3998;1108;201;48;1770;342;60;147
325;119;68;149;3065;108;1568;278;11;103
326;4623;3081;1389;1240;322;219;426;88;55
327;2061;2802;1091;2087;481;335;69;50;63
328;2100;2852;2537;2109;1014;404;332;165;38
329;4496;164;2700;61;1962;1377;280;64;49
330;1967;2698;2458;2184;1281;14;1046;30;25
331;2066;7420;1708;253;0;305;947;116;61
332;17;2800;2321;2216;1607;1745;1089;137;81
333;2043;2945;115;1038;80;81;318;148;163
334;1982;2544;2902;646;512;150;30;126;28
335;1864;1398;1237;36;526;41;252;136;15
336;3024;236;2266;1027;65;1603;62;111;30
337;26;11;227;130;1672;490;171;168;90
338;40;116;503;2169;89;607;385;69;13
339;1313;3984;2351;2142;86;361;1086;139;141
340;214;3121;2452;1625;93;717;64;4;41
341;1808;3087;2277;1990;99;1420;1239;30;43
342;1282;4397;2375;2152;770;687;1192;69;91
343;1919;3130;1990;71;1186;1477;649;20;17
344;1897;3115;2517;93;52;115;414;59;67
345;1952;3117;306;87;1663;1487;704;176;63
346;1988;1852;104;157;77;1535;435;79;44
347;1968;439;2442;2136;974;1394;1079;39;102
348;2072;3295;124;196;4;139;366;66;89
349;2070;5360;1080;139;94;1700;25;951;84
350;2140;33;1408;591;99;31;144;9;42
351;640;187;207;116;187;2305;483;100;76
352;2242;2990;1808;1581;9;1422;557;147;34
353;4227;99;2437;2050;1776;1552;1324;147;32
354;1813;112;2338;2114;1726;1087;166;235;20
355;1599;1276;2314;1858;1156;26;132;24;93
356;450;2796;2471;253;129;1375;285;161;12
357;79;521;53;1103;158;1533;293;95;50
358;2039;514;373;2039;1001;792;128;36;17
359;607;1048;2472;1935;7;1681;128;125;24
360;1924;1648;2173;21;1072;3;436;69;51
361;2143;377;2305;1955;1522;867;1149;16;12
362;1971;664;556;75;161;812;25;110;29
363;652;853;107;322;35;367;323;22;51
364;3362;45;1520;1285;190;22;634;88;155
365;2033;1611;2446;1173;1564;578;200;39;4
366;2155;7327;2682;304;1731;18;96;198;115
367;1920;179;2165;2180;181;157;49;113;34
368;1959;257;44;163;54;653;65;28;52
369;51;7737;2352;1898;256;1539;1054;11;19
370;8;1580;78;1209;1634;687;599;60;69
371;1857;2823;1575;1975;1589;346;1080;83;23
372;132;2932;191;1597;1819;0;49;180;58
373;45;2338;1595;1784;1030;160;14;62;116
374;1347;996;2458;2151;576;29;85;95;75
375;67;69;2533;1287;389;1885;459;105;68
376;4566;3262;2231;185;1905;8;1213;156;113
377;1932;3371;28;1949;1706;1622;19;29;58
378;100;1347;419;2130;1762;1490;223;95;12
379;485;2181;2481;433;755;1026;196;14;60
380;1204;996;9;68;3;45;809;153;21
381;1946;3171;2297;2041;19;22;1092;17;102
382;60;1254;1941;3194;20;138;1188;76;21
383;1943;2480;502;1134;17;442;972;66;14
384;1861;229;836;76;9;1008;19;56;198
385;59;3111;78;104;76;365;123;45;48
386;1889;3006;6;1046;45;1497;465;43;61
387;1731;30;1010;2158;1606;125;129;21;46
388;1951;3966;46;2052;1594;178;267;18;44
389;4530;21;150;188;1731;1;75;51;16
390;1961;3155;1102;839;548;1457;370;106;46
391;1965;3275;2242;2056;413;1504;625;11;15
392;2286;1614;167;2124;284;23;169;163;35
393;3153;117;2638;146;31;594;120;100;37
394;1497;3519;51;1615;1555;1266;337;8;24
395;2124;3129;156;60;1158;698;262;66;39
396;122;3143;2309;2079;982;146;22;30;44
397;2076;534;2313;11;15;935;25;80;25
398;2043;1302;2362;1299;15;0;78;27;55
399;2100;3121;76;770;673;1057;412;19;91
400;2265;3439;2376;104;1457;20;137;18;61
401;162;2920;2251;120;346;1440;21;17;54
402;1591;2374;2568;2162;1400;47;496;25;26
403;1979;958;1456;23;946;1166;183;99;25
404;1979;96;191;1559;1787;1590;22;165;73
405;1893;1555;3274;94;1797;87;245;22;23
406;1247;2732;60;2275;805;522;32;34;129
407;1226;2222;79;3480;22;904;134;147;29
408;103;2953;132;1099;1629;1607;267;24;67
409;122;3366;33;1855;48;10;581;46;76
410;2218;353;870;1266;822;1513;120;107;107
411;2037;3153;15;2043;466;41;1158;28;71
412;2123;3077;735;170;58;1402;52;88;59
413;36;3399;1409;458;96;1481;1048;36;23
414;2753;2782;135;323;1594;55;50;51;101
415;6;3307;58;932;658;592;1090;183;58
416;1818;442;2512;1992;851;390;286;70;24
417;2048;2559;147;1936;1677;37;564;12;56
418;1917;235;19;35;96;485;139;14;101
419;1872;406;107;2146;464;146;65;116;55
420;1813;1562;2432;10;414;70;321;89;22
421;2149;2978;2305;174;87;970;91;21;31
422;1800;21;291;1665;99;603;1217;49;111
423;161;1577;2369;1699;234;664;39;6;27
424;1902;7259;2186;1453;1374;1669;384;166;69
425;1620;1535;2698;62;1581;1517;44;266;28
426;2130;2229;2508;2036;789;20;22;39;29
427;2823;3068;106;1924;105;636;144;249;54
428;1806;1290;2442;18;846;89;131;4;92
429;124;3193;2523;137;1571;137;620;53;56
430;1911;3175;447;1917;1828;491;1080;130;35
431;2428;2966;2590;579;1819;1620;387;73;27
432;21;4023;2539;13;1668;197;11;169;70
433;1790;223;3550;2099;1636;1539;345;68;98
434;2054;469;109;2094;934;1600;557;9;55
435;212;2983;231;34;685;1573;58;153;28
436;795;3;82;1910;1595;1075;22;70;175
437;1938;3068;1240;2214;39;244;51;30;102
438;1320;820;68;1247;32;1362;660;25;55
439;54;924;2535;445;335;1000;745;32;194
440;1725;2857;2553;2016;58;1584;647;129;41
441;148;35;2492;80;104;22;525;38;70
442;2037;3115;1047;32;1824;61;178;36;47
443;83;12;4840;2217;1413;461;431;72;52
444;3846;22;36;52;79;489;4;58;50
445;2089;144;2397;1289;858;289;35;200;45
446;2012;2444;967;16;1728;1565;315;22;225
447;1792;2885;2483;811;813;1504;459;268;93
448;1852;3297;2405;2066;604;1427;700;35;162
449;2098;2808;2449;2068;1915;1524;1051;86;24
450;1816;7268;2481;2119;652;33;459;74;41
451;176;3283;77;107;44;1554;321;183;82
452;448;107;2360;65;1495;54;441;152;40
453;1930;1266;201;332;2352;1540;629;27;14
454;2191;3056;1966;127;19;218;167;18;79
455;1239;20;2250;1907;122;1553;159;17;105
456;2049;3061;36;472;1689;1502;268;123;69
457;1895;1789;1322;2064;818;842;307;266;67
458;48;1502;2690;40;1746;1532;115;106;19
459;2069;2963;119;438;959;54;4;37;123
460;40;3192;2224;2062;4;57;296;43;15
461;1910;110;2610;2130;1735;4;46;129;49
462;1903;2471;146;2165;70;610;554;10;100
463;13;3157;2649;2047;166;1533;34;80;25
464;187;3133;2165;407;1731;78;54;74;21
465;24;304;2933;2137;109;1697;49;28;28
466;106;2905;3532;2169;1642;1563;1098;71;36
467;2183;210;3572;7;21;69;3;90;40
468;1867;3424;748;1989;1333;1518;1046;20;38
469;2058;3133;2393;46;660;1553;917;40;118
470;243;1972;17;2219;21;235;218;229;98
471;2019;3562;2566;2209;42;1474;152;75;62
472;1963;3350;2425;12;158;65;277;38;44
473;2212;324;1092;2206;82;1501;235;102;81
474;4300;3018;130;1903;92;1441;682;25;73
475;2128;3094;38;69;76;290;1213;52;114
476;3;79;1453;0;795;1056;610;30;36
477;2135;3371;46;1956;392;192;1009;281;68
478;4350;2936;62;910;1715;1598;54;56;86
479;2113;3030;2425;3089;1839;625;153;200;4
480;22;2519;2502;2026;75;21;680;120;54
481;28;2621;22;71;1674;1503;78;48;13
482;1823;1488;1080;2163;167;576;18;101;37
483;111;1664;1562;1474;1543;1280;36;200;12
484;2188;4;2196;186;1288;84;5;117;61
485;198;3307;2119;219;21;49;308;110;147
486;62;2930;153;234;376;27;507;33;40
487;1812;981;998;1965;121;75;393;161;44
488;2053;76;59;175;1737;29;161;51;39
489;256;3322;168;677;1151;2;568;154;88
490;153;3194;2472;2146;1620;46;15;294;80
491;4377;2731;25;563;75;40;225;152;122
492;73;1571;2432;4;1830;89;335;108;45
493;950;5;655;1728;957;73;319;108;101
494;1905;3236;3;2104;838;348;147;285;46
495;11;2837;460;97;1829;87;244;212;93
496;297;97;2075;530;1760;366;54;79;96
497;1540;2915;2395;2057;1725;90;146;22;34
498;1711;134;36;23;15;416;11;52;41
499;1949;88;2242;1335;1780;990;1167;27;49
500;310;3071;61;2784;95;83;125;180;30
501;948;771;2473;116;1144;1542;20;40;45
502;1988;1582;2444;1893;1699;1597;197;29;86
503;86;3050;127;7;955;10;95;242;106
504;1248;2934;2311;1746;444;108;975;109;55
505;578;602;42;1585;33;23;19;49;31
506;776;2115;711;2099;572;21;28;63;129
507;313;115;2390;1713;676;1263;1179;46;27
508;1239;149;2541;24;167;161;721;211;4
509;1917;1273;37;1603;907;337;26;39;69
510;1156;621;1971;2234;98;315;18;59;128
511;2000;3056;98;2024;1692;1332;585;79;66
512;463;103;273;107;1844;13;74;208;37
513;2134;569;2491;1525;19;1428;72;98;144
514;26;101;42;1954;554;156;306;159;181
515;957;5206;1514;1193;749;25;96;219;85
516;1979;2723;2387;680;435;95;40;52;59
517;18;3535;2665;977;2172;92;292;28;110
518;3811;3427;365;753;589;902;4;45;82
519;227;62;2483;1706;1812;464;608;10;75
520;228;3188;59;330;1051;45;1146;58;63
521;1313;1149;70;530;19;56;328;116;8
522;2;3221;2569;21;1685;159;16;116;106
523;2027;2260;2324;1893;2;323;231;106;109
524;29;3124;78;3027;1130;1642;316;25;77
525;1879;2513;2432;2662;596;1048;84;7;140
526;2064;87;2163;1788;189;103;1033;184;147
527;746;7272;2429;1180;1360;1515;1185;19;54
528;1853;161;413;1871;53;217;1056;165;4
529;61;2228;2492;2163;68;1598;1124;188;173
530;1235;3014;1048;1862;1805;574;2;32;66
531;14;2760;2738;2011;4;1478;365;37;139
532;1988;1726;47;1918;41;10;430;23;33
533;6;228;144;2167;101;508;131;373;69
534;34;2333;1125;2050;1616;877;191;55;39
535;1627;3143;142;2579;1813;70;1017;113;72
536;127;1668;2474;1583;20;487;518;70;14
537;71;1612;2981;1918;36;1444;110;46;84
538;318;3073;1477;2133;1613;1400;111;184;92
539;91;7830;2181;2175;1264;638;22;60;67
540;4266;3244;2234;269;112;14;1048;109;43
541;1967;11;2509;243;1541;69;362;116;22
542;219;3218;92;1928;466;767;63;33;16
543;430;2677;670;2057;116;67;526;118;126
544;381;3186;85;565;630;1429;1012;46;2
545;1897;22;2551;1602;121;45;244;89;81
546;1868;3407;4;184;2;791;418;13;29
547;282;3294;1671;730;61;384;713;252;18
548;2020;20;2607;2123;1758;1603;75;55;81
549;1769;25;2744;55;1952;1447;85;93;30
550;1916;146;1835;403;0;781;11;47;15
551;130;3272;1195;2216;112;1523;31;116;156
552;1966;3095;2295;1890;978;50;67;40;38
553;1913;1688;2605;659;233;63;58;26;36
554;1;204;1801;66;94;224;38;114;65
555;1803;2952;3756;2064;54;1607;49;48;9
556;1820;82;2383;129;544;197;95;114;16
557;826;2623;2313;2236;1658;774;159;163;37
558;658;2871;2861;59;150;265;22;173;14
559;1930;3014;1239;1923;422;252;27;258;191
560;91;2837;66;1931;1715;303;241;155;68
561;560;2922;2472;2077;1780;79;95;17;50
562;264;3116;27;1968;85;97;606;40;153
563;2058;3099;147;1991;1012;395;92;26;27
564;1998;210;1108;2035;942;67;126;125;66
565;374;1699;30;1918;573;1185;626;25;134
566;1874;5238;2454;2055;43;989;401;44;37
567;2088;3047;2;1836;509;1544;254;98;65
568;6;177;113;807;1760;1530;632;38;17
569;85;180;2514;1935;87;1369;680;147;134
570;1279;60;2466;1948;548;76;231;58;93
571;242;3267;20;2045;1817;684;40;181;60
572;1892;3165;2341;69;4678;1548;72;260;152
573;2113;85;1527;3;1685;358;44;38;40
574;2057;561;104;1392;518;863;500;228;73
575;2072;3112;39;2233;1679;109;323;366;15
576;1905;711;2742;1606;1787;363;55;47;181
577;1761;2791;13;48;1782;19;23;34;43
578;1902;126;141;62;39;14;149;208;110
579;8;3102;2365;2105;152;1073;90;48;15
580;68;3193;2359;26;871;1368;142;116;55
581;2012;2972;2250;2085;1788;1411;21;130;29
582;4;1152;205;1544;76;52;320;93;90
583;1974;2949;2276;1936;5;159;31;86;78
584;4355;3396;2336;505;724;85;20;42;100
585;84;2980;145;270;220;1564;3;104;13
586;2138;3234;4020;348;109;367;270;66;46
587;1956;375;1724;166;1728;1548;649;49;19
588;117;3117;221;65;1187;947;150;100;45
589;1844;128;193;1913;1091;828;320;98;183
590;49;2951;2399;555;1329;34;22;21;124
591;1785;2632;2523;1961;1473;683;126;9;20
592;276;2392;145;1106;95;952;321;27;35
593;1858;3278;148;1448;1617;414;313;42;60
594;2173;88;63;60;268;788;28;80;156
595;1929;3175;338;1060;48;597;48;30;40
596;1321;12;2437;748;353;900;291;47;87
597;3673;42;37;83;100;1504;700;146;57
598;2018;5320;2661;8;1617;49;460;344;10
599;1712;176;458;2043;531;15;105;55;91
600;1442;1873;1417;106;94;5;1240;70;97
