;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
605;2050;105503;8244;64783;31283;1252;19464
606;fail;109779;92074;52792;3563;1263;4000
607;250;6575;10948;33710;45676;36558;15808
608;672;39530;76500;4034;5290;131786;31708
609;2549;22549;40560;29152;5369;276785;3207
610;4786;4789;8124;25704;6291;967;3312
611;101;25167;11639;22201;217;37572;18179
612;fail;22114;48803;552;50957;42635;11519
613;fail;55953;55273;38317;46817;1076;11534
614;22130;77949;85330;20765;231689;13618;17487
615;25813;11966;17504;3610;34022;4235;40258
616;5776;19681;1869;2066;99779;5329;8919
617;fail;23550;1418;33354;1621;23638;43685
618;fail;47269;4095;29601;1639;82292;62910
619;1377;58992;14862;77780;16134;104;65742
620;fail;30542;42424;69387;30708;16802;17861
621;fail;17044;6795;61393;37042;394;6761
622;8329;11225;29259;10995;420;53677;32291
623;19249;13322;9065;52763;34592;337;23103
624;6137;30440;4406;25273;45785;16691;16282
625;fail;2412;4520;12862;7765;152;22577
626;7587;6981;3988;63530;18107;6636;9178
627;5552;3599;6919;20163;72588;785;582
628;fail;1009;4971;63115;15856;16199;37193
629;1209;3311;92190;22856;38244;755;22711
630;fail;34513;29865;94661;8486;35088;31078
631;fail;10638;10171;14352;16170;25644;6145
632;fail;1145;25139;30809;2305;779;14901
633;fail;3282;642;57138;10837;12797;1452
634;fail;1640;10500;13615;24948;219;1507
635;fail;12278;590;27193;3738;8227;29009
636;10246;11695;5570;13004;3001;17201;31586
637;fail;11417;103852;20623;4990;43987;43775
638;fail;1162;91793;27257;11696;24344;2515
639;2351;2469;69075;38776;16766;14333;14993
640;fail;2297;14187;580;121368;2443;24364
641;1564;23144;38149;18547;1497;6615;4766
642;3677;12398;36526;75955;63649;8303;9138
643;fail;7501;9194;61580;71623;3378;10235
644;fail;6983;7813;18685;11636;27089;16170
645;713;3622;90316;54155;2781;14275;23808
646;19506;507;51273;35329;71287;31104;17651
647;fail;32952;30500;39993;6164;1566;6931
648;8203;342;58727;70124;61140;11648;8883
649;16055;20234;37;16089;32720;27627;57808
650;fail;15448;59709;7136;79025;3905;35517
651;fail;28602;1585;19775;29993;16684;4177
652;6931;40244;15373;44461;5397;46790;21725
653;8372;1019;5326;1925;558;26843;30160
654;fail;11081;2208;3116;26574;2587;4672
655;238;31583;16225;20488;17380;3103;3287
656;fail;8705;47706;83991;126632;11661;336
657;16052;8687;1753;51454;17050;6710;10306
658;fail;13319;4908;1749;20091;15111;7133
659;fail;64561;11345;2756;40005;5066;76560
660;14083;24467;11905;15920;13708;13950;6864
661;37488;7047;9712;91735;8191;3461;79301
662;2901;63357;24452;9005;21473;76951;21295
663;fail;17010;14411;6264;14231;64047;18822
664;fail;22581;48087;105525;2690;22836;867
665;fail;14610;78288;49532;44448;4895;21777
666;36040;4418;39834;63442;272;279596;18436
667;fail;41892;32517;22729;13976;265;294
668;fail;103695;33585;713;2339;30639;8666
669;3257;7878;7792;14086;30378;10347;13322
670;1226;2473;90875;23304;2570;51989;12291
671;15367;100835;19849;33342;39135;3739;110292
672;fail;40972;14009;9183;55597;28236;8843
673;fail;24470;8438;2804;4622;294;24502
674;fail;16265;87162;45143;45286;17154;33324
675;fail;71538;106300;57826;6047;42041;124100
676;18335;19750;29786;33672;3157;2046;11628
677;fail;20122;34835;20364;1815;8710;6235
678;6328;45847;6203;8664;81797;34785;8407
679;fail;25961;21348;58455;15652;15253;19318
680;fail;15847;11153;9059;21912;41189;30406
681;fail;9590;26799;21685;66474;33109;1897
682;fail;3797;21417;26024;8952;36363;18175
683;fail;45289;14932;43291;52634;7777;2475
684;fail;31250;22591;18692;17759;2877;650
685;fail;3561;29440;17633;7862;4229;32361
686;fail;1109;80177;10583;6593;2100;137448
687;fail;4276;82992;18887;34034;1168;23043
688;11757;13908;8291;3579;11856;29406;530
689;18902;14615;5784;50587;21747;22022;15191
690;5130;3360;78692;1738;55559;48835;15734
691;15351;15629;21767;9874;18819;3600;69138
692;18516;10397;21743;5755;936;5882;3732
693;14280;19219;86726;33148;9637;33238;10307
694;2358;15796;4068;22578;104918;66305;8030
695;2941;52328;7922;21527;422;33538;12938
696;7563;15553;26457;41870;33597;10385;376
697;fail;12156;16825;7118;2523;54662;12798
698;fail;35525;4012;4268;59028;4609;24785
699;fail;22162;64786;13997;10641;32821;15639
700;fail;97910;140349;81860;43694;17762;57135
701;7940;73364;76694;4838;16799;329;7061
702;5345;41918;2524;54263;5903;3176;165
703;9453;94101;2867;17302;4200;12266;40747
704;fail;14524;53896;14801;14033;50778;16391
705;1838;1810;8358;30859;762;39961;12526
706;fail;20736;22070;23915;15709;52393;21738
707;10965;1174;27061;32297;102809;41544;130618
708;35517;9445;5162;32801;8265;30129;10426
709;5358;4731;64344;55474;102733;7272;34965
710;fail;2537;53150;20954;33646;25631;315990
711;fail;32945;2255;69264;179977;12716;6201
712;15477;15605;15252;57623;24792;2144;825
713;14696;95064;21117;52949;23613;1124;61123
714;fail;2408;1213;16766;25898;85793;8406
715;2554;7321;1983;6306;20116;37026;28772
716;2831;27142;5917;6880;38512;4801;1179
717;4235;325;9503;33212;14064;71663;23024
718;7214;7054;45604;8419;9470;50993;8513
719;1383;48860;29460;27391;1016;15615;11904
720;25260;6909;16665;32662;9445;126831;21656
721;1645;26292;10470;8409;29234;68034;24554
722;18231;10111;26049;55107;42971;9366;611
723;fail;8354;4311;7951;26053;20416;18627
724;1052;4700;9850;24504;39209;3787;46293
725;fail;4930;8993;36841;38103;2394;16741
726;3470;37019;54530;6707;5722;22481;51278
727;11838;41551;27106;12200;16401;3234;9941
728;24516;13855;18865;66900;30925;8594;27831
729;fail;5765;13811;33815;4748;7394;9143
730;34343;6819;43722;14159;27126;40316;66483
731;44966;13465;34678;6599;4488;33474;29585
732;fail;5062;17279;37346;38062;42539;395
733;6125;39330;6171;4534;13228;89108;16038
734;fail;3825;5027;54929;5512;41348;4721
735;1038;130;5443;51925;1682;23172;41640
736;fail;14548;2809;17732;30666;90819;15468
737;fail;37521;21757;22365;125145;53684;4683
738;113;8512;21019;56466;16750;23355;13287
739;fail;1113;1661;7152;13149;8456;37367
740;1990;54721;44767;44266;15054;6013;18142
741;7415;4492;15085;19996;11848;5157;3264
742;fail;3441;70011;16833;19500;35184;20662
743;21493;12126;9071;293;24635;8306;3868
744;49393;12651;56551;30502;42760;33789;22735
745;9773;78522;20199;69623;15603;18882;7941
746;fail;23675;42943;46837;89662;34288;121
747;169;10181;3105;8823;9168;7328;69682
748;6885;4588;41501;45555;4957;12832;15188
749;fail;8916;19099;25825;14848;26277;16119
750;fail;39145;52237;4432;2225;14719;7881
751;3086;2043;49419;498;73114;2711;23451
752;3703;11061;20602;45355;28687;23975;24197
753;fail;73960;11659;3591;37858;24787;654
754;16925;4940;981;28104;12220;7912;16709
755;5666;4944;13686;3677;15208;17531;14812
756;fail;21563;61279;3369;7197;170;5547
757;fail;20822;21477;5580;146229;103965;2001
758;fail;4505;8618;10504;12400;31427;25451
759;fail;16050;40050;11827;5940;7592;25945
760;fail;95655;2649;10216;15815;5608;21414
761;2244;7289;42142;17620;34824;59829;3555
762;54359;33634;12443;14684;76852;26999;152
763;14507;3821;71709;20837;10003;17836;24208
764;13589;850;21831;35554;129049;36491;4177
765;fail;3995;12599;4269;52212;24558;54094
766;fail;1396;28581;8701;30335;7635;22896
767;7479;6139;17736;21071;65705;2297;5082
768;fail;62283;1083;78426;1264;120817;20452
769;fail;32048;20100;2241;6223;17440;48212
770;14744;18892;70167;23937;58350;3316;16775
771;13303;6540;13246;42454;9956;3980;18285
772;13357;3482;7377;10758;6771;38693;31291
773;13644;16909;43061;354;8731;10007;5976
774;23023;451;34620;24837;9401;41483;25248
775;fail;15868;35151;5285;14533;8429;2659
776;fail;6919;30984;21471;4463;35630;67959
777;fail;1309;91601;29285;22256;50191;27372
778;1776;21760;18211;25770;114791;75556;15721
779;24270;18179;31234;10515;52520;52624;1507
780;fail;18155;2872;29516;19016;3504;15550
781;16449;26714;404;18598;24246;36567;3023
782;12224;40930;39701;2172;30433;19153;9728
783;fail;854;29110;8232;33187;15604;90719
784;fail;22982;75977;59322;5790;1415;10062
785;fail;43122;15584;431;20734;23011;18915
786;2750;19412;69123;43030;74758;8185;10277
787;12706;107125;24906;45315;22168;783;17818
788;fail;20805;37394;3203;9997;74266;36595
789;2891;13836;26596;66296;11172;26554;3579
790;fail;5101;764;94656;4817;7312;40305
791;1164;23013;15333;10095;7663;15910;15078
792;fail;80742;12274;40977;571;6984;968
793;15478;12970;2023;24527;3138;5071;95740
794;875;9897;13566;8312;5642;1120;34129
795;25220;34793;30143;7432;25654;380;17803
796;fail;21292;14816;407;9289;10830;14841
797;fail;1240;3463;15957;4837;8173;28184
798;fail;12423;53833;21254;7128;13656;62057
799;32066;18562;12650;7028;17501;8945;4719
800;fail;5020;11424;55267;387;19761;43052
801;fail;24376;4373;2154;59551;9524;20015
802;5921;11685;36197;27301;3280;8341;4977
803;fail;13653;7714;12920;6086;31922;3208
804;4467;26100;71150;37600;22261;16463;45562
805;12934;1495;50062;20225;11401;42619;20370
806;fail;29514;24233;15092;11289;34124;6817
807;fail;83414;12549;17680;26457;75601;15845
808;29387;15458;29045;18541;1816;45295;13002
809;96;21767;16423;68897;26993;1414;33367
810;5888;1203;5641;2244;27530;24946;11293
811;4482;4265;44084;21290;11456;10711;20698
812;fail;15353;28331;95344;11020;18486;4787
813;12995;33342;34669;40436;11578;1552;25443
814;fail;10755;26569;127672;7581;39435;318067
815;5713;1607;1495;22685;18268;1168;23754
816;fail;11020;33288;48924;41147;2520;94502
817;17531;11998;3657;749;528;14750;5660
818;fail;21294;29328;67892;27010;6841;50481
819;2963;19741;10248;42800;13740;50631;4859
820;1716;33344;21222;7082;16070;18829;2140
821;16477;44132;60318;4685;41944;36127;49862
822;13679;4960;4110;19158;40098;4329;20578
823;fail;9730;17800;8378;90554;2960;16879
824;544;4511;31125;7434;54680;11381;15120
825;4240;46234;15719;6128;16463;11798;20217
826;4068;29288;3957;18275;14528;708;31393
827;fail;9009;19939;2772;5273;35162;15854
828;15356;77646;3837;20319;11403;62523;9778
829;fail;10389;27033;34009;569;50829;28353
830;fail;29808;6599;23655;25104;12411;17057
831;6664;26228;122144;45608;125252;4613;36793
832;7996;1056;3921;19113;19378;48463;276
833;7443;101231;751;89210;31312;5909;33507
834;fail;28070;9577;48450;28433;22513;4411
835;2363;2955;47023;99738;104174;10908;721
836;68976;16922;58743;14939;77508;39435;39780
837;13835;93593;8882;53326;27872;39339;52960
838;21050;49774;8441;17298;23631;10904;94698
839;15328;2179;35466;27875;21581;1819;1385
840;8036;6755;7885;31509;27497;2152;5923
841;837;5995;8577;8510;13601;20087;6742
842;fail;6592;27199;22339;5559;6819;5038
843;fail;21191;6281;19084;1015;4573;11500
844;13654;6841;46965;8262;5216;3527;4493
845;fail;41115;16019;13724;12390;853;38089
846;fail;23499;11683;8528;10467;13434;78258
847;fail;37760;11970;47789;3625;3654;30066
848;9326;4197;16489;1561;23275;7316;40038
849;fail;28543;7325;47818;7909;66233;20154
850;2194;20497;11419;6958;1246;17014;16615
851;3906;7415;2254;17890;25534;16280;35659
852;fail;6352;1080;35684;9417;897;23636
853;31668;35327;20146;7774;7641;18661;18406
854;4045;39899;19042;7282;13530;31859;29094
855;2667;15622;1900;7914;17723;30399;43129
856;fail;608;12295;33480;10919;12131;15663
857;27181;10780;5217;6583;7615;542;17649
858;5431;45978;17021;9822;13290;23644;7121
859;fail;3973;17890;46041;1069;7409;73283
860;fail;12239;51433;37967;7127;6509;9000
861;fail;29525;11815;20688;13343;449;8373
862;17351;11393;29564;32564;51512;6469;23475
863;76891;5711;4745;8210;11751;36109;35654
864;22493;15008;2165;55108;7548;35056;2030
865;fail;28028;28499;45421;1060;8056;60635
866;7893;15751;13077;52305;25661;24666;14937
867;19763;23068;35216;7162;70353;8195;5697
868;fail;4884;760;1621;544;1612;21387
869;fail;7857;3126;29276;2070;136387;26090
870;2739;2933;27221;56707;62939;1452;16039
871;fail;29875;3314;21509;83804;32271;5002
872;fail;6834;2683;13812;11322;25705;60776
873;36706;42367;26461;5525;1404;21301;20748
874;1117;23652;11966;62681;5581;40340;30772
875;fail;3749;12935;10301;10216;7002;8025
876;fail;37503;64650;34893;8402;26667;32193
877;fail;32136;34530;57033;18926;7852;47903
878;26821;15520;12924;5300;9036;7657;12186
879;9374;86508;8476;42544;452;7173;3759
880;16133;118272;36669;5052;11076;13635;24068
881;fail;158655;39242;42076;10373;19605;119
882;1100;21504;25619;5685;22324;1744;47841
883;fail;67053;12548;5384;14014;1012;13585
884;fail;35367;90650;4779;10638;74331;71385
885;5684;23440;18095;85693;28216;10486;24065
886;12981;10585;44106;19004;123164;151472;21244
887;7620;25406;54592;18567;51647;3817;12851
888;fail;2177;39372;1648;4797;54816;33383
889;8980;1473;5928;34416;69421;52603;23777
890;fail;36313;10273;91452;72903;29323;116770
891;fail;27964;13938;61243;9629;501;6826
892;fail;35291;5005;61036;22863;3953;48315
893;26319;9072;12355;17918;38208;9022;12037
894;7014;7533;18246;23148;46494;11133;15270
895;fail;49013;14459;1052;6070;6451;8135
896;2276;19029;57917;119769;71758;36515;22032
897;6247;1012;1216;51655;30780;1110;13794
898;2070;38762;1852;68918;37416;2010;20376
899;3774;80026;116307;99672;6675;4610;13466
900;13145;6817;13914;25233;33866;1368;52245
901;7008;10131;17058;18511;51688;22085;10523
902;fail;877;41891;63540;26911;11519;38702
903;9521;456;10971;17249;25176;22635;35524
904;fail;36484;12648;13955;49831;29889;11850
905;3216;11804;33177;42077;45356;13490;22027
906;16767;43088;17794;58585;5874;12748;26849
907;14069;202;3112;27575;12283;7548;13235
908;fail;27497;53173;3535;2538;12489;14349
909;354;13782;14413;19922;21404;3024;19662
910;39498;15680;989;8608;14006;644;38168
911;fail;42132;30140;34442;104929;15235;166536
912;31219;27815;4799;3161;15731;13076;4503
913;23696;37390;33504;56267;19009;7526;18769
914;fail;5253;18842;39816;8449;40654;31837
915;16927;6919;23505;83441;11229;48640;51168
916;fail;544;6212;11938;35937;20448;43816
917;16561;49875;10961;3399;19862;10481;7652
918;fail;8106;60539;4942;18863;558;53432
919;28988;6709;33063;1382;65960;4592;23584
920;fail;7108;11133;5506;11770;709;76554
921;90;29772;5967;48281;282;16834;12150
922;9037;85;13220;28446;7290;2798;39456
923;6253;16726;610;14861;3420;8927;7379
924;fail;661;18360;17163;5286;9907;25135
925;11897;12993;3098;8959;110497;10601;38453
926;1395;21897;58968;95654;12561;3226;59341
927;fail;26291;18352;64235;19971;5352;12983
928;15738;47966;40521;17400;7358;20820;47249
929;fail;4557;6905;30524;41539;7851;19664
930;fail;2257;6564;60375;190;21507;17283
931;fail;29920;7637;94159;45459;59748;8719
932;825;2112;37606;41078;59470;11609;18209
933;491;976;28979;79821;54630;2896;24940
934;9346;13507;20898;212056;5485;96923;133839
935;21010;22656;20338;7328;16709;2207;26356
936;9836;20289;910;98115;9602;4003;3496
937;fail;20267;127;25918;14530;4960;520
938;9018;39375;78640;47275;7007;49725;1788
939;fail;10551;8341;15667;3632;8225;11331
940;fail;32833;7791;34354;373;1635;18940
941;2852;23271;24466;11758;2672;7967;41854
942;9330;27657;26263;13114;89955;23682;36347
943;fail;17797;11677;5261;585;27617;20970
944;fail;10971;18114;19099;85231;41714;12510
945;fail;12897;102356;20231;5658;3163;29009
946;35846;41380;64390;1144;11442;3629;32608
947;14926;15404;9886;55219;65569;7195;14373
948;7050;2387;21579;3458;19790;10363;25052
949;18700;7463;33635;22556;26754;9636;8782
950;13130;3379;14021;23319;15192;26602;1605
951;fail;7987;13525;10368;28500;17049;668
952;fail;38970;26379;17923;23138;48173;3538
953;fail;18649;6863;79081;10538;12647;33339
954;fail;15246;50430;29499;6713;17716;3685
955;fail;15837;5322;13648;1271;38972;4901
956;8972;5234;97091;90292;36949;12830;12596
957;fail;46674;102243;18693;126026;2456;53194
958;19134;2110;43739;23809;10669;17428;12902
959;fail;25107;24019;3222;13332;74481;32702
960;fail;3828;60705;52533;19691;30529;23783
961;fail;25826;7803;826;22965;8852;7277
962;53098;7076;68507;49724;622;2206;33266
963;fail;20946;1181;24904;10667;7954;3595
964;fail;25651;832;1523;28227;53282;3240
965;7425;6379;35265;2263;3407;3385;9283
966;fail;78865;4815;10115;2154;33063;31079
967;fail;28521;24382;3283;24439;10256;25490
968;26633;98411;66772;17320;4330;88;506
969;fail;10647;9161;902;21625;11614;4119
970;fail;24039;28367;46594;4971;63810;6755
971;24425;54112;1739;24472;25864;28309;16951
972;fail;15416;86974;12380;15624;11026;22874
973;fail;22259;12901;21561;32868;6941;17113
974;fail;38684;9417;7236;9286;26550;50863
975;18164;188;45233;26088;733;14063;24333
976;8507;50617;159;49385;2802;37589;12602
977;8261;1289;43785;15917;16396;10028;25692
978;fail;19699;3429;35472;4644;586;20509
979;fail;24426;8087;8513;346;7369;29960
980;22891;65797;23736;88391;8736;27697;3052
981;1905;32946;14786;1749;3956;103915;37836
982;fail;7494;10595;104680;9322;10869;4748
983;fail;3922;4459;29329;4544;58779;11924
984;fail;34869;31267;64250;1786;28425;7851
985;34091;141934;13968;33152;6195;36408;8698
986;40370;21677;38389;73261;3036;5669;14359
987;219;1520;3530;15897;68333;7455;2395
988;7015;9235;18816;82046;33061;63096;20722
989;9961;15920;7434;60957;26147;3975;18838
990;fail;9395;133816;58084;1481;55433;3017
991;fail;8133;1649;61775;16583;9037;2859
992;19034;6746;5066;10814;42908;31577;12270
993;fail;2430;31215;1019;2674;3473;5326
994;fail;4485;5856;29895;981;44381;47282
995;13491;44815;7557;18407;6614;16636;11162
996;1848;30652;959;23812;9501;99281;28662
997;1190;6449;6353;4834;17615;7531;11419
998;6357;7527;26096;25005;13520;2486;2629
999;41781;5877;21139;7478;7021;16221;16996
1000;fail;16541;54015;29154;8826;7830;1784
1001;fail;8851;50291;34932;1328;766;64646
1002;fail;3052;86676;42193;2833;29549;33823
1003;fail;2974;57434;3034;3546;8927;65712
1004;fail;11556;2005;8804;81668;2715;67476
1005;fail;7151;30534;44195;13473;17191;40271
1006;fail;9370;18699;846;35711;12212;5241
1007;100;20737;38101;7785;18023;1980;5273
1008;fail;2705;16869;15673;84535;720;1552
1009;1652;4355;1017;54634;4825;7982;3802
1010;fail;14281;7067;4876;23424;30602;491
1011;fail;76154;22753;24787;3218;16041;4066
1012;393;12288;28583;711;4367;15225;14784
1013;fail;5360;57693;65684;3504;1629;7402
1014;10431;30943;6241;212;60437;29804;100162
1015;6097;49149;21023;12862;7681;10542;29169
1016;fail;28101;18688;7460;32990;55113;68673
1017;fail;45617;29453;60213;18389;14290;41393
1018;fail;22528;24870;4536;14541;18661;13907
1019;fail;8929;23340;14770;1991;4353;91025
1020;fail;8120;32529;23866;50936;95264;4906
1021;1759;8237;41901;23144;91366;13119;9269
1022;1507;633;7190;11847;19012;21840;14330
1023;16000;2521;679;13189;3240;5628;32760
1024;2813;27845;9218;7954;1139;17613;4800
1025;fail;18287;39175;81664;14686;25375;15495
1026;6572;18346;1617;3499;36373;2883;64737
1027;26227;71582;12654;23011;7980;6632;13196
1028;5707;2576;52256;36531;1212;2194;87853
1029;3991;31864;50528;54618;7506;50504;19844
1030;4819;1808;84157;59128;70201;44809;17538
1031;84985;88343;18583;25386;20006;1103;22127
1032;5410;19768;59936;17751;6622;5756;27327
1033;5329;11698;28246;19586;7565;1344;9801
1034;fail;49015;8071;30119;3676;64756;15228
1035;fail;16419;20292;16832;2818;4988;42884
1036;15939;23329;32817;64720;59016;6079;8211
1037;13482;1155;64698;28103;12574;91;147801
1038;fail;23137;32823;18790;16817;3870;3856
1039;29124;4203;20165;56051;14725;5669;36812
1040;fail;19421;1478;20082;6968;23413;11545
1041;fail;881;167;34327;3045;63531;9694
1042;fail;71813;37462;29481;32993;1918;15082
1043;1270;13573;37173;27358;1975;26647;55699
1044;11166;65543;4904;30242;64279;8965;33486
1045;fail;9821;18274;49350;10721;20184;58042
1046;16715;10782;28600;15253;32445;4597;110735
1047;12173;43892;85225;404;13794;9306;21142
1048;4785;2262;9715;4553;93036;6417;5396
1049;562;14726;67832;33722;28350;98485;11956
1050;fail;8604;26735;24563;88513;3823;5348
1051;383;4646;98234;72855;6645;48926;5010
1052;3634;10604;8016;21794;8744;256;50000
1053;4614;1991;24093;7617;36287;8368;42144
1054;2636;17777;4190;125756;114;26098;22027
1055;566;2506;21097;18003;40262;3329;33515
1056;fail;30336;28621;9323;5416;20563;12277
1057;fail;21024;46132;29891;34468;74717;57355
1058;5294;16830;49439;14222;5072;2779;18293
1059;20701;17399;22848;18648;38114;4119;955
1060;fail;41278;34872;67108;12476;6574;60681
1061;8677;18743;43308;47661;10426;92018;11913
1062;3061;31653;13690;16399;36103;45135;47858
1063;1777;6574;1223;8550;40079;44155;65808
1064;2945;17504;26852;35439;4620;87295;17403
1065;fail;383;18086;80355;30021;11913;13780
1066;14948;8719;33032;4969;17266;7754;32624
1067;3039;40851;3045;48181;17780;9858;11180
1068;10575;197;30681;22450;56248;7178;18595
1069;394;16226;7681;13497;41611;103431;1937
1070;fail;3993;64317;37852;9821;14890;11128
1071;fail;617;5746;3587;42096;34590;3437
1072;14019;18103;4339;38451;19707;6310;18555
1073;18415;3878;16305;125082;3773;6537;42060
1074;9472;3546;79831;16090;21747;12803;4881
1075;5314;112;1689;1042;20564;1335;3093
1076;7421;12812;24691;88093;10140;22740;14838
1077;9747;2944;12413;1856;12176;34381;12571
1078;11640;6733;13440;34702;48660;364;4637
1079;fail;5655;48650;47373;17689;4408;75528
1080;11787;27834;1768;25045;11728;17761;29972
1081;1916;56102;57852;9546;23689;13468;30011
1082;9679;29334;17802;24330;8872;104094;88863
1083;fail;19772;11518;15349;26207;741;17311
1084;2418;25490;21057;2493;1764;31761;3217
1085;10821;4092;5296;11802;52789;20507;13497
1086;4109;11575;11014;25052;79615;50275;1698
1087;646;3329;787;76681;26478;28888;44053
1088;556;5789;5792;15805;10196;2253;13162
1089;fail;39981;8125;15022;7304;7724;18633
1090;14396;17484;86380;7110;59180;10529;12165
1091;9603;121212;7748;167993;6844;1011;11963
1092;3765;2180;35006;24881;32078;22431;3757
1093;fail;49174;6561;4364;59425;37832;50059
1094;4979;51749;13948;88338;65535;4232;43131
1095;fail;10071;3959;6682;30708;44311;61137
1096;fail;621;2777;68796;20037;16878;3246
1097;3765;47884;1090;23933;40286;23102;29339
1098;13704;153351;5624;1462;21730;16705;20416
1099;35589;20683;50328;30098;78565;5608;6299
1100;9323;21319;22798;8762;193;13314;65915
1101;5763;18035;1656;40910;54542;4438;6212
1102;fail;22142;17804;8698;13166;56636;33887
1103;70074;1993;666;71831;15283;59750;9287
1104;fail;2429;15791;17101;4603;22528;18089
1105;13055;9344;13043;20396;1127;25052;9663
1106;23674;41018;50242;31207;41222;10026;24411
1107;12062;8137;735;21429;5483;3240;6574
1108;12256;6736;15493;25784;47979;1616;31908
1109;fail;86223;3061;48382;4119;62389;2053
1110;11654;83713;15411;34900;18302;23706;11897
1111;fail;25792;15578;9517;97819;2664;1941
1112;fail;23151;25524;17359;14351;1227;19554
1113;19921;35695;5801;28256;39322;73343;6595
1114;1274;11159;4520;72776;22131;22157;12068
1115;fail;24737;82040;32086;35386;46178;46185
1116;fail;1339;16203;8837;6859;10647;806
1117;7911;8369;19384;9276;247;25693;48252
1118;fail;21044;32740;147778;37786;13642;1865
1119;4555;13948;73526;18588;10840;19010;29633
1120;2097;78191;13422;7959;10156;17395;23572
1121;fail;7756;76575;38874;647;16039;68712
1122;fail;2381;13636;4926;4176;6362;71116
1123;fail;8958;8794;37019;15159;15897;37852
1124;fail;33910;77175;3744;6561;21052;39388
1125;fail;14504;96749;47587;29015;15193;18511
1126;fail;12476;75148;30620;11725;7527;62445
1127;2971;5991;25007;2702;9260;4322;35709
1128;13468;8835;24377;7487;8346;2056;34433
1129;fail;41341;8237;9013;24284;508;80717
1130;24091;75799;11934;15984;74396;74011;27849
1131;12492;10063;79963;9527;18316;10933;19470
1132;fail;10032;36333;1707;4219;7221;3416
1133;4949;13401;81061;50990;8325;18605;22019
1134;1477;12366;18670;28688;7150;7407;20272
1135;4703;6182;60345;18471;50201;1484;32835
1136;2981;51045;8984;105;2826;13772;76898
1137;1440;1747;52723;3108;6981;7045;33532
1138;6786;8983;28100;46401;131;35718;14123
1139;fail;34658;36189;2192;16478;11718;15094
1140;5717;4983;30125;11635;20043;85221;19472
1141;5850;3592;6682;10111;12272;15678;8616
1142;fail;8917;14988;23454;318;41567;3177
1143;2906;17948;8101;4913;73815;15209;25356
1144;fail;15572;44643;9180;98697;17257;9658
1145;2214;11927;20388;3998;1935;23318;19497
1146;fail;14523;29908;7779;12722;9265;21179
1147;1137;9688;4918;33713;4466;19068;20885
1148;fail;26761;45487;28823;11479;13644;40220
1149;1045;12807;7135;28867;24214;39773;50900
1150;12541;57060;53605;36846;69283;16960;94648
1151;fail;30567;4547;18550;35899;4620;17400
1152;fail;51261;44592;10652;18309;5340;13638
1153;2923;22396;76058;41468;614;2978;3720
1154;6563;75436;38305;63126;20541;10357;1609
1155;16650;53094;13570;37135;10073;34822;16061
1156;6242;32772;4435;2160;6929;1143;22291
1157;2729;10987;19622;58055;4320;15470;9080
1158;fail;3557;27319;3455;7893;5186;38779
1159;20099;7733;43458;17893;24625;809;22927
1160;26714;17780;12199;21229;36124;24854;44304
1161;3148;57552;40282;86049;32946;24262;37216
1162;fail;21195;3994;1709;6193;14098;16163
1163;fail;12179;44668;72926;1970;30545;94539
1164;13736;11490;4139;16880;1821;14949;7605
1165;4532;10707;48206;41491;37216;32270;20355
1166;1203;37178;69336;38669;26749;867;16194
1167;fail;337;15808;31551;46086;36854;7159
1168;17895;5151;9135;48215;32098;18805;25198
1169;fail;741;7896;15613;2548;92351;16372
1170;565;15652;116331;15693;30825;1504;8947
1171;1134;292;27203;20537;2387;5886;28958
1172;5918;3199;11322;2353;3610;7715;20692
1173;fail;27427;15630;18294;33193;129049;39344
1174;fail;186;3467;26227;16567;9151;5950
1175;fail;42378;7133;13775;4796;29372;13408
1176;9815;24437;9985;3156;19739;8440;4598
1177;fail;30084;17923;22487;25061;2663;62771
1178;11652;32943;15293;29231;7592;25855;3219
1179;fail;81081;40557;47206;42526;73072;13125
1180;fail;16579;17675;99022;6702;42815;16055
1181;12777;39259;9547;19517;3235;7755;5180
1182;9450;401;42935;8205;27892;15122;28335
1183;23839;1805;10842;91366;26446;12575;62293
1184;3181;14789;10848;65799;28001;3218;144668
1185;fail;6268;10051;18375;22353;2358;22541
1186;5803;34142;108732;16224;160;12862;99276
1187;fail;20676;73520;43602;28090;6344;64149
1188;29449;13675;16635;30789;83989;7036;387
1189;fail;30535;6519;28455;9397;10127;6650
1190;fail;39943;29690;1377;277488;29935;61422
1191;14271;18188;31934;203234;25064;5346;29071
1192;32973;26485;64294;66045;58192;4500;5156
1193;7686;7618;57093;26086;457;13935;39792
1194;1327;48360;13237;95616;7242;8647;2350
1195;1234;19621;24019;71528;4086;104;57436
1196;fail;24612;13816;7840;92427;61804;27281
1197;fail;3838;11056;40712;14269;6005;3304
1198;15048;41608;15008;13609;6972;8568;4694
1199;19064;129476;2277;20674;4673;53986;175
1200;fail;1828;6026;39341;37062;27625;37277
1201;31790;22411;17403;43066;10761;30349;143
1202;fail;18728;49527;13529;2387;20409;51829
1203;2655;5345;1131;24468;30940;2996;26229
1204;fail;16773;6864;104782;9970;26425;29451
1205;fail;4953;17396;16220;29257;6671;28976
1206;fail;15128;6470;19606;3119;11430;8398
1207;fail;1926;2352;61093;3584;6771;13385
1208;1206;2929;127493;21401;42956;18611;23070
1209;967;1325;21102;42054;23819;5681;9969
