;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
1210;fail;1696;53588;11357;70456;92891;18639
1211;6510;5884;1913;29595;6402;9779;13470
1212;fail;9773;50533;24128;178897;7414;29912
1213;1034;20197;20933;8002;34486;58553;23502
1214;3901;949;12562;30522;18752;13775;4516
1215;18541;5506;17704;17477;9304;4230;50833
1216;fail;1512;9520;83670;43558;18845;25489
1217;1712;15918;117264;926;6899;96737;18141
1218;1543;11870;8317;19644;1495;1976;7898
1219;fail;1578;55490;3731;86585;27680;2737
1220;1352;38806;25387;2989;5239;17806;13935
1221;2523;29484;20554;10188;23382;46055;4181
1222;fail;2162;27104;99;7043;36116;128468
1223;13008;11426;4848;11105;16884;54462;21547
1224;fail;6172;76565;2353;46;15564;13560
1225;fail;3459;10678;7149;4340;6147;1820
1226;fail;2468;48113;5367;32128;1999;2453
1227;fail;55674;2325;27857;11406;11532;1658
1228;12678;11820;12850;68450;22911;2753;5663
1229;20715;13718;973;23244;96585;33455;20980
1230;fail;12926;10274;16200;4802;5586;55654
1231;15536;9243;25768;39390;2344;24251;2202
1232;fail;11078;18348;102975;6172;97316;7798
1233;2846;25497;9903;4612;37769;1936;30133
1234;19038;22640;36050;4070;1679;86267;28982
1235;7731;11670;77425;58451;2790;6474;3969
1236;fail;42874;1776;94073;37282;60909;48125
1237;fail;13202;2901;20487;8183;13334;13809
1238;25255;61808;44582;39244;98794;1198;973
1239;6045;45450;20642;81918;25887;25693;7423
1240;8794;29814;19220;6381;2530;2154;1056
1241;fail;10292;50191;33671;121604;5331;20955
1242;fail;4617;16967;52142;1725;17447;22425
1243;7835;26482;54404;15011;14185;3592;18386
1244;14652;51093;119;36086;11021;4665;39799
1245;30013;7105;128842;31984;21766;411;25388
1246;fail;4072;63071;27401;17494;53415;29026
1247;21639;833;7118;25181;19565;35793;3392
1248;5193;7963;96506;35204;22991;655;14977
1249;fail;19378;21458;58933;18146;8173;23793
1250;3623;6633;6940;3359;1436;116839;868
1251;10997;7027;4382;59397;15023;66016;8999
1252;fail;15269;2668;26392;53185;54575;33807
1253;33222;37504;996;20092;19719;25488;6547
1254;2208;46476;8989;42209;6713;20717;31964
1255;fail;4282;5676;25591;2347;30987;30233
1256;8938;5385;22385;59391;6805;98480;6660
1257;4246;4412;7741;17213;31364;64774;527
1258;fail;25788;11441;96083;3283;11249;10377
1259;6602;52292;15038;43003;94285;1209;14374
1260;fail;5266;16593;22766;8138;4315;11053
1261;12624;2661;32316;36992;41749;13512;18778
1262;fail;39566;14982;11265;2323;12826;5437
1263;3253;45864;2557;93919;4852;88646;1712
1264;fail;1070;1439;34370;56624;7394;510
1265;29311;9911;23468;16875;8727;9124;793
1266;1959;18626;19390;6949;101662;66062;32585
1267;9457;531;20924;14295;23725;32423;2564
1268;16707;148923;30220;2965;21670;5426;25680
1269;1059;21582;34404;7531;52319;42636;1794
1270;5794;11962;25747;51291;20619;5874;34894
1271;6341;17013;30412;16365;14633;32179;8691
1272;6295;4531;1151;1663;20659;4708;26440
1273;23535;24569;96455;772;8434;37361;4181
1274;9102;65418;85444;37458;5168;39813;12411
1275;fail;4812;11354;102983;5408;57029;47563
1276;1793;19138;26142;87896;14370;82252;17114
1277;fail;2237;21575;9036;23571;23840;18066
1278;10712;5033;76741;28764;28436;6181;2899
1279;8152;10543;27067;40526;11049;6411;10544
1280;fail;13571;91136;5414;17753;35426;79932
1281;781;25558;38312;11577;77748;27936;35560
1282;9810;373;20804;57603;829;3092;14178
1283;2316;13370;83543;10003;4798;3784;10554
1284;1354;6626;8320;60081;14278;26652;3593
1285;918;7885;39395;23986;5114;6030;397
1286;35597;24406;10472;51827;29645;2606;3337
1287;fail;13215;17758;112992;5291;30721;51850
1288;fail;3916;18898;2717;1082;320;13356
1289;15902;29186;15410;47838;3948;19777;9843
1290;fail;5898;7041;12003;15207;13555;73879
1291;2798;16095;5519;19825;92613;56545;25539
1292;fail;36630;2028;10074;22427;2462;41746
1293;8189;15221;7304;21189;21678;8922;5235
1294;fail;5581;29270;2253;28429;113774;27890
1295;fail;104740;7548;40104;15001;10737;13480
1296;fail;11657;14101;21255;27114;4629;10832
1297;15565;22877;18792;50339;1045;2753;55916
1298;1587;12804;55627;9079;1962;67;3032
1299;fail;42553;63933;49879;2166;2973;10627
1300;fail;33379;13044;74208;4066;10454;7952
1301;27692;17759;13104;26170;20861;61384;38553
1302;2132;13339;3110;46822;11625;3613;2620
1303;fail;12337;41235;985;1628;22614;1210
1304;fail;28709;7831;21302;44568;8499;3195
1305;2710;235;10646;5226;4230;52407;49424
1306;fail;42566;54842;107612;12921;23179;12763
1307;8466;10220;15710;9799;47518;9620;24494
1308;9862;4955;24526;51424;49369;20514;21764
1309;2433;27101;1147;36304;3100;15465;21124
1310;3094;21997;16515;38283;13321;25921;18157
1311;fail;61405;114115;12213;27136;1210;115541
1312;3118;9319;19886;15702;37271;31630;26849
1313;fail;21934;19243;405;3218;66442;10379
1314;fail;22594;5944;34409;36701;7620;17132
1315;10441;9929;3256;13000;1102;15561;6037
1316;1955;4285;41996;7293;11818;21856;8579
1317;fail;1159;7349;20912;2915;28989;16294
1318;15975;9785;31755;2248;5563;36525;9360
1319;fail;39827;8409;8312;108414;4965;14420
1320;20445;10443;18168;74427;8454;29916;22133
1321;22836;8976;18822;6697;11852;21934;50152
1322;4156;50513;24493;5132;40173;41410;17523
1323;1655;7339;72662;13942;4712;33310;16813
1324;fail;122669;49860;9146;194;13077;13810
1325;fail;28437;11702;32402;21627;9923;33992
1326;fail;2513;10061;4804;9476;2345;8134
1327;fail;8284;112938;24056;3174;6668;93419
1328;fail;5939;19491;2092;12369;3816;7183
1329;fail;30677;10105;21720;25336;9496;10992
1330;fail;14100;9754;73305;79341;7993;95953
1331;19773;11869;39804;26577;11911;19528;3241
1332;fail;29448;20626;48534;72617;18000;78998
1333;fail;34264;10442;11250;1005;148073;6592
1334;15657;7097;27500;5232;17527;11957;2775
1335;10367;65949;6175;9379;11249;22486;122058
1336;52793;35367;49243;57836;96366;13867;5395
1337;fail;38385;24035;29156;27294;9843;34561
1338;740;28783;17124;37499;25331;5615;43382
1339;8824;15958;31624;20098;125720;61137;36074
1340;fail;86727;62705;11278;21691;13686;28968
1341;3673;9978;34567;22875;38339;15666;6147
1342;fail;11300;10523;91919;3613;64932;24756
1343;1706;10090;1754;21862;8887;821;114925
1344;6635;22377;4378;35170;424;1789;8268
1345;7746;1588;35773;107450;3312;21675;59566
1346;22541;13208;46717;8027;10753;12606;32275
1347;15256;4884;19094;75021;17123;27367;15687
1348;10581;69940;16558;5889;37593;32126;1237
1349;4796;2744;9757;1627;36517;12609;65534
1350;fail;3388;21441;117235;16371;1333;5437
1351;fail;3179;21502;12717;29496;55520;1784
1352;16554;6458;58025;4946;4703;15042;6881
1353;3596;7700;8259;4954;1064;9659;44115
1354;2640;3103;31747;47903;18270;20890;10142
1355;2134;13653;43512;101227;32344;2432;70447
1356;fail;2737;14557;45305;4418;32784;137276
1357;5974;6874;6784;6047;2774;4975;67533
1358;20073;40118;20910;51194;15495;26712;25966
1359;fail;10940;8874;131127;16275;9692;2202
1360;13042;64732;25318;4471;9688;19136;57079
1361;11349;2384;53908;25251;44506;22435;44675
1362;14022;15113;21178;32321;1534;29002;21066
1363;17069;11742;1759;14504;4054;21432;18099
1364;fail;12346;9067;88904;11985;31458;26559
1365;6762;1858;65566;3352;6964;8121;11092
1366;fail;21112;28497;449;6711;41395;40192
1367;fail;795;26310;71343;14566;10252;24747
1368;fail;1242;5479;19701;83101;12982;92967
1369;fail;63014;10445;1480;11325;2845;57825
1370;fail;54361;7120;4817;32617;2357;10545
1371;4759;20615;54569;9911;63698;3459;26059
1372;907;2204;10271;97530;10594;11371;8719
1373;fail;11049;18625;2398;5321;7712;1435
1374;fail;9663;60982;7199;26312;15145;74057
1375;15798;39589;11307;44902;14033;5140;50260
1376;fail;44519;4028;4007;21405;1233;12082
1377;63035;47298;45858;34013;48413;15889;12803
1378;3693;1808;33082;7617;15054;1599;38225
1379;fail;23161;6452;13360;74119;1341;43355
1380;fail;641;15286;64986;18219;36247;131866
1381;5228;5173;5499;34313;5681;1560;1704
1382;fail;25371;23844;6511;34101;26641;13767
1383;fail;2491;3901;17775;9868;2331;33445
1384;fail;26675;24185;18005;6510;52314;17835
1385;9135;31642;9645;24987;2078;25474;17972
1386;3873;6719;101417;61085;21204;5474;1395
1387;fail;71254;29001;4747;18988;6328;12621
1388;24317;45745;3244;5859;1899;1552;9075
1389;fail;2089;1353;29417;63724;76818;53968
1390;4797;28370;1669;33687;22816;12275;10213
1391;1337;31047;1551;4709;16419;16394;5220
1392;11862;4629;9608;25855;8429;21335;83202
1393;fail;43208;11395;39244;5631;43976;48582
1394;fail;15981;1220;47603;10564;19432;14844
1395;1414;20407;23088;65280;19287;7007;8523
1396;fail;6818;4592;40039;17382;16529;13512
1397;fail;14556;6380;50271;29349;30055;16707
1398;fail;36048;18587;2032;812;5444;18662
1399;4885;14053;41761;6869;13948;46313;26446
1400;fail;11136;1205;6596;2350;10220;44885
1401;3430;38774;28848;16312;613;5482;31953
1402;fail;71282;12841;90208;10927;28979;13776
1403;29022;14521;71577;30201;85855;284;17085
1404;2539;9161;41975;16403;10064;9753;14927
1405;686;10941;26917;26549;6550;5903;39914
1406;13449;61895;6532;314;13027;12676;108
1407;7209;82945;61980;69338;24655;22511;54061
1408;31291;19801;18612;38515;13053;5490;4934
1409;fail;7543;72173;57195;53356;4888;25749
1410;19807;12142;29674;3726;16791;30325;115191
1411;fail;18060;43441;25799;853;73484;1715
1412;fail;17726;24436;178;14590;16531;2308
1413;9599;20379;76693;11177;569;9765;31565
1414;6873;4402;14474;5599;1020;1558;8877
1415;5212;15887;44182;7752;5479;37821;44779
1416;6172;13858;43802;31744;21671;87045;8757
1417;7460;5557;2072;9934;36451;51754;13068
1418;fail;2461;67274;6018;12973;6450;34711
1419;fail;9477;1180;18139;40070;8672;5417
1420;6146;7506;506;22948;15802;3870;11419
1421;fail;23773;7121;17218;2289;21199;31364
1422;fail;26549;90065;16952;8166;117367;20748
1423;fail;8037;6946;18986;14705;40794;18821
1424;5191;3354;54143;45604;245;15072;42604
1425;fail;11034;5881;121983;51119;4987;1519
1426;fail;39004;1926;19338;17925;11768;12405
1427;fail;2044;50673;45822;1795;48026;9294
1428;24180;22147;28453;4512;966;12161;3789
1429;37907;20336;20322;8277;8968;14320;44242
1430;1850;6965;862;3624;41719;18475;2556
1431;fail;4774;60965;30136;6813;34682;47683
1432;301;15219;9403;1255;157895;3390;7853
1433;fail;788;28046;80342;5757;46354;16539
1434;fail;17163;693;9986;4779;5556;8098
1435;7189;24747;16711;48461;9518;29586;27751
1436;fail;20547;93797;18337;7988;27922;251
1437;fail;58414;90424;54351;29006;13250;15820
1438;8191;117050;23047;20832;130588;6269;37243
1439;32138;31715;19191;55921;34855;15250;5469
1440;34058;23366;4103;25169;98522;4646;29466
1441;5992;25109;35369;154817;11492;17615;8025
1442;fail;4809;81685;18685;4338;16190;22753
1443;fail;62410;39013;26132;39083;3033;16449
1444;17441;3753;57422;20659;36313;15215;8403
1445;7605;4781;19293;7218;75111;10655;30139
1446;4185;3210;7035;11122;1767;6347;21775
1447;3910;3265;3574;3384;11124;36423;23787
1448;16154;25855;23937;21987;2116;20792;65343
1449;fail;20810;85872;120424;115;90031;2803
1450;fail;28872;17309;18205;8906;11646;54560
1451;28423;5326;66748;22086;16921;10334;56459
1452;20888;7372;19165;345;1686;31129;4653
1453;4959;41247;16029;6939;4736;23567;13441
1454;fail;11923;13109;22308;17901;11146;33116
1455;1068;1610;16863;2222;1558;35297;26061
1456;7634;12146;80927;61709;21079;5098;7139
1457;11964;4603;10500;10930;521;28002;17729
1458;3658;19851;16909;19011;85269;38805;14821
1459;15122;2101;22957;67767;36890;4495;7381
1460;fail;42313;16535;38164;40576;25648;16920
1461;4653;60159;30896;1132;3729;3117;57619
1462;fail;8144;162309;71051;5275;13226;937
1463;17703;5447;10225;18805;2763;40972;20054
1464;3232;3241;84538;20806;23726;10876;4838
1465;13937;11664;54233;76325;34816;8535;21561
1466;9599;3176;81106;883;30223;4552;12347
1467;2337;1289;19078;88065;50674;29433;154928
1468;8544;40019;30346;10475;14959;5608;5969
1469;4950;18356;8929;11554;26240;5932;14845
1470;fail;15605;57811;10298;2363;26664;2083
1471;fail;35910;12585;242;11105;17018;36301
1472;fail;12661;46818;23208;3254;11581;730
1473;4005;34263;23616;52325;12494;11847;71243
1474;fail;5701;11775;11020;3182;89964;1277
1475;fail;14486;993;12786;2121;2191;96113
1476;28122;8583;3034;27546;22605;25687;37885
1477;21280;48522;72574;38158;10906;1875;109447
1478;fail;27989;5941;10452;6596;27632;41657
1479;fail;2955;28326;21010;31964;2052;53766
1480;8165;21017;17703;24966;43170;38552;50028
1481;fail;23542;3525;16229;52752;27444;50975
1482;31983;8266;25789;5027;100801;971;21864
1483;2689;9411;13823;54380;7099;7367;19915
1484;26582;5511;7688;56396;55901;728;2176
1485;18050;5924;70563;38421;5128;32156;7856
1486;5748;3573;49713;2205;12746;30024;23201
1487;fail;2649;7489;14462;108617;1747;6680
1488;621;69996;1595;360;19218;393;8993
1489;16461;12831;5890;3263;58964;44060;38385
1490;32230;32140;21412;2237;37438;7863;29792
1491;7910;35945;4861;3772;30156;10372;13614
1492;7041;1185;12891;19227;11594;45234;11202
1493;fail;4224;17870;3100;10887;4067;26677
1494;fail;4945;165253;80078;54465;21231;1432
1495;fail;13161;1352;33109;1515;6958;11882
1496;fail;8672;18113;17810;20267;1324;8702
1497;fail;32261;27204;14779;7541;4074;15096
1498;6253;5255;5428;22095;74795;33673;23009
1499;fail;10408;54766;3568;122908;24706;8072
1500;50857;39792;36354;30824;34792;6665;11072
1501;3966;23920;916;4173;33835;416;11936
1502;19259;69747;5009;100243;35;63176;4770
1503;fail;48681;39182;41582;28222;17224;63899
1504;14684;7498;433;34371;69796;2691;10753
1505;3135;76294;34407;22991;10426;88;43755
1506;36747;1799;15823;33851;69408;36389;6171
1507;3057;10499;1985;54652;16788;8021;56932
1508;fail;1909;4060;1209;30164;13762;33712
1509;fail;610;33280;17172;56989;16975;18379
1510;fail;15319;46084;84494;13506;26588;69551
1511;14882;1464;44589;23061;34409;16879;74836
1512;fail;9899;35753;5701;87638;24060;36566
1513;15075;2751;23573;120061;5595;9304;20607
1514;23127;32947;24266;86339;34980;430;4423
1515;fail;34170;4213;46063;4691;11644;13734
1516;4166;16029;18031;6858;8679;45444;17768
1517;8927;7838;35044;48613;25473;29321;18445
1518;fail;1692;41846;6586;12168;14624;15957
1519;12639;22802;11782;22737;29200;1253;2777
1520;18369;26832;12135;53220;6500;20223;8937
1521;fail;39470;15265;26711;13312;72775;26000
1522;5335;2470;8507;32563;77490;5204;24462
1523;fail;13680;59659;89169;60807;10448;30622
1524;8249;30639;45552;1731;63403;90728;29943
1525;33616;18122;23874;58717;1707;3560;24578
1526;fail;32794;44328;7519;2306;18424;44327
1527;3748;2079;4378;47422;17072;31800;27431
1528;fail;26807;28502;57445;51800;2416;14422
1529;fail;1409;47268;7791;24718;64675;18955
1530;3558;7865;6804;21803;16243;3433;14630
1531;fail;28126;20322;20701;22645;8010;51912
1532;4728;11977;19578;59317;15080;860;19558
1533;3658;72662;3917;5294;4821;20217;5477
1534;fail;10112;15393;107757;17712;3768;1976
1535;1331;5450;78775;22253;13115;13238;18930
1536;fail;678;1810;5934;11233;67756;19454
1537;fail;76008;7038;7470;9448;6757;18304
1538;fail;7241;33175;52408;5736;28980;7284
1539;5099;11034;140656;5439;1332;21293;20180
1540;fail;23564;31808;46739;50909;72403;42579
1541;fail;2770;2159;36056;317;6340;19436
1542;23341;28552;794;37059;13769;88423;38663
1543;4038;46504;31566;15503;62614;61458;18596
1544;12566;22727;35222;3190;3244;30043;6674
1545;fail;1800;22032;12649;15330;22583;1464
1546;11116;29634;5940;51954;20174;69609;11422
1547;21759;13079;14634;25903;19320;40352;51002
1548;fail;12545;10703;12667;3421;28406;15290
1549;3020;25137;26945;884;9227;44013;4197
1550;fail;3562;7130;5379;35667;667;9643
1551;4419;12919;8859;47748;10030;13952;14581
1552;fail;9859;12334;16837;26591;14193;3063
1553;fail;16783;30447;38890;81608;15773;15228
1554;fail;2288;1007;13316;70029;55508;2726
1555;985;13012;17972;14887;23197;14372;60214
1556;4507;16699;14366;1296;17873;34733;26647
1557;197;6926;116089;29896;41449;9660;4687
1558;3668;28342;13171;57776;25007;76674;17309
1559;11112;25028;4188;46807;22029;73266;57219
1560;fail;27011;11148;2956;39380;2625;1296
1561;fail;1468;6963;32286;12631;7742;13894
1562;fail;613;39401;16932;1862;12345;83103
1563;14461;2164;12582;1935;13821;18527;1031
1564;fail;14493;16370;21369;62344;11299;31006
1565;fail;30966;4153;25699;10604;8229;16524
1566;7341;37886;1579;45476;28275;35343;68767
1567;fail;9433;27941;24459;6497;10892;9173
1568;21098;35195;21855;44621;9535;160;8333
1569;4370;40913;15436;72784;8803;33587;15391
1570;12058;6969;2977;95511;16914;8832;17742
1571;fail;42658;23632;7323;11936;11834;11225
1572;fail;21194;26781;3931;12208;15445;10263
1573;21811;2085;2126;11644;738;45825;42497
1574;fail;6735;13365;8887;10357;1428;28418
1575;21431;2920;1932;41328;23675;15556;8409
1576;2332;28477;21785;37026;22046;28801;6196
1577;fail;1435;19048;32193;37423;21306;22335
1578;fail;2949;8575;4883;19821;85535;22448
1579;12624;6747;16110;122077;16932;9456;67614
1580;fail;22690;15239;17206;5304;9866;39638
1581;884;8156;78814;34039;10410;27149;9476
1582;fail;34355;40695;57202;4565;154371;18690
1583;fail;218;42180;9342;6961;15596;27460
1584;fail;5668;16930;57875;11294;3969;41643
1585;fail;3224;38082;1081;56321;9857;4319
1586;1068;48939;9003;32340;4984;23930;532
1587;1035;6100;45147;53711;46598;1934;7449
1588;7446;4310;678;11662;28763;2706;22113
1589;10713;13561;29266;14960;10641;38406;7675
1590;4939;5120;20926;27527;1243;2619;39756
1591;572;23205;75518;18336;13512;35383;77487
1592;fail;15196;2372;43499;738;2014;18539
1593;fail;1903;17197;17691;34050;42293;44746
1594;fail;26641;2896;51098;66828;17547;33119
1595;5768;6948;16328;38136;3506;11615;12052
1596;48785;10923;5284;59618;36774;4308;84856
1597;fail;20683;14223;43057;28228;2178;1897
1598;fail;51793;11434;32029;4228;73549;10045
1599;3043;1747;12110;82252;1613;34967;55520
1600;6485;10558;9759;87826;11971;16438;6719
1601;8492;61680;27483;112;1452;57657;8897
1602;15005;75508;3001;2018;7125;4427;30186
1603;547;281;8838;3940;20891;24601;39118
1604;fail;29979;30313;24823;55374;10644;15469
1605;fail;1616;3977;143292;61931;9131;24772
1606;fail;52563;27914;31425;9553;109386;11192
1607;4025;4597;30909;36069;14861;1540;80620
1608;3336;3584;18133;53347;7959;33794;13124
1609;fail;19023;11747;2817;144934;4833;37974
1610;fail;6270;9888;8397;3800;37998;38710
1611;5370;16886;3146;6449;182;2867;54626
1612;fail;3438;7628;56565;60231;49835;40670
1613;13295;1347;3044;47938;32239;13255;19289
1614;fail;10270;48593;83815;47707;13758;17658
1615;fail;15107;25887;17213;20661;30191;6261
1616;7931;39016;19701;25389;97470;4569;21159
1617;19702;6508;32565;4821;4483;34332;16096
1618;fail;3573;2990;60908;21833;20845;3266
1619;23392;5550;21160;18608;67240;79606;29676
1620;619;975;67871;35663;7263;119615;23978
1621;fail;12630;48301;83646;1136;7020;53244
1622;fail;23774;6259;17508;7770;5115;24348
1623;2199;5860;34080;51094;60610;29297;15141
1624;86027;6237;48731;33916;29265;4526;88558
1625;fail;583;48088;143;2071;13845;3285
1626;17401;20311;52120;40146;2834;21893;45080
1627;fail;19642;503;47611;3761;5703;89532
1628;10793;25140;10130;60841;68900;1637;13542
1629;6667;12013;4761;953;30143;37210;102707
1630;fail;14630;17364;2629;4437;1967;28038
1631;fail;10159;8370;5155;68435;21512;679
1632;32989;27687;8411;34849;3588;81154;50034
1633;790;26382;7076;28365;2523;4158;38370
1634;fail;1553;17768;29538;8143;9179;1967
1635;948;2443;15878;32566;5661;15389;9173
1636;fail;22185;1097;4284;2697;5762;12130
1637;27042;7786;28936;37558;30431;79188;29854
1638;14457;18550;24261;8370;18396;3964;15188
1639;48194;8794;19970;31204;9869;22691;2402
1640;fail;7583;5713;25450;12426;2601;11217
1641;386;26909;127544;30834;9345;2483;109521
1642;fail;6162;12309;45197;3547;10974;4651
1643;fail;43243;493;5132;10055;2083;13188
1644;3793;3283;10271;4879;6544;42892;13419
1645;12770;6709;47977;13555;3975;16105;2237
1646;29600;14508;93163;3663;6801;7863;12326
1647;685;22290;43695;11105;4241;11978;36688
1648;3882;1726;2315;81812;44991;24540;37074
1649;fail;7651;40933;34917;55081;100;4864
1650;fail;5059;8113;4151;19082;261;53668
1651;33917;20440;19700;41509;5615;30554;22389
1652;fail;16110;39046;11015;5274;16335;6978
1653;22113;185;4938;7291;19336;17863;15838
1654;27269;7926;16087;542;1253;6229;21675
1655;fail;10714;23227;5473;48176;12795;17199
1656;fail;11293;123;29266;397;9027;31141
1657;17502;20353;25992;12818;20773;5228;8929
1658;14586;17776;7177;11729;17554;3899;12929
1659;3362;13355;21231;39961;32722;50310;17960
1660;17901;339;14216;48032;4686;16109;19521
1661;18077;5908;40784;53778;2296;14592;103058
1662;fail;9636;38914;6645;14399;1685;3079
1663;15609;34552;16658;50710;566;66370;27942
1664;fail;2832;23547;74551;16291;36588;19600
1665;9701;31978;3355;78849;58239;1133;10820
1666;fail;3694;3527;22417;34532;31846;29317
1667;4998;35665;268;147432;7000;126650;19712
1668;fail;52450;27362;73700;27338;15328;9132
1669;11798;133356;10644;54310;9798;16852;16520
1670;5421;14802;31748;45015;86484;574;23392
1671;fail;5693;865;11810;2287;174;15391
1672;10204;32264;5079;44336;19469;7678;40409
1673;4149;20006;8665;4976;42439;3842;32520
1674;30126;24024;11845;15700;6624;80283;93100
1675;8180;6839;13772;27808;4165;16919;10242
1676;fail;21973;56952;24790;4573;2723;12007
1677;fail;75530;60308;11401;26530;7364;19675
1678;fail;11937;58980;13990;4470;38361;9570
1679;13588;26204;34234;32660;382;8608;5053
1680;fail;3823;8357;15352;1828;10850;4902
1681;11243;10408;60565;16214;2649;10636;2292
1682;2047;2414;9426;93;3183;1457;29788
1683;fail;1808;15801;959;10213;22065;3432
1684;6600;135702;29236;20734;153269;2318;60845
1685;fail;2345;1389;28014;18804;39820;52126
1686;1205;12982;41028;17327;12993;108761;63378
1687;22456;12272;37610;89246;19938;21304;17120
1688;fail;4929;741;15259;59268;43389;1221
1689;fail;28107;9413;31196;35050;22534;8292
1690;fail;7362;7949;111854;12140;49972;8071
1691;fail;11882;30745;8185;44924;62653;22635
1692;fail;9468;50892;22456;17903;2938;74984
1693;12807;27553;30130;9290;9884;8067;8968
1694;25530;10857;5974;35681;16213;966;43099
1695;14357;37160;19287;56267;16116;21583;5911
1696;31960;272;16005;15425;11086;3579;1477
1697;13163;10471;18290;2800;3000;8544;1771
1698;12495;16245;14506;41713;40959;1660;393
1699;30984;5043;55625;8828;3003;20907;8142
1700;fail;8645;2815;98685;37615;28831;5247
1701;681;12486;3984;14654;7112;40022;18075
1702;fail;5804;13576;44728;72610;20282;20089
1703;2923;38163;3075;16885;6142;284;60749
1704;fail;37935;18091;25011;10694;32777;9252
1705;1567;3824;6675;88583;66059;4970;12687
1706;2280;267;29789;7219;20930;29349;34850
1707;28433;28008;51854;27742;19602;8298;17558
1708;8510;7868;2132;13335;14985;537;14677
1709;fail;92367;2168;37033;75014;12351;14970
1710;25859;5870;44482;667;53697;7057;2162
1711;15645;9349;78577;12966;65785;9833;29814
1712;fail;26201;51629;16497;35627;7848;48606
1713;685;28397;20405;6033;51915;45555;6242
1714;50979;8977;7009;61784;1677;24444;20214
1715;19449;5022;30748;2798;24459;42233;14672
1716;385;6808;68152;2006;38030;6804;9270
1717;10656;17581;13945;1565;379;30232;8783
1718;334;35690;28441;53462;11569;13624;32463
1719;fail;19186;3662;18301;31606;21412;2128
1720;22344;10681;11563;76558;4769;1119;6741
1721;13091;8587;23971;30843;8088;21065;5886
1722;13535;17175;13982;35327;7646;9242;16909
1723;fail;73478;21664;14781;13572;60228;8932
1724;5400;21871;83987;3862;263920;35200;12612
1725;16353;72274;20453;512;5279;58113;61354
1726;3224;74535;52954;49999;34885;11005;659
1727;fail;493;2228;4528;2922;2987;10111
1728;2206;39449;7938;37961;19458;42245;58950
1729;fail;60902;67999;56356;2360;33674;2023
1730;fail;18126;95993;18620;57285;7049;5888
1731;fail;4925;9688;991;61065;59811;36845
1732;547;5302;11947;52900;28263;55859;52228
1733;fail;9511;13011;104320;96964;98315;15566
1734;fail;53550;5824;23200;29588;81702;28939
1735;6325;7187;17842;16954;11573;1487;11342
1736;9337;15028;4442;15264;14475;364;57782
1737;3066;25187;15205;60639;288;1003;21652
1738;2062;48144;24447;50847;52682;35096;16028
1739;3912;42387;12521;57333;13670;15758;57739
1740;230;8582;8200;5227;6290;1921;86326
1741;fail;23882;23080;20564;15368;31089;7324
1742;fail;19342;1495;6358;20582;1630;50328
1743;4679;33940;14271;7273;1961;57076;11168
1744;fail;23468;9760;31621;55422;11831;1337
1745;2922;554;5059;3249;2290;48593;8430
1746;5540;7136;86257;13008;2375;20351;31320
1747;10581;46492;56686;20441;5710;17165;2434
1748;3147;19566;32975;60496;1984;51944;7647
1749;fail;29038;56124;688;35856;56497;5411
1750;fail;40651;3385;7302;49851;8498;14008
1751;fail;3743;13257;46867;9213;28241;20452
1752;fail;50548;70167;70906;27927;62471;41138
1753;45477;4092;22789;65266;24676;15687;22626
1754;fail;39971;30743;23757;1163;5812;13110
1755;fail;17385;2415;13184;104812;3591;35180
1756;fail;61382;27851;121107;10823;2266;4213
1757;fail;3889;58166;77306;4830;9918;21495
1758;fail;2014;7603;31589;2550;31944;8010
1759;8699;23497;36108;49466;2225;27117;36485
1760;fail;38087;4711;13853;16521;3697;9292
1761;4785;1265;5736;23488;804;12203;18759
1762;fail;1175;13972;4385;12434;3272;44493
1763;27056;41151;52052;55107;59775;52055;20591
1764;2651;12414;65838;7246;9912;16270;30377
1765;fail;28000;604;946;42486;8621;6013
1766;26766;21771;3647;52125;26902;86973;10633
1767;2276;8919;24669;38836;6162;19613;45511
1768;715;2803;114866;18123;27526;64691;3211
1769;fail;48394;14718;56294;193005;15574;29577
1770;566;8361;13404;37813;7162;3198;50979
1771;fail;1663;19326;59552;54156;11527;8954
1772;fail;16791;4385;8194;3594;7311;10286
1773;fail;10090;70000;19748;17103;2619;1114
1774;24178;3116;45421;22993;20481;64598;54595
1775;fail;11149;43300;31504;34567;13246;1389
1776;fail;39346;3155;19229;19153;173864;2065
1777;fail;3988;18898;107218;5815;2356;9579
1778;4753;2550;36239;45138;31807;133063;31343
1779;2583;17959;16264;20325;70649;3480;8270
1780;fail;11846;20279;45612;3430;7236;39542
1781;fail;18197;27150;95382;15127;39059;57899
1782;fail;16099;2615;3226;36654;2943;2634
1783;4284;18451;39759;5692;3120;23074;19040
1784;7186;8553;25726;24795;54412;617;43871
1785;6458;2419;6579;22469;13021;6916;888
1786;4495;4824;37540;14841;1090;3977;4957
1787;37482;3569;13080;52051;87825;88919;37764
1788;20054;56810;667;56267;62722;31113;10947
1789;fail;3557;21222;42992;328;22482;11741
1790;12808;8993;8034;7616;44183;12528;39804
1791;7691;17553;25448;13511;17561;88031;2479
1792;15857;29388;61229;43765;106485;222;17002
1793;15226;5720;5006;55374;6891;20557;1806
1794;fail;45671;18627;43695;5673;50795;10593
1795;34125;3645;23041;80544;4532;28500;24407
1796;fail;216;101222;40209;30215;126727;5648
