159;51;14443;1615;54;2047;160
160;7549;49;47;140;641;6388
161;8130;92;8427;2152;774;28
162;2126;9312;123;4197;5531;29
163;13360;2722;9613;522;15;27
164;8587;8797;34;2917;2184;31
165;5272;72;627;859;5354;5802
166;32;2696;208;95;701;1809
167;80;18712;127;15;3393;1011
168;2120;50;2764;134;30;843
169;33;1773;7;22;2286;172
170;263;7783;89;112;32;20
171;58;35421;3427;11718;4027;61
172;14278;5133;97;33;101;36
173;16;0;86;15;3859;113
174;173;46;111;6016;371;4793
175;65;147;896;11135;4304;76
176;49;178;73;66;0;36
177;19;4912;2426;4199;197;1211
178;15;3;11572;2089;5407;433
179;126;11791;739;53;3092;714
180;134;10614;6455;321;781;41
181;112;19464;131;27;76;56
182;1770;3351;6819;382;55;12
183;56;140;108;22;88;3133
184;2438;61;34;6113;2896;64
185;13080;174;49;172;164;26
186;12;2534;90;38;735;66
187;4;16644;6597;96;63;87
188;33;4847;136;2895;1103;84
189;70;16662;139;12682;247;67
190;30;7004;3114;8;2699;368
191;3052;2012;149;97;30;12
192;56;60;151;891;2556;7
193;109;6299;100;946;109;3456
194;4694;1718;7538;93;412;106
195;1640;19503;13659;2232;61;21
196;5439;1615;11781;4964;93;54
197;32;71;42;50;22;1484
198;10;17;100;806;24;743
199;226;86;78;9074;69;1167
200;6660;32;2020;17552;1350;110
201;97;10;3500;12973;1703;93
202;47;31;63;55;1108;1168
203;12558;4431;135;14873;61;158
204;31;201;87;3098;51;109
205;817;13168;9036;345;57;24
206;4213;662;3856;137;0;703
207;97;16894;10395;2310;1612;41
208;19;5;5352;1292;123;3031
209;116;139;728;8350;1212;57
210;7597;10555;24681;4686;297;85
211;1659;786;7543;4552;49;44
212;25;9361;7192;7824;5237;898
213;675;36;4581;77;2358;90
214;104;18;34;7634;811;19
215;227;12783;943;86;29;86
216;1796;2283;4403;2944;1929;125
217;147;11182;7197;4715;2083;2253
218;53;201;2362;21;31;79
219;27;3858;2303;4858;2182;139
220;7054;103;16;10028;67;115
221;126;86;5400;34;35;3152
222;74;14116;2091;125;182;52
223;10;1680;13250;129;1633;10
224;10741;21;114;89;16;326
225;112;1852;219;6399;2001;12
226;23376;61;149;14;918;1296
227;120;198;56;1578;3265;3953
228;7867;106;140;11;69;2023
229;711;76;1948;1631;0;322
230;15972;2653;86;112;75;1692
231;75;170;2450;102;881;10
232;340;58;592;1644;3962;1832
233;8018;3652;22;233;1677;52
234;50;19633;118;277;31;3509
235;5086;7760;52;34;2045;803
236;4277;7984;173;1727;30;25
237;20649;15928;61;9;3063;79
238;12050;6580;9393;2230;30;303
239;101;282;6235;449;4801;11
240;117;782;50;124;1593;18
241;30;57;145;93;4779;89
242;127;6796;248;3;3950;4
243;11051;209;57;804;237;120
244;2745;4963;246;45;331;406
245;29;138;5645;8203;5993;4668
246;97;419;228;77;7344;39
247;3535;2806;59;81;1644;1944
248;165;5695;1850;1651;4116;57
249;4;29;1281;8831;4585;1419
250;219;84;192;82;873;84
251;5048;258;19;72;67;2980
252;79;96;1907;170;7;831
253;65;5949;5718;2129;1765;31
254;7324;1745;19;157;84;2260
255;12106;148;102;5611;682;77
256;17;2057;11598;36;3003;99
257;171;23754;2162;229;25;334
258;18;211;97;123;665;240
259;79;9734;1846;230;1277;306
260;189;120;4;3501;159;23
261;9350;1721;25397;1623;2042;1602
262;179;10424;15978;168;9;2886
263;25;6475;104;3930;3416;80
264;40;171;84;23;238;2448
265;44;383;1721;46;47;2891
266;9550;9704;5638;103;65;2771
267;5197;77;814;44;48;46
268;52;28;7243;4922;36;416
269;56;55;147;99;3229;86
270;101;515;782;1558;2055;75
271;34;34;1260;1934;1398;82
272;77;102;187;23;56;737
273;6342;200;63;6348;49;1129
274;120;2893;32;1476;2435;169
275;11650;21;12;521;4358;530
276;76;24;201;104;82;27
277;4951;16901;18;161;134;0
278;62;151;5839;18;66;764
279;190;2548;158;12977;27;1476
280;24;410;4043;2765;275;1104
281;97;4789;50;634;62;981
282;28;41304;221;99;3233;4634
283;1202;16398;11439;46;19;685
284;22099;27183;4738;4305;488;550
285;119;9;1699;7861;1011;664
286;18980;0;9305;831;64;12
287;10290;1569;99;64;63;42
288;19;6148;122;106;1988;712
289;8390;335;56;46;5747;33
290;6560;1829;96;5206;3263;22
291;3159;10866;4519;3773;131;559
292;19626;215;63;94;1447;0
293;36;899;71;62;4591;86
294;21371;16010;552;3655;146;16
295;251;216;575;207;119;4808
296;2948;2822;70;81;124;2966
297;17;85;35;61;3089;99
298;45;116;106;740;63;6836
299;66;54;74;59;62;426
300;191;3003;7131;192;2645;1089
301;103;18;4948;4347;145;11
302;5649;320;396;2108;295;18
303;121;5921;156;20;101;29
304;23649;279;7;7;217;1928
305;8255;222;86;6;22;77
306;8840;11397;102;2328;3893;55
307;17840;39;11499;2028;32;133
308;18;31;17113;2706;168;165
309;1416;247;5661;18;1459;3085
310;36;268;3308;10068;9393;55
311;50;12781;2150;158;112;1534
312;11910;9802;627;4164;1024;4594
313;13;4210;4217;180;5;42
314;43;12661;50;72;69;36
315;186;142;10;3723;36;7770
316;141;1930;37;444;12871;92
317;13681;19748;9753;11782;1018;2
318;1895;97;26;1244;31;88
319;59;128;200;1782;45;20
320;214;9808;19;1759;5;792
321;2209;91;139;102;4782;44
322;33;10289;175;41;1733;1082
323;4062;24;126;1641;51;83
324;3779;10281;153;660;5523;515
325;9118;2866;95;84;515;67
326;67;10522;2975;6976;2214;2108
327;99;342;110;1008;97;40
328;4969;9554;13945;18;2267;944
329;11495;2665;4318;370;1460;2569
330;18632;10553;81;1669;1855;3375
331;24;12705;7900;2399;5039;100
332;25375;144;49;17598;86;20
333;27;44;138;139;5227;65
334;9546;55;3707;44;38;30
335;46;4537;125;95;2843;3077
336;78;233;56;3127;2113;98
337;877;6064;2173;3892;76;12
338;3397;26270;5467;159;1894;4736
339;13;250;1244;4034;543;53
340;13950;3012;8319;88;10;42
341;130;136;1707;26;40;127
342;55;5565;7;112;191;73
343;1215;7690;14173;21;2937;25
344;1277;5627;3758;0;1153;913
345;122;2416;12911;10158;4863;5047
346;35;31;1282;1796;80;1542
347;56;1;2925;69;186;70
348;145;45;157;86;75;2859
349;14836;3572;7471;73;42;55
350;11385;11202;22;59;24;951
351;84;1413;570;2512;40;10
352;9311;216;2358;125;211;5020
353;48;14379;455;113;31;83
354;5558;82;21;3859;2564;63
355;144;337;3213;526;132;1324
356;46;860;5;3896;989;44
357;2544;237;104;104;5;10
358;3;7283;5517;1308;32;60
359;11265;5499;4569;82;105;545
360;12079;15227;39;10000;260;43
361;8974;97;1009;2759;1472;49
362;13249;99;21;73;62;1287
363;121;955;6312;4087;74;48
364;1563;1152;34;96;85;11
365;1113;139;2338;6156;6;410
366;63;262;14813;99;16;2822
367;5693;38;12182;55;18;1648
368;7595;8350;90;83;433;2420
369;28133;4999;13436;1883;107;1230
370;52;60;5331;63;3189;72
371;250;4211;63;4939;5148;65
372;172;36310;78;121;2568;61
373;7768;0;148;78;134;105
374;5763;4;47;3186;77;37
375;145;136;93;796;1535;34
376;128;97;4411;115;97;34
377;565;5110;4417;132;80;139
378;26;11498;152;39;23;73
379;9335;1;47;2726;86;4178
380;14601;2923;163;824;1107;36
381;14446;173;189;135;1686;4
382;551;140;95;6847;3061;2646
383;65;2297;2615;29;129;40
384;43;7435;6627;535;175;42
385;5921;18378;4034;19;112;14
386;9310;42;57;5212;71;3142
387;46;3405;8045;191;10;7
388;7710;109;8653;13009;55;90
389;4103;49;927;65;152;1241
390;4731;7791;5795;8662;11;139
391;7;279;104;710;3477;20
392;3433;312;33;6600;39;287
393;37;6132;1182;2866;3935;63
394;14290;5;2191;11727;396;2233
395;5342;6086;112;1360;44;3536
396;6949;522;850;11457;283;18
397;2042;137;38;1871;47;59
398;83;114;415;35;213;4993
399;1267;15983;237;84;875;20
400;2414;41;120;12205;2887;2568
401;8341;238;4021;4617;128;151
402;141;120;2796;4043;29;1359
403;3621;11;6902;16;76;21
404;9191;20;148;5403;0;2095
405;1258;638;235;1045;801;2844
406;257;2296;2409;22;96;97
407;0;1636;8312;111;2134;42
408;16754;2239;4208;998;44;88
409;77;11815;2232;999;4044;210
410;4888;90;297;4800;52;1171
411;18145;308;3203;9216;83;2065
412;26276;1182;150;2957;31;3786
413;72;156;195;93;4609;1385
414;5440;6645;31;3092;83;187
415;45;12330;513;76;123;38
416;167;3671;17;10575;184;45
417;6639;6621;540;49;3;1721
418;61;7591;68;74;16;427
419;7477;2540;6011;221;122;833
420;32;130;3930;5526;34;50
421;189;3162;4235;5920;863;7582
422;14605;55;2638;367;1303;526
423;4221;3910;11396;7126;172;66
424;4280;91;74;109;5561;96
425;15;232;19201;36;94;68
426;10316;13478;4;20;148;141
427;34422;1;9;1200;76;338
428;4511;19093;102;44;211;1389
429;82;88;73;101;11;23
430;73;38;19;5124;6812;1242
431;76;2252;12738;241;1124;19
432;8451;172;3262;45;25;1642
433;59;131;45;1337;53;2435
434;72;3071;59;2421;102;2047
435;45;229;2896;3967;150;76
436;80;105;0;83;89;2061
437;12;37;6640;47;1863;11
438;2394;40;8;75;4092;65
439;5878;15421;66;96;9;3322
440;8125;6;4459;64;60;69
441;48;7;157;5115;32;2
442;537;4773;9771;45;1791;58
443;6979;134;1515;1327;41;2641
444;8214;10116;10316;3774;99;2
445;3403;18604;110;88;85;1035
446;77;10061;0;3297;1640;20
447;17901;3518;2595;5776;4177;20
448;8511;22764;56;337;7139;12
449;157;12944;63;74;3698;480
450;2767;14185;105;19;30;69
451;145;2;120;12;57;6723
452;2075;2955;1405;147;24;78
453;134;108;98;22;97;15
454;67;1353;226;215;136;2
455;18;2347;645;1668;78;6
456;12301;20027;5560;133;43;1450
457;4161;162;1109;42;63;353
458;7487;119;4;3938;134;4239
459;232;10525;7205;123;26;77
460;172;1533;205;5384;62;371
461;26658;56;770;2725;3567;14
462;97;12641;4841;1854;9394;847
463;7107;0;158;69;97;112
464;3888;249;50;40;2228;93
465;13747;26100;95;103;1457;852
466;43;10657;55;5198;2705;20
467;174;1830;152;107;5106;32
468;51;2687;12391;46;7277;2102
469;12607;86;4177;62;101;2277
470;26141;11;8;8170;7086;15
471;12;4141;7742;129;4784;14
472;5881;112;792;99;1509;37
473;72;3507;94;4752;218;681
474;1214;28539;5009;97;131;2224
475;5167;2388;5240;10202;10082;1214
476;93;21461;33;4508;47;800
477;12;12662;0;73;2038;145
478;21;1932;207;19;3159;375
479;2800;8394;23;9855;3523;75
480;12105;288;202;169;60;15
481;62;45;969;45;27;1413
482;11581;18557;871;3099;184;54
483;21908;10247;4517;2355;2717;720
484;3900;291;10192;136;3836;37
485;3793;1484;141;68;73;7
486;1552;15355;1401;24;715;6
487;14597;3587;72;107;88;71
488;52;89;43;57;54;1590
489;49;9431;8770;2441;116;1341
490;14;39;100;3753;3041;59
491;2425;479;1827;40;41;51
492;987;11761;52;17;814;5399
493;116;67;922;88;321;5
494;142;55;993;4031;1942;76
495;10287;67;0;171;2;1648
496;133;12121;6363;28;89;7
497;52;13774;802;0;7811;44
498;76;243;104;4625;63;59
499;0;14858;2684;11;44;34
500;57;46;1204;79;129;150
501;1407;85;38;574;2484;39
502;7213;112;4692;151;2947;67
503;165;103;1752;5473;42;1177
504;130;101;126;1828;3733;44
505;6385;6576;580;31;1410;2886
506;118;248;14812;18;64;2455
507;13788;12;7;6701;144;55
508;31;167;16254;2891;2869;111
509;14961;126;9666;122;636;57
510;1329;258;8;53;127;877
511;191;188;28;109;32;3044
512;35;5801;93;102;2787;25
513;4632;32;586;14251;14;1596
514;6022;192;2870;2080;40;3057
515;1547;124;1254;1778;111;37
516;40;209;4341;1;82;47
517;12628;90;90;954;187;51
518;87;158;9;97;7;60
519;3099;6712;5990;1157;2704;2154
520;23;6048;21;93;7562;40
521;9242;576;53;92;96;188
522;36;9055;27;7629;75;875
523;4241;17906;267;531;3074;721
524;23200;10167;2;47;100;48
525;54;81;216;100;5293;1143
526;27;145;152;82;1898;86
527;29;4776;155;72;39;1513
528;27;130;6145;154;69;13
529;5329;6632;113;5755;115;1789
530;43;2147;84;214;1046;314
531;3355;431;638;4569;81;6
532;75;28;219;206;27;106
533;7393;134;146;81;6024;2295
534;77;9805;6037;144;3068;600
535;143;65;459;319;39;5725
536;2695;6251;288;1692;2293;2240
537;73;50;7735;2048;71;103
538;93;191;75;56;1228;844
539;9090;2712;100;8720;24;27
540;56;14;76;4034;109;344
541;4484;80;2837;63;108;85
542;15027;9997;62;6015;162;1161
543;175;1637;7;171;206;487
544;80;11818;1416;83;192;99
545;35;4599;4661;30;57;1155
546;2418;9437;61;144;1225;14
547;204;14984;268;116;1255;150
548;0;185;202;6133;2511;1340
549;1488;0;98;13266;29;73
550;50;34;122;9794;3884;27
551;55;16276;4912;95;5421;46
552;115;2787;5618;1930;4791;118
553;6104;235;3928;329;2035;45
554;73;8147;5446;5129;29;41
555;11502;15246;3945;35;29;554
556;291;42;5125;174;105;57
557;327;16598;9243;8;17;637
558;277;359;200;4111;302;2217
559;55;125;74;5544;45;559
560;179;277;2777;100;81;22
561;64;214;52;30;225;2367
562;50;23;61;51;1901;3
563;103;206;4177;79;39;39
564;104;5328;837;2562;2310;704
565;4184;42;3778;251;5943;28
566;132;49;84;89;2768;839
567;35;166;2944;54;14;63
568;17633;9484;7;14405;147;213
569;0;1568;5827;313;4435;30
570;6491;13708;126;1894;66;2872
571;5036;21655;805;5134;120;8487
572;7928;7525;48;50;3733;30
573;26;28073;61;154;3614;4405
574;69;265;5310;772;2155;119
575;12133;2615;83;142;1;1145
576;229;69;38;513;953;24
577;11706;7296;120;3346;2257;1838
578;51;4732;40;108;7;69
579;14403;52;13869;16;1749;26
580;259;231;2939;5866;425;1679
581;6057;6678;102;36;86;126
582;106;76;9204;412;68;24
583;108;123;1948;9;158;3405
584;988;5404;4000;44;1907;29
585;82;34;132;9;39;995
586;13754;94;14;13441;77;19
587;5540;73;202;0;1966;20
588;110;769;6787;83;70;1623
589;146;7544;129;2563;104;4840
590;3448;14;96;41;9;971
591;2131;4497;95;144;53;32
592;32;307;58;8113;965;2413
593;15250;19753;4738;947;54;391
594;2546;124;114;2605;116;602
595;6081;3790;1925;11256;196;4437
596;62;5983;133;59;85;149
597;29227;9304;8410;7811;57;125
598;14954;1058;87;42;104;1028
599;4071;129;91;109;9678;117
600;172;3740;6242;5908;352;2609
601;12902;2319;4247;5648;67;324
602;99;365;5717;702;135;1619
603;163;378;6604;1125;57;36
604;14;231;42;1323;2818;3574
605;35;5;62;2347;76;388
606;4023;9556;6859;4074;1955;11
607;22;6577;2600;0;85;86
608;33072;12036;519;24;2664;5
609;840;5;96;44;2104;962
610;34;2838;1668;173;28;4140
611;30;3840;4284;2406;35;3905
612;158;204;111;15;1603;153
613;83;5407;24;1718;969;1246
614;173;110;26;84;104;129
615;19948;4229;4080;3490;2432;157
616;36;5873;148;3628;495;414
617;4;140;2954;37;736;8953
618;131;304;3857;2307;67;108
619;1578;3221;22;1294;836;788
620;1636;170;102;886;499;47
621;9688;252;11027;88;81;1164
622;138;10694;4470;0;45;11
623;87;9296;4407;5;107;670
624;68;14040;110;6460;34;31
625;2464;48160;5356;137;77;142
626;90;250;3152;52;1978;69
627;15024;106;12364;224;3696;33
628;164;5;444;5916;246;1125
629;14097;1216;7837;52;10;1321
630;99;3365;9790;9583;26;335
631;159;23;2595;1790;2293;23
632;643;16211;5083;3623;36;648
633;14275;19;10827;155;24;1091
634;1485;9531;52;119;8;31
635;9265;6799;52;91;89;88
636;3268;32691;10942;2116;3106;912
637;1818;125;2524;22;134;32
638;119;27412;68;20;46;77
639;71;14;10278;5389;578;2443
640;22;1;66;119;923;1094
641;151;10;63;7948;44;1096
642;34;261;151;1447;4545;131
643;20;174;112;3885;0;260
644;21;7476;1242;65;2;15
645;79;5398;4453;5105;1336;266
646;188;7942;1799;38;208;38
647;11139;9216;135;3152;58;937
648;5011;766;1567;108;1854;20
649;1;2724;139;989;4608;19
650;137;11359;3459;60;81;57
651;149;58;117;90;52;3472
652;15614;6789;156;8808;59;30
653;9;215;132;2671;1935;3126
654;5065;4135;19;15;82;1397
655;40;168;207;50;5667;2013
656;6499;8074;206;1711;4674;214
657;166;1651;45;148;131;1977
658;56;20839;8385;80;69;9
659;5342;27581;10427;564;69;61
660;56;5112;116;11305;3873;71
661;26;6561;911;82;11;113
662;9;157;6616;3520;98;71
663;11478;39;151;133;281;12
664;21;16385;5789;14;1057;938
665;30;2218;71;73;137;1405
666;108;128;63;32;37;32
667;99;5464;130;75;25;59
668;3300;24;59;53;1007;63
669;11;2;2012;47;21;197
670;16630;4022;220;2183;2700;1941
671;23;239;51;149;3901;60
672;47;215;71;1783;517;1920
673;2;3843;88;152;15;23
674;69;36;5608;42;0;16
675;11256;14257;3;6529;36;23
676;251;207;1701;4018;2943;655
677;4850;2158;1715;29;129;2456
678;23;3313;28;9681;18;1009
679;468;154;104;187;1651;326
680;117;1885;7688;5352;1457;41
681;28;17;10738;24;553;19
682;48;75;23;4963;654;822
683;13041;5535;427;118;134;26
684;10;13681;18;4713;52;1290
685;39;4480;4694;2356;26;2695
686;991;72;18;172;2151;8
687;61;133;156;527;35;104
688;55;5170;17393;1059;60;4545
689;61;23;261;1436;16;70
690;9;140;5349;135;1605;74
691;4026;170;18410;105;25;22
692;5151;112;161;116;128;75
693;1577;7648;151;200;5709;288
694;1465;43;11300;4537;37;58
695;7916;3365;6;7060;6065;159
696;4012;21727;5;41;6;532
697;124;6687;1172;3966;85;113
698;10225;3129;8496;11750;61;3684
699;540;17459;1863;75;66;88
700;99;179;180;9503;28;28
701;88;164;17;227;51;34
702;90;58;50;22;4071;1675
703;4278;12366;4192;2038;532;66
704;41;5;186;15;1766;3
705;64;14181;2192;151;4399;747
706;7221;21;170;129;1615;65
707;27;4869;3452;2420;50;110
708;52;169;1;3127;98;108
709;110;6804;5978;3632;45;3
710;36;12;123;13;741;88
711;2473;12294;44;5889;2259;4390
712;71;6118;8178;1330;28;9
713;59;88;59;165;706;50
714;11;3304;2732;21;5533;4228
715;5535;968;2126;46;195;510
716;15035;17394;34;101;2536;48
717;7122;8381;16890;0;7;175
718;12;8349;8843;3346;2095;1725
719;17938;74;9;6641;1092;123
720;2886;9397;25;597;2457;964
721;10989;16743;9064;5128;5365;119
722;6287;210;626;44;149;2029
723;3843;8072;144;50;54;11
724;715;6;174;2542;5092;1310
725;168;227;3292;70;32;78
726;489;95;158;4052;56;875
727;17355;96;5743;60;63;6043
728;2789;4334;3;32;6203;153
729;132;12;62;42;20;9
730;6948;60;0;118;47;66
731;5409;2769;1947;983;915;1806
732;113;22764;139;59;41;1489
733;12611;47;16056;8;78;53
734;44;1002;1448;95;23;62
735;17685;13336;188;28;1043;1331
736;5007;8232;38;425;3559;886
737;71;264;173;2915;6573;319
738;1985;19581;4069;1115;2672;577
739;158;4023;81;33;4;22
740;11767;153;248;9987;125;82
741;14881;101;16123;112;3566;8759
742;206;204;66;174;1089;32
743;2;4220;2248;1292;222;491
744;18963;6792;229;1111;111;70
745;40;37;1729;202;13;2477
746;2185;7384;79;152;290;873
747;1033;160;16;128;4539;28
748;3069;21;77;49;7136;1
749;105;10477;4276;7;11;4455
750;2;3;3953;54;44;1362
751;25;2976;13998;1029;4218;818
752;195;4;5656;3724;54;9
753;14;11503;9;79;1418;10
754;52;6207;6336;61;972;51
755;7987;66;108;6;4220;19
756;10817;6559;13121;108;2369;1868
757;5;17295;124;55;9;44
758;1808;214;45;2687;4609;1819
759;6121;204;1055;5;563;1230
760;13;7828;8727;131;27;86
761;6924;260;23;88;2390;68
762;737;8955;7;51;232;46
763;16970;11560;5051;6077;2165;26
764;153;126;6796;23;1151;14
765;877;11;55;16139;202;181
766;376;196;4307;187;56;2192
767;10425;57;147;65;95;53
768;82;8574;1014;9;1177;63
769;65;3306;1049;1124;3792;123
770;563;35;4973;114;76;3872
771;8872;3786;9551;7;203;5388
772;14269;1827;67;97;2921;5766
773;161;71;31;457;79;165
774;71;16;13777;1656;51;12
775;4712;141;177;1020;2667;60
776;19;24;4448;111;7;56
777;2774;12597;42;313;2139;58
778;25;188;75;38;60;1344
779;28;13445;133;4849;4251;3760
780;4237;1862;70;142;104;1147
781;2528;13378;114;158;4;1884
782;12677;3568;441;89;4870;2465
783;78;6401;7567;55;34;68
784;5438;97;7701;138;3691;437
785;13;314;262;5847;35;710
786;2165;11327;3154;12;4159;567
787;105;211;1176;1238;1529;3062
788;844;108;7918;4444;721;62
789;32;33;236;48;0;105
790;65;9926;6731;3190;377;617
791;2317;232;5608;4653;2578;1346
792;9582;5482;2839;1640;22;855
793;7416;21772;3065;160;51;20
794;6;3950;2430;1784;107;2366
795;6801;13205;46;607;45;3965
796;7561;10055;130;52;2213;310
797;61;25714;7275;1472;3410;79
798;128;189;533;55;13;9
799;6571;115;3798;14;347;53
800;10182;7912;6864;45;925;7
801;1443;180;115;26;117;105
802;7138;168;97;148;4176;1057
803;28;96;85;3431;180;26
804;5063;8232;23;297;143;3154
805;112;224;34;97;1807;59
806;4461;35;485;100;70;2321
807;1525;6198;4565;53;3520;13994
808;61;311;1;4241;9;3400
809;7799;5520;216;1437;46;27
810;102;1215;220;6911;2569;1413
811;52;236;208;101;25;4526
812;2609;14864;692;96;123;15
813;4919;1741;9902;3;168;1722
814;1629;10127;1;92;1838;207
815;22;5698;5876;790;20;2980
816;35;2317;8858;4803;3874;3567
817;7738;152;4933;3192;626;726
818;153;8192;5624;1248;39;852
819;40;9630;223;8067;140;1653
820;10185;5;83;13;87;3012
821;55;5962;12;514;87;1029
822;85;4665;1028;6779;126;108
823;19442;46;1295;11384;108;1016
824;5793;1732;11;859;38;67
825;133;60;4217;4461;18;1168
826;4010;1861;7575;295;64;437
827;7607;87;2541;2203;61;265
828;90;2016;74;170;1018;322
829;7;10460;71;2125;44;884
830;84;19957;669;47;26;3443
831;30;79;27;130;7028;44
832;22;11887;33;635;29;23
833;801;7265;25754;88;31;2460
834;9305;5180;2144;2100;12;88
835;11825;0;10205;1196;3730;252
836;152;7938;26;14;7751;594
837;7;8786;87;3367;939;2547
838;132;52;22;1674;17;54
839;202;6184;6422;219;201;102
840;4644;227;159;11;34;131
841;9599;110;159;6934;66;143
842;122;6955;0;6836;59;106
843;11661;6676;147;13;62;21
844;200;60;11;43;16;1892
845;27;31;7932;78;2222;2964
846;7105;31;9337;217;4871;37
847;18;2195;159;101;10752;16
848;86;10882;6356;71;168;117
849;60;335;4240;5327;2285;935
850;30;17045;36;84;2113;105
851;3335;108;20;87;40;5911
