852;6736;219;20;4686;148;56
853;5203;50;1364;18;56;210
854;5514;18089;45;10359;13;3001
855;60;8923;2013;63;4952;121
856;125;49;37;3952;594;5709
857;4911;187;6925;4723;12;5029
858;96;206;3228;1871;14;327
859;77;181;11530;6723;5408;1681
860;10756;20726;32;7;40;341
861;6;4773;59;33;1;140
862;152;10834;87;69;34;93
863;120;8795;0;201;177;2782
864;929;115;2719;1485;427;1187
865;6594;6271;1293;3877;2688;2898
866;15;128;4655;349;9;2843
867;18578;98;97;120;271;36
868;68;64;82;5;229;6
869;152;108;1021;100;30;36
870;7133;266;6626;825;5053;1629
871;91;263;166;129;75;501
872;60;50;2526;4347;49;44
873;54;1003;145;69;117;1902
874;22;1248;5363;61;154;3097
875;110;25461;4203;7325;40;68
876;14;191;35;179;281;2675
877;125;14728;188;4071;465;43
878;1276;5033;6832;28;23;25
879;64;17;3162;25;1496;1173
880;100;13;3658;99;12;1526
881;3626;12237;21;5277;72;2416
882;935;19;54;12;1944;75
883;180;7860;176;1161;88;2915
884;26938;12188;989;1593;89;50
885;76;4903;4795;100;119;48
886;188;303;9;4109;7079;43
887;28;5;59;1712;1908;4256
888;6620;10315;182;96;161;53
889;17520;141;58;3145;49;94
890;7474;5562;165;537;43;54
891;599;182;58;124;5649;62
892;866;360;130;4883;1295;61
893;77;8573;127;28;33;524
894;122;1468;4522;1386;3932;61
895;28;6676;149;8081;12;26
896;94;29;153;2314;605;284
897;13286;76;1025;774;42;7330
898;2892;2775;11703;169;20;13
899;20550;137;8;1727;144;96
900;7802;4734;2553;146;80;59
901;3875;43;2299;6443;83;2215
902;4593;32;101;6652;50;45
903;64;5756;6;19;1185;168
904;3718;5267;35;142;10;70
905;42;59;5575;146;323;83
906;23101;4736;1508;4894;120;28
907;80;21;2400;2251;116;45
908;219;210;127;3;42;1343
909;50;200;82;36;23;2577
910;1;43;1901;133;72;44
911;28550;9109;2219;81;32;1387
912;149;22027;232;2997;6002;19
913;646;7417;3373;1183;708;44
914;8;268;407;6230;5615;2185
915;755;77;6511;45;2363;188
916;12276;121;8223;1886;5382;2135
917;2789;2701;4747;9990;43;22
918;35;130;132;42;843;91
919;16;179;76;586;70;58
920;82;7745;5166;2159;459;2494
921;5061;17;2584;3334;4382;49
922;112;671;2229;120;990;96
923;3885;120;57;272;817;2479
924;104;88;3009;2832;393;3791
925;36;129;8462;51;81;243
926;19142;29724;68;32;8705;3749
927;167;192;3956;257;3;6
928;72;144;1861;92;3828;1707
929;6128;25816;199;11;59;11
930;6345;3778;181;107;56;11
931;1219;3874;139;201;2006;119
932;11078;412;14722;101;1744;50
933;77;27;4937;11940;5330;4691
934;80;149;49;3426;1;101
935;9882;25587;5686;22;4749;47
936;96;73;206;0;85;1794
937;961;7156;3797;261;616;69
938;101;113;277;1539;65;2297
939;28;5174;52;516;45;1036
940;5353;1393;89;43;3359;125
941;63;3770;78;4419;1697;75
942;340;3190;139;2368;330;122
943;2075;3555;5;79;124;29
944;21;2418;193;4650;62;115
945;62;261;2;1894;6850;55
946;3458;2788;101;993;29;62
947;2;6473;87;3498;4662;29
948;9118;382;1509;2775;23;12
949;110;16978;1346;218;2950;3253
950;7023;224;73;141;34;73
951;115;10362;192;1177;7409;151
952;5973;5141;71;65;5;1092
953;2246;5932;4767;9887;60;91
954;4762;138;234;16;39;3046
955;2151;125;150;40;73;2186
956;40;4728;1644;5085;4818;1881
957;44;2037;1499;116;41;56
958;48;9517;28;8396;7;132
959;5;53;3557;48;45;31
960;8427;3057;8127;5179;71;243
961;15835;12017;91;3032;8212;1463
962;1;225;8234;1149;30;33
963;149;1146;19290;954;25;27
964;189;148;15278;7229;2728;1626
965;105;8751;5436;60;382;58
966;9471;5262;104;1301;2171;4291
967;134;59;295;20;98;109
968;2606;136;4781;2;90;45
969;13747;74;57;17290;266;32
970;12667;14859;2309;6030;40;930
971;94;301;111;23;4179;2364
972;37;1934;72;43;18;90
973;104;218;36;3542;1579;804
974;7056;22;62;48;11;45
975;18;112;14033;90;1389;913
976;14333;179;39;4586;47;359
977;23;504;240;1918;45;37
978;14616;11;377;133;105;2958
979;3140;53;15643;2614;1989;151
980;910;63;2229;19;3415;120
981;142;57;5540;22;542;62
982;69;44;101;947;4952;582
983;51;164;49;106;27;916
984;8045;7949;113;6200;1933;1870
985;2012;11716;22;143;6345;19
986;6812;172;8864;4299;1037;17
987;116;143;16;1532;1378;6312
988;4867;9311;18744;81;310;29
989;3061;230;2326;46;133;70
990;2;290;1337;110;1615;1539
991;9;130;4058;24;2272;4556
992;43;11977;1400;66;224;1789
993;36;128;5397;90;23;2308
994;6;66;74;157;184;33
995;55;41;7489;924;117;3590
996;135;240;3818;46;86;1670
997;31;202;1245;6445;9;2158
998;1171;3664;99;64;5152;161
999;201;111;112;5062;1041;65
