;EA;EA2;EA3;EA4;EA5;EA10;EA50;EA100
2060;14;166;107;3260;1059;49;22;16
2061;19;57;5381;1206;28;80;35;266
2062;15166;145;0;948;34;776;505;19
2063;2769;42;879;2607;94;201;48;7
2064;6;27;39;1364;55;6;110;41
2065;58;114;1379;1801;1163;4;61;10
2066;15313;1239;169;77;54;47;19;8
2067;42;15;1810;1860;80;94;131;38
2068;10;4;4073;14;385;60;384;57
2069;2415;835;72;12;17;13;25;19
2070;7255;5415;81;3499;24;48;209;47
2071;15442;2248;2531;62;304;48;47;52
2072;9786;7640;214;1764;50;1109;353;45
2073;103;2675;68;174;81;533;41;21
2074;75;3307;282;48;138;1157;69;43
2075;8341;186;1385;226;93;21;15;21
2076;2475;3025;95;4595;1283;3263;33;19
2077;82;2211;846;1623;9;1523;67;68
2078;6141;131;53;55;650;5;27;79
2079;3283;6141;1449;62;100;67;47;74
2080;5721;127;698;65;1421;1204;225;10
2081;6586;3410;5212;3852;54;638;10;7
2082;89;6314;718;32;140;1187;147;56
2083;138;58;1377;40;611;815;33;42
2084;2725;17;2551;40;27;1428;170;15
2085;16657;10;1035;1181;16;433;64;9
2086;3112;13;67;3591;123;170;27;28
2087;422;60;2522;51;1253;653;7;99
2088;67;924;4669;2664;71;2254;118;153
2089;6970;3700;8296;1412;11;46;374;126
2090;3282;67;104;95;4274;353;92;24
2091;12077;4683;145;57;95;21;23;131
2092;1087;20;44;67;58;158;225;53
2093;96;4731;1483;1203;1505;1009;515;52
2094;182;15;63;5407;3543;1652;185;5
2095;2409;6433;5658;4064;95;45;54;59
2096;52;7231;829;675;73;32;190;157
2097;195;4803;45;61;868;1187;165;40
2098;2453;1209;5806;2574;24;935;55;122
2099;62;26;5;92;892;699;33;37
2100;4301;77;2595;130;1401;1726;16;23
2101;39;5;61;77;866;1639;71;60
2102;4836;2337;2923;106;55;70;106;214
2103;308;37;382;36;31;1141;15;85
2104;5587;74;5;85;6187;55;38;14
2105;119;70;2118;7;1654;25;542;4
2106;1695;65;151;35;65;134;232;47
2107;71;2;82;8;1558;2640;1;47
2108;212;19;554;47;12;14;127;18
2109;960;64;106;3571;867;74;24;196
2110;6;95;89;221;627;47;158;154
2111;2;225;293;48;47;1073;54;11
2112;5;3377;216;17;856;62;300;128
2113;17988;374;108;56;8;7;119;52
2114;11035;3846;26;978;34;30;16;118
2115;356;184;3295;3128;997;33;136;176
2116;14917;3763;32;44;1677;347;21;116
2117;10293;23;35;2547;28;51;45;9
2118;2693;1565;2011;12;728;1536;0;5
2119;5141;69;1002;39;662;2;124;30
2120;78;37;0;1293;14;193;38;48
2121;43;8291;154;72;507;38;50;58
2122;4678;81;8043;28;34;102;349;158
2123;189;19;3816;3379;41;1135;37;27
2124;704;107;81;18;22;79;72;32
2125;4457;11;54;42;33;11;544;43
2126;341;4694;759;2259;359;21;47;21
2127;13;2509;2760;24;26;1729;7;33
2128;fail;1;216;0;1455;1377;50;59
2129;275;35;2109;151;491;25;176;44
2130;8355;2823;163;754;2246;750;442;68
2131;30;75;452;1878;10;3;12;202
2132;7988;68;726;44;36;51;30;174
2133;14135;4050;3;87;883;6;249;15
2134;10851;54;31;2808;2083;222;28;108
2135;1908;74;50;16;569;125;77;82
2136;9221;2547;8;81;387;28;23;42
2137;64;4374;2339;125;424;656;113;10
2138;5887;194;34;2920;124;674;20;252
2139;9584;42;114;3121;2507;2765;128;25
2140;195;79;623;2446;1465;20;63;12
2141;7604;3999;1581;101;10;5;200;80
2142;fail;7410;48;298;30;1187;32;43
2143;5693;48;36;1291;38;47;72;192
2144;fail;1120;2458;232;1;2021;300;22
2145;9580;178;165;27;24;770;196;144
2146;67;134;135;956;1;962;132;24
2147;1533;170;55;26;21;2811;35;34
2148;2899;53;16;161;28;1054;34;37
2149;11913;36;6762;19;3172;981;8;46
2150;17;1996;2603;7;47;45;19;15
2151;64;12;3;2062;4368;38;41;146
2152;fail;50;370;10150;2363;22;118;98
2153;fail;2814;138;1471;94;664;16;37
2154;1;4018;95;37;2779;190;17;15
2155;12;93;7082;25;11;183;65;19
2156;16903;10;32;62;2530;26;107;80
2157;657;115;2739;6272;290;1059;26;17
2158;8;42;8;83;11;24;71;28
2159;227;162;3831;77;3579;1468;46;26
2160;9983;7239;115;42;114;48;43;23
2161;17666;186;80;42;4465;24;31;202
2162;94;5112;57;38;1665;591;158;166
2163;8553;78;814;1665;56;568;24;16
2164;fail;122;991;942;26;1092;15;28
2165;2075;4315;528;5104;55;1356;215;19
2166;109;2816;2922;631;1691;981;20;31
2167;3138;5856;6182;120;766;37;31;9
2168;2179;2523;129;24;2623;22;355;4
2169;18286;134;1290;34;1550;567;54;72
2170;354;2716;37;1956;350;237;43;36
2171;304;8796;209;66;1602;728;34;1
2172;13463;72;1605;98;38;475;48;30
2173;53;10;37;64;521;888;310;34
2174;29;50;35;167;3774;882;190;53
2175;15960;28;8;23;52;36;10;102
2176;15;4275;8723;71;51;51;501;71
2177;9967;263;432;1008;4829;52;52;51
2178;10277;2604;96;37;94;47;9;71
2179;234;920;3769;52;1341;786;58;117
2180;63;1106;1777;869;69;18;7;8
2181;fail;3330;710;1602;1723;84;250;23
2182;6991;49;24;28;110;21;42;25
2183;134;12626;105;1505;15;27;110;160
2184;98;22;6214;1368;124;263;22;164
2185;425;9557;10727;40;307;58;156;89
2186;11166;86;245;821;41;91;96;88
2187;9240;64;1342;1924;70;42;37;20
2188;160;21;16;1930;41;724;394;37
2189;95;234;15;2103;60;42;241;79
2190;13;15;107;3786;47;4;57;113
2191;89;71;5688;942;26;102;10;19
2192;13805;5946;331;2383;13;2657;55;66
2193;6525;2333;45;35;56;6;141;130
2194;95;8;51;63;1571;41;164;26
2195;16544;97;3314;2;12;73;101;121
2196;11;158;3243;75;1573;23;42;35
2197;689;11;1263;67;171;116;170;44
2198;145;59;32;26;24;26;127;23
2199;55;6;23;1207;55;29;33;37
2200;4967;84;1830;92;179;408;24;40
2201;109;13;58;80;629;26;31;7
2202;5163;3170;4;52;18;481;78;57
2203;5878;46;126;4195;89;49;47;33
2204;197;11758;219;346;9451;51;27;73
2205;49;5405;4799;1751;47;770;129;42
2206;3281;3856;14;769;34;830;152;60
2207;5352;1854;8198;110;3;34;142;54
2208;63;60;579;1159;1710;2;377;130
2209;334;3336;6;5844;44;68;16;41
2210;217;17;1535;103;15;27;5;32
2211;202;74;40;1850;3429;30;311;17
2212;61;132;24;1456;103;563;59;81
2213;46;166;1928;1926;63;11;29;15
2214;9;178;7;1272;115;51;14;34
2215;59;44;5;2386;30;569;77;27
2216;7596;3666;22;207;1794;35;114;186
2217;68;270;2;59;389;11;44;220
2218;152;5256;12;3939;104;23;48;53
2219;6218;3278;101;1124;1813;73;2;38
2220;4836;14;37;1395;43;29;73;221
2221;183;41;48;11;27;151;92;6
2222;113;46;105;361;55;72;14;53
2223;146;3784;2012;128;2444;194;171;80
2224;71;3352;37;478;3975;35;42;20
2225;268;92;502;61;23;21;167;12
2226;17727;2950;2117;347;42;23;55;24
2227;31;7579;855;6;1014;36;104;21
2228;13370;172;1366;1214;1411;43;2;10
2229;60;2936;952;4;1758;267;168;85
2230;3289;187;549;26;2232;52;70;75
2231;212;141;120;1856;2192;740;267;25
2232;9188;84;841;25;1856;168;164;28
2233;52;60;2071;32;49;76;18;28
2234;4524;5936;1560;73;38;192;7;18
2235;83;147;3759;699;15;19;23;15
2236;12566;155;712;1481;56;1089;57;5
2237;197;62;28;1601;2999;1351;18;8
2238;53;6478;29;15;77;59;238;258
2239;21;196;2432;38;150;99;34;58
2240;0;18;1431;947;127;1015;7;135
2241;4215;2199;47;27;101;57;18;32
2242;4084;3287;4368;15;47;48;39;54
2243;8;88;59;153;64;602;235;23
2244;3650;483;323;2017;67;38;9;51
2245;142;5;2803;40;33;52;190;14
2246;131;8241;1877;85;1199;66;62;30
2247;129;34;881;17;30;21;141;13
2248;47;4190;23;52;3048;34;104;5
2249;160;9031;156;157;52;38;18;15
2250;1439;2081;1521;9;45;17;285;32
2251;234;1789;14;134;56;29;376;44
2252;3713;8685;266;1870;59;1020;24;162
2253;118;171;1937;184;606;634;89;17
2254;1843;56;121;2399;0;1113;135;65
2255;fail;134;0;3229;13;32;286;28
2256;44;56;77;52;1701;41;10;221
2257;4782;8380;1480;2063;670;1454;27;14
2258;45;1814;37;2151;588;12;140;69
2259;7859;91;85;33;985;29;37;66
2260;2224;29;25;31;100;80;15;51
2261;8760;41;44;392;98;50;17;134
2262;2452;0;180;35;124;66;307;47
2263;977;47;2075;68;40;734;13;222
2264;3;10;1446;9;50;69;32;72
2265;130;2336;12;3053;37;799;83;117
2266;4;107;13;27;4;15;484;135
2267;146;1830;72;29;4044;998;623;87
2268;43;1772;119;106;1068;67;96;52
2269;16664;109;1229;75;105;1546;151;53
2270;15804;11742;95;133;47;31;59;89
2271;138;20;1512;65;73;700;79;76
2272;18;6402;3;47;31;5;57;28
2273;195;9485;34;2545;87;298;50;60
2274;25;1586;6633;163;20;13;18;8
2275;8;99;15;321;62;49;321;92
2276;9306;4559;11;382;73;1241;113;124
2277;7144;1442;33;123;618;84;49;30
2278;12129;13;2345;44;26;864;267;190
2279;38;2090;2696;52;76;14;92;388
2280;365;161;1403;14;271;342;126;27
2281;6776;10;114;14;44;163;259;20
2282;101;100;153;89;48;1743;20;50
2283;6329;2830;64;4756;1422;13;54;64
2284;55;9;70;3474;56;39;48;45
2285;296;45;3883;391;79;651;313;19
2286;5498;3257;6;2781;714;1472;323;36
2287;4212;905;334;6;25;32;253;37
2288;7967;103;4369;6;3;8;22;147
2289;251;64;24;21;575;807;76;30
2290;5660;10807;89;80;113;1328;58;49
2291;67;7;2199;40;360;12;21;166
2292;231;37;2524;46;22;66;401;204
2293;4847;58;51;7;77;16;13;34
2294;fail;7;2878;628;32;318;124;5
2295;836;29;37;89;30;34;145;52
2296;6539;86;26;4319;766;39;20;93
2297;215;59;1636;249;19;70;26;41
2298;5171;8785;6398;41;1453;30;453;15
2299;51;133;111;163;49;47;88;16
2300;12500;6693;1362;26;6;31;228;24
2301;88;4626;41;54;1361;67;9;30
2302;fail;8110;98;207;108;878;48;61
2303;14181;83;1658;434;1943;534;4;41
2304;2187;2861;1883;117;103;22;402;182
2305;87;2619;1463;18;1372;38;86;62
2306;4981;14;52;55;2310;574;67;29
2307;48;205;5;619;618;276;29;153
2308;fail;8142;5952;35;2179;604;137;30
2309;119;5209;35;64;73;103;303;25
2310;19;2071;3404;2188;33;14;73;71
2311;428;23;145;16;51;22;188;32
2312;86;6714;10;698;43;27;260;24
2313;221;80;1093;96;94;2036;448;4
2314;4545;5686;1091;475;845;46;313;34
2315;65;165;46;3;19;58;83;13
2316;140;7009;2187;967;78;173;21;90
2317;2673;83;7368;1491;102;42;62;30
2318;206;90;2151;1490;15;1070;143;65
2319;19;17;2594;1537;121;986;161;109
2320;371;100;24;2382;84;56;88;235
2321;62;25;fail;539;93;74;128;228
2322;105;399;194;3109;27;1471;58;24
2323;166;129;26;79;139;214;21;11
2324;81;7051;6358;15;3062;28;38;8
2325;29;1151;50;40;864;476;117;10
2326;8429;64;3628;1208;0;5490;46;84
2327;6;94;99;20;1043;13;163;46
2328;4;13482;478;142;11;1033;50;21
2329;40;40;621;422;6;34;45;42
2330;151;143;106;18;365;377;61;104
2331;656;1610;46;717;44;363;463;48
2332;67;71;14;59;966;1666;11;107
2333;29;141;3360;82;929;32;71;7
2334;fail;68;3644;67;19;738;104;95
2335;131;126;1803;39;104;21;24;77
2336;7415;1741;70;113;27;1413;87;22
2337;54;15;1470;33;12;45;46;67
2338;268;77;1480;50;16;46;7;39
2339;18135;3826;832;148;26;20;215;41
2340;26;2145;605;352;25;668;4;7
2341;84;4;524;2687;2284;34;44;10
2342;13586;221;47;273;91;1186;19;146
2343;176;43;68;62;14;18;60;44
2344;2251;993;1800;37;1826;56;30;33
2345;fail;10937;5070;4497;639;32;69;180
2346;235;35;22;1786;2218;855;212;64
2347;15284;130;22;4763;71;868;55;35
2348;120;7;48;157;1372;66;163;35
2349;214;6258;21;1317;947;20;19;65
2350;317;5360;60;85;153;808;4;123
2351;365;103;173;172;971;15;67;94
2352;5322;97;3;1008;4931;61;151;106
2353;9;139;64;57;765;208;20;55
2354;13033;8097;44;4829;387;219;332;109
2355;5925;1182;3951;46;1438;17;164;24
2356;77;116;25;54;1809;2309;10;51
2357;34;458;1640;4595;1703;31;18;102
2358;591;9053;7279;4163;13;6;33;288
2359;215;4446;94;177;18;515;29;19
2360;117;30;24;74;54;81;42;358
2361;95;5732;22;31;30;266;60;106
2362;5382;3412;78;1843;1134;97;460;43
2363;236;42;20;47;1383;489;288;215
2364;175;113;554;94;50;15;222;16
2365;98;188;70;213;2401;11;20;21
2366;48;4;61;48;1638;15;25;21
2367;999;76;10213;1588;1435;1211;28;33
2368;162;157;4002;4250;16;747;49;11
2369;98;29;254;3080;16;57;26;80
2370;367;25;2879;50;67;29;238;38
2371;15268;3441;950;26;4596;444;94;176
2372;101;4559;69;2565;23;184;74;27
2373;231;54;131;46;966;508;54;63
2374;178;146;676;2009;396;33;55;62
2375;8209;2506;128;54;88;1649;5;13
2376;6540;209;1375;97;12;37;324;11
2377;9153;38;6;1803;1531;498;114;151
2378;7655;4058;17;1996;589;49;146;42
2379;202;110;201;41;625;57;29;58
2380;6077;2315;112;595;1889;6;39;32
2381;3437;3914;53;40;1911;818;111;75
2382;2451;122;1195;410;44;36;257;22
2383;fail;8;48;5352;925;28;176;51
2384;fail;4402;2364;2999;3455;221;19;106
2385;151;33;35;30;2275;18;81;26
2386;33;232;21;2892;372;49;28;24
2387;12249;25;155;1;835;38;39;185
2388;223;5618;51;33;11;17;54;56
2389;fail;2254;130;2205;2207;46;310;53
2390;11385;1596;1827;266;14;59;62;40
2391;53;156;1207;66;166;55;85;99
2392;62;921;626;105;13;21;28;87
2393;13088;320;222;2876;1051;14;63;50
2394;38;35;30;2357;12;88;7;46
2395;101;78;60;2468;2482;29;4;3
2396;114;285;2931;35;62;345;149;16
2397;fail;8039;129;17;138;77;27;25
2398;81;5424;2248;107;29;51;750;32
2399;151;37;4214;1272;4358;632;21;34
2400;65;7129;699;69;4744;7;66;27
2401;38;3848;7;46;1496;432;25;52
2402;7530;1843;2407;1751;906;44;56;32
2403;61;7772;3202;769;630;29;32;59
2404;3889;29;6862;2324;671;406;20;7
2405;237;56;2;121;598;931;143;79
2406;5545;126;27;6;1949;79;32;206
2407;260;6685;59;6;20;5;21;36
2408;489;7145;128;63;52;1026;18;28
2409;141;5298;1189;3913;4752;242;27;25
2410;2941;4896;4084;2691;28;19;40;5
2411;563;2739;645;3232;60;53;112;69
2412;74;87;2646;51;11;97;15;28
2413;13273;26;1881;87;43;877;111;127
2414;16419;4235;2101;4007;13;266;144;67
2415;8505;21;1616;767;63;2149;231;33
2416;35;7002;89;1022;25;71;192;14
2417;73;82;107;1473;17;31;67;166
2418;89;5345;37;7;93;301;104;91
2419;2109;816;6444;12;2952;327;12;22
2420;5724;100;59;299;13;536;39;55
2421;161;5649;41;470;50;644;9;78
2422;fail;19;43;3113;81;61;8;373
2423;7415;103;1175;58;32;882;44;29
2424;139;64;33;430;320;1050;36;36
2425;38;9935;213;11;64;427;34;11
2426;285;8772;8171;32;3126;244;225;4
2427;0;2388;73;1411;37;18;58;148
2428;88;39;895;41;589;1822;39;137
2429;127;3259;846;971;24;551;252;187
2430;970;2155;106;133;2890;48;30;27
2431;131;8662;75;729;68;32;113;18
2432;9038;46;254;16;218;58;89;31
2433;176;12247;5574;2585;298;30;9;156
2434;127;127;595;148;44;26;13;45
2435;fail;77;58;79;2228;3;23;56
2436;8664;66;58;594;3132;36;156;70
2437;92;1407;1844;66;78;1015;18;22
2438;100;192;6;3678;41;1792;28;128
2439;161;86;57;4494;1606;1650;178;56
2440;273;1222;1305;4109;14;538;455;106
2441;9585;161;149;80;3385;28;34;9
2442;1996;114;4648;3492;57;273;144;25
2443;884;6419;64;107;99;1530;101;25
2444;14300;56;17;3430;2149;876;16;33
2445;10145;68;132;6580;32;36;243;247
2446;62;3499;65;309;150;56;40;74
2447;51;10071;32;1038;39;24;304;99
2448;224;1;53;15;1580;302;31;104
2449;258;41;154;42;87;293;17;22
2450;111;1213;180;206;37;172;8;19
2451;14910;148;2232;278;1;374;135;76
2452;887;183;309;44;72;2599;30;58
2453;147;100;115;21;55;617;69;11
2454;fail;131;fail;92;13;930;234;20
2455;14802;9;5634;923;61;284;105;81
2456;42;4;84;666;5830;40;59;315
2457;2;826;6109;697;49;824;318;19
2458;38;63;46;906;3147;74;41;53
2459;7416;65;8;1008;3463;160;30;34
2460;142;37;89;2405;814;1145;59;69
2461;13469;86;38;92;71;20;218;8
2462;13894;6526;17;11;78;33;517;11
2463;281;225;197;4631;13;39;10;25
2464;142;155;492;64;168;4;92;128
2465;133;2984;5183;133;81;1550;25;34
2466;5;9856;15;38;416;5;71;69
2467;98;109;40;4171;2759;165;46;80
2468;45;618;56;283;3075;150;19;47
2469;3472;7799;fail;5959;7;323;224;43
2470;36;127;38;783;25;127;204;14
2471;4357;20;53;55;1242;474;24;31
2472;2107;40;933;28;1091;3;12;96
2473;87;82;6296;261;21;798;10;137
2474;9524;19;1424;62;31;96;15;178
2475;180;793;8238;66;14;407;204;19
2476;313;8575;989;7;63;549;61;6
2477;146;77;85;42;102;1035;199;60
2478;1418;11839;1612;303;82;42;39;17
2479;6;3444;3087;137;39;399;516;34
2480;8330;64;3823;498;976;1173;80;133
2481;4600;7;7;13;51;214;24;4
2482;5;81;1319;1313;2756;1373;21;21
2483;8356;674;1505;39;14;22;31;34
2484;142;230;10;38;3877;18;394;143
2485;180;3859;5413;47;98;42;98;233
2486;3931;55;2107;5;128;11;4;19
2487;51;2199;1372;65;275;49;21;62
2488;244;800;141;3961;3;436;48;61
2489;7669;57;3776;47;1;232;165;61
2490;18;3071;11;35;2162;3;244;37
2491;fail;1209;793;14;54;194;40;81
2492;7149;2264;6;8;2341;887;326;37
2493;1938;7003;134;66;121;205;1;26
2494;6735;179;144;59;99;339;109;22
2495;10516;2970;49;9;23;123;41;62
2496;3611;3154;5;589;15;35;280;55
2497;213;6512;732;2047;41;14;30;49
2498;10040;2365;31;1984;20;33;80;48
2499;8414;8398;2548;24;1033;51;258;37
2500;3794;76;113;1959;1304;58;6;33
2501;7796;180;1116;75;4204;1293;35;21
2502;244;13;34;10;74;358;351;14
2503;10;55;894;5386;1624;5;27;127
2504;3589;2217;698;54;38;58;8;15
2505;159;1141;1127;4558;14;366;241;9
2506;6740;142;37;1087;129;30;261;22
2507;16;9292;18;68;60;1517;35;49
2508;156;3591;105;133;2364;72;36;32
2509;11882;72;117;85;713;593;219;158
2510;78;86;6789;101;63;72;30;60
2511;124;73;861;42;72;58;33;117
2512;7367;117;2501;41;85;49;15;163
2513;23;1361;91;1586;2976;174;420;190
2514;376;4320;181;77;1657;33;303;43
2515;8284;18;393;1565;67;1177;288;44
2516;8344;1236;1130;153;758;564;82;304
2517;153;5354;15;439;46;1028;256;222
2518;10352;124;81;98;2186;114;285;56
2519;3814;74;79;53;2376;14;146;21
2520;789;44;32;6924;2247;1067;67;169
2521;17364;162;159;1627;30;380;15;12
2522;10913;14;15;56;90;357;37;18
2523;3138;487;56;1954;1740;83;238;74
2524;13679;1113;40;1917;40;19;18;157
2525;61;868;28;82;2244;1569;539;104
2526;399;9306;113;88;2962;19;51;17
2527;fail;6884;6981;36;3407;76;43;17
2528;62;78;431;1811;53;508;35;47
2529;1914;4361;1264;60;43;59;19;90
2530;3027;1817;1299;35;100;615;10;302
2531;239;258;4334;41;54;49;188;34
2532;62;91;3499;1826;54;566;13;18
2533;12143;95;72;3;123;85;46;6
2534;115;4896;5944;50;63;26;12;29
2535;7444;10078;1602;74;27;66;24;59
2536;8120;143;89;584;110;1131;40;33
2537;125;4;858;439;836;1252;29;91
2538;15569;87;90;87;6;10;84;51
2539;17232;211;17;71;2569;1017;432;19
2540;84;25;79;941;57;34;468;5
2541;6186;796;533;214;3415;693;24;55
2542;327;2658;4471;5;32;32;195;10
2543;90;61;61;55;3390;33;125;83
2544;9415;1799;2017;69;19;40;17;20
2545;74;24;88;56;26;58;2;108
2546;170;386;94;642;124;1985;7;5
2547;107;17;19;27;46;383;794;20
2548;998;8717;119;1717;128;280;9;85
2549;130;10627;87;1753;10;253;45;38
2550;7;748;1414;79;37;24;325;81
2551;81;6857;67;476;1308;4;97;34
2552;57;101;fail;811;63;183;72;14
2553;203;35;21;4383;19;451;88;54
2554;312;3067;21;4672;1896;58;41;13
2555;81;1079;98;396;2211;998;34;123
2556;16;17;545;392;32;43;39;100
2557;3686;30;37;1545;1933;1095;67;28
2558;fail;1460;9;264;1519;51;243;16
2559;6681;1598;1047;1821;1957;42;162;1
2560;12597;11523;231;4043;100;12;25;7
2561;8516;574;1568;121;53;77;55;83
2562;3114;349;26;128;38;58;69;144
2563;55;2663;3221;50;836;1556;19;91
2564;17512;7;2017;6006;420;3619;317;9
2565;fail;4159;116;47;2287;96;15;30
2566;194;8411;35;55;937;32;94;79
2567;101;144;180;2002;18;46;47;63
2568;fail;5677;2642;336;2063;32;200;11
2569;32;1465;455;24;143;10;165;83
2570;118;10848;28;2367;24;18;72;65
2571;3776;1661;3230;0;704;1290;100;161
2572;13033;2405;8;4735;679;43;28;149
2573;1188;3989;2325;30;7;775;30;11
2574;204;12;9281;37;3;11;59;62
2575;21;235;226;3674;575;176;356;64
2576;10837;6533;124;5035;642;791;49;94
2577;2017;853;84;296;19;1401;6;90
2578;293;10641;42;720;11;498;245;14
2579;1374;6672;1853;85;2205;193;6;8
2580;2026;90;59;976;51;848;37;105
2581;62;100;30;101;13;735;394;33
2582;2674;212;1221;14;24;663;66;113
2583;131;306;70;27;1470;31;277;37
2584;168;3713;11079;50;106;16;28;125
2585;240;3596;167;60;1591;867;188;12
2586;131;1121;3;56;28;25;300;53
2587;1433;122;14;16;35;40;8;26
2588;68;95;143;42;523;16;24;47
2589;114;88;25;109;522;202;16;42
2590;7416;98;1206;1896;531;2930;39;80
2591;134;792;1057;34;33;35;154;63
2592;182;120;1393;45;1656;71;407;13
2593;18357;3478;3246;62;982;1179;16;34
2594;21;30;90;3435;86;190;14;17
2595;51;13228;11;104;716;61;20;105
2596;13;52;778;1780;118;37;148;223
2597;9182;28;113;89;23;15;95;13
2598;100;85;3136;1482;24;594;18;177
2599;6108;778;2127;933;236;37;126;120
2600;3850;0;89;217;115;9;73;36
2601;5566;172;19;54;49;6;29;58
2602;15526;141;7;2073;11;60;20;45
2603;89;2666;61;1029;753;268;29;25
2604;898;13911;63;7505;24;88;33;74
2605;3290;63;3757;29;33;9;63;15
2606;342;8166;10;2080;123;14;3;99
2607;9381;52;31;51;3308;407;141;50
2608;196;106;1884;37;312;225;32;21
2609;6686;10743;195;42;709;29;12;21
2610;16017;38;11180;450;0;39;94;184
2611;220;311;1826;55;1431;144;39;18
2612;37;6776;2394;129;4577;1194;27;30
2613;87;174;1362;10;3151;1192;38;174
2614;46;1976;2170;19;2522;34;17;39
2615;4672;5788;35;701;33;17;57;39
2616;2152;12;7642;1013;78;23;34;86
2617;13120;49;51;6033;14;39;255;28
2618;65;4124;5;554;3592;13;41;176
2619;71;1918;42;0;18;51;19;146
2620;362;266;683;1390;32;55;127;35
2621;446;13157;90;141;18;1948;190;115
2622;16882;361;1661;1181;85;39;166;68
2623;169;154;34;2711;1024;9;115;87
2624;163;1104;45;76;861;47;27;29
2625;12502;86;14;856;64;63;338;104
2626;14697;4140;16;2519;89;54;225;120
2627;297;6;120;79;128;219;17;223
2628;3868;0;31;59;33;24;57;35
2629;13625;80;3514;1332;10;23;64;24
2630;106;119;49;30;131;184;226;52
2631;121;9334;171;369;2455;1529;21;82
2632;7417;139;37;33;116;10;127;33
2633;5757;3421;725;867;94;377;248;24
2634;108;26;62;61;1739;75;23;14
2635;89;252;83;1958;60;20;21;42
2636;20;27;15;954;74;403;51;12
2637;132;718;14;64;113;629;84;22
2638;93;160;19;3;1767;12;20;265
2639;fail;3481;3942;39;3640;26;172;37
2640;68;67;317;6244;245;56;211;24
2641;3730;94;4016;29;27;22;40;68
2642;4050;5177;1003;2954;9;10;197;73
2643;3386;1016;780;5218;31;12;38;308
2644;1651;610;99;603;1235;6;85;117
2645;138;8;3209;42;15;792;52;46
2646;52;107;64;4306;3555;83;235;44
2647;140;2847;32;1559;35;1283;21;131
2648;214;2;103;1090;95;26;14;13
2649;6937;9;3777;50;42;13;13;102
2650;187;140;3194;2430;49;1655;193;34
2651;273;1063;69;86;58;74;28;0
2652;3933;40;2366;5127;282;573;112;135
2653;10240;883;23;3687;37;886;117;92
2654;42;53;4850;1228;63;14;270;58
2655;122;2048;915;166;65;18;7;20
2656;130;8491;56;289;1993;559;250;15
2657;116;67;5440;1117;13;1069;32;8
2658;3169;113;6722;11;3524;27;410;63
2659;fail;115;2064;17;932;97;501;214
2660;13570;3352;68;1305;2;86;8;45
2661;11609;1041;834;46;127;436;75;72
2662;222;28;308;211;5;818;62;73
2663;115;4842;392;109;728;8;51;78
2664;151;3369;1895;2873;959;50;39;204
2665;117;64;11;52;7;113;407;35
2666;51;8277;45;61;59;121;12;75
2667;82;232;209;1038;2783;118;69;91
2668;94;25;6118;46;4940;62;96;113
2669;6740;1702;3255;36;879;15;26;21
2670;9141;3599;6604;937;34;226;25;10
2671;4078;4844;113;6;1876;907;86;28
2672;2626;120;103;1420;26;49;16;39
2673;130;1544;19;107;62;879;111;64
2674;16308;77;259;115;24;22;17;54
2675;4856;3472;66;860;57;18;53;41
2676;145;97;7088;2461;1082;56;58;68
2677;5632;199;5143;173;9;179;46;52
2678;4829;58;876;73;110;277;95;99
2679;19;87;20;3909;30;886;45;61
2680;10416;77;6;1928;578;51;181;15
2681;78;43;1356;79;19;92;20;112
2682;7317;51;130;4;26;31;99;75
2683;95;116;7584;2789;17;793;12;225
2684;242;4088;102;2266;3618;581;28;37
2685;1538;4688;38;1596;680;41;58;18
2686;11834;8167;9;156;152;129;35;65
2687;10;2375;122;692;24;0;57;116
2688;3532;134;1190;80;19;905;400;198
2689;135;2935;3995;2720;27;35;86;150
2690;162;4;1692;1364;58;782;194;92
2691;fail;121;783;23;10;2054;508;48
2692;11491;28;47;43;387;2849;36;47
2693;7666;571;3494;181;1704;0;144;82
2694;9125;569;1340;1145;26;80;189;149
2695;5840;1620;5412;18;41;341;19;60
2696;25;10;788;35;376;57;34;21
2697;49;127;138;24;65;78;26;30
2698;5029;100;2696;1657;8;23;112;26
2699;17040;164;2447;77;152;40;8;61
2700;105;5029;80;411;153;420;10;29
2701;16516;60;2330;5031;2095;592;257;86
2702;2340;63;3938;30;112;1635;24;21
2703;fail;107;30;5601;27;45;15;210
2704;276;2117;2084;1083;88;794;45;42
2705;13457;45;61;28;8;1837;166;67
2706;4184;5435;92;79;8;65;18;31
2707;85;488;5;142;23;17;48;68
2708;4923;1210;1198;444;1174;375;9;84
2709;5972;83;19;3;738;19;21;29
2710;23;26;9994;552;50;133;3;9
2711;11728;181;5838;127;13;12;81;34
2712;7555;3467;2056;20;66;35;54;37
2713;1772;1676;50;10;74;940;44;26
2714;18803;210;4426;62;101;3;31;67
2715;1912;64;42;213;33;70;72;54
2716;10222;64;31;39;81;6;34;34
2717;94;110;36;43;50;40;265;90
2718;3013;6522;2200;184;1667;19;50;47
2719;151;6098;2874;579;721;141;425;36
2720;5849;134;1798;138;3;47;21;81
2721;22;556;1750;35;86;289;193;138
2722;9004;2021;55;5203;20;144;44;94
2723;6012;45;519;1746;3608;1004;14;26
2724;9034;60;40;24;65;1423;67;27
2725;2449;125;43;313;1519;13;48;39
2726;172;4582;74;58;100;254;19;11
2727;12666;71;84;3274;22;41;80;15
