;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
2489;2000;1313;110;8;4103;732;344
2490;35;9334;53;813;1724;90;7289
2491;221;2878;761;522;18;2258;5046
2492;9823;3128;1577;6634;5435;1022;fail
2493;929;1337;5657;3134;954;71;65
2494;4467;14674;44;2597;883;6107;2533
2495;23;14291;3941;750;90;17;1930
2496;10230;7335;357;1770;2;27;262
2497;14;4651;28;27;5079;74;20
2498;29;8110;30;63;3485;95;1823
2499;36;5347;255;14887;262;5888;1538
2500;1371;6364;139;3037;60;146;7723
2501;7012;18520;2155;0;2438;708;1008
2502;8;17;41;118;4929;2771;79
2503;2726;251;4700;61;126;173;2359
2504;115;1653;141;4116;6144;4;7
2505;11359;4632;48;8601;7463;1580;1455
2506;145;22808;8;785;1316;7965;17
2507;3184;77;65;1;94;1905;34
2508;11238;6691;9;62;2405;288;861
2509;26;218;75;30;74;199;0
2510;5137;4790;5344;64;2362;99;72
2511;75;142;2893;3086;2026;100;196
2512;6559;23074;82;14695;78;4976;353
2513;99;7937;1554;15211;1396;7086;11
2514;10483;133;fail;48961;130;1289;3
2515;8921;17175;67;3645;114;1584;6692
2516;597;16608;4177;965;3478;1169;34
2517;2698;4234;109;578;1901;3;10622
2518;1952;4079;77;5728;169;89;23
2519;15;17771;443;1999;2341;1072;446
2520;52;2515;1874;4887;2473;12;1830
2521;29;20568;609;5637;132;4665;14
2522;7280;8566;1173;2575;5559;40;39
2523;fail;8399;49;118;46;433;8
2524;5942;4895;807;31;79;2168;2799
2525;5131;30702;2532;1645;68;fail;107
2526;117;5153;3880;301;11;1287;127
2527;241;10558;1215;2687;1616;9144;66
2528;2252;96;30;26;1194;1704;843
2529;61;3111;625;3030;101;920;38
2530;131;5897;54;22303;33;3768;106
2531;fail;4400;5668;55;3928;2614;73
2532;1;18;208;9637;3468;4801;1837
2533;92;5393;65;11229;59;45;0
2534;1079;5135;267;584;7588;132;93
2535;fail;9524;1810;6631;151;74;20
2536;5673;5041;1227;41;20;8310;131
2537;17;17461;71;6804;10684;fail;7725
2538;8071;3846;10;8840;8157;2626;463
2539;5976;9184;55;317;78;22;51
2540;150;8469;157;6085;186;7341;211
2541;67;1370;28;8618;7192;20;468
2542;6678;22100;2262;2763;6203;48;832
2543;10118;21492;69;172;1155;688;2882
2544;fail;29379;2388;97;7479;4856;2800
2545;197;31661;2609;1243;99;6901;4
2546;169;3301;1850;38;155;4029;26
2547;1109;1084;139;315;2364;41;2556
2548;100;2720;4628;33;11489;2222;73
2549;1850;80;30;3031;fail;32;2399
2550;1552;1560;2614;5580;1897;3526;39
2551;43;2945;180;54;2553;4329;39
2552;926;8694;11;1140;3870;362;41
2553;246;2210;4886;2229;47;6397;23
2554;fail;168;3;14280;112;1902;8491
2555;136;6525;2657;140;733;3266;22
2556;1858;206;56;14;77;883;924
2557;45;13537;52;449;56;40;4290
2558;fail;4575;679;254;2583;63;72
2559;3837;100;20;33801;16;104;4488
2560;937;32561;73;617;2214;4460;3410
2561;16;3819;860;403;315;43;82
2562;119;809;27;6338;21;79;2340
2563;fail;6688;1313;2;116;262;1186
2564;fail;4203;63;1241;283;1;3808
2565;7434;143;4;26;23;8708;1784
2566;1120;11654;6597;21230;8544;105;3438
2567;49;10356;1442;617;104;60;fail
2568;106;17683;33;6472;73;33;57
2569;7714;234;3219;4211;5347;6209;33
2570;9504;2941;23;16165;11089;40;93
2571;54;25950;4813;23063;85;1311;6437
2572;6411;35;38;4882;3786;1113;112
2573;9182;30;2552;134;701;8175;4329
2574;fail;7764;92;1308;93;1560;73
2575;93;24405;88;8362;193;2365;3973
2576;8675;129;3909;8124;4287;112;54
2577;4286;10316;68;1987;3;163;5382
2578;fail;1884;2221;5565;132;66;505
2579;2669;4834;1321;29;5652;6414;1839
2580;fail;36932;872;5030;1102;375;35
2581;48;13402;1170;1629;2662;2223;35
2582;4825;20407;153;107;47;1430;110
2583;3651;159;2989;2149;50;2743;289
2584;2346;41;38;3729;3859;100;7263
2585;18;106;361;2456;2184;97;72
2586;855;4036;607;16737;3308;42;37
2587;fail;10116;97;7946;11743;5960;2492
2588;fail;11853;9615;1804;244;164;142
2589;30;26778;267;4636;7;144;900
2590;2679;4253;7507;4375;90;57;359
2591;fail;5095;9094;21;fail;1904;1789
2592;1638;2075;3406;162;79;674;7175
2593;2756;27468;46;528;71;56;78
2594;83;3;5408;10400;109;138;2981
2595;fail;18848;9;104;5304;79;13
2596;249;6118;172;41;3279;6251;8411
2597;3974;fail;1412;2887;4823;19;104
2598;5558;126;3;5938;149;35;161
2599;102;1024;56;537;111;38;5
2600;116;1154;5066;4695;3432;77;8099
2601;1754;30;24;1330;37;10;70
2602;1497;9581;1029;1154;104;5690;23
2603;91;2223;90;6912;10843;3685;46
2604;3051;2739;8;14648;4226;fail;949
2605;35;14703;3197;2613;2209;9722;6
2606;5419;20907;4314;810;207;459;2036
2607;37;20668;90;469;10102;3035;53
2608;52;7252;1248;1094;9907;6625;1818
2609;fail;43;81;20392;29;7768;1532
2610;94;10356;25;9102;4772;76;51
2611;4972;2207;6;399;1129;17;122
2612;100;65;449;117;48;7913;6258
2613;450;6729;118;7260;6534;32;49
2614;1819;2096;17;48;1589;0;4099
2615;4809;3403;26;1010;2025;63;43
2616;115;4027;60;36;56;3667;775
2617;7033;107;19;4703;8705;2832;17
2618;183;2140;259;1753;1175;7;120
2619;94;2260;27;25;1431;48;4664
2620;118;1151;186;11;46;2241;13
2621;2098;1439;14;813;62;54;2286
2622;843;11782;120;67;95;1829;17
2623;51;8823;60;13;25;1055;1350
2624;fail;19;4216;4210;53;2061;1330
2625;47;1029;2;2582;58;3462;20
2626;1065;5141;25;1276;7046;2186;1
2627;136;13558;1634;48;4208;121;74
2628;1;1198;4;3525;3197;3376;31
2629;18;4085;2581;259;95;5898;1713
2630;10914;13761;2745;2984;208;7026;2782
2631;6256;19443;67;7;139;1381;84
2632;122;1219;12;4443;32;72;505
2633;8995;1319;30;82;44;17;1695
2634;fail;5906;5034;165;146;90;55
2635;118;143;3682;11707;fail;4992;146
2636;fail;1972;314;982;8669;114;955
2637;1100;6523;180;52;418;2860;37
2638;808;8077;522;3752;5841;74;69
2639;fail;157;2231;28;14;26;4299
2640;fail;14725;246;2098;fail;32;345
2641;fail;7306;32;27;6255;5723;157
2642;6784;16;1731;4275;732;3557;11416
2643;132;1002;53;4612;1;51;4609
2644;9588;197;11;7727;79;152;217
2645;5;13489;2007;117;51;32;6
2646;47;26875;91;18;81;8090;1680
2647;20;764;1309;10251;6878;109;122
2648;26;4120;25;2557;3839;547;586
2649;2979;2995;143;53;1493;12;2789
2650;30;4589;76;47;364;2729;767
2651;4222;37092;48;138;2765;9;23
2652;134;67;2551;153;2231;71;6246
2653;120;4548;711;5416;5;3119;3121
2654;14;63;49;11815;7166;97;97
2655;183;33;451;4163;11750;72;53
2656;663;27257;683;1503;4189;513;1918
2657;3766;13881;1579;5954;141;8622;1866
2658;fail;13062;1161;629;3297;5251;3492
2659;8594;14546;2034;11384;123;3461;44
2660;92;7622;5275;1416;2;1935;132
2661;115;30407;3932;4229;1967;2005;53
2662;fail;10;40;47;1143;2095;3780
2663;84;17228;3909;7170;8820;34;6647
2664;23;6;2674;9588;164;2408;109
2665;32;90;57;7471;115;54;6079
2666;48;11;4696;4995;3;6003;2208
2667;96;96;18;65;4583;5049;30
2668;115;23;7632;95;146;6128;93
2669;5487;17164;56;3431;1633;7474;144
2670;1615;17654;4601;6699;79;1706;1091
2671;15;867;216;65;7155;2557;141
2672;87;5377;16;2084;102;31;2419
2673;4178;10;1747;13;3;59;8
2674;104;369;5967;9767;3388;7;60
2675;106;10493;80;3378;139;6662;105
2676;104;4709;1012;3972;914;3152;133
2677;34;6815;180;17633;29;168;212
2678;52;14125;6634;16907;4017;6685;46
2679;34;10293;36;47;80;187;81
2680;1;26453;105;1000;1984;125;31
2681;99;516;57;14;169;561;1
2682;190;18425;2462;6065;48;1198;194
2683;49;37263;49;1493;1035;1661;29
2684;50;79;60;1352;121;62;55
2685;fail;16;38;14879;93;2238;53
2686;49;9245;64;347;35;5515;2738
2687;146;7399;83;4403;132;8;76
2688;174;151;5161;7895;88;23;81
2689;117;7366;988;2745;61;33;2651
2690;74;12123;438;3664;94;4156;95
2691;8626;999;55;3527;7116;100;14
2692;32;3590;826;496;8160;138;3007
2693;182;9884;49;2605;4639;6127;1671
2694;6782;2130;566;82;3881;54;47
2695;2548;26974;2390;8702;109;126;4172
2696;159;74;2292;28;64;8;57
2697;11571;4345;3370;20193;84;75;60
2698;7293;14982;2925;13838;220;83;905
2699;fail;5234;32;10020;9079;53;2253
2700;7251;19555;18;2648;2975;131;93
2701;155;19002;1862;667;14;18;99
2702;77;13286;4086;7;4050;2093;136
2703;6608;4783;70;7748;26;62;30
2704;12;40652;2;7857;139;97;3168
2705;5305;2094;24;9164;9213;1857;0
2706;84;1858;4518;6297;5759;3126;18
2707;5640;5659;1094;11422;1298;7286;3
2708;4705;2538;2;33;69;1387;46
2709;420;96;47;2293;101;8;154
2710;3357;127;112;19013;184;145;2862
2711;748;129;15;4340;257;81;611
2712;153;78;17;12992;75;14;294
2713;3;5954;4007;1143;63;3855;120
2714;fail;1930;209;114;10768;3875;157
2715;94;258;1756;24904;153;3025;2119
2716;1212;39;fail;18092;4848;2391;82
2717;133;1398;73;742;fail;236;5811
2718;94;23788;829;168;22;9;7
2719;fail;32304;38;23025;27;23;163
2720;2715;2197;36;687;185;102;1936
2721;135;59;4521;44;3235;3465;100
2722;5519;26144;1191;2165;440;17;1169
2723;7287;13478;51;3912;144;3343;85
2724;300;4458;15;67;441;0;3124
2725;147;279;4360;40;5;25;134
2726;112;6783;895;20049;1271;2498;46
2727;154;32;2438;5648;24;105;94
2728;fail;3702;3962;7082;fail;103;38
2729;113;6;1486;1199;128;2943;98
2730;38;369;3492;8984;1227;6467;1080
2731;122;1422;2190;6;5167;4388;103
2732;1;4876;96;10689;59;135;26
2733;26;61841;5;2123;2770;43;63
2734;97;9244;1320;2576;913;210;8348
2735;7;5128;7959;15;2205;91;8180
2736;251;6502;31;2860;104;20;73
2737;48;119;32;182;95;24;2318
2738;fail;4113;23;110;2737;248;1279
2739;10;111;99;2343;12;47;21
2740;248;22416;42;8781;167;7902;1200
2741;105;533;3521;266;134;2600;90
2742;2512;3479;81;4415;155;5746;4647
2743;209;57;7931;1016;2654;15;129
2744;48;2326;13;8592;10135;15;46
2745;8910;149;30;4162;207;1218;165
2746;96;54;17;3686;58;195;1142
2747;fail;7518;3250;7813;7093;536;138
2748;fail;7021;2951;3460;81;3756;20
2749;122;6707;2749;708;22;22;51
2750;7238;10803;2194;1318;15;34;6
2751;8;1484;5322;6830;51;2810;498
2752;10082;3482;61;4804;30;1956;39
2753;115;1619;520;56;2524;1506;1423
2754;9293;12151;41;10044;10;94;422
2755;726;37;710;955;27;4708;91
2756;6389;71;84;16217;3273;4291;40
2757;111;10278;9;1886;7834;165;5022
2758;fail;76;7028;2928;2550;309;9
2759;6876;4659;294;1825;180;17;86
2760;417;14314;72;5404;3392;7029;45
2761;181;33;600;1249;44;16;8796
2762;53;7889;64;17646;120;5999;3
2763;2401;43;84;8231;767;28;71
2764;167;319;3910;66;61;7331;4192
2765;245;1357;fail;357;35;960;850
2766;15;2630;2206;2491;7951;3387;7
2767;10732;19799;121;4088;60;522;789
2768;41;6360;77;553;76;174;548
2769;52;52;2301;3539;109;10538;3
2770;118;40910;4505;915;8168;2818;19
2771;19;19;5401;50;152;8;2301
2772;5114;24;4291;868;86;107;147
2773;20;2786;5914;1123;677;1896;829
2774;1081;8463;20;20827;168;7513;23
2775;6180;145;1160;602;1806;54;54
2776;4100;43;1565;7705;4558;804;27
2777;3098;6013;6;51;76;60;112
2778;28;7608;67;4136;fail;25;116
2779;2163;118;1187;1721;5809;6137;1130
2780;148;9;103;1581;10938;41;109
2781;47;6265;14;1824;3907;381;70
2782;7934;1864;1954;11249;124;69;582
2783;225;4511;5635;115;fail;6242;61
2784;2173;19;2753;9370;22;9;1527
2785;53;3179;0;15523;21;7517;313
2786;39;8831;35;3152;2083;49;21
2787;11709;1040;5811;34;18;37;73
2788;fail;88;72;8756;156;7877;40
2789;100;18678;3356;3693;9406;95;89
2790;1553;20;27;253;7077;20;4345
2791;fail;12991;178;7770;166;103;86
2792;5109;79;1502;1929;8546;24;41
2793;7591;55;44;17553;3859;859;737
2794;fail;5540;104;2532;60;169;1289
2795;109;83;2709;610;63;7830;17
2796;8456;3768;8123;123;9365;38;4
2797;126;659;4094;15173;5943;61;2804
2798;10166;fail;6660;35209;1937;761;57
2799;1870;34;90;10157;130;5424;74
2800;9814;16596;91;676;53;19;50
2801;5454;114;1100;4212;87;57;638
2802;68;5164;3848;28158;23;29;2937
2803;194;28614;49;3433;5327;50;79
2804;11170;2826;26;27;215;2936;10440
2805;fail;14439;156;1503;fail;7065;110
2806;68;11771;66;38;68;11;7567
2807;225;8157;3458;40;34;181;147
2808;239;4486;23;11;2021;119;22
2809;69;79;71;2;26;222;fail
2810;379;7154;12;543;164;545;20
2811;3731;6349;599;3154;444;2461;29
2812;47;28783;3240;930;34;1845;3325
2813;182;1239;365;8828;3370;878;70
2814;6365;3743;63;60;1897;57;42
2815;4043;1429;78;177;1147;5170;6765
2816;8;2354;7;4346;124;2125;4740
2817;701;127;9189;6979;59;7844;133
2818;8;84;2519;18088;1125;3608;1381
2819;80;105;83;102;86;180;24
2820;1209;100;560;3300;10433;2231;159
2821;303;8747;34;2414;fail;6;180
2822;81;71;709;112;118;194;412
2823;6434;13882;31;6876;80;84;4053
2824;63;3174;18;62;7;33;8220
2825;fail;23672;4443;953;5;1833;3
2826;2191;3788;7869;1378;176;1634;19
2827;1832;6052;6187;1692;22;3725;145
2828;9259;1743;6;855;7;141;5276
2829;3992;8147;77;11075;78;fail;2354
2830;158;1935;328;6026;9318;4607;2750
2831;47;22636;4500;2544;411;5040;83
2832;65;7;1019;4439;2969;74;115
2833;46;1856;440;487;1699;158;65
2834;84;4463;109;4322;4534;77;7
2835;2635;22862;2362;83;128;2220;199
2836;8405;1746;0;481;11792;5003;10012
2837;2066;12189;3;8342;8140;2534;4914
2838;507;83;4782;7741;15;134;4278
2839;324;230;20;12124;1711;264;204
2840;102;1203;2064;2643;fail;8412;3263
2841;2380;151;39;3049;50;781;20
2842;138;fail;175;61;261;3112;83
2843;14;19570;6;4801;2319;5370;1110
2844;20;6217;7528;2380;11;87;20
2845;13;10720;5729;8161;150;20;1268
2846;11198;14;6676;3529;2058;111;22
2847;fail;12639;478;1023;48;916;24
2848;393;13660;60;141;25;40;1967
2849;9745;45;15;649;213;337;5
2850;62;22;3328;9231;126;81;29
2851;3891;8449;968;3561;2436;1169;1098
2852;6159;7357;4;1754;167;5165;86
2853;12;6863;37;66;128;2244;2016
2854;4777;15305;48;69;9379;143;105
2855;2717;218;77;2443;48;2341;10
2856;6341;1339;1195;13074;9;6736;90
2857;140;2490;25;17;200;6207;1893
2858;23;1668;22;989;75;416;8385
2859;fail;684;207;1566;178;2807;4356
2860;99;11825;48;3408;172;2535;52
2861;3547;44789;61;77;182;28;fail
2862;6343;11291;47;7169;13;122;49
2863;134;18079;60;15090;103;146;79
2864;fail;6276;3;155;4078;5636;408
2865;29;14837;10;12901;21;34;464
2866;19;19972;62;33886;580;179;33
2867;108;32010;2515;3549;194;1336;1997
2868;56;17068;76;3094;1924;471;33
2869;44;4647;49;130;5965;160;1852
2870;6374;853;3229;117;91;751;14
2871;5681;7700;22;404;6118;8702;1142
2872;139;8667;47;4294;383;3146;14
2873;147;8741;39;44;124;4269;28
2874;33;4233;4419;55;183;1824;111
2875;8253;1517;74;2;2458;2833;1935
2876;8210;3469;30;25;3751;698;4475
2877;183;41602;8177;4966;37;69;98
2878;132;5275;1802;873;10;169;81
2879;82;58;25;6;101;3589;5743
2880;4890;3500;1035;127;38;1259;9342
2881;515;13981;2516;12414;2163;46;6966
2882;1945;77;679;28;1990;6;4091
2883;11422;15729;45;2546;2932;2870;129
2884;fail;1072;2110;705;4825;17;14
2885;6881;49;821;7705;43;2631;2759
2886;4819;7062;3231;741;204;68;1144
2887;fail;1529;663;1412;12427;fail;0
2888;9;21561;2976;1506;6491;1949;7955
2889;0;51;17;9286;fail;2634;83
2890;31;6847;130;26;109;2398;4184
2891;10175;5824;44;0;74;1853;12
2892;61;1224;6664;6480;9;3866;6986
2893;7;5;2585;5206;161;57;4650
2894;44;1868;3721;154;13;332;4923
2895;1930;12868;8;33622;445;5943;2049
2896;37;799;8;5552;83;6740;21
2897;19;43;93;22614;49;154;9
2898;75;109;19;2922;1776;119;7098
2899;144;2896;770;0;86;6204;3208
2900;9554;13877;779;87;56;96;50
2901;264;1187;67;2391;5579;73;10
2902;60;9201;11;10;6658;180;133
2903;8416;20426;96;3125;116;79;1549
2904;fail;2033;9405;64;3;30;59
2905;113;5787;3346;11986;209;18;10004
2906;6603;15195;15;11320;45;49;5659
2907;3787;22904;29;5504;107;44;5
2908;1102;24838;440;46;145;1143;79
2909;fail;22210;1559;440;33;131;7
2910;96;29964;63;792;53;72;19
2911;79;2957;74;11673;5716;6432;2687
2912;53;7205;9868;7885;53;60;61
2913;192;5324;4895;20104;57;373;341
2914;11;8993;1580;3900;2150;44;3738
2915;11;1263;12;13415;670;40;161
2916;3407;68318;68;637;206;34;3958
2917;fail;2558;6650;2504;4398;142;5675
2918;7998;5759;39;715;205;134;53
2919;fail;5036;122;21877;2738;15;38
2920;95;2995;6185;4411;105;167;43
2921;1863;113;32;31;1704;71;24
2922;85;10233;13;3696;68;74;1079
2923;759;84;73;4062;5933;123;174
2924;7597;7212;32;28605;847;4237;482
2925;171;4166;3619;8623;24;11;19
2926;6;2008;386;10320;6854;36;1087
2927;fail;8171;1419;342;5194;41;56
2928;46;1261;4166;72;98;26;45
2929;3981;2943;2371;3063;34;9405;95
2930;106;16;1146;4505;6299;39;2925
2931;7517;20379;5039;74;1810;20;5132
2932;7220;5101;133;3551;54;31;34
2933;fail;100;65;7434;44;16;1850
2934;60;4135;4110;8010;8756;4466;98
2935;135;12;150;155;9070;59;991
2936;1348;3794;5649;9050;2319;61;6479
2937;fail;8233;86;78;3795;36;137
2938;131;1247;863;345;4264;56;4813
2939;3059;22762;1181;166;19;18;64
2940;38;4130;8968;733;20;94;8191
2941;145;0;115;12567;4369;8337;140
2942;3038;1968;579;2676;31;9213;3208
2943;47;27736;5692;96;6810;93;1496
2944;141;11502;48;2114;5041;1084;139
2945;24;4087;26;1786;3156;1310;7602
2946;113;1565;598;15;13;576;26
2947;43;35;2778;1472;244;3454;233
2948;7;51;86;470;3053;86;51
2949;52;5756;40;7207;155;2671;2471
2950;1589;1230;120;1222;124;119;105
2951;455;1844;442;2797;243;39;12
2952;14;31221;2043;1773;86;46;25
2953;115;320;2344;11;1733;0;3891
2954;fail;63;329;3021;92;91;66
2955;3871;5698;5;3;143;5;fail
2956;77;2406;127;45;989;10436;17
2957;10976;6901;544;900;1642;1788;1062
2958;27;389;30;12036;4115;24;1766
2959;3572;16190;502;515;25;7;42
2960;fail;8730;36;3390;984;6843;32
2961;56;68;4485;1756;98;25;5712
2962;5938;9129;2709;131;3667;10;3269
2963;fail;5767;1785;1154;12961;3979;35
2964;fail;134;2647;262;36;152;77
2965;167;33;318;3508;147;23;4604
2966;fail;1277;8;7280;5459;2572;23
2967;722;13317;29;1524;fail;46;481
2968;30;330;3118;5795;32;13;59
2969;8089;50;4230;3085;438;2029;43
2970;fail;82;72;11316;60;4;47
2971;124;55;51;5588;253;2066;85
2972;6019;18377;75;960;2635;7079;64
2973;208;13916;5703;15891;205;6;6648
2974;71;86;72;128;423;3863;69
2975;fail;4088;38;10802;152;193;1928
2976;42;14714;49;1792;8334;61;2804
2977;120;2739;40;22851;18;9415;2972
2978;fail;6698;45;23721;93;22;8969
2979;fail;7045;967;552;63;862;1117
2980;48;26916;46;10;2083;146;1609
2981;248;9371;45;2255;2108;2196;64
2982;10358;21048;1988;15300;91;177;49
2983;117;1339;23;71;520;29;2386
2984;9348;10525;127;6796;83;3068;84
2985;6453;8351;69;1883;1433;3584;2403
2986;203;5548;614;3334;98;69;228
2987;28;365;126;32;52;50;137
2988;3262;4427;1206;16005;11652;5149;1
2989;196;91;2905;26;5492;64;123
2990;61;2413;160;25610;138;74;116
2991;4035;15992;17;1529;87;5;1949
2992;854;17826;4;5465;28;4311;17
2993;fail;12066;1236;52;51;4465;253
2994;133;9115;64;4272;187;110;1899
2995;4156;1363;13;420;172;160;7846
2996;5486;8876;1243;10766;151;101;3798
2997;15;787;3478;798;17;99;0
2998;136;6517;66;63;1607;138;2234
2999;118;1546;10;932;10;4908;68
3000;622;25;17;1632;fail;47;15
3001;39;2146;4396;2619;4453;380;1271
3002;210;4198;2527;26645;118;28;7267
3003;487;900;20;1851;4881;8783;4879
3004;2554;10795;6;13661;76;122;2327
3005;128;3848;5259;11;49;7837;27
3006;41;1614;1377;9454;16;100;127
3007;86;4089;422;44136;11067;0;176
3008;19;8153;2085;7750;112;7457;524
3009;4568;325;5945;7099;43;86;8133
3010;9;42;26;161;119;6666;256
3011;32;4641;85;8344;2816;2376;118
3012;0;19083;96;6836;22;11545;5196
3013;fail;206;fail;4460;5079;229;65
3014;84;38;142;3196;42;7;51
3015;fail;7955;75;821;41;70;10638
3016;75;61;370;20102;89;9;6524
3017;22;7684;972;48;26;105;1708
3018;2142;47;6787;10242;923;30;494
3019;fail;251;1876;15699;6207;7848;74
3020;8091;360;26;5077;840;1459;241
3021;171;3696;53;2974;134;6545;11
3022;168;6880;1017;2543;64;4575;138
3023;619;4231;91;180;167;8047;4108
3024;0;12618;84;24846;2748;5363;125
3025;135;27424;475;3150;57;1162;82
3026;3;1243;7;6888;26;3098;5062
3027;33;2509;1671;2574;8003;1701;92
3028;fail;18131;92;3077;3601;169;72
3029;4226;10502;99;16733;90;78;4332
3030;224;16891;1990;692;7808;7945;83
3031;4825;22725;1036;47;5552;3215;2232
3032;5336;99;47;5716;56;2257;3423
3033;7951;72;1267;14011;71;85;9
3034;7714;104;63;58;91;2410;1341
3035;676;50;75;8679;9332;8480;98
3036;39;20895;122;484;211;66;2966
3037;1276;8;34;37;5606;1737;1479
3038;7980;233;1;21593;3051;98;6524
3039;1330;2930;4718;36;160;70;542
3040;15;82;69;79;105;22;3200
3041;45;2834;49;23;3122;4740;253
3042;55;30515;4963;9214;5138;94;2373
3043;6368;1729;81;4097;156;37;80
3044;1052;23;4508;28;181;23;32
3045;20;40;2340;2135;2500;240;5849
3046;1047;34;887;795;9416;1571;50
3047;fail;11834;3836;107;11018;5066;2389
3048;fail;10512;312;98;5360;115;9677
3049;2866;11;56;11304;43;3679;6342
3050;2632;5611;845;586;166;112;1190
3051;14;4554;0;808;12;74;1627
3052;4;386;62;726;14;3436;570
3053;2219;5;4957;29;7592;60;2316
3054;68;18741;1854;1394;167;269;5812
3055;19;17869;2203;9556;64;40;920
3056;53;19767;28;11;127;73;36
3057;74;562;24;9485;3102;108;19
3058;1225;22643;46;16;7816;2718;3272
3059;65;3543;734;10443;218;9560;1681
3060;fail;145;32;4486;209;49;3071
3061;35;9246;446;52;12;60;28
3062;5;2577;959;390;45;3318;1670
3063;455;616;7;3758;6852;1616;2336
3064;1372;100;2493;7626;8202;21;90
3065;227;8226;1880;490;55;fail;19
3066;73;65;1154;10880;0;4049;5335
3067;4;118;67;108;4532;2155;99
3068;85;20929;52;15025;329;106;5
3069;19;438;166;8;5795;65;6
3070;fail;939;59;8989;145;32;6
3071;124;282;61;6904;128;701;2907
3072;2601;56;42;94;31;2;43
3073;8;7536;53;110;118;928;1241
3074;116;39735;2051;51;36;102;4234
3075;40;4427;1983;4020;8678;573;5870
3076;3841;6775;12;68;718;4096;4739
3077;fail;394;8;7163;3964;90;5039
3078;508;8610;52;4042;1575;31;2072
3079;13;240;5687;12373;7105;829;4250
3080;2837;7499;87;4369;158;27;63
3081;21;11153;7334;2590;120;3297;528
3082;6;5073;2364;85;128;2586;127
3083;104;6946;60;7340;5755;7907;514
3084;5206;956;162;28488;187;4602;41
3085;27;880;42;2963;144;248;109
3086;39;44;3014;75;132;84;3399
3087;4126;6844;4963;2213;174;75;2065
3088;2402;399;20;5228;211;23;61
3089;139;13508;45;52;4908;57;5158
3090;fail;8632;65;35;74;1679;4626
3091;5256;38036;860;16634;2744;2222;194
3092;42;13768;23;6871;35;7148;4111
3093;70;16141;669;8;15;33;7480
3094;10742;303;43;59;75;2702;680
3095;10411;77;66;10357;1397;0;76
3096;146;144;448;13592;9722;3583;4134
3097;44;39;2932;455;8251;10079;48
3098;54;13808;56;17;46;8852;50
3099;18;13690;96;2318;317;11545;38
3100;6480;3090;12;1000;0;83;5
3101;1025;11143;25;19381;29;21;145
3102;35;21081;6017;118;6171;23;1554
3103;46;129;11;2619;25;2953;1889
3104;5;1829;36;10414;90;29;1627
3105;1940;27772;1486;4331;3339;12;641
3106;6273;896;35;55;52;138;31
3107;2166;24;2775;4197;48;18;4465
3108;3147;11168;3859;2307;2971;11;2435
3109;10590;5508;20;532;89;564;278
3110;642;9;86;77;197;211;9
3111;4670;15080;22;26;39;62;957
3112;9419;8827;1796;1361;134;6643;103
3113;7942;18350;11;5513;36;11407;75
3114;58;12;4;43;1248;147;4548
3115;204;59;51;1549;43;33;6951
3116;156;224;91;134;319;2670;2269
3117;98;2614;58;8828;113;11;32
3118;132;103;52;9450;85;5256;23
3119;4072;201;122;138;96;100;2583
3120;5388;7234;599;3561;30;56;5974
3121;92;12044;53;3911;70;139;16
3122;fail;172;2985;21475;6217;8;124
3123;1605;1483;3897;1333;4451;155;1
3124;43;29632;1371;16905;fail;8383;72
3125;121;14302;2916;20073;4;81;1451
3126;5558;149;7;137;5202;2265;7668
3127;161;6053;2925;140;7936;58;1622
3128;5520;17;731;1251;276;374;1654
3129;257;3606;53;5912;118;4056;9184
3130;3;8803;5127;37;37;9;46
3131;47;705;57;38;6390;55;2883
3132;2113;12571;65;70;3824;4991;162
3133;108;6031;2102;79;8834;134;5398
3134;69;144;3957;151;15;66;4
3135;86;16471;70;2;1155;108;106
3136;99;218;39;61;4521;43;112
3137;149;1066;93;52;3190;179;83
3138;fail;11270;1560;3976;5403;5337;74
3139;11560;1874;9748;12189;11;53;60
3140;1037;6010;699;2;4458;56;5
3141;88;3588;5;10173;133;47;44
3142;7549;6817;2380;10;131;112;2647
3143;7595;1646;1265;669;724;7221;79
3144;13;609;4171;2173;4196;47;28
3145;1058;2131;72;622;1802;207;14
3146;fail;22597;482;7592;1593;59;42
3147;fail;1243;34;43;37;6766;44
3148;4890;149;59;3902;12;22;3893
3149;89;4003;63;389;3;1982;2327
3150;30;13874;9;19;6847;1135;12
3151;12;96;2180;7134;2279;210;26
3152;11253;15491;132;336;5509;33;6628
3153;5580;12351;4583;27;12;240;5
3154;143;124;94;2243;799;62;48
3155;4065;9971;28;54;6159;70;18
3156;2;46;23;21;137;10608;8762
3157;2838;6418;21;13152;87;58;4181
3158;4555;3693;1651;182;33;1;47
3159;20;25010;1977;3296;846;8258;167
3160;fail;2179;7017;11176;14;2828;3292
3161;158;2559;848;25665;114;4046;11
3162;45;16471;1665;1606;434;3004;1066
3163;12;1719;143;12678;1210;81;34
3164;2199;104;984;1233;1465;100;1232
3165;126;3609;69;12958;231;2190;795
3166;fail;31844;4351;32;34;14;60
3167;35;9537;4;5731;18;1331;128
3168;2929;455;21;10650;840;76;2837
3169;3655;94;3392;1429;10239;112;4177
3170;8768;1728;53;1477;133;9023;27
3171;36;1961;53;4899;18;8756;59
3172;5402;3051;1821;1469;7495;4194;8800
3173;430;6100;102;178;0;69;39
