;RLS;EA;pmut3.25
1856;79967;216210;135033
1857;97096;186515;107062
1858;87451;223969;115237
1859;96566;232648;138943
1860;80985;166986;146995
1861;97332;187962;136525
1862;79470;222564;152881
1863;97864;212131;133272
1864;71582;184703;154590
1865;81676;255830;181324
1866;82099;182562;140844
1867;80559;206681;131484
1868;84144;285702;131802
1869;82592;249026;165975
1870;69102;190353;127663
1871;91604;253492;201005
1872;86933;227520;168511
1873;83290;243683;162077
1874;97178;310370;146165
1875;98557;208851;111255
1876;90477;212019;123727
1877;79431;224279;148381
1878;90972;238955;130974
1879;93642;248946;127512
1880;89205;196516;153883
1881;81247;211698;128531
1882;80537;183993;148190
1883;90526;221867;139376
1884;75265;212861;124913
1885;78887;334921;169754
1886;90454;228989;138954
1887;85444;234046;150591
1888;88861;225793;115105
1889;92126;219343;115537
1890;100935;191385;142091
1891;80269;200328;124074
1892;79829;260108;116752
1893;111466;363071;150618
1894;97755;194664;120716
1895;84074;224323;133792
1896;114308;292193;173093
1897;85058;254673;136112
1898;84310;232211;156886
1899;111261;198509;135673
1900;88824;241962;189605
1901;89833;200004;135721
1902;72602;241052;180410
1903;95451;256628;146346
1904;106273;257086;124529
1905;81080;201188;127777
1906;98330;274577;116270
1907;78889;208517;142067
1908;80618;190413;147200
1909;82027;229179;130822
1910;85215;182341;115319
1911;82692;220501;126249
1912;99565;178637;130765
1913;97877;184836;148062
1914;88860;266594;144685
1915;93868;247448;114922
1916;80162;260804;159406
1917;103824;231419;146573
1918;82430;263593;178373
1919;85595;192787;144139
1920;91932;211547;141476
1921;93319;198730;125307
1922;96097;267290;109820
1923;80035;203063;111434
1924;88848;240148;142487
1925;92335;220309;110838
1926;87356;232419;130429
1927;72458;213689;124150
1928;85229;225321;151816
1929;78330;238855;184295
1930;83114;223084;125622
1931;87730;257107;129178
1932;83156;231085;150546
1933;100316;170700;133772
1934;92485;213060;131570
1935;81580;214428;135862
1936;83789;255888;165947
1937;79284;200927;166745
1938;98768;272549;145305
1939;111332;235455;135806
1940;79499;207089;116248
1941;78500;292232;139542
1942;78897;201264;179091
1943;90378;188838;139490
1944;113054;221638;138658
1945;75338;185679;146422
1946;133410;247778;120529
1947;74542;304014;102163
1948;89314;228424;147985
1949;89144;196709;160865
1950;87345;294904;144443
1951;86787;222049;173436
1952;78076;236392;106768
1953;84349;247397;186429
1954;104863;225975;142656
1955;84133;229349;142554
1956;85369;246056;146575
1957;71795;187187;116696
1958;75416;196054;140594
1959;90096;275784;188222
1960;72300;264329;121053
1961;94226;214901;117872
1962;80038;207221;159727
1963;103957;251228;138109
1964;95636;180819;149182
1965;82544;214922;140676
1966;82108;208447;138288
1967;82589;243499;213259
1968;84806;221324;115222
1969;100963;228373;139172
1970;106020;304314;133445
1971;84016;223385;135005
1972;90556;206719;137667
1973;79108;220045;168825
1974;72411;283072;103138
1975;80126;327844;126215
1976;90876;196187;126870
1977;76741;199501;155733
1978;77268;266813;142749
1979;94660;247014;168496
1980;90096;231256;158163
1981;74282;194521;125215
1982;112869;183818;140393
1983;92458;249394;135009
1984;87672;218278;134793
1985;78867;224218;127200
1986;69981;188761;121692
1987;83624;253439;163755
1988;88848;235332;162330
1989;98681;182424;162132
1990;75903;223678;127556
1991;93934;240268;118515
1992;88535;230213;139358
1993;113355;200871;146777
1994;85142;179803;139598
1995;94871;236940;155637
1996;98026;281520;148400
1997;100442;219391;116719
1998;100919;178492;143749
1999;110267;212421;177094
2000;74211;349620;173288
2001;89588;233618;143618
2002;79822;205112;126810
2003;83866;283305;216304
2004;115379;356444;132422
2005;104226;216408;146026
2006;100305;278588;157078
2007;100214;315315;142852
2008;96593;205218;120375
2009;91680;206150;192279
2010;87008;177771;118589
2011;88488;227697;144001
2012;111288;271263;163817
2013;84796;230651;131389
2014;80576;205258;143910
2015;82471;177219;139003
2016;99568;246131;113749
2017;109508;246354;128854
2018;84440;246874;118148
2019;82834;221483;116269
2020;96728;256781;154161
2021;71913;216011;114695
2022;120447;226050;171902
2023;76678;211339;130792
2024;82889;237034;144791
2025;81535;304283;151525
2026;104385;226240;186743
2027;80423;212279;151994
2028;77373;283289;140636
2029;86577;212970;150874
2030;100268;239088;163245
2031;100057;369148;148669
2032;86104;214452;151195
2033;76772;241072;172873
2034;84113;194431;143891
2035;81991;325797;167520
2036;82118;255763;205321
2037;110572;274950;155657
2038;83578;180467;179427
2039;104321;263443;117535
2040;77051;238143;146628
2041;107069;279666;148252
2042;85897;216230;140743
2043;81592;242094;168210
2044;91583;171632;123797
2045;124165;188786;211064
2046;94059;206791;116328
2047;99547;189387;124989
2048;80877;281138;137885
2049;81067;213757;149573
2050;87792;244003;112789
2051;83924;216865;132503
2052;99776;240980;138019
2053;74465;203444;132432
2054;86271;226115;133391
2055;109765;227650;186496
2056;93294;224031;146794
2057;77221;291310;163872
2058;81593;227420;133915
2059;80186;217510;142611
2060;88732;184062;122372
2061;104607;258244;141924
2062;79982;248646;109907
2063;75636;233323;180588
2064;73354;232427;156161
2065;100189;272705;138305
2066;93439;198567;179317
2067;117218;242102;151074
2068;78605;243341;166827
2069;92841;284675;122498
2070;102236;215301;135472
2071;89634;194030;132943
2072;83956;254987;119821
2073;89280;278453;112609
2074;84701;286418;163895
2075;91847;216480;122152
2076;80470;273375;131050
2077;103128;258270;145342
2078;131537;210991;139430
2079;84905;204804;163129
2080;86968;242078;141806
2081;89179;281349;132864
2082;94534;173428;145407
2083;88677;199924;122674
2084;107456;241422;158350
2085;94269;191458;107829
2086;130000;186818;149857
2087;78906;180670;195926
2088;102223;236487;170648
2089;80889;270976;139436
2090;91735;209813;173064
2091;75140;226555;138344
2092;83535;199242;158816
2093;93830;185251;135647
2094;75404;221768;132304
2095;75542;285398;163839
2096;74348;251121;127251
2097;71652;279929;179918
2098;94804;226228;134932
2099;85009;215880;146647
2100;94119;195773;140000
2101;86990;267602;135324
2102;93400;257092;151218
2103;70350;254529;140311
2104;90429;196143;131785
2105;119440;210853;132193
2106;101045;199815;114120
2107;88497;191402;129943
2108;85259;236941;133977
2109;96312;195472;153562
2110;82006;217613;136692
2111;94194;210499;139486
2112;76610;269040;142548
2113;98958;204556;117070
2114;114188;214669;148867
2115;87235;198708;126961
2116;106594;248856;131263
2117;87945;249557;145218
2118;80513;193752;127792
2119;102330;234847;129712
2120;125681;217682;126625
2121;82559;213380;128980
2122;75556;211951;239804
2123;74946;253229;129801
2124;106379;185122;145728
2125;88715;193780;131616
2126;85468;269458;157461
2127;80729;241281;159254
2128;93392;209007;128942
2129;94801;239684;119730
2130;71858;223600;204263
2131;78022;227632;117931
2132;77566;221534;127410
2133;87634;177966;149631
2134;95691;219520;136578
2135;88694;245422;205510
2136;108787;235741;134257
2137;86783;311909;119930
2138;74643;216177;142010
2139;76424;217603;132588
2140;105100;287436;210532
2141;86675;199251;140917
2142;111609;186934;144684
2143;105199;207304;135183
2144;99045;175505;147494
2145;95006;220923;128955
2146;93573;164217;189622
2147;84672;276632;133657
2148;111788;208301;179824
2149;84596;230850;117813
2150;106649;230171;116205
2151;84732;215881;145974
2152;90943;221797;116524
2153;119298;217061;137895
2154;87021;185282;135380
2155;74873;240599;207406
2156;65799;239292;148360
2157;91757;187730;130257
2158;97487;235773;158947
2159;97940;218561;161716
2160;79018;211251;154861
2161;83778;191696;195234
2162;88537;216610;162352
2163;99055;285106;141529
2164;79473;307569;135280
2165;82770;194542;119611
2166;94011;247998;167007
2167;82044;245236;155571
2168;83519;243653;117932
2169;107314;277151;128531
2170;87978;337373;126050
2171;85484;239817;127438
2172;120156;213484;147120
2173;94168;212171;139928
2174;96368;242318;155531
2175;86935;230523;159056
2176;117155;216359;129470
2177;103983;226481;132852
2178;88972;239431;159685
2179;84585;204116;140647
2180;80009;185696;148132
2181;83412;223159;138447
2182;92986;267078;150362
2183;77375;262516;138943
2184;87050;338933;134043
2185;72542;198922;129904
2186;70553;225201;131859
2187;82892;303758;127083
2188;93490;187776;131543
2189;76261;178067;136068
2190;84220;256702;138239
2191;96246;244124;168753
2192;94397;184863;148000
2193;101360;298932;148231
2194;82465;241371;159334
2195;82850;225554;219951
2196;82186;295344;116946
2197;103382;284066;125289
2198;75503;219379;151143
2199;88219;256036;131399
2200;70603;210647;137676
2201;114184;213338;121939
2202;106650;237556;109757
2203;96918;202513;120812
2204;77321;231774;151730
2205;91265;275459;113018
2206;104695;205710;140633
2207;93737;223535;110882
2208;106582;190599;167778
2209;86714;210046;168984
2210;90965;228920;173214
2211;80693;204756;126167
2212;73298;189697;135007
2213;92901;182810;121839
2214;85074;223677;131151
2215;114379;271998;128033
2216;110214;176993;125424
2217;88785;248260;181631
2218;78811;205615;138234
2219;87699;209480;133314
2220;94207;263290;142118
2221;84250;224744;137921
2222;81815;246862;144401
2223;79827;193078;151163
2224;89449;235185;133650
2225;90207;239122;141150
2226;89361;322428;115205
2227;78349;235457;134785
2228;103170;260776;156310
2229;84973;278622;156288
2230;89419;244375;141613
2231;90572;216714;158852
2232;80645;260377;136704
2233;74128;244477;162641
2234;104078;205728;140029
2235;115899;200325;133497
2236;101651;180214;148086
2237;96401;240664;110448
2238;77365;243882;189989
2239;86481;204539;161200
2240;82073;227525;141616
2241;82714;229549;147962
2242;86893;230981;145520
2243;72523;206136;117365
2244;74911;280010;128121
2245;102934;223939;134976
2246;78203;242813;142291
2247;87432;225160;125977
2248;96792;266101;146759
2249;94185;220290;147345
2250;100871;231803;125891
2251;106907;201864;129827
2252;119246;195386;134089
2253;85092;241496;145258
2254;91506;250237;120290
2255;67484;200344;125126
2256;136625;277235;147994
2257;100326;176517;151821
2258;92739;239575;135233
2259;91700;228977;133260
2260;96434;244193;152729
2261;72210;189916;119246
2262;72493;246482;159297
2263;120544;234541;110773
2264;94543;217518;122501
2265;88417;257403;161918
2266;87521;253663;157599
2267;68977;334879;111115
2268;80294;228381;173855
2269;102763;271336;176621
2270;78003;251886;118603
2271;94857;218159;134642
2272;94969;290256;130621
2273;79288;232528;134843
2274;89699;247391;143199
2275;78260;208935;180241
2276;78737;227765;130621
2277;96848;213028;115342
2278;72600;234626;162488
2279;81343;241952;129332
2280;80937;255354;140534
2281;77061;271476;147513
2282;119551;199525;150182
2283;94386;203476;168096
2284;70556;211752;111616
2285;91400;201777;161719
2286;104426;242091;154104
2287;75981;224021;136075
2288;74615;207584;130025
2289;85869;210465;143216
2290;80754;213036;135945
2291;98079;222711;125953
2292;80845;324417;126787
2293;125916;218700;117273
2294;91199;208569;148845
2295;87464;191023;125649
2296;89169;210734;162469
2297;81863;219467;128548
2298;82700;210773;140610
2299;87621;190320;170214
2300;76655;289134;116830
2301;87741;235054;125931
2302;88992;214391;131224
2303;85878;213050;130020
2304;100507;207252;137547
2305;118124;295891;135832
2306;75381;263210;119570
2307;111955;299952;143822
2308;82796;252597;144050
2309;103823;248813;114603
2310;93671;221082;126504
2311;89747;224758;134362
2312;107297;381840;119262
2313;103269;178482;131980
2314;91288;204411;142176
2315;98109;236379;149440
2316;77211;253495;186695
2317;120888;206392;125138
2318;93910;188554;145263
2319;99317;239224;155821
2320;92789;245781;154801
2321;89830;217276;131708
2322;82989;191524;165246
2323;68136;220347;120571
2324;92349;265914;128651
2325;86605;194889;118790
2326;91130;250676;153016
2327;130450;231646;143797
2328;84054;221282;157382
2329;89424;232330;138112
2330;80900;212221;127944
2331;118523;225133;134756
2332;170273;203030;135668
2333;94673;336240;115806
2334;90989;256531;146574
2335;101722;229028;121136
2336;89964;209882;144842
2337;82378;266465;135989
2338;86585;220954;169063
2339;98673;254717;149558
2340;83745;262718;153342
2341;91919;255308;113660
2342;86979;200880;137437
2343;91306;213212;119564
2344;95511;211963;151425
2345;79801;247603;153241
2346;81621;195404;139672
2347;80504;226903;166248
2348;89899;198451;124738
2349;86188;252575;152381
2350;85010;238007;119117
2351;99038;198065;132194
2352;81035;216195;148217
2353;90705;221067;125039
2354;100882;204229;162058
2355;86341;248804;175597
2356;78912;273394;116932
2357;79447;263688;128563
2358;106515;252730;139515
2359;92571;199133;139905
2360;106967;238881;126671
2361;106544;259421;149820
2362;92911;250271;136807
2363;88426;247259;143788
2364;79539;206169;131419
2365;68269;235179;128879
2366;104506;211780;111518
2367;80535;213422;137600
2368;104538;276257;167114
2369;94003;233328;134615
2370;80438;208967;140294
2371;82056;253982;135964
2372;92830;218390;111523
2373;113475;190304;131775
2374;100243;193425;129388
2375;84344;210700;181811
2376;69421;220416;131771
2377;86447;213797;144463
2378;98839;238469;170568
2379;83380;208380;125570
2380;86427;194836;130907
2381;78047;255042;106278
2382;99847;219778;164175
2383;76218;233550;121641
2384;98305;223755;135846
2385;77643;228657;135504
2386;83522;271130;134416
2387;86774;269963;148032
2388;73623;235592;148780
2389;78721;215510;165921
2390;88655;205170;169761
2391;86479;227314;168406
2392;77113;211402;131242
2393;102322;228723;140149
2394;99005;355913;153667
2395;102299;207446;117591
2396;84979;231688;131518
2397;94981;193258;154863
2398;77886;316794;145036
2399;76012;199530;174048
2400;80086;222165;134997
2401;89622;216916;137239
2402;101191;249031;137276
2403;85415;323250;146093
2404;81919;182367;143025
2405;90026;280683;134913
2406;80668;198759;137323
2407;99934;194572;132904
2408;86115;206715;109555
2409;90918;237198;146772
2410;107661;266585;130833
2411;81979;239408;115703
2412;82539;221857;126783
2413;96437;266351;123314
2414;102434;296382;130100
2415;91258;234041;150675
2416;81098;201266;136484
2417;135120;243025;136481
2418;80405;217504;145849
2419;82712;223913;174267
2420;93490;221358;152104
2421;84295;201851;119148
2422;83735;219538;142994
2423;82262;201194;155707
2424;101837;208771;169431
2425;83263;198398;143118
2426;75718;328655;234775
2427;90321;210555;181142
2428;85920;258744;119089
2429;88629;222906;174944
2430;73381;219058;162175
2431;84323;248728;121267
2432;90045;250061;116866
2433;89302;244919;126751
2434;83534;258653;131322
2435;106533;249249;153654
2436;82218;211397;141296
2437;86394;177256;110711
2438;107887;232459;146282
2439;111716;248453;138402
2440;71481;191636;151705
2441;97542;277892;141187
2442;73618;264761;109042
2443;82938;183392;154764
2444;79089;238180;134102
2445;94024;230788;139687
2446;94898;216484;121289
2447;126896;210333;127024
2448;92176;267541;128174
2449;71091;237376;125002
2450;78652;231956;140275
2451;83617;189853;144528
2452;98418;260446;141775
2453;81294;185051;134650
2454;81468;267357;148344
2455;77984;191998;149861
2456;88377;220480;159534
2457;94291;325389;115782
2458;92283;300492;154265
2459;98009;193988;135782
2460;87868;206769;141678
2461;89673;245774;133071
2462;78403;224490;134874
2463;93328;253031;138339
2464;102133;213008;160977
2465;95013;200965;153291
2466;82332;222535;170888
2467;79911;225211;161589
2468;86513;215811;144100
2469;86592;218617;126136
2470;117734;360543;132016
2471;95212;245327;127659
2472;85431;251739;178714
2473;111324;222142;156067
2474;84737;216227;146294
2475;106346;264343;143586
2476;71417;240994;155819
2477;104622;290219;182860
2478;94978;284598;146290
2479;73052;311631;144270
2480;84092;255641;149849
2481;99587;270599;121347
2482;103532;269883;156480
2483;85657;193264;192850
2484;99795;230473;136335
2485;90565;234025;127038
2486;83313;235706;165483
2487;120599;210519;149223
2488;95642;306250;165163
2489;117947;242683;142190
2490;89126;244376;132801
2491;93061;218162;141905
2492;93946;269839;129346
2493;93471;179809;140609
2494;101927;209212;152167
2495;78334;185016;125016
2496;80533;191312;145643
2497;112713;223787;137628
2498;78106;198511;217592
2499;77324;247599;124430
2500;79734;203406;128788
2501;79846;182509;147159
2502;98193;209485;141490
2503;91805;262048;120594
2504;83282;246052;125568
2505;101640;208810;135657
2506;78814;209610;124011
2507;97251;203489;149646
2508;93589;242037;139691
2509;77564;241839;185301
2510;98826;221119;127648
2511;71038;254180;151107
2512;92969;203822;121939
2513;91372;222408;138342
2514;94295;202929;129824
2515;108714;249541;153329
2516;79734;223382;146718
2517;103075;225241;128538
2518;99044;213419;175482
2519;91212;248244;145519
2520;90326;224221;123792
2521;77965;221766;150879
2522;115891;186265;226957
2523;83371;195916;173940
2524;75166;237965;135538
2525;105324;228425;160860
2526;81819;234726;134315
2527;87431;261312;133238
2528;80270;203676;174140
2529;79695;200923;132026
2530;95812;236941;135161
2531;89331;243488;126425
2532;85951;211187;178361
2533;92561;246997;140319
2534;87572;220325;161326
2535;77108;339176;127045
2536;79416;254454;135772
2537;71580;327139;153748
2538;87998;201608;184945
2539;92768;220694;155443
2540;101969;215594;160760
2541;90277;213727;134030
2542;80795;268541;139243
2543;90062;261843;136368
2544;88223;196443;148827
2545;96181;280689;125308
2546;90046;202609;153581
2547;95447;218477;137772
2548;98510;205851;136470
2549;77532;246040;122305
2550;78527;196301;166066
2551;86007;220172;153127
2552;78910;348382;149803
2553;117710;240676;151215
2554;120466;232643;132490
2555;118792;240178;124944
2556;82307;273882;134638
2557;88546;247535;130219
2558;81588;220656;155940
2559;121938;222584;124039
2560;91304;258348;117687
2561;96746;289231;126413
2562;81599;179408;129672
2563;121493;238479;133932
2564;99175;214587;150083
2565;87475;187006;120175
2566;89880;270971;128493
2567;127666;179369;152939
2568;125957;230427;137950
2569;87432;289113;142517
2570;77012;294689;130175
2571;112581;283176;126856
2572;95018;244679;165590
2573;84120;192723;147150
2574;89447;289597;184940
2575;91760;227787;143573
2576;83303;223666;137511
2577;78913;266825;112943
2578;85839;243048;148913
2579;76597;201612;129130
2580;84382;261377;209048
2581;83406;269262;167566
2582;113131;240534;137658
2583;79819;230595;145941
2584;79516;292436;144646
2585;86266;267926;148722
2586;88710;219982;151648
2587;88964;277323;127472
2588;84918;224980;138111
2589;74308;357998;125261
2590;84956;234441;141425
2591;115057;241994;139489
2592;76865;180178;127345
2593;98326;175720;200178
2594;91504;229052;112630
2595;89020;253119;147969
2596;92840;257147;144831
2597;100482;237457;204120
2598;91118;234562;116197
2599;83434;295906;160497
2600;75130;242254;180941
2601;81836;267304;242606
2602;104911;191739;129239
2603;83592;369744;107432
2604;81464;184301;123435
2605;89414;256195;125490
2606;142016;261308;179704
2607;81406;191804;139923
2608;82312;274015;157330
2609;80240;250775;125609
2610;86616;213820;140970
2611;96688;236331;154884
2612;103085;207685;117768
2613;120991;244957;123238
2614;101748;210729;109052
2615;94375;218536;150402
2616;158893;254361;131866
2617;85849;235953;116901
2618;90128;192273;144699
2619;114708;205685;135746
2620;86555;203649;112444
2621;85761;199011;161469
2622;102348;228102;140579
2623;123140;250380;144837
2624;98350;217502;123324
2625;98565;256578;114468
2626;81979;207399;147232
2627;90211;258173;130198
2628;105236;181440;121536
2629;69659;217723;123249
2630;97806;185921;153911
2631;79010;222077;123912
2632;88602;280674;139416
2633;93393;221864;156927
2634;91769;249317;168539
2635;86962;231575;146148
2636;96558;217902;130616
2637;86277;244453;158242
2638;98290;189151;164013
2639;86349;191347;160034
2640;75847;226003;250793
2641;65592;257736;141313
2642;75628;211156;135243
2643;94273;193856;171688
2644;78599;195636;162456
2645;77239;344767;164488
2646;82889;246379;154664
2647;77285;273886;121813
2648;97436;186094;156417
2649;82372;230948;158407
2650;76620;240928;118451
2651;84421;209206;186734
2652;98629;224837;169676
2653;82190;195364;154122
2654;94095;204539;126823
2655;87582;200465;161313
2656;108943;197979;104081
2657;94882;189244;180541
2658;87824;264011;145991
2659;109334;229568;113875
2660;103557;209674;123630
2661;78023;203536;147324
2662;96459;227337;118300
2663;71509;229928;142547
2664;86969;202024;114534
2665;90074;170617;150626
2666;84457;179013;135835
2667;118648;282476;131116
2668;68937;199225;142477
2669;90220;207971;139082
2670;81322;181389;189690
2671;81872;200004;153153
2672;82586;226083;170433
2673;82580;220914;167008
2674;91938;299927;109153
2675;78832;246709;131394
2676;115478;236887;238034
2677;102764;194427;144746
2678;98486;185048;127463
2679;79050;243632;105211
2680;118567;225228;168875
2681;94126;247036;161242
2682;93496;219410;148655
2683;91531;218630;130580
2684;115814;205390;173860
2685;96192;224690;136698
2686;110096;197409;142316
2687;95694;243872;146152
2688;83538;172557;115508
2689;84111;225072;124669
2690;79271;206663;143442
2691;84033;198517;117703
2692;77694;186583;130362
2693;76684;244134;119511
2694;69819;193522;134082
2695;84704;220111;114302
2696;91323;201551;158754
2697;82648;288085;125472
2698;104592;246973;123738
2699;86508;230035;145283
2700;81155;196899;142964
2701;79091;231681;129101
2702;81185;253214;167137
2703;78626;324427;126374
2704;96902;264697;137700
2705;92214;293584;137456
2706;93691;213527;143531
2707;89030;183315;117712
2708;121645;238181;144898
2709;82046;200745;127101
2710;79765;282346;152721
2711;89055;204384;127219
2712;86994;166909;146183
2713;87826;218205;129725
2714;96733;183962;167058
2715;85881;227315;134102
2716;96900;173939;136827
2717;98358;209969;161811
2718;79242;214922;171313
2719;78487;211675;173731
2720;80488;243091;167565
2721;78543;236750;206681
2722;115572;241307;165618
2723;112922;232200;145756
2724;89493;201830;128296
2725;93802;269834;133736
2726;69924;217690;140741
2727;95266;192483;122935
2728;117560;217390;160646
2729;86939;177073;121681
2730;124438;255808;133960
2731;96906;213188;169240
2732;102198;257607;163043
2733;87180;239455;154447
2734;75759;203730;139947
2735;78179;245353;162613
2736;107947;211332;120785
2737;97591;202843;115584
2738;94725;229455;119992
2739;130074;283699;116154
2740;110551;178980;131552
2741;95903;232730;121654
2742;87285;237023;130330
2743;81914;198036;143956
2744;91268;216511;113743
2745;80752;211637;125797
2746;83899;207548;138140
2747;77062;219181;166923
2748;92788;203356;162607
2749;85482;199371;133322
2750;85580;221817;128516
2751;110076;204090;150111
2752;81622;210117;122935
2753;81333;200292;155508
2754;100571;221027;118054
2755;84619;208915;157084
2756;92100;226801;148681
2757;89073;214494;172479
2758;100124;198955;126997
2759;85185;199275;224032
2760;89909;163575;126667
2761;106598;252368;153008
2762;92979;186515;123730
2763;110433;347794;133965
2764;80244;284563;138991
2765;78630;260093;131390
2766;90541;237859;125625
2767;96869;224099;132400
2768;83876;222145;160111
2769;85007;233647;116736
2770;88776;250603;192359
2771;96762;308699;166724
2772;85050;205248;163849
2773;106459;224719;146519
2774;84342;203560;122546
2775;105317;259548;143606
2776;113497;259255;119890
2777;90934;205928;128825
2778;77860;242959;116313
2779;81118;225393;130077
2780;93324;213828;117582
2781;93178;262789;128595
2782;164888;209370;127225
2783;84269;224806;120723
2784;110608;247862;212570
2785;82985;227240;133283
2786;97153;231166;140449
2787;95508;245980;147488
2788;113141;194111;133061
2789;82083;210524;183994
2790;85214;268931;141369
2791;96071;265767;146499
2792;95904;215739;137996
2793;85353;218637;129727
2794;88679;317566;136047
2795;84936;191747;148031
2796;96062;307442;141459
2797;106546;284034;151518
2798;79244;221539;156148
2799;73254;236879;136460
2800;90181;216436;167075
2801;77050;279130;153693
2802;86358;178173;133019
2803;89617;255169;117172
2804;96575;275073;167687
2805;100154;229008;130105
2806;96983;273077;142857
2807;92128;220492;151041
2808;79962;202052;146481
2809;88293;240058;119256
2810;79007;216837;112095
2811;85286;256840;155320
2812;77332;197962;149914
2813;83253;177838;132311
2814;77088;221815;117194
2815;74421;208880;160212
2816;100466;277679;178105
2817;70464;210326;120344
2818;107989;213071;126392
2819;90533;199574;160272
2820;80545;203500;152599
2821;82074;274921;186959
2822;88293;304273;143832
2823;76192;253657;166486
2824;76298;254181;149548
2825;86185;212548;141033
2826;78596;193463;147917
2827;82156;226947;144980
2828;89526;207215;163489
2829;98919;223343;124572
2830;86174;202681;128600
2831;96039;261878;124827
2832;84698;226356;185193
2833;99610;204138;129206
2834;102440;198213;135212
2835;81729;197392;149093
2836;77340;229528;144393
2837;102371;251845;136048
2838;94440;298316;161123
2839;94280;232285;187773
2840;86988;265136;193994
2841;86016;193906;144456
2842;100360;191539;108073
2843;78956;279615;140344
2844;88868;277579;150744
2845;91740;249677;132179
2846;97480;198841;117259
2847;128397;170758;123590
2848;81095;232988;158167
2849;84234;291879;150842
2850;75673;208755;157403
2851;83511;196808;125072
2852;112578;265602;112654
2853;80601;195918;133163
2854;95161;237259;165086
2855;82268;266287;127496
2856;76974;221180;181366
2857;88860;239049;133670
2858;83839;288841;121105
2859;94104;233236;129589
2860;92134;203934;140301
2861;78507;212893;154881
2862;106259;315253;119881
2863;85510;197266;169779
2864;94383;297989;178191
2865;108190;230493;121444
2866;92350;187178;150404
2867;69899;229743;135675
2868;81638;234730;121030
2869;87826;314530;157896
2870;98792;242379;125785
2871;83979;204309;154764
2872;81481;228041;180410
2873;92823;238881;124460
2874;98167;196425;129474
2875;89797;245584;145270
2876;123131;225036;148176
2877;76375;218304;146550
2878;97713;315197;124179
2879;109416;238645;142944
2880;83849;215909;136436
2881;109679;205261;180242
2882;111394;294748;150252
2883;117563;236997;119624
2884;80934;218253;106737
2885;87020;168713;131044
2886;77984;238661;144291
2887;101270;227606;139455
2888;79881;198301;146720
2889;77272;260800;150196
2890;99773;241456;143619
2891;72053;179337;156240
2892;90060;233610;170459
2893;95921;232001;202099
2894;94004;206932;190327
2895;92324;271041;168169
2896;100459;220321;123435
2897;90918;244481;121696
2898;83953;205416;123222
2899;79553;221816;144191
2900;77300;214929;146130
2901;73755;395911;157343
2902;77670;194986;188032
2903;87061;223471;165904
2904;98656;208222;125862
2905;93164;176003;118513
2906;82678;221940;195233
2907;83293;254302;143180
2908;83036;290690;147852
2909;76267;256826;149717
2910;87122;254281;130067
2911;90264;237462;133049
2912;107806;209262;131467
2913;95844;201162;111327
2914;73253;193800;144759
2915;120595;220709;121660
2916;82630;219929;143894
2917;81665;261870;140376
2918;72796;238582;129419
2919;83721;221824;121941
2920;81469;228276;147292
2921;90516;208357;192827
2922;93271;248319;139130
2923;74601;184076;123230
2924;76315;210076;195311
2925;117189;244585;152185
2926;74660;210190;171555
2927;79182;268178;145427
2928;77800;252442;193350
2929;88812;240335;133934
2930;91647;188236;138349
2931;89130;263418;149950
2932;71815;208008;169787
2933;91512;218343;130709
2934;88128;248153;167588
2935;97931;238756;135624
2936;88730;278425;147289
2937;78872;283190;131141
2938;77371;196827;127916
2939;85655;197026;180213
2940;78361;239267;160817
2941;83316;218731;160293
2942;92601;224994;133995
2943;90329;191256;133282
2944;92211;182027;112829
2945;75056;219334;171655
2946;73089;222671;138190
2947;81361;242831;163658
2948;86413;187004;150577
2949;92607;209952;129105
2950;98749;239917;160529
2951;75983;326560;164642
2952;76700;214734;118676
2953;90555;240433;125032
2954;89976;216959;126896
2955;96143;205495;179002
2956;88595;222522;146549
2957;102141;211576;131907
2958;92929;216225;125079
2959;76425;200962;136731
2960;88611;221897;119466
2961;83210;240438;143056
2962;96323;231794;174291
2963;89396;202153;127538
2964;77828;249376;135291
2965;88652;241486;142055
2966;88619;237830;149882
2967;99553;246004;134737
2968;80466;223570;159202
2969;76090;224496;156726
2970;84914;207994;130196
2971;84507;277301;115427
2972;113159;300455;124947
2973;91438;213818;133220
2974;104200;273872;115783
2975;90299;223838;153242
2976;90554;212707;135588
2977;77003;204424;120346
2978;94009;250702;117831
2979;98212;319359;187159
2980;84857;233637;142499
2981;92335;282525;140286
2982;77864;304928;149262
2983;86102;218836;152448
2984;101230;233550;165081
2985;89334;290887;143887
2986;75277;218484;149300
2987;105279;284522;153478
2988;91500;218955;117085
2989;97188;267101;162807
2990;97491;198942;246691
2991;80772;198211;171251
2992;88079;242481;140459
2993;102448;194019;118000
2994;90355;212621;152966
2995;84723;245046;113734
2996;94782;240656;131487
2997;80427;264097;175725
2998;85560;215871;147939
2999;87614;219359;155705
3000;99988;226187;136254
3001;112117;241905;175520
3002;101355;204796;134950
3003;88820;191023;163221
3004;98449;193551;143092
3005;95723;245649;149059
3006;109320;201158;134320
3007;126855;214784;136049
3008;87889;238910;129664
3009;77504;238179;118153
3010;86433;252487;147079
3011;80739;251400;150602
3012;103054;192747;122191
3013;92177;321308;131253
3014;84892;194289;140150
3015;97257;271335;164774
3016;94410;253797;165652
3017;93908;257181;104152
3018;66405;197234;139685
3019;121093;236841;127711
3020;81281;238393;111045
