;RLS;EA;pmut3.25
4856;85581;183405;117510
4857;86280;258939;145614
4858;94214;216907;131395
4859;99044;207896;132020
4860;109189;177265;122487
4861;73582;252553;126563
4862;99209;216174;120484
4863;77322;247585;139461
4864;102161;206034;166266
4865;96380;234346;137509
4866;79929;192210;187486
4867;76461;208594;145219
4868;105664;219754;140869
4869;81451;209358;141407
4870;86386;249902;135346
4871;87715;190872;135459
4872;84760;293113;132239
4873;84640;198829;144043
4874;80949;228100;214327
4875;83149;362627;163419
4876;81896;234881;133431
4877;86883;209687;126947
4878;87675;222411;135282
4879;93444;240046;146029
4880;85729;207606;135975
4881;75358;222390;139343
4882;83108;197739;141431
4883;82397;191610;124506
4884;98350;212541;111331
4885;76198;225061;118300
4886;109332;251695;186079
4887;98449;258852;158201
4888;82156;205177;153806
4889;81809;261379;132633
4890;100290;276621;136880
4891;86382;234882;185587
4892;79327;247506;146339
4893;91357;290113;165609
4894;110651;188229;132824
4895;70306;253903;113260
4896;76541;212009;153803
4897;98122;197717;168100
4898;87518;214305;169060
4899;91555;297998;144449
4900;87616;167676;124359
4901;99612;258473;159967
4902;91488;206249;144869
4903;113705;211288;139450
4904;74182;232546;146183
4905;76618;313326;181350
4906;97912;272479;165907
4907;91833;195360;134426
4908;85214;159343;134209
4909;84906;257721;141279
4910;88904;230272;133557
4911;95722;243716;129359
4912;83621;186247;144871
4913;86613;298396;136148
4914;82073;195108;174788
4915;98118;244546;144125
4916;77697;234229;131043
4917;137895;247333;146517
4918;98635;247867;113356
4919;76685;259377;163454
4920;104877;279990;123353
4921;75402;238095;134692
4922;85378;173248;162793
4923;93058;250152;189962
4924;80577;184603;148743
4925;111612;254124;120265
4926;94701;287232;138240
4927;96688;207601;143636
4928;83655;269488;118873
4929;71974;199300;166347
4930;89724;195516;117720
4931;80565;173123;133092
4932;103041;195983;121402
4933;95133;195052;114537
4934;77352;179125;128687
4935;98598;193191;136741
4936;81954;274226;128641
4937;97644;255282;145302
4938;93222;186983;118532
4939;109750;200062;148206
4940;115756;224231;106947
4941;83714;223386;118519
4942;89494;292128;147009
4943;68925;253797;142352
4944;73062;198028;151060
4945;80111;227639;144939
4946;94020;207523;148995
4947;102769;205677;128736
4948;77585;229994;135649
4949;94830;233279;124979
4950;96637;285037;138849
4951;95540;231091;181995
4952;79227;229534;147242
4953;116038;206267;153035
4954;86644;206664;110455
4955;98019;246794;147387
4956;80892;197695;126686
4957;74733;206555;147465
4958;91091;197753;147956
4959;99674;213483;123040
4960;79748;217948;146589
4961;100887;222439;119322
4962;100590;212178;107166
4963;81473;249054;155431
4964;89741;241733;125697
4965;85304;249660;140026
4966;84714;215958;132172
4967;82683;208357;139055
4968;97222;234594;122566
4969;82265;212967;127809
4970;82682;197268;217944
4971;92185;252196;156354
4972;98394;259344;141031
4973;106360;241489;125750
4974;93831;248856;115836
4975;89895;258953;144959
4976;103007;232403;140138
4977;105114;203685;147884
4978;89900;233486;122998
4979;84589;237763;127521
4980;91680;276599;124362
4981;82057;232781;142595
4982;98631;223273;143140
4983;96634;213954;111925
4984;84633;270361;130398
4985;87955;266314;166777
4986;93237;297306;160058
4987;82487;229262;142698
4988;145686;213461;123279
4989;91614;238419;139027
4990;118298;173387;135392
4991;75873;220443;199612
4992;94033;309432;142370
4993;77009;202575;129673
4994;93161;229589;126690
4995;119823;183378;223638
4996;108734;364770;128548
4997;82745;206831;121813
4998;72008;279711;140436
4999;75927;220182;171682
5000;89375;259789;152158
5001;83027;207274;163779
5002;93512;187599;162670
5003;81027;292951;135767
5004;98867;230170;179294
5005;89834;266310;132609
5006;98526;240807;125956
5007;82702;225332;117082
5008;86149;196423;125601
5009;93080;243608;125717
5010;80791;208431;136321
5011;118880;309620;128438
5012;76830;255747;156370
5013;68724;206148;181591
5014;96504;259165;140149
5015;111031;204245;131648
5016;90522;187178;151420
5017;90190;184752;143193
5018;105846;296496;150446
5019;97113;237133;140528
5020;91373;192631;118169
5021;102582;213443;120834
5022;71773;348990;116427
5023;114358;190506;137437
5024;88193;249765;140724
5025;81713;244277;129122
5026;96523;223686;180861
5027;90208;210051;127412
5028;85510;289946;124957
5029;83590;307657;166650
5030;83275;201649;142958
5031;93093;195181;149655
5032;103737;205529;137896
5033;80806;279606;148750
5034;112916;234688;132231
5035;81232;238620;130082
5036;81529;228246;136420
5037;88228;220269;140241
5038;88599;428374;123827
5039;80356;220786;176571
5040;93804;209473;134760
5041;82047;223929;140393
5042;93013;226751;163362
5043;91400;213359;165531
5044;107378;243529;134593
5045;80106;236828;135335
5046;76223;239836;152144
5047;78674;179950;123656
5048;112192;286317;147712
5049;127288;162165;156119
5050;80887;234433;138291
5051;84607;300259;123592
5052;88174;216924;154784
5053;74287;249868;165028
5054;85331;269025;114295
5055;91308;236480;114884
5056;132249;221812;159132
5057;87562;233398;141327
5058;83092;268994;158840
5059;89528;216195;154872
5060;77575;221376;177633
5061;109297;223136;101981
5062;83914;206849;129046
5063;97610;241870;131912
5064;99886;197046;135840
5065;122735;236044;119200
5066;96464;300127;124549
5067;86145;245694;128237
5068;112729;216015;135334
5069;97707;213410;146469
5070;80806;190570;127376
5071;73404;239889;134098
5072;83820;254607;121539
5073;93179;209104;150488
5074;97787;191149;164957
5075;84016;241449;126151
5076;83634;221049;124880
5077;141869;201894;144928
5078;81743;252666;130334
5079;96673;333076;137507
5080;97028;212531;132688
5081;85584;241758;119505
5082;92620;298907;140118
5083;87241;242792;129830
5084;80117;233943;134159
5085;71975;244806;142120
5086;106709;194061;142314
5087;100447;206132;159272
5088;128376;219703;138869
5089;87971;218872;136330
5090;74034;224387;119808
5091;74448;220349;150587
5092;85008;240156;151456
5093;88431;188271;186287
5094;98221;224849;130004
5095;86124;243425;131940
5096;96175;281713;139652
5097;86389;233362;147445
5098;96560;264616;128568
5099;75391;216832;119990
5100;94785;235707;119286
5101;160784;205263;195455
5102;97785;205548;119769
5103;94797;227336;156023
5104;84080;204139;118176
5105;90761;237832;126853
5106;98205;224669;132065
5107;92054;357279;196722
5108;98394;200605;134161
5109;89018;226225;182325
5110;91071;194855;121107
5111;88431;194608;157104
5112;88411;181811;148763
5113;80963;210634;103232
5114;70008;255705;139112
5115;75046;266543;161454
5116;73868;304768;153893
5117;96336;192011;119408
5118;98523;270854;143528
5119;119490;228140;176572
5120;92781;237898;130875
5121;89553;184481;149166
5122;102547;199328;132217
5123;82952;235838;127195
5124;110224;276047;148530
5125;90844;258165;121174
5126;84900;241286;143551
5127;99020;236720;133894
5128;88617;215210;132679
5129;88363;240542;145060
5130;76939;218698;152467
5131;89347;178309;203606
5132;89123;199298;147643
5133;95247;221358;125793
5134;104126;301987;140971
5135;100894;246848;158306
5136;97263;190451;141423
5137;72112;250928;160070
5138;89963;217488;121354
5139;71429;224763;134339
5140;88772;207250;136950
5141;80509;223314;129041
5142;92650;209128;134074
5143;76248;257819;138811
5144;96215;240712;140487
5145;86741;260259;129363
5146;85466;229778;114512
5147;82312;232106;116942
5148;86090;205297;148579
5149;89666;272086;134420
5150;90717;314628;129950
5151;97036;324956;140542
5152;86053;241653;147320
5153;96699;215266;144953
5154;75885;168100;144569
5155;81713;247191;121135
5156;70753;198839;118085
5157;80126;219626;202319
5158;95146;214686;107262
5159;97597;189641;148064
5160;85758;194665;114210
5161;87119;208792;133324
5162;77501;203213;145839
5163;84266;244190;152322
5164;95120;261822;129391
5165;101560;222075;143028
5166;85906;234353;146017
5167;96056;205728;131006
5168;72926;228193;123483
5169;88219;192240;130493
5170;78135;253681;127037
5171;102811;282910;124639
5172;96473;213723;155826
5173;99697;253123;126762
5174;73304;211569;123159
5175;86572;263073;153029
5176;78432;196825;172534
5177;94763;229834;113827
5178;120327;189531;150358
5179;88930;243401;140542
5180;91998;233902;127139
5181;88947;295705;173047
5182;78875;208883;128197
5183;90955;207230;141240
5184;79776;219329;126390
5185;76849;162878;126690
5186;103247;226456;162183
5187;85806;219106;122921
5188;93129;208454;137294
5189;72822;199123;131809
5190;78592;230185;138522
5191;76292;242935;121837
5192;78596;235512;129889
5193;99814;207102;142621
5194;100170;221883;152056
5195;79962;248545;120428
5196;81333;187857;182816
5197;96639;236711;131379
5198;69019;183998;134609
5199;85923;199571;150840
5200;94604;236134;125039
5201;74379;218647;166871
5202;74663;219685;225789
5203;85175;270595;149080
5204;87519;228690;149572
5205;94540;213690;140574
5206;75836;205739;169811
5207;82423;201256;142951
5208;85732;195263;127488
5209;112577;220910;129393
5210;94691;267297;147821
5211;80072;246369;197347
5212;75149;208864;106829
5213;80009;219681;150126
5214;82933;228140;138443
5215;86423;244796;149035
5216;110394;269013;169467
5217;84294;204316;140011
5218;84704;333643;124752
5219;93979;217634;128316
5220;91358;233041;166616
5221;109578;167840;180194
5222;98454;193707;129009
5223;86237;302202;145072
5224;84780;243153;116869
5225;119248;205171;127160
5226;74143;235467;154292
5227;85071;237270;156403
5228;81377;187739;156760
5229;93801;180841;157803
5230;77131;214159;116910
5231;74258;316827;124205
5232;78850;199036;140692
5233;103415;182105;180479
5234;97857;259184;152135
5235;97011;254735;127853
5236;75038;238358;116068
5237;115772;212917;109785
5238;102527;239563;129854
5239;75110;233361;167197
5240;80014;210836;119551
5241;82617;207515;170160
5242;76252;223373;132398
5243;76471;200003;133912
5244;115819;228580;124216
5245;83529;280315;166387
5246;108954;228492;196625
5247;113285;283875;174883
5248;123967;185383;110827
5249;85571;214644;153268
5250;89621;478112;147719
5251;104238;230092;182563
5252;80524;232346;143680
5253;87558;223864;121973
5254;85919;270603;134348
5255;96925;293038;164102
5256;120431;200334;124160
5257;92357;190038;160618
5258;75815;213706;134812
5259;94149;198733;170600
5260;90302;236592;157956
5261;87575;254069;143179
5262;78578;288669;105827
5263;113850;247496;153813
5264;120601;200901;180524
5265;105559;280466;163778
5266;81233;215760;131663
5267;79256;258795;141110
5268;89601;204632;149473
5269;115043;209781;144978
5270;95723;264657;175818
5271;85291;226985;133249
5272;76696;234037;136368
5273;100256;342823;117423
5274;100443;227736;137880
5275;96202;266558;171108
5276;74620;229390;157125
5277;88458;185624;146028
5278;95687;388577;163843
5279;96588;264253;148137
5280;96847;236652;167165
5281;91171;252025;133954
5282;115940;200120;134235
5283;80918;222856;120133
5284;109176;249923;178650
5285;95743;246608;143577
5286;85954;268127;167453
5287;75986;270808;119436
5288;96848;207424;143605
5289;72190;235125;120393
5290;80198;254585;115738
5291;97385;240122;148236
5292;73223;244950;150373
5293;100567;298110;139911
5294;89817;217204;148089
5295;114320;291700;136255
5296;85815;237238;162815
5297;89961;249623;120921
5298;93137;221797;160714
5299;83303;199550;122558
5300;94378;234244;181036
5301;98190;198479;126342
5302;82751;203814;121927
5303;72707;237307;117138
5304;95960;258221;130463
5305;93743;219379;120942
5306;95275;189207;136930
5307;75835;204464;107712
5308;77907;248066;181451
5309;86205;244098;127403
5310;78043;247795;136965
5311;99154;199290;126455
5312;81337;211345;123524
5313;96983;222819;148031
5314;83457;285518;166482
5315;73814;230366;137354
5316;81310;267410;140635
5317;88783;206102;145506
5318;120647;212668;112246
5319;92714;206269;165539
5320;69580;244123;142915
5321;86463;273999;129067
5322;98333;285311;111441
5323;75191;253633;132994
5324;88995;264026;151957
5325;76835;210757;153727
5326;100999;209484;129527
5327;74350;254627;146739
5328;117533;207733;169048
5329;76849;290612;146453
5330;97671;239483;133006
5331;78363;245911;133871
5332;100883;201996;200439
5333;81072;224789;127946
5334;103842;226504;138792
5335;71135;314952;177396
5336;79109;242479;118744
5337;97979;244112;129353
5338;89745;214220;139458
5339;97585;206323;138408
5340;88431;217229;117743
5341;90843;280816;149997
5342;85573;260039;159016
5343;103093;315790;131121
5344;86254;282327;176171
5345;107874;258915;155856
5346;103010;179923;159303
5347;82881;251849;147774
5348;87081;203189;104720
5349;80229;226582;160791
5350;92408;195398;175177
5351;97539;245788;129498
5352;90554;224110;138335
5353;82878;191674;121560
5354;79284;258694;114869
5355;87693;275328;116828
5356;118662;245978;124218
5357;101103;241836;122585
5358;80185;254669;157361
5359;97620;225798;150540
5360;101893;257579;155891
5361;80221;249491;139434
5362;86638;303065;153662
5363;90836;189654;122896
5364;83045;194567;158264
5365;94961;269444;117525
5366;72163;194413;140282
5367;95074;219529;187369
5368;95781;215406;164115
5369;110807;203478;172075
5370;83197;231336;164249
5371;108398;261892;156916
5372;94275;187645;129435
5373;86104;239929;127517
5374;80449;293825;124768
5375;108672;352385;162168
5376;87154;194255;153477
5377;95983;231175;103656
5378;107513;224548;135777
5379;80654;207797;148067
5380;99645;246466;195600
5381;138669;212631;141591
5382;108369;173892;122968
5383;100869;211664;125571
5384;89035;224814;160153
5385;77599;295360;105823
5386;83128;217000;141986
5387;96468;232389;129574
5388;89829;258160;168367
5389;90772;255762;167189
5390;92748;218320;180843
5391;101449;225507;177141
5392;94993;205025;167683
5393;71275;232523;153951
5394;97089;202480;185820
5395;86925;186881;149153
5396;81595;219795;126531
5397;72165;251486;168336
5398;118248;209308;131648
5399;80191;224160;118106
5400;96490;258770;160878
5401;88610;212191;138347
5402;104272;308790;133816
5403;129850;242605;128670
5404;123167;205351;117553
5405;77705;247507;205966
5406;105431;196107;143084
5407;91028;292259;125253
5408;84414;258413;131761
5409;107934;186166;119411
5410;83959;242194;126072
5411;84936;235249;138830
5412;98659;316646;165671
5413;111049;204722;139994
5414;82975;237450;151685
5415;109493;217788;139650
5416;103986;193231;134752
5417;87768;348934;125808
5418;85920;227313;126022
5419;82912;296730;149095
5420;90230;172872;138464
5421;79594;340174;148784
5422;81388;263647;148353
5423;126534;180208;157614
5424;89148;205376;132927
5425;90825;233928;138676
5426;86615;210052;133813
5427;89559;180549;125329
5428;93900;248193;134782
5429;104045;162407;130264
5430;99511;226996;128663
5431;87323;214328;182391
5432;98851;190515;119696
5433;81813;257219;168025
5434;91981;203279;177596
5435;97653;223834;135362
5436;81081;258528;102501
5437;94808;193954;169553
5438;82799;207029;178705
5439;86780;309594;152287
5440;76243;202655;143946
5441;82112;206305;158358
5442;71546;180522;133030
5443;92635;221593;120047
5444;93540;254475;191634
5445;93694;209277;167626
5446;101477;209137;140700
5447;96657;228937;129712
5448;84138;197663;132646
5449;83861;204479;169291
5450;128725;297145;135906
5451;73737;306432;157130
5452;112732;211800;117408
5453;78038;250250;122896
5454;88132;183579;128898
5455;91899;193911;149990
5456;114098;220444;129647
5457;112356;204806;148278
5458;88731;225886;156013
5459;91255;257573;159207
5460;100325;227752;160371
5461;108505;247933;148507
5462;81325;212074;149032
5463;91391;215886;142373
5464;94219;264046;123092
5465;86930;249937;150456
5466;112289;213727;116723
5467;84058;172282;151790
5468;114384;199589;112250
5469;95895;223240;138907
5470;83872;197863;156964
5471;97803;214652;164787
5472;75105;224429;164745
5473;85583;230255;118902
5474;90540;243796;170132
5475;77618;209937;165107
5476;112136;203842;132084
5477;93571;250026;134768
5478;108420;181451;151855
5479;87028;221013;154217
5480;87547;199759;117078
5481;98031;283362;152436
5482;91707;237211;142644
5483;85702;210641;150869
5484;98830;191919;124921
5485;93042;195273;129557
5486;87149;267840;130850
5487;105210;282992;182332
5488;96262;209818;155211
5489;85363;240481;126572
5490;68759;183694;163749
5491;99434;210740;133065
5492;67603;226240;123564
5493;85296;203505;150785
5494;95670;222531;145239
5495;94983;201649;125455
5496;85552;230583;188945
5497;99326;264662;174201
5498;77185;233704;163134
5499;87889;201354;125356
5500;91292;243072;117706
5501;78152;187326;141707
5502;105757;208610;131474
5503;101424;263265;166952
5504;88581;209536;123760
5505;80880;253959;168299
5506;85325;245374;121279
5507;75137;226626;119288
5508;92500;222826;119970
5509;121023;190510;127681
5510;81183;241077;146479
5511;79313;214583;132987
5512;108707;218337;138941
5513;86562;192941;136047
5514;77178;278212;149141
5515;83184;196926;185627
5516;91977;243387;117818
5517;86373;272634;131013
5518;89089;229172;115727
5519;96278;249334;134013
5520;89543;231898;171799
5521;73945;415999;141357
5522;87691;225740;127167
5523;96763;289236;128575
5524;95613;209415;125000
5525;86142;238282;125778
5526;97177;213707;125640
5527;81914;186882;140210
5528;119955;227748;163365
5529;100296;211435;141561
5530;107572;268758;129556
5531;102047;288970;135854
5532;79132;217487;142536
5533;97294;221058;166044
5534;96137;239576;140793
5535;89135;219756;150796
5536;88034;196622;169745
5537;114883;247394;139128
5538;110536;207153;152978
5539;85057;216949;143742
5540;86206;225016;140884
5541;105495;309039;143474
5542;101853;245457;181280
5543;77728;224307;213365
5544;74529;229579;153592
5545;72825;262199;129296
5546;75307;194088;116088
5547;113908;218941;152261
5548;92833;210364;160567
5549;94077;219534;119598
5550;78087;266284;125043
5551;131671;313850;150427
5552;72178;191751;137498
5553;84764;267276;178512
5554;93255;283631;126350
5555;117273;216633;119478
5556;100705;198442;134582
5557;79693;208623;151662
5558;96088;218807;152584
5559;76020;283723;133050
5560;90411;225071;136612
5561;93035;215134;119620
5562;101881;303885;128293
5563;82147;230228;173037
5564;95714;212432;161840
5565;120900;251323;130190
5566;98285;253185;120788
5567;88404;190536;124632
5568;114803;201099;164390
5569;109560;202203;123473
5570;81719;192874;136148
5571;90923;220723;183451
5572;97215;213358;158468
5573;73432;175851;125978
5574;92113;242265;139692
5575;88163;224963;112896
5576;113908;220265;115147
5577;86226;198794;157939
5578;99212;201798;147675
5579;92782;315597;139160
5580;77466;202630;142074
5581;89072;197609;133194
5582;97362;199582;136034
5583;93168;199053;116674
5584;92973;244456;117619
5585;106727;270030;119263
5586;75458;276981;123105
5587;97182;200997;140869
5588;111262;314140;138634
5589;90748;277657;125956
5590;85014;235098;130257
5591;77233;257613;135213
5592;78905;265626;142434
5593;101794;220253;148473
5594;95188;280839;166867
5595;111107;251518;123025
5596;105358;236790;166676
5597;112697;198087;147416
5598;77015;213572;142856
5599;91821;260456;167642
5600;110566;238417;118097
5601;84833;190838;187157
5602;73717;200396;161781
5603;83964;233787;177751
5604;101364;206175;117211
5605;103804;228169;119977
5606;81107;223503;149027
5607;83395;243711;187262
5608;94499;257291;143437
5609;78325;219627;116154
5610;112337;219779;149987
5611;135388;221885;145245
5612;88774;183329;142049
5613;93953;193801;127538
5614;89338;191997;139267
5615;87347;238758;110678
5616;101251;251303;131024
5617;81074;241895;148040
5618;104673;238927;130736
5619;86671;249997;214204
5620;78383;239179;207593
5621;87341;219259;135015
5622;77653;227796;120948
5623;89339;274760;174482
5624;101171;266622;144589
5625;89595;218007;156916
5626;104542;242151;129746
5627;83996;319776;193020
5628;79210;229786;136515
5629;85794;341044;142165
5630;91735;264025;168528
5631;108915;244828;125911
5632;99131;190517;119060
5633;85047;217827;116386
5634;87309;314379;179860
5635;79255;220347;133219
5636;91009;212943;186637
5637;76847;220394;119660
5638;91583;206092;140377
5639;78969;265228;133614
5640;94817;183995;134481
5641;86296;256487;135440
5642;69868;245095;153433
5643;89806;213237;147701
5644;88995;191174;160358
5645;83738;208756;146531
5646;75226;210054;127529
5647;94237;214846;122236
5648;77091;173875;139476
5649;89050;198527;135915
5650;88333;201357;156259
5651;91006;222879;178233
5652;76645;198639;177518
5653;77648;216221;120755
5654;92351;186127;143832
5655;104992;225711;146069
5656;83311;234667;146203
5657;84926;391017;200863
5658;78829;192311;167145
5659;77469;228485;122564
5660;85514;248972;136095
5661;85744;210208;129483
5662;91262;326342;114164
5663;95864;213872;140450
5664;79015;260643;137687
5665;106707;226387;136721
5666;78388;201216;144891
5667;93238;214726;158751
5668;84357;218828;122981
5669;112480;267705;133804
5670;91299;241068;134093
5671;76797;191605;120700
5672;76213;194921;162751
5673;70682;223721;130578
5674;77736;242917;108593
5675;77625;229741;150750
5676;82242;235519;135992
5677;83141;189378;183487
5678;86921;209098;121165
5679;104030;254580;141817
5680;86065;229121;126940
5681;80176;242617;132426
5682;78861;188159;169812
5683;104341;234998;144124
5684;91816;351818;143891
5685;74418;240333;132141
5686;108544;303891;135143
5687;119821;264850;107566
5688;109450;193031;197229
5689;101291;241914;149025
5690;100416;206721;148376
5691;99757;216272;140640
5692;90945;251609;195537
5693;78164;203748;131931
5694;82432;240749;202207
5695;84883;228611;170248
5696;90733;206496;121235
5697;101065;210417;174913
5698;94658;229287;138701
5699;74122;217006;141561
5700;113959;222628;167964
5701;98923;236661;128590
5702;109845;212649;120125
5703;81870;237943;122305
5704;90528;380040;144069
5705;103535;192445;160534
5706;73121;322631;128257
5707;89863;235034;136995
5708;76982;204814;137736
5709;95690;183134;132310
5710;103851;208534;146501
5711;117092;256855;173840
5712;84245;235237;150382
5713;79355;208051;142157
5714;76956;227432;134378
5715;96150;233201;146627
5716;120689;237703;123688
5717;98416;168181;136902
5718;76977;219006;140813
5719;91879;236526;151254
5720;91642;226870;135480
5721;97178;238047;205035
5722;101306;266540;123963
5723;74330;208479;151529
5724;98459;229649;118352
5725;92747;214664;145669
5726;97542;275955;134885
5727;92615;266217;151249
5728;81461;233709;124290
5729;85084;256639;205329
5730;84764;193600;132774
5731;90133;212065;153992
5732;91720;217861;168812
5733;97101;249413;132830
5734;103898;204051;143713
5735;83374;268365;151610
5736;75904;197326;163145
5737;78181;181868;136877
5738;83542;192191;122374
5739;110068;250584;140467
5740;73246;273504;137997
5741;84953;263519;129356
5742;141168;198926;145937
5743;89124;249995;165201
5744;88030;190746;165586
5745;90770;284766;167853
5746;90258;220510;122483
5747;109949;195166;156104
5748;94431;292059;151953
5749;84982;191679;135803
5750;85067;226639;143563
5751;94276;199884;120008
5752;91253;216439;116776
5753;106482;210071;133592
5754;91710;250599;148454
5755;84333;220856;108882
5756;94525;276189;154436
5757;89511;226472;143203
5758;74730;188947;171669
5759;82424;208027;115568
5760;84288;200829;125934
5761;63045;204048;136097
5762;90060;215888;129703
5763;91229;196030;144231
5764;82641;209726;147510
5765;88534;225655;129861
5766;107929;323366;139193
5767;100337;219695;145008
5768;93453;180719;159801
5769;97120;212384;139265
5770;87594;211108;145659
5771;80731;243196;142629
5772;95998;211524;175483
5773;84865;187611;169769
5774;90396;262955;136169
5775;86054;223284;119992
5776;85999;218174;107295
5777;84519;236533;141990
5778;98302;225924;133179
5779;101567;224317;239855
5780;94056;176493;139644
5781;98998;230569;111949
5782;82780;212117;150423
5783;83504;164311;118721
5784;101111;190797;152673
5785;86448;254439;164260
5786;88014;363613;157398
5787;89912;233158;141183
5788;70781;236966;127471
5789;93000;229734;122798
5790;93614;253769;141142
5791;87238;222371;168199
5792;96661;210803;151119
5793;79987;237811;198436
5794;76371;250542;170846
5795;83120;213746;151351
5796;110317;256996;145811
5797;115829;214546;124918
5798;94284;248147;161931
5799;87920;252957;130779
5800;86849;268750;149056
5801;78973;237548;138803
5802;96230;197676;141924
5803;79744;244787;201278
5804;93182;171775;134498
5805;102304;227344;165285
5806;80266;182704;133094
5807;131153;235671;127841
5808;94217;224912;187875
5809;105163;250934;160920
5810;112313;196625;149549
5811;92007;201767;175902
5812;76592;220911;119145
5813;99363;209545;161035
5814;102370;176518;196471
5815;75031;221512;137058
5816;86259;249874;129748
5817;102915;233071;123650
5818;77907;207723;138343
5819;96252;276428;119384
5820;83773;198904;166651
5821;108788;190601;152589
5822;94138;246170;125222
5823;95067;291687;143393
5824;107858;226607;128246
5825;89046;193475;173614
5826;100425;254994;130981
5827;91019;293255;116220
5828;99770;218249;117047
5829;108856;217680;113756
5830;86556;210254;116399
5831;99000;221545;126737
5832;85950;278765;162475
5833;108598;272159;147483
5834;96512;212301;140244
5835;103579;213563;137052
5836;80490;195435;144982
5837;77873;208536;115215
5838;89398;322029;159078
5839;91576;240681;145420
5840;75199;251771;137029
5841;90472;360238;131006
5842;89184;282071;151756
5843;92605;229663;130379
5844;110571;231837;127408
5845;77814;197119;112760
5846;86937;232644;151809
5847;82933;222121;170162
5848;75162;320617;184406
5849;101229;211119;183975
5850;107444;218205;142298
5851;83978;198588;232048
5852;67090;302595;137187
5853;101161;258979;107043
5854;71114;201714;136393
5855;99732;219933;143164
5856;103005;248751;174249
5857;81618;208551;125880
5858;74310;180617;160520
5859;80868;238506;162654
5860;81533;249032;148164
5861;92471;272802;112340
5862;77338;288937;120551
5863;81089;278715;125014
5864;75071;276610;126346
5865;76038;250916;155516
5866;80828;203305;130235
5867;97073;227539;117182
5868;84874;257011;144546
5869;109977;262249;159667
5870;75612;187854;134466
5871;82415;218792;184113
5872;95479;313935;148063
5873;100692;283393;140168
5874;108587;228109;137170
5875;92859;183449;136771
5876;97934;221862;112960
5877;87918;233009;127072
5878;93602;274997;135216
5879;80252;258671;115037
5880;93273;222248;164054
5881;90454;227581;133461
5882;85491;204566;141937
5883;122532;211440;146986
5884;75779;306670;156908
5885;106190;207170;136023
5886;104351;266413;176496
5887;102370;243393;141954
5888;81188;241039;136702
5889;83997;184477;128533
5890;87393;227513;202253
5891;83087;200706;168571
5892;88215;268606;172358
5893;110878;231969;130346
5894;96729;199559;123827
5895;85178;232093;182706
5896;92923;204865;153289
5897;93457;188092;123858
5898;107576;213260;159307
5899;108262;227616;139101
5900;94105;220967;119184
5901;73867;259874;145696
5902;87718;218762;172791
5903;85763;210983;137025
5904;81306;196743;118312
5905;78909;215711;139554
5906;93972;320889;121510
5907;77319;223263;139943
5908;101749;267189;142549
5909;95536;192238;128794
5910;79765;196011;128117
5911;83769;295020;125378
5912;81463;266125;147080
5913;69116;206749;137404
5914;115245;221609;118822
5915;95716;204460;146931
5916;88880;178512;138609
5917;88400;250796;127816
5918;83779;197629;122969
5919;83963;245747;121526
5920;71142;214272;165176
5921;111107;235201;168153
5922;88474;309406;135529
5923;98216;249142;123575
5924;87621;222413;117195
5925;83504;192281;140826
5926;91637;261863;123995
5927;94138;244085;138353
5928;87569;218718;118196
5929;108701;271774;132182
5930;95703;221594;120942
5931;97373;225101;175803
5932;111637;207268;116130
5933;89938;221818;129513
5934;89104;194851;140739
5935;94982;242159;128237
5936;100343;208512;151301
5937;75013;258089;131551
5938;124574;197241;139447
5939;90303;203774;131857
5940;88199;257394;193283
5941;95498;215838;158006
5942;89877;215818;136327
5943;100301;203339;113090
5944;71601;236035;140217
5945;78388;262836;114044
5946;70442;285880;108835
5947;81815;207817;133779
5948;92616;283224;145144
5949;88217;217104;178545
5950;89613;226600;115865
5951;91752;308763;122320
5952;74559;195799;131808
5953;99230;222836;163110
5954;96314;230409;146430
5955;88232;182339;114380
5956;94069;216933;130976
5957;77062;235507;128652
5958;106044;245614;112207
5959;81487;234433;161469
5960;76319;201987;164685
5961;95685;231139;183443
5962;125560;231923;128240
5963;123851;237496;124203
5964;87965;245222;166691
5965;88460;197553;127435
5966;110185;210413;130682
5967;94390;282614;119699
5968;95322;245247;170684
5969;92611;316345;122566
5970;78244;239791;120048
5971;91467;228739;128976
5972;85288;234509;139979
5973;87473;359556;167734
5974;85177;224440;121024
5975;93750;225249;156965
5976;88599;209730;120473
5977;93805;202106;147918
5978;77056;191186;119942
5979;72095;187258;132455
5980;87182;274603;139611
5981;77495;196864;169109
5982;81801;271842;132464
5983;95252;290850;124199
5984;87620;256013;131115
5985;81350;235904;125551
5986;76251;200960;133872
5987;89194;234422;132981
5988;82993;216463;145141
5989;91143;286110;148818
5990;99380;206879;168161
5991;95291;233423;150396
5992;70254;241585;179250
5993;85266;231312;143525
5994;80248;235425;173572
5995;102524;244503;140846
5996;107170;252122;124559
5997;124104;205906;134778
5998;85050;226270;145635
5999;88284;230523;175741
6000;104983;219452;134902
6001;94894;196848;133008
6002;124593;214339;129776
6003;117342;221967;209766
6004;85763;193728;128181
6005;76547;266784;129233
6006;112491;201197;126277
6007;68321;256992;134609
6008;100266;231686;146316
6009;97852;227671;127120
6010;87281;211967;137773
6011;80086;225658;132491
6012;92296;252942;129653
6013;84633;352449;139778
6014;84060;189993;160238
6015;98747;210531;141687
6016;81011;198571;126498
6017;76321;231818;118683
6018;110154;211438;166126
6019;80742;270544;134044
6020;105457;197542;127549
