;RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
190;80977;fail;fail;fail;163170;190515;285092
191;108632;fail;fail;fail;153393;266343;331072
192;72750;fail;fail;fail;168024;231858;237954
193;103731;fail;fail;fail;173111;258180;237407
194;77652;fail;fail;fail;161786;334009;353884
195;88232;fail;fail;fail;196033;243604;243842
196;71592;fail;fail;fail;197723;261632;253774
197;101534;fail;fail;fail;155288;221219;258552
198;73857;fail;fail;fail;152275;223610;312016
199;91639;fail;fail;fail;169628;222359;265051
200;94350;fail;fail;fail;171412;262876;247134
201;99209;fail;fail;fail;174910;250234;396789
202;71099;fail;fail;fail;143938;288968;261479
203;80079;fail;fail;fail;164319;214681;252080
204;89909;fail;fail;fail;140399;206012;279465
205;94900;fail;fail;fail;150390;238472;280203
206;89200;fail;fail;fail;145678;183985;451118
207;87029;fail;fail;fail;168098;221477;334010
208;77749;fail;fail;fail;160963;210076;255020
209;109981;fail;fail;fail;161315;188736;401294
210;91013;fail;fail;fail;150449;213124;353166
211;90453;fail;fail;fail;153091;173140;342104
212;78208;fail;fail;fail;184828;239491;361712
213;91831;fail;fail;fail;190400;257802;233414
214;82836;fail;fail;fail;184406;234543;261065
215;78768;fail;fail;fail;149544;197964;290328
216;103646;fail;fail;fail;163971;214417;285473
217;80926;fail;fail;fail;167943;288769;312937
218;98550;fail;fail;fail;187544;245012;312876
219;126785;fail;fail;fail;128685;258485;257712
220;88108;fail;fail;fail;179390;239270;321234
221;85978;fail;fail;fail;167478;201483;357312
222;97043;fail;fail;fail;156613;199300;226599
223;108698;fail;fail;fail;194264;246401;294895
224;101882;fail;fail;fail;135071;262405;314450
225;88360;fail;fail;fail;131499;249340;350809
226;92211;fail;fail;fail;156087;226412;304190
227;87734;fail;fail;fail;227342;209449;277257
228;81430;fail;fail;fail;156051;385335;244894
229;96586;fail;fail;fail;139575;228190;284201
230;95433;fail;fail;fail;197453;241848;248547
231;75410;fail;fail;fail;202175;217982;261846
232;79103;fail;fail;fail;151513;191703;277284
233;90033;fail;fail;fail;147591;170482;248889
234;79351;fail;fail;fail;168308;229056;277352
