;EA;EA2;EA3;EA4;EA5;EA10
1870;240325;268401;491063;852872;fail;fail
1871;269765;293021;596909;733467;fail;fail
1872;277697;261034;457678;fail;fail;fail
1873;231744;300385;376419;fail;fail;fail
1874;224952;344627;376991;fail;fail;fail
1875;230994;276330;556026;788181;fail;fail
1876;238199;280871;573749;fail;fail;fail
1877;218301;272080;399499;fail;fail;fail
1878;210514;233755;613823;fail;fail;fail
1879;257101;301830;380506;fail;fail;fail
1880;252507;258517;551281;848069;fail;fail
1881;250580;262339;442438;fail;fail;fail
1882;219494;264372;541412;886622;fail;fail
1883;233201;246773;475170;fail;fail;fail
1884;212505;256680;450589;fail;fail;fail
1885;218620;305629;494590;fail;fail;fail
1886;229611;262998;454471;913294;fail;fail
1887;207885;264856;433945;fail;fail;fail
1888;257264;230736;699323;fail;fail;fail
1889;188197;319021;571296;873255;fail;fail
1890;297417;260791;431706;fail;fail;fail
1891;292216;254401;464830;766377;fail;fail
1892;243318;242835;440053;752662;fail;fail
1893;227623;283710;472785;904968;fail;fail
1894;205762;264736;482003;fail;fail;fail
1895;275888;321441;462587;910191;fail;fail
1896;212358;260509;704284;887338;fail;fail
1897;209613;302894;426625;fail;fail;fail
1898;192500;329751;446304;fail;fail;fail
1899;249877;308736;411183;772964;fail;fail
1900;197777;290787;499821;669338;fail;fail
1901;201990;212372;506343;fail;fail;fail
1902;243999;323548;546036;827017;fail;fail
1903;214965;313032;416950;809276;fail;fail
1904;220844;425174;488034;754450;fail;fail
1905;226309;243924;447460;fail;fail;fail
1906;191392;311272;468185;fail;fail;fail
1907;280259;329995;401916;653775;fail;fail
1908;289272;317263;504004;fail;fail;fail
1909;200057;282699;358611;918823;fail;fail
1910;210164;274289;468827;fail;fail;fail
1911;284440;288602;530301;880200;fail;fail
1912;190594;251114;460724;772272;fail;fail
1913;258995;253389;535106;fail;fail;fail
1914;221928;262836;556003;806648;fail;fail
1915;187127;255408;497409;fail;fail;fail
1916;204884;285397;454406;880693;fail;fail
1917;189523;290070;396063;fail;fail;fail
1918;228704;224994;486063;fail;fail;fail
1919;239292;295684;411725;761716;fail;fail
1920;230295;258498;447975;fail;fail;fail
1921;316984;311964;527055;849028;fail;fail
1922;207767;229817;391144;fail;fail;fail
1923;209533;238179;426541;826144;fail;fail
1924;170552;316124;456599;917403;fail;fail
1925;214443;307152;445692;845649;fail;fail
1926;233972;280085;612068;863117;fail;fail
1927;180247;288351;414706;fail;fail;fail
1928;211719;226742;485086;fail;fail;fail
1929;217342;320557;433865;fail;fail;fail
1930;216050;233184;495650;873523;fail;fail
1931;192026;294163;356381;824048;fail;fail
1932;270661;302543;623657;fail;fail;fail
1933;212527;244521;487039;fail;fail;fail
1934;218027;261451;554683;902385;fail;fail
1935;233841;322053;415460;915493;fail;fail
1936;281463;265293;461455;920890;fail;fail
1937;253829;245914;514537;fail;fail;fail
1938;245225;325902;449628;915308;fail;fail
1939;217492;346223;462124;730395;fail;fail
1940;189052;306772;459520;820529;fail;fail
1941;275153;299108;365005;774309;fail;fail
1942;212436;208944;529799;827956;fail;fail
1943;257370;272337;507540;fail;fail;fail
1944;200218;345257;532336;fail;fail;fail
1945;286933;273740;412131;793160;fail;fail
1946;212789;249782;400531;828763;fail;fail
1947;244065;248449;430001;776782;fail;fail
1948;200625;262634;636001;fail;fail;fail
1949;207191;231235;712440;594988;fail;fail
1950;196569;236295;469598;fail;fail;fail
1951;260998;295136;431635;fail;fail;fail
1952;233988;262382;555951;856974;fail;fail
1953;252426;285587;541819;892319;fail;fail
1954;223954;295518;344489;735897;fail;fail
1955;174997;353877;404998;809256;fail;fail
1956;213503;349919;564572;915166;fail;fail
1957;211663;305988;548535;fail;fail;fail
1958;285224;303176;677449;874699;fail;fail
1959;183183;268374;383049;901054;fail;fail
1960;226297;278580;535479;897291;fail;fail
1961;230099;267975;428378;fail;fail;fail
1962;231421;254790;548850;815038;fail;fail
1963;401163;230819;456213;822587;fail;fail
1964;231246;281018;380291;785048;fail;fail
1965;272227;258940;609060;fail;fail;fail
1966;251419;318780;419480;752473;fail;fail
1967;200854;280773;454369;891650;fail;fail
1968;263941;281327;459204;914655;fail;fail
1969;183765;368676;576146;fail;fail;fail
1970;249982;276677;590786;fail;fail;fail
1971;195276;346842;428304;823718;fail;fail
1972;217172;331957;606197;fail;fail;fail
1973;200244;278289;557300;846982;fail;fail
1974;253027;225539;437628;900565;fail;fail
1975;230787;238246;547008;870548;fail;fail
1976;259246;260749;666124;fail;fail;fail
1977;237877;274420;520902;fail;fail;fail
1978;217901;283901;690560;756508;fail;fail
1979;201503;336362;446498;fail;fail;fail
1980;182943;232888;529697;861440;fail;fail
1981;199900;283945;415103;fail;fail;fail
1982;217991;288310;339382;fail;fail;fail
1983;213846;221327;434476;fail;fail;fail
1984;213801;327286;500006;fail;fail;fail
1985;201907;272772;424936;fail;fail;fail
1986;180018;282644;439159;fail;fail;fail
1987;271250;286939;388409;680202;fail;fail
1988;199792;288387;482815;fail;fail;fail
1989;215301;272094;645975;877568;fail;fail
1990;262836;294563;378583;773617;fail;fail
1991;201918;294923;456077;818661;fail;fail
1992;242989;306896;423669;fail;fail;fail
1993;190915;334864;382271;678416;fail;fail
1994;188961;248841;444934;825772;fail;fail
1995;189864;315785;515919;861883;fail;fail
1996;225715;298338;579567;855771;fail;fail
1997;281194;283620;457584;fail;fail;fail
1998;199726;287682;532287;911931;fail;fail
1999;205007;283480;534749;fail;fail;fail
2000;225243;387762;447194;899046;fail;fail
2001;198018;256254;589271;fail;fail;fail
2002;226555;284293;587450;906312;fail;fail
2003;212134;345578;426128;919634;fail;fail
2004;263594;341442;471759;901898;fail;fail
2005;262615;337216;523006;785252;fail;fail
2006;250107;387563;530433;836211;fail;fail
2007;226125;292721;450995;788792;fail;fail
2008;265426;281866;499516;fail;fail;fail
2009;206334;313275;452453;802199;fail;fail
2010;224192;246103;414547;804823;fail;fail
2011;186379;365241;445271;fail;fail;fail
2012;246603;311519;411429;818608;fail;fail
2013;188722;382826;716481;764303;fail;fail
2014;221555;310408;357449;773233;fail;fail
2015;240088;279931;429916;fail;fail;fail
2016;187684;363095;599740;709388;fail;fail
2017;197200;285973;672279;fail;fail;fail
2018;243639;242799;459105;725677;fail;fail
2019;258411;315636;537916;774312;fail;fail
2020;224127;265504;386011;787401;fail;fail
2021;264267;280256;411455;fail;fail;fail
2022;184641;314214;440340;fail;fail;fail
2023;198928;271709;434522;fail;fail;fail
2024;241784;233801;684840;fail;fail;fail
2025;223246;227779;408956;769345;fail;fail
2026;245203;356732;579364;812653;fail;fail
2027;250140;293468;634163;789850;fail;fail
2028;197863;274650;449471;838053;fail;fail
2029;197660;274041;619135;896567;fail;fail
2030;205125;266289;497608;fail;fail;fail
2031;249480;362400;615963;fail;fail;fail
2032;217194;316168;454329;782292;fail;fail
2033;196775;324628;442902;fail;fail;fail
2034;245982;271653;449541;fail;fail;fail
2035;282774;305096;427223;787488;fail;fail
2036;237064;265657;401318;909227;fail;fail
2037;291948;317573;443877;fail;fail;fail
2038;209871;313009;462020;fail;fail;fail
2039;208990;243072;512680;867463;fail;fail
2040;210280;239458;465761;fail;fail;fail
2041;187533;262664;465115;844712;fail;fail
2042;223002;288552;515281;fail;fail;fail
2043;236447;291389;694533;fail;fail;fail
2044;213660;265259;535179;749983;fail;fail
2045;231667;313456;421420;fail;fail;fail
2046;190777;262444;412641;fail;fail;fail
2047;197930;292840;812630;674514;fail;fail
2048;224271;273569;645660;828848;fail;fail
2049;256194;316064;513986;fail;fail;fail
2050;213517;348491;424096;fail;fail;fail
2051;221439;287713;618945;836157;fail;fail
2052;193870;288183;542920;fail;fail;fail
2053;258913;245737;406844;fail;fail;fail
2054;219202;293685;353011;839336;fail;fail
2055;199443;285586;394518;fail;fail;fail
2056;220424;280647;493282;851294;fail;fail
2057;309291;264433;459917;fail;fail;fail
2058;213433;267538;483410;784743;fail;fail
2059;236966;276011;465749;fail;fail;fail
2060;218094;335516;505530;fail;fail;fail
2061;207171;265284;459123;768895;fail;fail
2062;267290;268234;740571;fail;fail;fail
2063;262097;296976;398813;893303;fail;fail
2064;297184;246357;397142;fail;fail;fail
2065;248937;364698;516280;881312;fail;fail
2066;214922;245092;552267;849410;fail;fail
2067;176079;254294;454564;875449;fail;fail
2068;174393;291633;534198;895814;fail;fail
2069;192967;360708;432955;fail;fail;fail
2070;204411;270292;432772;fail;fail;fail
2071;244115;273880;470762;904574;fail;fail
2072;260229;237416;529654;fail;fail;fail
2073;237823;273939;505600;785381;fail;fail
2074;191370;343788;526286;fail;fail;fail
2075;191029;294575;479732;fail;fail;fail
2076;221105;207302;567945;fail;fail;fail
2077;239815;362678;469050;890077;fail;fail
2078;265942;276072;521355;fail;fail;fail
2079;264497;291270;662928;875956;fail;fail
2080;247505;325295;477311;677154;fail;fail
2081;238443;441953;582198;895966;fail;fail
2082;192492;286066;456281;840518;fail;fail
2083;223439;282218;508338;fail;fail;fail
2084;246074;252043;508368;881473;fail;fail
2085;205908;307509;426599;876972;fail;fail
2086;312778;233139;563144;767707;fail;fail
2087;209492;297746;505303;818073;fail;fail
2088;263719;335491;445009;909050;fail;fail
2089;244814;267448;499907;fail;fail;fail
2090;261313;263399;435972;fail;fail;fail
2091;165382;237998;551045;788032;fail;fail
2092;216663;189643;455449;821863;fail;fail
2093;229577;267578;418680;736437;fail;fail
2094;277165;397287;574713;fail;fail;fail
2095;190835;347943;429982;fail;fail;fail
2096;183509;289029;408017;fail;fail;fail
2097;190697;294228;477182;fail;fail;fail
2098;224225;261719;429311;839385;fail;fail
2099;269609;497473;443903;fail;fail;fail
2100;200728;299665;428411;821650;fail;fail
2101;298986;272695;671084;861343;fail;fail
2102;194632;227650;514463;fail;fail;fail
2103;220172;274908;538359;fail;fail;fail
2104;230073;300080;448517;827859;fail;fail
2105;290130;256302;377492;780777;fail;fail
2106;306680;298307;457300;897561;fail;fail
2107;261955;304113;750390;790779;fail;fail
2108;206689;278532;592676;908702;fail;fail
2109;265790;259517;469777;fail;fail;fail
2110;243536;333780;501915;756825;fail;fail
2111;212696;333985;600189;637730;fail;fail
2112;210618;302463;532036;fail;fail;fail
2113;387389;405188;415320;fail;fail;fail
2114;234600;229502;479678;fail;fail;fail
2115;305137;248865;564365;fail;fail;fail
2116;231697;239297;602771;fail;fail;fail
2117;202175;417305;470767;904887;fail;fail
2118;210689;287529;459796;890641;fail;fail
2119;190042;315842;386042;873426;fail;fail
2120;247780;232435;587995;fail;fail;fail
2121;242053;444321;551336;752965;fail;fail
2122;224967;302174;499299;fail;fail;fail
2123;222522;290889;651773;fail;fail;fail
2124;234182;265331;506793;891372;fail;fail
2125;202050;454693;391971;fail;fail;fail
2126;239763;290539;414222;fail;fail;fail
2127;198572;251777;464937;fail;fail;fail
2128;213739;317307;416671;820453;fail;fail
2129;238596;270292;370812;fail;fail;fail
2130;301611;312379;607163;fail;fail;fail
2131;216003;314489;407628;773244;fail;fail
2132;190589;240843;494236;fail;fail;fail
2133;215426;358637;479711;712052;fail;fail
2134;299477;275450;634304;fail;fail;fail
2135;263334;300290;594740;fail;fail;fail
2136;234427;454317;497187;761711;fail;fail
2137;220149;445928;539922;819756;fail;fail
2138;184474;408676;484731;702791;fail;fail
2139;252412;261213;443805;726878;fail;fail
2140;229379;278323;410385;fail;fail;fail
2141;240987;315149;675746;758292;fail;fail
2142;188497;240459;554579;fail;fail;fail
2143;214092;274175;637196;804616;fail;fail
2144;317969;281126;534140;fail;fail;fail
2145;206559;299967;514978;fail;fail;fail
2146;229890;398258;567965;fail;fail;fail
2147;279840;330467;415014;fail;fail;fail
2148;259930;390338;447441;fail;fail;fail
2149;211719;321554;483791;908625;fail;fail
2150;196299;254967;427304;911879;fail;fail
2151;236016;301922;475988;769960;fail;fail
2152;255425;294218;486607;919151;fail;fail
2153;227713;240227;434096;fail;fail;fail
2154;209786;202413;433270;fail;fail;fail
2155;189791;306503;502725;876703;fail;fail
2156;247521;310226;548606;fail;fail;fail
2157;204295;249434;524816;750777;fail;fail
2158;185075;324939;429625;fail;fail;fail
2159;182831;333899;557522;fail;fail;fail
2160;224194;276937;562479;fail;fail;fail
2161;231248;287872;405355;fail;fail;fail
2162;246601;312216;457988;705975;fail;fail
2163;254102;304323;458463;751343;fail;fail
2164;251714;306867;485747;fail;fail;fail
2165;330217;287244;483071;788874;fail;fail
2166;244409;253011;520433;875150;fail;fail
2167;250727;205668;492537;fail;fail;fail
2168;222213;258794;444503;fail;fail;fail
2169;210385;318775;448561;796114;fail;fail
2170;202746;251069;523947;fail;fail;fail
2171;252903;279655;455204;699441;fail;fail
2172;226581;280230;431516;fail;fail;fail
2173;314191;241116;547207;811973;fail;fail
2174;278186;345663;532489;798600;fail;fail
2175;245323;225832;478019;764443;fail;fail
2176;197320;267094;434797;873701;fail;fail
2177;193856;227171;584951;901755;fail;fail
2178;220778;236962;474107;836028;fail;fail
2179;292205;279748;530962;819068;fail;fail
2180;199114;357311;422882;816334;fail;fail
2181;264516;352633;525059;807778;fail;fail
2182;288186;269798;345941;883674;fail;fail
2183;247207;302752;429195;fail;fail;fail
2184;222193;321847;580565;883608;fail;fail
2185;236393;287882;529039;850621;fail;fail
2186;226860;239527;462702;886246;fail;fail
2187;267178;335190;539832;775119;fail;fail
2188;199446;274829;567129;fail;fail;fail
2189;194947;300654;521645;fail;fail;fail
2190;275149;285613;446829;781135;fail;fail
2191;301429;284688;471147;fail;fail;fail
2192;193916;229987;657427;fail;fail;fail
2193;237509;263954;701230;fail;fail;fail
2194;258082;295852;607529;858475;fail;fail
2195;265053;299385;558888;805662;fail;fail
2196;205410;346620;576119;fail;fail;fail
2197;242736;279451;625348;737523;fail;fail
2198;188998;335118;365206;893168;fail;fail
2199;206979;318639;609887;fail;fail;fail
2200;251451;288348;397029;fail;fail;fail
2201;242845;241007;559802;830185;fail;fail
2202;214479;280853;521969;fail;fail;fail
2203;240762;245879;580221;687731;fail;fail
2204;236661;333419;841531;fail;fail;fail
2205;204214;263329;430589;fail;fail;fail
2206;227118;393530;484307;fail;fail;fail
2207;191211;298182;504059;fail;fail;fail
2208;241493;347047;472385;fail;fail;fail
2209;204988;265023;519929;770176;fail;fail
2210;355767;261212;676130;fail;fail;fail
2211;204450;229335;501943;885648;fail;fail
2212;243844;266264;567782;fail;fail;fail
2213;285195;239091;530768;829201;fail;fail
2214;213743;293251;462539;758497;fail;fail
2215;229416;235055;418368;fail;fail;fail
2216;197497;303275;448952;884699;fail;fail
2217;188188;402348;427279;913515;fail;fail
2218;202031;319221;421499;791314;fail;fail
2219;203831;266072;508123;753790;fail;fail
2220;212497;313677;418927;893200;fail;fail
2221;270227;307278;447968;844744;fail;fail
2222;239224;283760;697261;850797;fail;fail
2223;247748;253282;475049;fail;fail;fail
2224;227544;280136;592061;fail;fail;fail
2225;297467;268625;366258;789306;fail;fail
2226;201146;284398;494968;fail;fail;fail
2227;201532;294132;366312;fail;fail;fail
2228;194354;319593;512284;fail;fail;fail
2229;182300;354781;478452;893189;fail;fail
2230;223587;266115;594778;910320;fail;fail
2231;252149;287638;526110;fail;fail;fail
2232;223854;356652;460789;fail;fail;fail
2233;259906;374775;552824;886416;fail;fail
2234;235721;264790;442079;fail;fail;fail
2235;190238;226970;401516;fail;fail;fail
2236;266303;278902;554753;822141;fail;fail
2237;223299;309794;461280;fail;fail;fail
2238;269644;301638;530757;774560;fail;fail
2239;365135;328653;429922;842614;fail;fail
2240;245255;251182;456237;875683;fail;fail
2241;212239;398468;460981;fail;fail;fail
2242;204999;340391;433648;fail;fail;fail
2243;257182;230377;522394;815748;fail;fail
2244;243108;321815;448466;fail;fail;fail
2245;181545;285561;398884;829174;fail;fail
2246;259155;366901;524740;819078;fail;fail
2247;208548;293873;468078;fail;fail;fail
2248;192771;309360;476602;fail;fail;fail
2249;188736;277759;415792;fail;fail;fail
2250;180567;291615;511607;fail;fail;fail
2251;236497;235151;414537;fail;fail;fail
2252;284666;343572;612486;780811;fail;fail
2253;232770;336236;590290;772708;fail;fail
2254;241811;280079;527750;774741;fail;fail
2255;211974;333199;459061;836618;fail;fail
2256;326390;235582;397816;865680;fail;fail
2257;209605;402049;432836;882006;fail;fail
2258;182937;320648;411642;fail;fail;fail
2259;286629;300678;407524;833257;fail;fail
2260;194789;241567;423774;fail;fail;fail
2261;255216;254464;484536;839214;fail;fail
2262;201013;270326;631360;fail;fail;fail
2263;210058;242882;513713;890015;fail;fail
2264;203030;264830;446083;808791;fail;fail
2265;230137;255754;711632;fail;fail;fail
2266;282796;270697;380960;920992;fail;fail
2267;237863;221091;400219;fail;fail;fail
2268;262330;282017;478199;821981;fail;fail
2269;183244;352661;497500;758131;fail;fail
2270;211313;248148;479786;763408;fail;fail
2271;202753;270723;398532;691806;fail;fail
2272;201706;295769;414549;fail;fail;fail
2273;248274;249044;396713;fail;fail;fail
2274;269845;303131;392399;fail;fail;fail
2275;212465;380449;393592;fail;fail;fail
2276;297744;262338;406273;fail;fail;fail
2277;270517;282286;437672;911702;fail;fail
2278;281889;329896;623888;fail;fail;fail
2279;215731;290558;410910;fail;fail;fail
2280;181874;340210;581561;fail;fail;fail
2281;233294;367296;440550;909883;fail;fail
2282;218702;315380;598665;727575;fail;fail
2283;321914;342864;481102;913479;fail;fail
2284;274668;347841;558226;870287;fail;fail
2285;406797;318059;391002;fail;fail;fail
2286;230959;222818;444883;fail;fail;fail
2287;238346;280727;552058;fail;fail;fail
2288;237785;344392;618736;825367;fail;fail
2289;194530;280590;485073;fail;fail;fail
2290;223417;355783;572190;fail;fail;fail
2291;256024;370992;734366;734796;fail;fail
2292;209855;294522;621187;fail;fail;fail
2293;198969;237770;465094;fail;fail;fail
2294;202067;405860;469356;854542;fail;fail
2295;334801;294733;364549;830271;fail;fail
2296;247474;334871;519715;fail;fail;fail
2297;223897;382691;485033;fail;fail;fail
2298;335240;253787;399663;916786;fail;fail
2299;212759;337725;560480;fail;fail;fail
2300;186809;266140;382800;904331;fail;fail
2301;242759;283528;352151;779853;fail;fail
2302;191165;273688;625912;733107;fail;fail
2303;292799;271311;445323;894214;fail;fail
2304;267551;312632;553970;fail;fail;fail
2305;228894;257974;452484;822686;fail;fail
2306;207367;297542;376832;799924;fail;fail
2307;216468;270484;584998;fail;fail;fail
2308;273603;270575;425339;784990;fail;fail
2309;276155;357369;439719;fail;fail;fail
2310;196027;215541;444477;775903;fail;fail
2311;200730;216723;533294;fail;fail;fail
2312;260468;294940;575281;fail;fail;fail
2313;234044;429193;594223;879507;fail;fail
2314;243191;348701;490194;692513;fail;fail
2315;201458;338502;491104;880896;fail;fail
2316;240732;294562;442268;859456;fail;fail
2317;249619;303353;529892;fail;fail;fail
2318;230197;269802;459556;864425;fail;fail
2319;215015;297439;566702;755924;fail;fail
2320;288437;269437;487893;808904;fail;fail
2321;237358;258389;652631;fail;fail;fail
2322;224195;298293;647550;fail;fail;fail
2323;216344;472941;443351;fail;fail;fail
2324;201061;289536;528132;665288;fail;fail
2325;249838;307804;414770;724811;fail;fail
2326;197368;370744;479102;fail;fail;fail
2327;214042;261091;411597;fail;fail;fail
2328;198727;358300;484409;fail;fail;fail
2329;232235;240267;394725;fail;fail;fail
2330;269292;239990;463471;fail;fail;fail
2331;164061;233424;479942;812755;fail;fail
2332;218946;344830;371151;783062;fail;fail
2333;299869;250152;479259;fail;fail;fail
2334;219122;278486;470963;fail;fail;fail
2335;202688;245896;424687;fail;fail;fail
2336;228150;272953;543680;fail;fail;fail
2337;214905;303877;538034;fail;fail;fail
2338;266998;244130;612718;785659;fail;fail
2339;255700;301926;447331;820739;fail;fail
2340;308588;290197;518384;fail;fail;fail
2341;201623;286592;410587;820856;fail;fail
2342;267233;287749;476423;826442;fail;fail
2343;195949;282732;536691;fail;fail;fail
2344;203836;317801;632137;727747;fail;fail
2345;206676;348963;489076;859206;fail;fail
2346;273409;345466;455819;823397;fail;fail
2347;272008;282364;472848;883949;fail;fail
2348;209481;245523;469242;fail;fail;fail
2349;186630;356902;478924;fail;fail;fail
2350;214908;263677;400620;826634;fail;fail
2351;202749;259303;540361;fail;fail;fail
2352;247786;288604;378829;855121;fail;fail
2353;197846;325944;511550;915405;fail;fail
2354;220608;294994;451468;fail;fail;fail
2355;215118;281218;525856;fail;fail;fail
2356;200668;271518;550798;fail;fail;fail
2357;208225;272271;718494;fail;fail;fail
2358;217217;364470;449095;765749;fail;fail
2359;279434;283939;613964;800874;fail;fail
2360;227291;299905;410147;fail;fail;fail
2361;241119;276993;481578;783966;fail;fail
2362;223448;287792;577671;795290;fail;fail
2363;259829;291469;534920;898523;fail;fail
2364;222342;283806;440926;fail;fail;fail
2365;220516;275435;534550;fail;fail;fail
2366;228402;259808;819774;fail;fail;fail
2367;202743;323959;430358;fail;fail;fail
2368;208402;423360;420658;879424;fail;fail
2369;228126;253589;514107;fail;fail;fail
2370;194539;287194;509718;fail;fail;fail
2371;199393;271320;483818;fail;fail;fail
2372;198067;325074;475929;817514;fail;fail
2373;221355;313441;452572;913177;fail;fail
2374;210030;247622;549023;916786;fail;fail
2375;200045;282296;382807;fail;fail;fail
2376;200763;288938;367306;882078;fail;fail
2377;262930;320997;516038;fail;fail;fail
2378;210921;397239;393675;900806;fail;fail
2379;208566;240517;767908;fail;fail;fail
2380;330112;315389;449476;813685;fail;fail
2381;188612;290844;379735;747507;fail;fail
2382;231368;268814;556550;fail;fail;fail
2383;199721;342276;399766;fail;fail;fail
2384;277165;238638;361663;fail;fail;fail
2385;180217;311896;432881;fail;fail;fail
2386;203618;279155;458347;871215;fail;fail
2387;264472;362814;512002;676806;fail;fail
2388;193462;305344;535102;830163;fail;fail
2389;201327;315888;473864;fail;fail;fail
2390;213098;277188;618535;fail;fail;fail
2391;223685;294853;594615;753388;fail;fail
2392;203692;267343;491791;848692;fail;fail
2393;228574;221712;775596;fail;fail;fail
2394;233841;321793;500120;fail;fail;fail
2395;258811;266835;526820;fail;fail;fail
2396;211089;253993;457265;650776;fail;fail
2397;268960;279853;439431;920311;fail;fail
2398;226244;336655;443598;831286;fail;fail
2399;226520;273735;469414;fail;fail;fail
2400;271780;334823;402602;705542;fail;fail
2401;201259;274769;446583;868820;fail;fail
2402;226519;280656;482917;fail;fail;fail
2403;206478;356673;562736;fail;fail;fail
2404;287532;284464;491478;724752;fail;fail
2405;185280;260962;519557;864993;fail;fail
2406;247067;321920;412329;fail;fail;fail
2407;220342;325303;641647;fail;fail;fail
2408;211556;239555;393347;fail;fail;fail
2409;254475;264055;616651;fail;fail;fail
2410;236266;256849;751650;879386;fail;fail
2411;206306;394214;532514;fail;fail;fail
2412;210736;343971;508257;fail;fail;fail
2413;187981;267427;565321;763615;fail;fail
2414;198324;316973;631689;878918;fail;fail
2415;241784;248781;424230;fail;fail;fail
2416;212705;238078;486503;784061;fail;fail
2417;252637;360991;652005;fail;fail;fail
2418;258149;272610;484134;882765;fail;fail
2419;249113;462405;420548;801053;fail;fail
2420;202063;235055;404291;fail;fail;fail
2421;385751;277187;433547;fail;fail;fail
2422;272398;337236;462047;fail;fail;fail
2423;204670;340959;496077;868794;fail;fail
2424;273230;334903;567435;911701;fail;fail
2425;194372;344392;576250;fail;fail;fail
2426;238814;348684;471064;719708;fail;fail
2427;319035;291610;592140;fail;fail;fail
2428;237030;289458;493941;881868;fail;fail
2429;249695;255684;517520;897518;fail;fail
2430;213032;413495;483638;831854;fail;fail
2431;182685;297955;714098;721222;fail;fail
2432;215456;249179;759889;fail;fail;fail
2433;327983;288336;444134;fail;fail;fail
2434;213125;280183;544263;813369;fail;fail
2435;213114;285035;411777;675360;fail;fail
2436;248800;268344;750802;841940;fail;fail
2437;251662;242049;432469;fail;fail;fail
2438;210978;240744;418805;fail;fail;fail
2439;242570;348192;510372;fail;fail;fail
2440;217220;270337;421882;fail;fail;fail
2441;213454;261044;509490;fail;fail;fail
2442;189246;328549;400338;746981;fail;fail
2443;200997;253948;502372;fail;fail;fail
2444;218160;386133;396923;fail;fail;fail
2445;386945;263117;488221;fail;fail;fail
2446;235973;336648;484843;896994;fail;fail
2447;194319;250325;497456;fail;fail;fail
2448;243570;236983;480704;fail;fail;fail
2449;188854;286266;467142;fail;fail;fail
2450;304744;358565;450264;fail;fail;fail
2451;199291;241991;431469;fail;fail;fail
2452;223277;290806;330852;754645;fail;fail
2453;210043;331457;670776;794542;fail;fail
2454;220032;257309;567513;703913;fail;fail
2455;322535;265308;468598;898488;fail;fail
2456;278558;340445;489867;fail;fail;fail
2457;175511;337052;467442;fail;fail;fail
2458;216177;253295;429039;833995;fail;fail
2459;219018;271391;521734;fail;fail;fail
2460;205144;345703;469428;fail;fail;fail
2461;214722;273210;539819;773821;fail;fail
2462;262622;319070;417849;905642;fail;fail
2463;203176;274602;473773;704320;fail;fail
2464;224173;322715;336330;fail;fail;fail
2465;201759;338025;393862;792063;fail;fail
2466;226692;268971;419300;fail;fail;fail
2467;293545;317591;487109;fail;fail;fail
2468;236427;264218;543083;fail;fail;fail
2469;210138;251967;527091;751792;fail;fail
2470;291079;334714;454874;fail;fail;fail
2471;189659;222167;458563;fail;fail;fail
2472;230836;324284;376377;863011;fail;fail
2473;345620;392841;549967;fail;fail;fail
2474;199265;317717;444231;874207;fail;fail
2475;177441;287265;396787;785627;fail;fail
2476;266742;278365;455626;fail;fail;fail
2477;217302;274730;533084;751867;fail;fail
2478;192633;296370;403023;fail;fail;fail
2479;202868;247860;479594;fail;fail;fail
2480;279009;310568;464992;fail;fail;fail
2481;188339;317686;395273;768147;fail;fail
2482;230781;268938;688379;614537;fail;fail
2483;222533;302699;386533;883966;fail;fail
2484;216732;340357;472705;838886;fail;fail
2485;177118;314260;539421;784016;fail;fail
2486;254229;257503;401949;802164;fail;fail
2487;201113;229576;468345;824671;fail;fail
2488;234570;211573;514265;813332;fail;fail
2489;259931;334111;457891;fail;fail;fail
2490;255257;316327;431759;869349;fail;fail
2491;205246;317735;466582;fail;fail;fail
2492;202737;272321;594930;767409;fail;fail
2493;255993;229504;536471;fail;fail;fail
2494;224652;319304;589892;fail;fail;fail
2495;234612;277947;421063;fail;fail;fail
2496;251632;254535;415392;906781;fail;fail
2497;212565;252421;443935;851502;fail;fail
2498;197776;338527;630630;fail;fail;fail
2499;307797;318722;531697;fail;fail;fail
2500;236238;236570;447729;fail;fail;fail
2501;304481;282195;556102;893027;fail;fail
2502;257506;346113;427809;fail;fail;fail
2503;367720;264307;441917;fail;fail;fail
2504;233131;291366;482947;871836;fail;fail
2505;214289;313337;361198;fail;fail;fail
2506;214662;419845;453153;760699;fail;fail
2507;187866;331300;568454;824536;fail;fail
2508;195087;325796;534800;fail;fail;fail
2509;252063;278125;440439;fail;fail;fail
2510;187082;236790;505719;756932;fail;fail
2511;205372;284944;481271;749038;fail;fail
2512;213878;296367;465488;803200;fail;fail
2513;223592;323731;484107;fail;fail;fail
2514;213635;302734;508138;fail;fail;fail
2515;197268;264926;560272;840205;fail;fail
2516;220753;410120;607020;792186;fail;fail
2517;307318;289202;417804;809113;fail;fail
2518;231486;213706;544630;fail;fail;fail
2519;239732;294595;506114;fail;fail;fail
2520;223423;404903;515504;fail;fail;fail
2521;172327;296323;431286;704238;fail;fail
2522;319574;243497;457331;fail;fail;fail
2523;291811;258822;383192;fail;fail;fail
2524;201760;228333;373696;fail;fail;fail
2525;213518;284376;503603;fail;fail;fail
2526;241331;429243;617310;fail;fail;fail
2527;222589;315155;471980;fail;fail;fail
2528;234784;302671;572000;804860;fail;fail
2529;273611;472948;456494;fail;fail;fail
2530;207585;233384;619214;916898;fail;fail
2531;278941;247053;510649;fail;fail;fail
2532;250077;298094;554751;fail;fail;fail
2533;214246;286871;371486;869373;fail;fail
2534;257374;284632;488385;fail;fail;fail
