;pmut1.25;pmut1.5;pmut1.75;pmut2.0;pmut2.25;pmut2.5;pmut2.75;pmut3.0;pmut3.25
280;fail;457878;241822;238436;185674;174284;189520;122837;148723
281;711933;371883;307348;273789;220639;158657;208643;157446;137331
282;730524;330056;292180;284937;167468;156890;150165;132335;129968
283;573590;448581;249554;265536;179891;156825;147867;133159;115106
284;538260;428725;299781;241194;208336;169113;165705;163589;160628
285;815564;320061;291857;244121;223533;187444;260126;153473;131105
286;660744;331897;266391;220079;192367;201743;153130;142035;140539
287;659240;489006;260365;196342;201382;212727;158685;192048;156795
288;841022;478615;364223;211776;224751;150589;202154;142154;132959
289;642880;460744;256504;278670;217639;189767;153284;150249;146088
290;757796;364534;304392;198298;166572;144536;180198;152516;141264
291;819244;500243;356781;250576;210180;148496;184661;125471;139134
292;648564;393302;258474;247607;224102;182697;136486;159122;135690
293;722209;382871;290232;230799;211976;145027;173476;175909;188741
294;558747;411360;288093;248091;245074;158954;166138;165134;164659
295;569309;433364;318758;220367;196633;177718;269255;140477;163486
296;573493;482934;267109;180361;272301;213085;158107;147356;133735
297;692319;508012;283554;220681;257716;153990;202416;157918;149757
298;765832;335709;251757;214259;186047;171738;177622;163095;136182
299;586330;573691;285234;225055;262712;170793;177247;128445;142823
300;539687;459014;250616;246551;192269;206819;147781;137980;157594
301;637797;489486;292195;259267;189454;171392;166775;146340;161999
302;716635;422981;280174;229721;222422;211807;154238;143349;125325
303;703218;525046;275113;195383;234933;148747;124865;180674;124932
304;561879;354820;328860;207013;220512;149027;192952;175053;105988
305;614303;422773;615506;246793;222292;144329;177033;150853;150362
306;743467;494866;315314;190859;217758;168010;197710;125212;151406
307;735047;537778;275433;201411;217100;163461;141362;143735;111145
308;548761;421648;351126;277904;181314;201268;195214;143982;153956
309;708642;410204;278756;260171;184397;158228;172164;144560;130254
310;545309;364441;241083;270591;228332;197369;150207;202776;175505
311;875206;453676;282319;239570;291665;176913;147442;152398;162329
312;565614;371693;288586;303488;193942;232380;126534;206476;182691
313;fail;517152;249187;246877;210880;179194;175288;150154;139349
314;658667;340040;261873;272984;238856;137615;178569;137613;132498
315;755043;351252;259946;197909;195032;180229;162955;167086;140060
316;741166;362872;443129;208367;175960;179164;196493;149516;157504
317;584165;490667;357118;311720;253220;183284;165309;134264;128531
318;759629;475476;328879;232130;210500;264412;174154;178687;129759
319;705715;494433;247105;224466;223002;184002;165789;174084;174491
320;601303;410542;266627;251658;211268;177112;151024;159868;131593
321;683602;442051;274853;339546;217827;182539;155759;123794;163018
322;678631;414602;300946;264174;250409;165391;132994;139863;120121
323;728466;519714;291389;207037;195872;180114;267752;133108;146363
324;659498;576716;335072;244560;235171;169599;167562;176644;165692
325;784690;392313;274021;366338;185474;155600;145699;120737;120736
326;729014;489097;258290;190616;178555;169591;133411;168355;153483
327;698940;336176;508775;221188;230780;142749;145817;149140;125697
328;816866;395644;266637;212750;194685;162585;183917;130147;134399
329;754252;423640;304028;204765;271148;146087;156143;141767;145935
330;684461;397854;339106;260192;242691;211104;169465;135946;155744
