78;2197;529;115;821;648;7554;1117;15409;15340
79;fail;334;719;2232;16733;15752;151;27554;38207
80;522;4266;23419;2511;1135;2239;3546;29745;8854
81;3013;1153;3094;705;276;1755;1374;1609;834
82;546;1500;677;3210;9752;1511;3259;11152;4983
83;fail;321;4474;11174;126;8127;3536;4461;545
84;137;4455;135;994;1633;12924;7452;7049;37175
85;1264;7967;3331;4361;5059;13897;1473;23471;21164
86;182;15542;1080;1490;2391;5082;791;2663;3097
87;fail;378;1179;187;389;2956;3425;27230;37632
88;405;8532;2766;16536;2530;3201;9711;4569;28629
89;1086;691;6649;1046;192;214;2668;2796;5531
90;1044;132;1441;6652;3565;383;1653;7301;1833
91;103;1054;2587;2096;11317;644;2478;24951;8858
92;2311;393;10641;8517;5483;516;13542;3152;6121
93;fail;2826;1862;213;1859;6490;5581;1637;11374
94;846;343;3033;1297;6588;1099;303;415;26857
95;433;835;685;7812;567;2746;6459;4308;fail
96;637;9857;2795;5182;22116;1034;1072;14023;14009
97;fail;6538;1504;2305;634;1113;706;10476;2935
98;224;835;534;10786;1073;88;6835;4635;26414
99;749;469;277;15553;2383;979;648;6939;56609
100;656;557;7406;3294;108;3298;1637;27563;13025
101;fail;21638;10247;4742;2207;5421;14500;6894;fail
102;1343;1961;36404;125;11428;12134;11191;14454;15250
103;251;412;1695;1904;1214;1057;6012;1167;2437
104;fail;2381;484;13113;1238;3265;10285;25170;13527
105;333;4676;791;5804;165;1651;5648;13595;4302
106;fail;823;2621;264;896;2000;682;11493;6942
107;fail;8518;585;413;15119;802;15613;1472;5713
108;1474;30080;4229;2926;1574;5466;1054;7502;6018
109;1045;7479;7092;1816;1404;8586;1116;6397;40980
110;fail;1121;5442;5712;6606;8892;4416;14094;72
111;538;1277;535;57;651;988;520;43152;14977
112;2222;3408;9549;132;2271;7176;4078;1793;9282
113;fail;1128;256;1745;1891;7457;4424;10104;23318
114;fail;7026;1046;8570;3628;271;3882;3661;9505
115;431;3506;1088;600;3097;279;7046;6271;28721
116;395;1082;315;2464;1372;1135;953;6259;4952
117;fail;471;7774;17235;3373;3645;171;313;21833
118;1397;3173;34842;618;1425;749;4940;13567;6655
119;fail;2903;2669;1096;516;764;1065;14196;3036
120;fail;6744;479;9191;2360;2270;3018;3786;15459
121;437;1902;1507;6059;397;3262;8828;4261;24976
122;777;fail;13419;1158;17919;10487;11054;19983;4307
123;1220;1974;2057;1175;881;3140;5951;834;13196
124;1805;7779;4975;2990;413;1493;435;4103;1092
125;382;2269;1312;5201;2229;3129;9342;26061;3510
126;246;2120;875;1774;231;8523;8990;56290;38084
127;276;1736;780;751;2355;1208;1148;512;31273
128;fail;384;242;2653;3606;159;1359;2192;fail
129;fail;21764;3790;1750;442;343;1029;6220;11138
130;389;26;419;4641;5606;1404;1154;2179;17129
131;fail;4123;465;481;926;7055;375;12;804
132;fail;1115;3206;72;612;2505;1649;5423;14966
133;fail;461;43;2123;497;5627;24204;6779;5512
134;911;9905;215;2296;460;290;6114;2023;fail
135;fail;57;2443;2308;9932;2286;1414;573;45425
136;340;5293;3048;10568;7410;3917;5387;23488;3087
137;1605;414;126;1996;1582;1533;8296;1442;4879
138;73;352;166;1992;1200;1243;2444;26888;3610
139;471;224;1246;11460;903;880;1030;12478;1187
140;1414;276;862;15359;495;1666;7657;5395;10942
141;84;2346;12594;6713;1048;381;859;23808;1714
142;318;944;617;282;2003;617;6864;1945;35118
143;fail;58657;8446;26868;557;2729;405;939;4892
144;41;4237;953;5115;10170;614;2451;270;1425
145;fail;14038;568;7470;1874;474;14464;21235;9088
146;177;79;2975;4583;134;349;4258;18616;27634
147;2248;769;1411;1077;1740;3204;3905;5766;30503
148;1372;2908;5286;1899;4877;2876;5125;3975;45842
149;627;2628;11309;3391;430;846;1987;4346;28434
150;170;2550;1585;3242;2741;4641;10311;18953;10548
151;559;940;7945;206;755;722;1125;21799;986
152;fail;979;14449;9494;4671;1573;11462;2092;27634
153;fail;87;575;1568;634;635;1967;35087;8334
154;fail;1044;1874;1039;1876;7033;2680;4451;52228
155;523;3651;4362;702;902;686;2542;823;3604
156;105;1916;2026;267;3432;480;2966;19231;11130
157;fail;52224;12092;123;10378;886;11648;36593;11563
158;195;378;6274;2260;2026;2019;2847;8555;13794
159;fail;235;24224;1047;12585;1892;6419;5187;14396
160;1278;502;3174;856;3519;9252;4529;455;24155
161;86;11683;163;9047;1571;5460;1554;13719;448
162;129;fail;131;13065;350;2347;772;441;fail
163;653;2963;31984;1266;4096;5472;1874;15531;29322
164;372;fail;976;720;10251;1691;5994;16488;6459
165;50;1197;734;802;6047;706;3603;3135;13841
166;fail;2747;1636;3122;3858;1131;2025;61123;8369
167;506;2594;394;114;848;2083;1461;9320;3429
168;337;1129;5588;2127;3525;4792;5425;1343;7166
169;331;10615;32813;9466;75;1301;1631;25825;42573
170;fail;20992;8334;4300;7077;351;6596;568;13560
171;283;2203;524;17780;554;1545;722;36532;4438
172;fail;2831;1618;600;14170;1673;737;2152;15827
173;495;3114;4153;903;3452;2740;8387;3023;19517
174;fail;388;47;5361;10267;9504;5151;14345;2647
175;421;35488;699;282;2336;481;2497;21084;10599
176;190;4503;1754;2750;2241;2592;656;26964;2793
177;fail;632;301;1291;4046;506;2859;12305;15830
178;fail;16390;7550;15197;917;4136;6642;4487;22547
179;fail;147;722;1114;1970;798;537;33756;51740
180;fail;4226;8035;2918;4548;7194;10100;13422;694
181;fail;7326;29948;3078;6431;514;276;24587;8135
182;fail;341;1375;24312;1942;1094;23988;30565;2797
183;fail;6674;260;556;2236;24;879;10271;6011
184;fail;3040;26683;123;2087;580;8602;47756;390
185;fail;3316;2819;7543;2573;562;12095;13590;377
186;fail;2304;1423;574;650;4372;3742;20526;11266
187;fail;1990;639;980;4013;2668;3988;13560;619
188;fail;1223;25264;2439;1081;307;0;5671;487
189;fail;905;844;1203;1761;214;925;8831;5148
190;764;686;4589;42;1880;1092;2062;1971;3536
191;300;895;14793;297;619;652;7599;14256;11579
192;2850;1941;395;1257;5423;5440;5110;2366;27477
193;fail;2079;1223;4145;550;1610;1655;3928;46067
194;1027;953;728;1335;1544;1662;3516;7019;6548
195;200;529;175;1012;3226;702;24685;10401;31319
196;410;3989;2640;5668;1627;2945;2094;5405;5913
197;fail;1849;337;1344;1902;1422;16382;1496;416
198;fail;259;299;1841;3448;2225;1303;1204;1865
199;442;45032;757;2754;2399;1601;410;11320;857
200;591;872;5926;5641;924;1181;7776;4239;11156
201;fail;330;42283;2653;331;2097;2905;1194;20291
202;fail;1148;9211;6974;508;5681;357;462;9557
203;1771;3684;4086;6761;2246;1970;5861;11218;12651
204;fail;18132;1552;3413;13370;17382;359;675;30539
205;3036;6719;2110;2542;1273;341;135;2293;2346
206;1050;2154;86;522;1182;1897;411;24482;29005
207;442;55625;5871;121;4228;6618;522;1174;4878
208;240;908;6936;1199;2075;14606;1325;3787;2896
209;fail;2721;11100;2068;638;53;621;11989;871
210;1330;2597;8392;4140;1106;328;965;17461;5047
211;1015;5377;411;284;294;291;3739;18897;2827
212;2654;543;28804;155;202;2027;2714;1929;2222
213;fail;19113;43058;115;237;713;4604;11217;4868
214;1056;496;2106;1304;12433;5912;5961;11613;6998
215;fail;9505;4513;742;6169;119;3424;3487;15213
216;1318;402;1902;3312;13511;168;1757;1412;15977
217;fail;15;1219;3297;4656;8132;6976;5547;7493
218;fail;17606;659;58;3120;5412;5507;1916;2935
219;479;7532;15500;1234;919;790;132;149;1120
220;fail;505;27534;1109;10201;6270;8706;12980;2968
221;fail;310;196;354;1667;4028;1298;2391;51822
222;80;236;916;8663;1209;649;939;1768;2306
223;1800;682;482;5950;1211;12;12203;39294;2574
224;fail;186;13547;47975;907;4988;4708;7936;16828
225;fail;16321;1349;5055;6309;6419;5083;18621;18804
226;fail;2069;1491;998;714;5041;11377;12569;8872
227;fail;19153;17680;148;615;3954;1009;1264;7638
228;1332;83;9078;13231;1453;2336;24661;6436;fail
229;fail;937;2847;1597;1302;1392;6066;40775;4986
230;fail;22951;2220;3433;545;1602;8106;41537;15381
231;1911;3382;12290;838;1053;474;783;332;23442
232;fail;1947;4154;1463;7664;14845;2274;7682;3196
233;355;888;1306;186;2169;1117;2022;13700;20629
234;fail;7511;2703;592;843;1425;5157;3390;17119
235;164;601;3956;4484;979;289;5456;7613;6444
236;fail;12440;2415;198;1788;2021;5994;10741;27282
237;1721;31467;278;4997;2063;27;10370;7244;19459
238;fail;5461;26609;1039;80;530;2620;51011;33770
239;fail;26406;6586;12058;26730;565;10081;12716;15715
240;1367;1444;1820;988;782;4751;2224;136;7460
241;fail;37036;1479;199;153;2749;3077;14990;13136
242;1288;1908;1740;696;1954;316;732;394;20938
243;fail;10243;611;135;2752;738;1308;3012;10279
244;fail;360;5;2262;10632;2477;262;3506;22216
245;fail;1118;1725;753;1608;4017;2286;557;14550
246;fail;292;21078;902;4977;1162;890;3777;36254
247;1166;732;2000;465;3147;1095;662;966;25871
248;fail;63;2063;4776;477;639;2722;8699;50089
249;fail;48406;1680;699;4101;846;167;11661;fail
250;1812;30;1037;4864;3043;1109;990;2314;26218
251;fail;5251;13339;3942;2244;1249;12067;16837;17369
252;911;1102;24015;790;1338;7808;1966;33085;8945
253;fail;24792;4505;4879;10816;9090;1911;10582;5451
254;220;6647;474;2070;4057;672;934;3147;22943
255;fail;1831;13065;2121;149;6552;22258;608;1079
256;fail;20739;7917;324;7542;4106;11616;21946;8610
257;418;3194;1198;2019;5771;1146;928;4;10435
258;fail;748;4829;4989;1789;8550;2364;5197;644
259;251;1764;10857;1320;1330;8957;2584;19523;5152
260;1580;1942;21815;1981;6484;3221;2342;5682;7339
261;1957;15241;1583;2586;450;2950;2276;3090;10944
262;579;5293;24044;12518;467;1157;7379;162;5100
263;fail;5374;12595;9636;3258;690;2593;22801;25526
264;fail;17739;443;866;14328;373;4176;7064;728
265;fail;4981;9720;569;3175;1789;5458;8641;2768
266;1258;6271;836;1719;261;1242;4277;11948;9552
267;fail;830;691;942;188;2401;5368;2125;29271
268;2409;1057;2702;4894;2578;201;3955;10076;13714
269;fail;3073;41110;434;1227;11822;532;27727;1866
270;2675;283;1571;5605;1158;923;9214;7392;27310
271;fail;18035;7062;8860;2331;3854;1675;11498;5125
272;480;541;1447;2289;501;4046;29709;862;4892
273;1218;2388;3664;834;3529;554;395;8080;7476
274;228;17663;355;657;455;4085;10604;627;10763
275;fail;9106;9582;516;6608;1749;2798;2641;2293
276;70;2248;1059;4724;6373;5028;18616;4024;6762
277;75;1013;2845;676;9205;14239;3481;48;7411
278;fail;3726;2924;5325;2016;1910;7401;10331;6773
279;47;1424;5307;1926;342;2475;6527;1162;fail
280;fail;117;2069;655;3483;23606;72;1531;488
281;242;3195;6812;8566;28136;2530;8551;6738;2642
282;fail;2540;565;1149;801;10835;1262;5702;6051
283;514;1659;12444;1099;1660;3945;2116;456;5885
284;149;619;1011;2064;1272;4442;3298;31622;4660
285;540;5013;7850;4484;2083;4641;7606;19006;5479
286;1633;220;352;2865;2184;161;29476;32421;10797
287;279;10909;15037;417;1410;1477;3900;25927;11582
288;fail;273;5076;10620;161;1329;6747;31539;40078
289;970;923;3407;3758;23100;595;186;25990;35093
290;fail;fail;20044;261;8415;1491;3555;26987;14846
291;541;1003;643;4231;5036;11424;2363;12431;3664
292;1321;8592;15080;6163;531;4984;1878;6391;2052
293;225;1471;1105;29;177;2864;195;15485;2019
294;fail;1031;12226;1586;103;716;2770;172;5185
295;fail;15;19667;2265;8211;3226;177;1908;32192
296;337;1615;8865;864;1701;1274;1203;3443;4178
297;fail;141;1337;2942;38;2303;3214;8391;38259
298;11;665;19342;3304;3271;927;10509;5222;113
299;2106;7;3320;1838;8938;12598;7507;8944;197
300;459;545;371;6000;2675;1347;3756;5710;30633
301;263;85;590;416;760;168;628;10312;2153
302;312;12170;4124;2229;2627;8696;1196;5377;7614
303;fail;11359;2733;3334;2824;847;4441;1543;1567
304;fail;915;10754;4627;8696;4605;4040;15053;8219
305;65;797;15201;4324;2919;115;685;7433;2112
306;1716;1098;929;848;42;2103;4368;4204;5494
307;935;1329;6753;23269;1680;3147;761;9543;2510
308;fail;3035;41;130;2465;2850;13547;17903;11830
309;fail;28812;21474;10497;303;1320;3769;31839;14127
310;39;14301;4558;19640;364;22859;2756;4541;4362
311;135;121;2959;3615;4858;614;1830;6366;22037
312;fail;19843;19803;28848;315;628;5204;21510;4664
313;fail;3325;4513;3806;569;395;5312;4874;27602
314;fail;261;1219;5188;439;13417;9117;12362;8259
315;fail;2677;630;4575;2642;1468;1530;2474;6926
316;2499;4171;3030;1661;3077;4781;16830;25900;15579
317;1496;889;1308;11443;12964;628;6156;5854;31607
318;820;697;3003;416;3794;5502;743;20909;30132
319;fail;2707;72;333;679;1288;3424;11195;1641
320;2126;7938;2479;5585;1995;1128;494;20330;11349
321;206;12439;535;131;261;3483;532;2373;1106
322;fail;1001;1995;408;4115;372;6198;1897;3062
323;fail;3445;8245;4247;863;1518;21950;4437;842
324;235;812;665;12997;3945;835;17103;15840;35576
325;923;54;8718;1371;1643;462;16;8233;46877
326;1524;1335;741;6404;907;83;6325;18;23860
327;1707;38403;2937;2648;1922;6837;3254;2865;13645
328;702;2689;428;1744;869;5926;351;20378;4059
329;fail;1337;9923;4106;3780;19220;4311;6040;5540
330;fail;23478;875;217;3821;2500;1051;16088;7576
331;1523;4696;8568;3428;2958;8028;16128;16001;706
332;145;1273;732;335;1696;16718;1374;11165;36144
333;fail;6701;94;2843;6317;1014;8824;6370;21164
334;375;36205;2647;2475;1492;4820;108;4150;9872
335;fail;2264;2568;587;563;1336;17060;6910;7595
336;fail;3494;14987;732;659;359;3162;2854;9479
337;fail;2739;3079;2112;956;9174;20711;17644;fail
338;fail;2669;233;1206;161;263;2954;833;3046
339;477;9647;984;215;24989;4784;136;7722;13047
340;fail;9461;363;7197;8713;6438;13572;7662;14985
341;1191;285;5326;2998;1247;3318;14105;4311;10898
342;155;2113;7461;1380;1144;823;12938;815;10592
343;fail;1577;2915;3554;1833;1946;11392;18930;6026
344;982;952;1856;911;1794;1338;13921;10227;12751
345;265;249;4500;7162;2645;6671;1951;22527;12186
346;156;11993;5482;12349;9304;649;8863;631;4920
347;1641;1059;1966;3721;855;5790;5531;4063;42155
348;fail;1115;33711;661;13307;9739;14981;11584;27688
349;1080;65234;4317;2301;14448;5905;3229;1592;31720
350;fail;4904;56;10703;5316;7194;3341;25640;28510
351;fail;46006;325;97;10398;5941;8709;7557;16812
352;fail;2416;9979;2257;2783;21288;15731;14875;18060
353;952;834;10100;1457;1113;596;7885;5041;fail
354;fail;551;1467;1450;235;332;4644;11803;19396
355;78;1071;729;588;272;2858;207;15520;2159
356;361;94;1103;6066;269;170;477;912;15408
357;1367;494;3949;3651;13038;1938;4375;2068;7999
358;fail;47489;3892;17450;729;199;2814;6855;24046
359;fail;1646;1583;1333;676;56;1530;2080;39472
360;169;1280;3390;10610;76;380;2830;16295;3568
361;fail;855;488;2091;5584;1888;3498;3584;7296
362;507;181;16604;573;4061;890;20205;8589;12205
363;fail;5944;2387;826;1715;3593;3597;7666;1624
364;fail;1460;449;11128;979;3097;23086;330;17955
365;fail;6605;8843;337;3946;1764;2252;10862;52020
366;2123;159;1366;6555;5286;3028;574;7604;7525
367;949;18201;8623;3610;117;538;3166;22306;665
368;180;329;1424;1055;72;2110;4219;5853;6829
369;430;969;7363;103;7338;2322;1631;3949;21066
370;fail;297;561;9997;916;758;5393;35221;5974
371;591;891;1462;190;2067;412;1948;7167;fail
372;1471;1654;3793;3288;3435;4019;1893;588;30781
373;303;65032;22210;6511;2701;1115;2231;1381;4368
374;fail;2567;4273;3253;3341;76;14733;24858;21045
375;fail;8602;4292;36;107;2020;421;1677;2845
376;465;3861;1149;163;1184;1467;540;1218;13189
377;567;136;4577;2065;531;9578;407;1469;18998
378;719;1941;5610;2175;2670;971;50;7007;10023
379;fail;7500;1810;2544;2027;2858;7622;12705;22935
380;43;1082;21;1893;4365;577;2462;24256;8449
381;fail;296;14474;8321;184;12054;715;37106;31851
382;1135;6489;95;3224;1745;841;3805;1190;24994
383;2249;1870;10099;8239;6760;1226;756;4760;8405
384;1055;20848;687;7545;8160;3421;14374;32073;14582
385;702;1141;3430;3007;14796;1550;2624;48919;4475
386;fail;2110;2048;1675;5668;1554;3457;1074;8699
387;57;10044;2068;2935;170;124;2270;4674;3272
388;fail;10886;4315;2540;14025;7462;643;2915;21242
389;31;1307;282;3332;13592;2196;2963;10620;14470
390;fail;1220;7682;242;9477;154;3156;8313;22361
391;fail;3152;2898;3524;1386;20158;7906;38849;13048
392;1126;647;176;1095;1081;2153;260;15027;406
393;fail;2746;1497;1907;896;5857;1517;15381;331
394;585;8709;7213;1610;56;545;4917;6346;6353
395;37;1690;9612;1495;879;1260;627;27834;493
396;1093;14041;1307;1457;2618;5010;2587;33203;20867
397;850;505;481;1019;478;946;4785;51;36615
398;fail;33140;1383;3088;2232;1231;6844;6436;4922
399;fail;1552;1180;3782;17112;2159;1844;15508;555
400;fail;831;917;2114;1981;4389;3097;18558;5420
401;fail;142;7184;907;12182;10071;4888;24057;2003
402;557;33019;4345;727;5449;268;1316;30987;1282
403;208;1497;28170;5104;883;10406;904;25720;6628
404;fail;14446;5545;492;4223;166;3157;4128;9604
405;fail;849;128;78;462;1513;648;19364;9335
406;fail;2019;18741;9840;15161;10525;5757;7295;8632
407;fail;13841;129;4425;675;108;6338;4361;36098
408;fail;8095;2592;11477;7866;5081;774;84;18487
409;fail;6429;951;2899;45;5235;5963;1400;16867
410;fail;9780;971;1425;506;6235;1195;8747;18439
411;1208;539;2634;3797;1086;7687;4949;17208;23064
412;414;21806;8334;901;3677;1970;4002;9129;3526
413;fail;957;7998;324;890;2336;1078;2410;14857
414;1108;4710;110;1256;1520;440;3073;4282;15270
415;610;971;1920;7069;2994;3101;6816;715;9546
416;fail;996;8138;7881;319;599;2034;14251;3953
417;436;1330;1666;1713;2264;7007;4258;8068;38626
418;1393;2886;2755;2294;40;9815;5772;10917;229
419;309;208;74;617;2479;1129;99;31776;2368
420;207;8312;5820;1786;7447;4542;15661;410;6883
421;fail;794;1754;4971;2761;3703;9182;20342;394
422;fail;23031;18093;10890;478;348;1234;17077;358
423;fail;485;853;3597;432;8478;1049;3172;5015
424;fail;34;1439;10580;3082;2852;1676;2351;2239
425;741;56;89;326;887;3327;1836;2003;30379
426;2336;1982;2206;1444;5520;1983;6491;35262;16134
427;fail;13773;7049;8756;2691;1823;3742;876;5905
428;621;348;359;143;1905;407;1409;3299;7675
429;2140;7501;2903;5363;6829;690;2114;6583;1075
430;582;862;989;2150;10146;1281;73;1789;4928
431;556;2205;1437;26476;1571;385;289;28734;51768
432;141;5202;3040;8827;3255;190;2825;14528;8352
433;1158;54;7049;8329;235;756;1295;10138;6970
434;fail;1202;418;2819;407;2877;1137;9354;25625
435;143;1593;204;1615;793;5751;3807;10709;9591
436;561;2390;2251;847;2665;232;2675;45645;434
437;fail;29933;1299;5160;73;4108;1404;15983;6080
438;fail;6657;2593;707;5447;3541;3959;15700;29658
439;221;14732;9586;9757;1189;9457;23412;8000;3484
440;fail;16509;404;4326;4822;775;9188;6803;26688
441;25;2260;57;795;684;677;2671;24782;8114
442;fail;334;2707;10953;25504;1956;8029;6052;8874
443;fail;4474;2105;3412;403;1812;9777;20696;1486
444;fail;37110;7673;13056;2223;1027;2494;206;16400
445;fail;1323;1827;601;3169;6873;16188;11001;15148
446;162;642;405;168;291;4753;838;3944;765
447;fail;2709;1851;12404;10438;5870;623;27986;12138
448;302;1501;1027;108;325;2134;384;3292;38227
449;fail;540;3556;5550;414;278;223;13968;6467
450;852;3349;1699;3545;2592;135;5186;4885;13033
451;3585;503;2116;4572;602;16054;3478;13103;3609
452;fail;479;2451;7538;811;840;6245;12043;3851
453;207;648;1216;1738;3013;984;6463;3145;1619
454;112;90;5685;451;6336;8879;1724;1318;13887
455;131;126;1232;1376;4298;3339;6922;7840;13182
456;fail;28400;473;2940;1153;3277;5833;2022;28416
457;fail;68;1500;5225;5080;36;7599;293;2638
458;fail;2708;244;7757;3721;13726;1189;11776;fail
459;401;2894;767;1652;65;2157;290;365;8548
460;fail;755;1868;1267;1561;1445;1018;23666;3150
461;1049;6285;1121;281;1347;2547;2867;2680;2431
462;476;1750;1185;2800;491;301;270;3460;4137
463;fail;251;5983;346;20;913;1649;4508;603
464;352;16170;558;546;858;336;1539;809;42621
465;fail;31382;7428;1266;1203;8485;1315;8486;15833
466;180;4237;1552;26055;9763;568;5956;33;fail
467;fail;3954;1146;2249;1324;8476;3899;17247;23589
468;207;242;3651;983;3749;782;5009;4072;24611
469;1823;6369;11241;109;10276;3592;59;7796;579
470;fail;2283;15;1307;1947;5391;10426;11748;58023
471;3123;376;6766;3516;1739;1794;17444;3134;3651
472;2499;132;307;656;283;364;2949;2302;10574
473;fail;40832;8800;4540;5460;1820;1413;15873;7711
474;50;2407;401;387;3008;5406;5401;4008;1471
475;fail;3464;1226;12422;3411;3240;3890;10422;9980
476;fail;1499;1195;547;1552;7187;426;21384;15869
477;fail;10168;859;5403;3468;836;6070;17943;1462
478;72;4691;3764;284;439;2071;473;4800;1500
479;1130;21805;5878;3170;4255;274;472;7136;23627
480;1864;286;4477;3603;3813;4990;7942;2054;13836
481;1496;159;81;6256;459;245;3196;50972;18014
482;fail;251;3175;2558;883;11470;5784;6440;1428
483;fail;4427;7779;275;555;4775;3035;12663;42900
484;fail;236;22467;74;2085;375;2139;13577;21677
485;fail;370;37;666;11576;2201;5256;22014;3731
486;fail;3892;5046;1599;6598;4447;3154;3568;21705
487;fail;1139;19559;1073;1073;519;1239;6488;1991
488;fail;1877;1012;552;2157;3254;5192;12115;3537
489;fail;1578;1708;124;2518;973;1395;2584;27319
490;1028;3256;1591;2615;1560;633;7134;4524;3043
491;fail;3390;2221;4142;3356;169;3266;32829;188
492;fail;21233;1040;1358;6807;4904;6895;18990;901
493;1219;15495;12456;3643;362;10505;3337;6617;9354
494;fail;9176;12694;2675;4126;602;3028;25753;18475
495;463;125;365;794;2671;6101;554;4317;2136
496;62;250;4970;1507;2480;2068;2213;6677;6780
497;878;229;2737;4627;1460;7868;66;745;16495
498;fail;4670;198;2698;4147;4057;1369;27865;148
499;fail;22120;1655;6212;1986;186;5377;1255;1521
500;fail;13094;6271;4905;8470;817;5878;2046;9067
501;255;436;8843;1283;1889;4800;323;1811;22148
502;fail;3626;15538;41971;3963;8404;2151;5450;6044
503;fail;537;860;7934;504;2107;2389;2749;12253
504;2238;9738;11920;11547;858;8195;1387;41764;36512
505;fail;4608;4760;2344;129;4158;3263;295;25399
506;fail;4497;16207;1221;4535;677;9468;10106;2205
507;232;22699;2399;2916;1455;825;1603;8360;40056
508;fail;2541;613;17792;3595;13759;2214;3594;fail
509;2423;33431;2696;3018;1043;7724;1499;1955;12754
510;fail;1021;1538;1802;275;6129;42;3519;7875
511;1115;186;1674;84;2100;3579;854;2576;1930
512;1403;408;2145;35;1146;735;587;1557;807
513;1122;8647;996;966;739;1852;5780;22536;7709
514;319;4066;6482;896;12040;826;12005;48322;5642
515;18;353;5608;2290;116;15516;116;1287;4002
516;fail;4468;552;2424;2090;5191;433;2740;2822
517;fail;8528;4587;3833;1111;1520;4728;6389;42011
518;510;1908;616;4918;4474;869;1710;13925;10113
519;45;68;8453;1490;6155;161;12947;75;48293
520;878;fail;2134;1601;8050;1007;1079;1323;10300
521;224;1200;390;410;400;1790;9138;317;7914
522;602;599;3923;1625;1362;2785;55;13315;3647
523;137;20347;14561;427;37;3528;908;3099;49942
